échantillon,cellule,modèle,n,justesse,justesse_ic_bas,justesse_ic_haut,d_justesse_vs_marché,d_justesse_ic_bas,d_justesse_ic_haut,auc,auc_ic_bas,auc_ic_haut,brier,brier_ic_bas,brier_ic_haut,d_brier_vs_marché,d_brier_ic_bas,d_brier_ic_haut,logloss,p_moyen,p_sd
1re moitié (validation),Tous 15m,timesfm_cal,375,0.498667,0.447637,0.551724,-0.0373333,-0.110526,0.0364204,0.518606,0.468141,0.565014,0.249915,0.245595,0.254168,-0.000333332,-0.00519259,0.00439597,0.692989,0.488673,0.0394964
1re moitié (validation),Tous 15m,logit_ind,375,0.490667,0.441595,0.540109,-0.0453333,-0.0966963,0.00818011,0.523243,0.465856,0.574188,0.248305,0.244164,0.252255,-0.00194391,-0.00538293,0.00154951,0.68972,0.496261,0.0414881
1re moitié (validation),Tous 15m,hgb_ind,375,0.485333,0.4338,0.536537,-0.0506667,-0.1,0,0.501138,0.44752,0.550977,0.251181,0.246598,0.25582,0.000932101,-0.00269091,0.00442518,0.695532,0.493246,0.0453349
1re moitié (validation),Tous 15m,logit_ind1s,375,0.509333,0.457859,0.56045,-0.0266667,-0.0855599,0.0325225,0.517539,0.467256,0.566479,0.25269,0.246931,0.258822,0.00244193,-0.00260057,0.00806987,0.698795,0.481942,0.053974
1re moitié (validation),Tous 15m,hgb_ind1s,375,0.517333,0.466662,0.568528,-0.0186667,-0.0824475,0.0451981,0.513954,0.459403,0.56412,0.250511,0.245426,0.256021,0.000262192,-0.00416632,0.00511256,0.694231,0.481037,0.0478011
1re moitié (validation),Tous 15m,logit_tw,375,0.533333,0.481668,0.583574,-0.00266667,-0.0663174,0.0673628,0.551422,0.497737,0.607577,0.248076,0.243696,0.252846,-0.00217216,-0.00673401,0.00254259,0.689318,0.495171,0.046747
1re moitié (validation),Tous 15m,hgb_tw,375,0.522667,0.470883,0.574233,-0.0133333,-0.0837952,0.0560066,0.516842,0.462803,0.585561,0.250029,0.246483,0.253561,-0.000219932,-0.00452858,0.00399104,0.693215,0.495118,0.034888
1re moitié (validation),BTC 5m,market,374,0.5,0.44875,0.550809,0,0,0,0.513295,0.457175,0.575441,0.250002,0.247443,0.252875,0,0,0,0.693202,0.502353,0.0257834
1re moitié (validation),BTC 5m,timesfm,374,0.489305,0.438685,0.541339,-0.0106952,-0.0796965,0.0582506,0.47619,0.4312,0.52617,0.262814,0.252728,0.272624,0.0128122,0.00304226,0.0223265,0.720438,0.497493,0.095849
1re moitié (validation),BTC 5m,timesfm_cal,374,0.529412,0.474071,0.580313,0.0294118,-0.0453394,0.106391,0.502348,0.467772,0.533973,0.249678,0.247411,0.251982,-0.000324187,-0.00365892,0.00286686,0.692505,0.49184,0.0200892
1re moitié (validation),BTC 5m,logit_ind,374,0.44385,0.394022,0.494916,-0.0561497,-0.114462,6.56168e-05,0.465215,0.405962,0.520287,0.252319,0.248011,0.256532,0.00231732,-0.00204366,0.00648506,0.697793,0.492498,0.0410779
1re moitié (validation),BTC 5m,hgb_ind,374,0.475936,0.425197,0.528209,-0.0240642,-0.0826452,0.0344851,0.475586,0.413674,0.53559,0.25216,0.247639,0.256904,0.00215803,-0.0021135,0.00653397,0.697488,0.490979,0.0427174
1re moitié (validation),BTC 5m,logit_ind1s,374,0.510695,0.458558,0.559156,0.0106952,-0.0626825,0.083558,0.470746,0.411996,0.523143,0.256589,0.249249,0.264126,0.00658716,-0.000565762,0.0139215,0.70719,0.476202,0.0666386
1re moitié (validation),BTC 5m,hgb_ind1s,374,0.462567,0.410703,0.513307,-0.0374332,-0.105699,0.0325203,0.461326,0.396114,0.516975,0.256856,0.250828,0.263472,0.00685387,0.00104462,0.0130525,0.707144,0.484405,0.0568406
1re moitié (validation),BTC 5m,logit_tw,374,0.510695,0.461938,0.560224,0.0106952,-0.064795,0.0829066,0.472849,0.413868,0.532625,0.258538,0.251698,0.265684,0.0085361,0.00105745,0.0157813,0.711248,0.488095,0.0643091
1re moitié (validation),BTC 5m,hgb_tw,374,0.462567,0.411757,0.5124,-0.0374332,-0.109921,0.0344874,0.458675,0.40204,0.520291,0.257726,0.251617,0.264021,0.00772394,0.00110346,0.0143849,0.709237,0.4899,0.0595453
1re moitié (validation),BTC 15m,market,375,0.536,0.484448,0.587441,0,0,0,0.516401,0.454266,0.569096,0.250249,0.247845,0.252741,0,0,0,0.693662,0.49744,0.0237061
1re moitié (validation),BTC 15m,timesfm,375,0.536,0.484611,0.588239,0,-0.064995,0.0675721,0.540768,0.479103,0.599852,0.252833,0.241419,0.264506,0.00258492,-0.00905351,0.0143247,0.699417,0.503567,0.116066
1re moitié (validation),BTC 15m,timesfm_cal,375,0.498667,0.447637,0.551724,-0.0373333,-0.110526,0.0364204,0.518606,0.468141,0.565014,0.249915,0.245595,0.254168,-0.000333332,-0.00519259,0.00439597,0.692989,0.488673,0.0394964
1re moitié (validation),BTC 15m,logit_ind,375,0.490667,0.441595,0.540109,-0.0453333,-0.0966963,0.00818011,0.523243,0.465856,0.574188,0.248305,0.244164,0.252255,-0.00194391,-0.00538293,0.00154951,0.68972,0.496261,0.0414881
1re moitié (validation),BTC 15m,hgb_ind,375,0.485333,0.4338,0.536537,-0.0506667,-0.1,0,0.501138,0.44752,0.550977,0.251181,0.246598,0.25582,0.000932101,-0.00269091,0.00442518,0.695532,0.493246,0.0453349
1re moitié (validation),BTC 15m,logit_ind1s,375,0.509333,0.457859,0.56045,-0.0266667,-0.0855599,0.0325225,0.517539,0.467256,0.566479,0.25269,0.246931,0.258822,0.00244193,-0.00260057,0.00806987,0.698795,0.481942,0.053974
1re moitié (validation),BTC 15m,hgb_ind1s,375,0.517333,0.466662,0.568528,-0.0186667,-0.0824475,0.0451981,0.513954,0.459403,0.56412,0.250511,0.245426,0.256021,0.000262192,-0.00416632,0.00511256,0.694231,0.481037,0.0478011
1re moitié (validation),BTC 15m,logit_tw,375,0.533333,0.481668,0.583574,-0.00266667,-0.0663174,0.0673628,0.551422,0.497737,0.607577,0.248076,0.243696,0.252846,-0.00217216,-0.00673401,0.00254259,0.689318,0.495171,0.046747
1re moitié (validation),BTC 15m,hgb_tw,375,0.522667,0.470883,0.574233,-0.0133333,-0.0837952,0.0560066,0.516842,0.462803,0.585561,0.250029,0.246483,0.253561,-0.000219932,-0.00452858,0.00399104,0.693215,0.495118,0.034888
2e moitié (test final),Tous,market,750,0.494667,0.454293,0.532521,0,0,0,0.494097,0.448291,0.53296,0.250274,0.248615,0.252133,0,0,0,0.693679,0.498597,0.0238307
2e moitié (test final),Tous,timesfm,750,0.514667,0.476881,0.552634,0.02,-0.0263603,0.0698756,0.510208,0.466877,0.558549,0.260115,0.251445,0.268421,0.00984101,0.00109913,0.0180169,0.715983,0.491307,0.109324
2e moitié (test final),Tous,timesfm_cal,750,0.522667,0.481694,0.563666,0.028,-0.0243902,0.0807483,0.499352,0.459241,0.541037,0.250131,0.247512,0.252785,-0.000143223,-0.00314087,0.00285948,0.693433,0.487854,0.0334221
2e moitié (test final),Tous,logit_ind,750,0.512,0.47564,0.552114,0.0173333,-0.0180883,0.0543372,0.516795,0.47767,0.56272,0.250903,0.247935,0.253805,0.000628703,-0.00203565,0.0030852,0.694975,0.499187,0.038881
