échantillon,cellule,modèle,n,justesse,justesse_ic_bas,justesse_ic_haut,d_justesse_vs_marché,d_justesse_ic_bas,d_justesse_ic_haut,auc,auc_ic_bas,auc_ic_haut,brier,brier_ic_bas,brier_ic_haut,d_brier_vs_marché,d_brier_ic_bas,d_brier_ic_haut,logloss,p_moyen,p_sd
2e moitié (test final),BTC 15m,hgb_tw,2014,0.503972,0.482541,0.526949,-0.00645482,-0.0362219,0.0238945,0.507044,0.484683,0.530944,0.250738,0.249152,0.252327,0.000520378,-0.001403,0.00235735,0.694635,0.496213,0.0356147
2e moitié (test final),BTC 15m,gap_m30,2014,0.523833,0.500743,0.546127,0.0134062,-0.0174778,0.0444007,0.525118,0.505991,0.550181,,,,,,,,,
2e moitié (test final),BTC 15m,rev15,2014,0.508441,0.486188,0.53023,-0.0019861,-0.0277069,0.0252219,0.509677,0.483167,0.539652,,,,,,,,,
2e moitié (test final),BTC 15m,always_up,2014,0.489573,0.467911,0.510899,-0.020854,-0.0527186,0.0094077,,,,,,,,,,,,
2e moitié (test final),BTC 15m,mkt_gt_05,2014,0.50993,0.488966,0.531296,-0.000496524,-0.00511694,0.00400807,0.51163,0.486375,0.535505,,,,,,,,,
2e moitié (test final),ETH 15m,market,2014,0.517875,0.496019,0.538463,0,0,0,0.531534,0.506929,0.557795,0.249137,0.248243,0.250062,0,0,0,0.691417,0.499945,0.0212821
2e moitié (test final),ETH 15m,logit_ind,2014,0.518371,0.496496,0.540219,0.000496524,-0.0224678,0.0239144,0.528254,0.498509,0.554778,0.249294,0.247784,0.250824,0.000156404,-0.00105564,0.00142366,0.691738,0.493843,0.035086
2e moitié (test final),ETH 15m,hgb_ind,2014,0.525323,0.503964,0.546178,0.00744786,-0.0145076,0.0281126,0.531218,0.505259,0.558343,0.249437,0.247712,0.251219,0.000300191,-0.000928239,0.00157315,0.692022,0.496347,0.0407135
2e moitié (test final),ETH 15m,logit_ind1s,2014,0.527805,0.505702,0.548326,0.00993049,-0.013821,0.0338829,0.548466,0.521739,0.570187,0.248189,0.246184,0.250286,-0.000948267,-0.00267697,0.000964341,0.689545,0.489536,0.0457152
2e moitié (test final),ETH 15m,hgb_ind1s,2014,0.520854,0.499038,0.541651,0.00297915,-0.0221886,0.028588,0.528228,0.503828,0.55311,0.248648,0.246975,0.250259,-0.000489078,-0.0019078,0.000935691,0.69042,0.496745,0.03814
2e moitié (test final),ETH 15m,logit_tw,2014,0.511917,0.490151,0.532545,-0.00595829,-0.0344857,0.0222585,0.53096,0.506954,0.557054,0.250309,0.248134,0.252528,0.00117147,-0.00104108,0.00345651,0.693965,0.496982,0.0496276
2e moitié (test final),ETH 15m,hgb_tw,2014,0.52433,0.503203,0.546631,0.00645482,-0.0218643,0.0357677,0.538678,0.518026,0.564845,0.249,0.24738,0.250602,-0.000137462,-0.00188169,0.00162738,0.691137,0.496427,0.0373145
2e moitié (test final),ETH 15m,gap_m30,2014,0.521847,0.501481,0.543851,0.00397219,-0.025757,0.0344397,0.524935,0.503722,0.549009,,,,,,,,,
2e moitié (test final),ETH 15m,rev15,2014,0.507448,0.485388,0.529236,-0.010427,-0.035415,0.0143092,0.520222,0.492479,0.547131,,,,,,,,,
2e moitié (test final),ETH 15m,always_up,2014,0.502979,0.481464,0.525526,-0.0148957,-0.0424787,0.0146495,,,,,,,,,,,,
2e moitié (test final),ETH 15m,mkt_gt_05,2014,0.515889,0.493034,0.536915,-0.0019861,-0.00991732,0.00631436,0.531534,0.506929,0.557795,,,,,,,,,
2e moitié (test final),SOL 15m,market,2014,0.525819,0.503462,0.547359,0,0,0,0.534396,0.504395,0.55945,0.249527,0.24904,0.250024,0,0,0,0.692202,0.500991,0.0109379
2e moitié (test final),SOL 15m,logit_ind,2014,0.523337,0.501973,0.54461,-0.00248262,-0.0270832,0.0217341,0.53011,0.504339,0.555312,0.249544,0.248071,0.250993,1.66537e-05,-0.00124226,0.00121227,0.692255,0.500742,0.0331558
2e moitié (test final),SOL 15m,hgb_ind,2014,0.514896,0.49391,0.536181,-0.0109235,-0.0338652,0.0115295,0.527314,0.50142,0.554949,0.249018,0.247258,0.250711,-0.000509371,-0.00199025,0.00091806,0.691164,0.497933,0.0400571
2e moitié (test final),SOL 15m,logit_ind1s,2014,0.525819,0.503964,0.547475,0,-0.0261344,0.0262181,0.529586,0.501961,0.5564,0.251356,0.249149,0.25373,0.0018291,-0.000276358,0.00407777,0.696168,0.48513,0.0494839
2e moitié (test final),SOL 15m,hgb_ind1s,2014,0.508441,0.486375,0.529416,-0.0173784,-0.0458686,0.0116709,0.502226,0.481006,0.531405,0.252789,0.250517,0.255141,0.00326202,0.00112107,0.00545654,0.698854,0.479921,0.0480951
2e moitié (test final),SOL 15m,logit_tw,2014,0.504965,0.483151,0.527388,-0.020854,-0.0482304,0.00799882,0.51213,0.485956,0.535315,0.252043,0.249755,0.254578,0.00251602,0.000258877,0.00483146,0.697457,0.497737,0.0515277
2e moitié (test final),SOL 15m,hgb_tw,2014,0.494042,0.471685,0.516145,-0.0317776,-0.0595348,-0.00351305,0.500969,0.475586,0.52728,0.251617,0.249951,0.253343,0.0020896,0.000491144,0.00377006,0.696404,0.497338,0.038581
2e moitié (test final),SOL 15m,gap_m30,2014,0.521351,0.498993,0.54239,-0.00446872,-0.0341883,0.0276525,0.522752,0.49878,0.543272,,,,,,,,,
2e moitié (test final),SOL 15m,rev15,2014,0.496028,0.475037,0.517778,-0.0297915,-0.0536981,-0.00599903,0.50483,0.475091,0.530934,,,,,,,,,
2e moitié (test final),SOL 15m,always_up,2014,0.502483,0.481349,0.523692,-0.0233366,-0.0523219,0.00450733,,,,,,,,,,,,
2e moitié (test final),SOL 15m,mkt_gt_05,2014,0.521351,0.498777,0.543145,-0.00446872,-0.0207106,0.0106222,0.534396,0.504395,0.55945,,,,,,,,,
2e moitié (test final),Tous,stack,24173,0.523559,0.514584,0.532368,0.0127415,0.00411201,0.0222059,0.534942,0.524947,0.546171,0.248948,0.248312,0.249574,-0.000736906,-0.00130963,-0.000187319,0.691037,0.502475,0.0341103
2e moitié (test final),Tous 5m,stack,18131,0.530583,0.521435,0.539627,0.022172,0.0130744,0.0321355,0.542056,0.531613,0.553099,0.248591,0.24789,0.249299,-0.00111371,-0.00177299,-0.000463785,0.69032,0.502415,0.0363426
2e moitié (test final),Tous 15m,stack,6042,0.502483,0.487567,0.517386,-0.0155578,-0.0346174,0.00318081,0.507922,0.491145,0.526761,0.250021,0.249186,0.250857,0.000393818,-0.000416113,0.00120341,0.693191,0.502654,0.0262968
2e moitié (test final),BTC 5m,stack,6044,0.534745,0.522343,0.547744,0.0132363,-0.00196866,0.028139,0.548247,0.534184,0.563938,0.248185,0.24732,0.249081,-0.00114552,-0.00206367,-0.000252939,0.689502,0.502354,0.0361341
2e moitié (test final),ETH 5m,stack,6043,0.532848,0.520626,0.545073,0.0287936,0.0150604,0.0431436,0.545706,0.531563,0.562528,0.24835,0.247459,0.249224,-0.00150044,-0.00233253,-0.000703942,0.689834,0.504239,0.0355387
2e moitié (test final),SOL 5m,stack,6044,0.524156,0.511862,0.536367,0.0244871,0.00912034,0.0402897,0.532135,0.519594,0.547014,0.249237,0.248307,0.250151,-0.000695231,-0.0016274,0.000197748,0.691623,0.500654,0.0372457
2e moitié (test final),BTC 15m,stack,2014,0.505958,0.485057,0.527184,-0.00446872,-0.0350966,0.024537,0.508623,0.482503,0.53789,0.250181,0.249049,0.251351,-3.65496e-05,-0.00131757,0.0012748,0.69351,0.501163,0.0266087
2e moitié (test final),ETH 15m,stack,2014,0.50993,0.488898,0.531657,-0.00794439,-0.0354523,0.0201932,0.51825,0.49446,0.54387,0.248962,0.247925,0.249944,-0.000175267,-0.00127461,0.000928197,0.691063,0.508663,0.0219023
2e moitié (test final),SOL 15m,stack,2014,0.491559,0.469599,0.513748,-0.0342602,-0.0605,-0.00800642,0.493628,0.470981,0.52442,0.250921,0.249618,0.252226,0.00139327,0.000218436,0.00254119,0.694999,0.498136,0.0287766
