strategie,total_x,cagr,vol,sharpe,max_dd,days,rotations
rotation (règle de l'auteur),0.4168490996415977,-0.2783660737607381,1.540449931310757,0.5262486724942144,-0.9668495724166856,979,2.0
"détenteur (mêmes achats de départ, aucune rotation)",1.9224013148282184,0.27592578377951327,1.2492891182243004,0.7914081275970788,-0.9137862298548757,979,0.0
rotation inverse (vers le haut de fourchette),0.39400782329986395,-0.29336961691926855,1.146315999224956,0.2569687766546347,-0.9115477976240923,979,2.0
panier équipondéré (rééquilibré tous les 30 j),0.8000411390359915,-0.07981018402245244,1.0849161780359746,0.46292720693648526,-0.8833444210163723,979,
