variante,mult,low_win,range_win,bottom,k,total_x,cagr,vol,sharpe,max_dd,days,rotations,exces_log_an,sharpe_exces,a_priori
mult=4 low=14 range=90 bottom=0.1 k=1,4.0,14,90,0.1,1,3.8187805453142376,0.648005465261349,1.3207346439990406,0.9982694185042039,-0.9123133483308926,979,0,0.5827410562868642,0.8832837130470733,False
mult=4 low=14 range=90 bottom=0.1 k=2,4.0,14,90,0.1,2,2.3273079136977395,0.3701682696630746,1.2532856905387744,0.8430411943623334,-0.9131950873830433,979,0,0.3981088653750241,0.7197345826792307,False
mult=4 low=14 range=90 bottom=0.1 k=3,4.0,14,90,0.1,3,1.754852592619969,0.23327547797890102,1.167326549846552,0.7368589352078092,-0.9088822095203877,979,0,0.2928489286406556,0.5942632640799831,False
mult=4 low=14 range=90 bottom=0.2 k=1,4.0,14,90,0.2,1,3.8187805453142376,0.648005465261349,1.3207346439990406,0.9982694185042039,-0.9123133483308926,979,0,0.5827410562868642,0.8832837130470733,False
mult=4 low=14 range=90 bottom=0.2 k=2,4.0,14,90,0.2,2,2.3273079136977395,0.3701682696630746,1.2532856905387744,0.8430411943623334,-0.9131950873830433,979,0,0.3981088653750241,0.7197345826792307,False
mult=4 low=14 range=90 bottom=0.2 k=3,4.0,14,90,0.2,3,1.754852592619969,0.23327547797890102,1.167326549846552,0.7368589352078092,-0.9088822095203877,979,0,0.2928489286406556,0.5942632640799831,False
mult=4 low=14 range=90 bottom=0.3 k=1,4.0,14,90,0.3,1,3.8187805453142376,0.648005465261349,1.3207346439990406,0.9982694185042039,-0.9123133483308926,979,0,0.5827410562868642,0.8832837130470733,False
mult=4 low=14 range=90 bottom=0.3 k=2,4.0,14,90,0.3,2,2.3273079136977395,0.3701682696630746,1.2532856905387744,0.8430411943623334,-0.9131950873830433,979,0,0.3981088653750241,0.7197345826792307,False
mult=4 low=14 range=90 bottom=0.3 k=3,4.0,14,90,0.3,3,1.754852592619969,0.23327547797890102,1.167326549846552,0.7368589352078092,-0.9088822095203877,979,0,0.2928489286406556,0.5942632640799831,False
mult=4 low=30 range=30 bottom=0.1 k=1,4.0,30,30,0.1,1,0.14853666294984721,-0.5088261616824215,1.3805141259180373,0.1470005189046796,-0.9872248290294622,979,1,-0.6277818558160025,-0.7332541643531176,False
mult=4 low=30 range=30 bottom=0.1 k=2,4.0,30,30,0.1,2,0.23317197351891794,-0.41889964444753647,1.2076922693975765,0.13939529668693126,-0.9724576933383616,979,1,-0.4596564995344792,-0.8111029217172275,False
mult=4 low=30 range=30 bottom=0.1 k=3,4.0,30,30,0.1,3,0.16412201046001673,-0.4902102424775614,1.1638741354534023,-0.006173937834608576,-0.9750696413324457,979,1,-0.5905815699044566,-1.1331009787735293,False
mult=4 low=30 range=30 bottom=0.2 k=1,4.0,30,30,0.2,1,0.9699289529659623,-0.011318851528661966,1.9224985190331862,0.8324293269667457,-0.964570697124359,979,1,0.07179191125929665,0.052221117955349325,False
mult=4 low=30 range=30 bottom=0.2 k=2,4.0,30,30,0.2,2,0.643868118526975,-0.1513788185396937,1.4152610482846377,0.5417558996967883,-0.9269503997291706,979,1,-0.08096707754325792,-0.0950703461125361,False
mult=4 low=30 range=30 bottom=0.2 k=3,4.0,30,30,0.2,3,0.4379194404653903,-0.2649765113572762,1.362918288516691,0.4116655074546652,-0.9361515374667049,979,1,-0.22467751443716627,-0.27749525483345927,False
mult=4 low=30 range=30 bottom=0.3 k=1,4.0,30,30,0.3,1,0.990414365099424,-0.0035846054411970973,1.9223640758882987,0.8363926807896227,-0.963822411521801,979,1,0.07958426297170604,0.05789851689238944,False
mult=4 low=30 range=30 bottom=0.3 k=2,4.0,30,30,0.3,2,0.654110824593705,-0.1463705396582955,1.4184784725947723,0.54715803451601,-0.9258801461613282,979,1,-0.07508275803182637,-0.0877758750856713,False
mult=4 low=30 range=30 bottom=0.3 k=3,4.0,30,30,0.3,3,0.4447479111765403,-0.2607241546332165,1.366293586571095,0.4174963310773461,-0.9352394382391888,979,1,-0.218908850749582,-0.2690548496436825,False
mult=4 low=30 range=60 bottom=0.1 k=1,4.0,30,60,0.1,1,0.026022084342211437,-0.7434376585727465,1.2872064971323145,-0.45010324337933383,-0.9913936660088337,979,0,-1.277208288896593,-1.662804803529828,False
mult=4 low=30 range=60 bottom=0.1 k=2,4.0,30,60,0.1,2,0.5176753422163346,-0.21766597925684938,1.7617170470785735,0.6383787192173327,-0.9641800268733398,979,1,-0.16229818462774007,-0.13053828652649696,False
mult=4 low=30 range=60 bottom=0.1 k=3,4.0,30,60,0.1,3,0.623728655504639,-0.16137391828853798,1.256273091695401,0.4555769165275599,-0.9331320914289495,979,1,-0.09281503473106978,-0.1379269712838131,False
mult=4 low=30 range=60 bottom=0.2 k=1,4.0,30,60,0.2,1,0.026022084342211437,-0.7434376585727465,1.2872064971323145,-0.45010324337933383,-0.9913936660088337,979,0,-1.277208288896593,-1.662804803529828,False
mult=4 low=30 range=60 bottom=0.2 k=2,4.0,30,60,0.2,2,0.49797551865408934,-0.22890083617633328,1.7578174521627374,0.6282095443233839,-0.9653475637018559,979,1,-0.176762988032245,-0.1425243524231263,False
mult=4 low=30 range=60 bottom=0.2 k=3,4.0,30,60,0.2,3,0.3788990379441124,-0.30359615088069614,1.5485976843893934,0.4619167761347175,-0.9650464659772331,979,2,-0.27865023543036077,-0.26389257313178316,False
mult=4 low=30 range=60 bottom=0.3 k=1,4.0,30,60,0.3,1,0.026022084342211437,-0.7434376585727465,1.2872064971323145,-0.45010324337933383,-0.9913936660088337,979,0,-1.277208288896593,-1.662804803529828,False
mult=4 low=30 range=60 bottom=0.3 k=2,4.0,30,60,0.3,2,0.49797551865408934,-0.22890083617633328,1.7578174521627374,0.6282095443233839,-0.9653475637018559,979,1,-0.176762988032245,-0.1425243524231263,False
mult=4 low=30 range=60 bottom=0.3 k=3,4.0,30,60,0.3,3,0.37975774661610234,-0.3030081400792256,1.5468726810117617,0.4616921159179211,-0.9647647046447934,979,2,-0.27780623852042297,-0.2635170444816131,False
mult=4 low=30 range=90 bottom=0.1 k=1,4.0,30,90,0.1,1,1.0093286000904529,0.0034678535399934596,1.9225341115364867,0.8403169941135193,-0.963131517453623,979,1,0.08663716290704983,0.06304589983532778,False
mult=4 low=30 range=90 bottom=0.1 k=2,4.0,30,90,0.1,2,0.9225819410858528,-0.02959546906524546,1.3005075005339148,0.5865961229141451,-0.9263859316551747,979,1,0.053133056283864034,0.07563769388894043,False
mult=4 low=30 range=90 bottom=0.1 k=3,4.0,30,90,0.1,3,0.8183686108787069,-0.07200675980711047,1.1353679307961635,0.47647373859562847,-0.9166129470570398,979,1,0.008444478008349143,0.014830321770595858,False
mult=4 low=30 range=90 bottom=0.2 k=1,4.0,30,90,0.2,1,0.9295374926879362,-0.026874235409950042,1.9244064252105322,0.8254156171080357,-0.9660461054781397,979,1,0.05593335781743509,0.04070459997769677,False
mult=4 low=30 range=90 bottom=0.2 k=2,4.0,30,90,0.2,2,0.5364298476140323,-0.2072167516314558,1.6148768172198926,0.5758257113086277,-0.9650532149293632,979,2,-0.14903011739055075,-0.13440708655486502,False
mult=4 low=30 range=90 bottom=0.2 k=3,4.0,30,90,0.2,3,0.5609338818974913,-0.19390377864923414,1.2026991174166553,0.3852239214958854,-0.9445795655780344,979,2,-0.13237685376667832,-0.1777183520535108,False
mult=4 low=30 range=90 bottom=0.3 k=1,4.0,30,90,0.3,1,0.9699289529659623,-0.011318851528661966,1.9224985190331862,0.8324293269667457,-0.964570697124359,979,1,0.07179191125929665,0.052221117955349325,False
mult=4 low=30 range=90 bottom=0.3 k=2,4.0,30,90,0.3,2,0.5605382170436869,-0.19411581432960445,1.6113759454593695,0.5838925922219151,-0.9633391076099527,979,2,-0.13263992852945758,-0.11966734005466158,False
mult=4 low=30 range=90 bottom=0.3 k=3,4.0,30,90,0.3,3,0.5770061281839225,-0.18536880412018608,1.2081721525574105,0.3964863008461401,-0.9430616277053371,979,2,-0.12184448004666959,-0.16179238816053176,False
