cas,rotation_x,detenteur_x,panier_x,rotation_dd,rotations
"règle de l'auteur (0,75 % par échange, exécution à l'ouverture de J+1)",0.4168490996415977,1.9224013148282184,0.8000411390359915,-0.9668495724166856,2
"frais 0,25 % par échange",0.42718989846066674,1.9320859562127537,0.8567093892633924,-0.9662149940615599,2
"frais 1,5 % par échange",0.4017212835098782,1.9078743527514475,0.7217462609071825,-0.9677836227210261,2
exécution à la clôture de J+1,0.42325915668355324,1.9954877279776313,0.8000411390359915,-0.9674316633921376,2
pièce retirée de la cote revendue −50 %,0.4168490996415977,1.9224013148282184,0.7975159501484769,-0.9668495724166856,2
k = 1 pièce,0.026022084342211437,0.026022084342211437,0.8000411390359915,-0.9913936660088337,0
k = 3 pièces,0.3248147586024507,1.560212637245893,0.8000411390359915,-0.9750809976933051,3
seuil 2x au lieu de 3x,0.5456740095479825,1.9224013148282184,0.8000411390359915,-0.9277527555158515,6
univers « community coins » (déjà −70 % puis ×2),2.214361247889302,2.214361247889302,1.1523624607857927,-0.9065770115153342,0
