variante,trigger,mult,range_win,bottom,k,total_x,detenteur_x,rotations,exces_detenteur_log_an,sharpe_exces,bat_detenteur,bat_panier,a_priori
low mult=2 range=30 bottom=0.1 k=1,low,2.0,30,0.1,1,0.15367583732988735,3.8187805453142376,5,-1.197841635765569,-1.0336791354518562,False,False,False
low mult=2 range=30 bottom=0.1 k=2,low,2.0,30,0.1,2,0.25620098418539844,2.068293914701102,7,-0.7786606217466057,-1.020068053072478,False,False,False
low mult=2 range=30 bottom=0.1 k=3,low,2.0,30,0.1,3,0.38685426974041015,1.3875366379148142,10,-0.47619159896591773,-0.5595908220206814,False,False,False
low mult=2 range=30 bottom=0.1 k=5,low,2.0,30,0.1,5,0.391741882302326,0.9687162600264554,15,-0.3375480451402079,-0.5297312464264825,False,False,False
low mult=2 range=30 bottom=0.2 k=1,low,2.0,30,0.2,1,1.083189881378628,3.8187805453142376,2,-0.4697728439746275,-0.574871125399029,False,True,False
low mult=2 range=30 bottom=0.2 k=2,low,2.0,30,0.2,2,0.5667428505640628,2.068293914701102,7,-0.4826551499305993,-0.660786729043913,False,False,False
low mult=2 range=30 bottom=0.2 k=3,low,2.0,30,0.2,3,0.5229051895840269,1.3875366379148142,10,-0.36383866813282384,-0.49939039827417336,False,False,False
low mult=2 range=30 bottom=0.2 k=5,low,2.0,30,0.2,5,0.3349779696163985,0.9687162600264554,12,-0.39591016271488266,-0.648607595005986,False,False,False
low mult=2 range=30 bottom=0.3 k=1,low,2.0,30,0.3,1,1.106067424183174,3.8187805453142376,2,-0.46198049226221677,-0.5655154523522354,False,True,False
low mult=2 range=30 bottom=0.3 k=2,low,2.0,30,0.3,2,0.5874412674678489,2.068293914701102,6,-0.46928153641854176,-0.641377193661379,False,False,False
low mult=2 range=30 bottom=0.3 k=3,low,2.0,30,0.3,3,0.39985233753815586,1.3875366379148142,9,-0.4638706065218794,-0.6885156245214464,False,False,False
low mult=2 range=30 bottom=0.3 k=5,low,2.0,30,0.3,5,0.7737289699347292,0.9687162600264554,17,-0.08379345171536537,-0.13641923957506485,False,True,False
low mult=2 range=60 bottom=0.1 k=1,low,2.0,60,0.1,1,0.21550548299947042,0.026022084342211437,4,0.7881765920782202,0.9837508978328972,True,False,False
low mult=2 range=60 bottom=0.1 k=2,low,2.0,60,0.1,2,0.6713479013621338,1.9224013148282184,6,-0.392232535860622,-0.5398457306814797,False,False,False
low mult=2 range=60 bottom=0.1 k=3,low,2.0,60,0.1,3,0.7192318780871146,1.560212637245893,10,-0.2887167114123812,-0.513317179115892,False,True,False
low mult=2 range=60 bottom=0.1 k=5,low,2.0,60,0.1,5,0.45036979288746126,1.1216774292580132,15,-0.340211146642202,-0.6419814893392538,False,False,False
low mult=2 range=60 bottom=0.2 k=1,low,2.0,60,0.2,1,0.024674477678785445,0.026022084342211437,3,-0.019825636101945703,-0.022710856786155125,False,False,False
low mult=2 range=60 bottom=0.2 k=2,low,2.0,60,0.2,2,0.5539321795287124,1.9224013148282184,5,-0.46390721112494016,-0.6360000398444899,False,False,False
low mult=2 range=60 bottom=0.2 k=3,low,2.0,60,0.2,3,0.4143818168351592,1.560212637245893,8,-0.49429335913717,-0.8152326478211285,False,False,False
low mult=2 range=60 bottom=0.2 k=5,low,2.0,60,0.2,5,0.3667496274547331,1.1216774292580132,12,-0.4167864338840251,-0.8374243757357719,False,False,False
low mult=2 range=60 bottom=0.3 k=1,low,2.0,60,0.3,1,0.024674477678785445,0.026022084342211437,3,-0.019825636101945703,-0.022710856786155125,False,False,False
low mult=2 range=60 bottom=0.3 k=2,low,2.0,60,0.3,2,0.03024470072000255,1.9224013148282184,6,-1.5479912404997451,-1.7711144040308116,False,False,False
low mult=2 range=60 bottom=0.3 k=3,low,2.0,60,0.3,3,0.3747371916985476,1.560212637245893,8,-0.5317861492745202,-0.8212792945957029,False,False,False
low mult=2 range=60 bottom=0.3 k=5,low,2.0,60,0.3,5,0.3141732894423071,1.1216774292580132,12,-0.4744760783913438,-0.9583949397164663,False,False,False
low mult=2 range=90 bottom=0.1 k=1,low,2.0,90,0.1,1,1.1271903197247928,3.8187805453142376,2,-0.45492759232687535,-0.5585239229152278,False,True,False
low mult=2 range=90 bottom=0.1 k=2,low,2.0,90,0.1,2,0.7167114063293227,2.3273079136977395,4,-0.4391163328446704,-0.7853713775635613,False,True,False
low mult=2 range=90 bottom=0.1 k=3,low,2.0,90,0.1,3,0.5099311869057734,1.754852592619969,6,-0.4607665862749921,-0.8789512478221346,False,False,False
low mult=2 range=90 bottom=0.1 k=5,low,2.0,90,0.1,5,0.6225602817030815,1.3303931633213066,12,-0.28312268076923314,-0.7553894045969507,False,False,False
low mult=2 range=90 bottom=0.2 k=1,low,2.0,90,0.2,1,1.0380818134799696,3.8187805453142376,2,-0.48563139741648964,-0.5951886313984616,False,True,False
low mult=2 range=90 bottom=0.2 k=2,low,2.0,90,0.2,2,0.5615490263481363,2.3273079136977395,7,-0.5300770822374705,-0.8142545280936884,False,False,False
low mult=2 range=90 bottom=0.2 k=3,low,2.0,90,0.2,3,0.4208093396285999,1.754852592619969,9,-0.5323856010824025,-0.9200553278821033,False,False,False
low mult=2 range=90 bottom=0.2 k=5,low,2.0,90,0.2,5,0.3318264568654505,1.3303931633213066,14,-0.5177175200573302,-1.0366429530177335,False,False,False
low mult=2 range=90 bottom=0.3 k=1,low,2.0,90,0.3,1,1.083189881378628,3.8187805453142376,2,-0.4697728439746275,-0.574871125399029,False,True,False
low mult=2 range=90 bottom=0.3 k=2,low,2.0,90,0.3,2,0.5864239699123404,2.3273079136977395,7,-0.5139171853614705,-0.7874129394229054,False,False,False
low mult=2 range=90 bottom=0.3 k=3,low,2.0,90,0.3,3,0.43739263533806794,1.754852592619969,9,-0.5179752166707909,-0.8926986279020468,False,False,False
low mult=2 range=90 bottom=0.3 k=5,low,2.0,90,0.3,5,0.3436225286637364,1.3303931633213066,12,-0.5046939761085442,-0.9916395064705932,False,False,False
low mult=3 range=30 bottom=0.1 k=1,low,3.0,30,0.1,1,0.14853666294984721,3.8187805453142376,1,-1.2105229121028667,-1.1486070165569864,False,False,False
low mult=3 range=30 bottom=0.1 k=2,low,3.0,30,0.1,2,5.11382581388749,2.068293914701102,4,0.337494041431669,0.2842650234749805,True,True,False
low mult=3 range=30 bottom=0.1 k=3,low,3.0,30,0.1,3,3.4178912373724266,1.3875366379148142,4,0.3361034054657622,0.2899723641059557,True,True,False
low mult=3 range=30 bottom=0.1 k=5,low,3.0,30,0.1,5,1.8711949317177345,0.9687162600264554,4,0.24545625696834353,0.32271999569295773,True,True,False
low mult=3 range=30 bottom=0.2 k=1,low,3.0,30,0.2,1,0.8076761149409784,3.8187805453142376,2,-0.5791999298685565,-0.42377645741580167,False,True,False
low mult=3 range=30 bottom=0.2 k=2,low,3.0,30,0.2,2,0.8789108549448694,2.068293914701102,5,-0.3190658776335867,-0.31104507513202695,False,True,False
low mult=3 range=30 bottom=0.2 k=3,low,3.0,30,0.2,3,0.5946145980773221,1.3875366379148142,5,-0.31592513096337194,-0.3214631382465976,False,False,False
low mult=3 range=30 bottom=0.2 k=5,low,3.0,30,0.2,5,0.49049625396624397,0.9687162600264554,6,-0.25373059255675645,-0.37368421648110123,False,False,False
low mult=3 range=30 bottom=0.3 k=1,low,3.0,30,0.3,1,0.8247346613781404,3.8187805453142376,2,-0.5714075781561475,-0.41812216412252684,False,True,False
low mult=3 range=30 bottom=0.3 k=2,low,3.0,30,0.3,2,0.8874401281634487,2.068293914701102,5,-0.31546524705171836,-0.30735038387634867,False,True,False
low mult=3 range=30 bottom=0.3 k=3,low,3.0,30,0.3,3,0.6003007802230373,1.3875366379148142,5,-0.3123767759592344,-0.3176294245295209,False,False,False
low mult=3 range=30 bottom=0.3 k=5,low,3.0,30,0.3,5,0.38628998258049874,0.9687162600264554,7,-0.3427731829799757,-0.3884613088894277,False,False,False
low mult=3 range=60 bottom=0.1 k=1,low,3.0,60,0.1,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
low mult=3 range=60 bottom=0.1 k=2,low,3.0,60,0.1,2,0.433253473293007,1.9224013148282184,2,-0.5555185999861771,-0.452033818342786,False,False,False
low mult=3 range=60 bottom=0.1 k=3,low,3.0,60,0.1,3,0.5674474095557553,1.560212637245893,2,-0.377090605317057,-0.6497860906730263,False,False,False
low mult=3 range=60 bottom=0.1 k=5,low,3.0,60,0.1,5,0.6524859548160877,1.1216774292580132,5,-0.20199559876273335,-0.4293847312460819,False,False,False
low mult=3 range=60 bottom=0.2 k=1,low,3.0,60,0.2,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
low mult=3 range=60 bottom=0.2 k=2,low,3.0,60,0.2,2,0.4168490996415977,1.9224013148282184,2,-0.5699093160894533,-0.46473538510935725,False,False,True
low mult=3 range=60 bottom=0.2 k=3,low,3.0,60,0.2,3,0.3248147586024507,1.560212637245893,3,-0.5850895382650756,-0.5775508190091939,False,False,False
low mult=3 range=60 bottom=0.2 k=5,low,3.0,60,0.2,5,0.5069063642441001,1.1216774292580132,6,-0.2961213488148671,-0.4351005411272982,False,False,False
low mult=3 range=60 bottom=0.3 k=1,low,3.0,60,0.3,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
low mult=3 range=60 bottom=0.3 k=2,low,3.0,60,0.3,2,0.4168490996415977,1.9224013148282184,2,-0.5699093160894533,-0.46473538510935725,False,False,False
low mult=3 range=60 bottom=0.3 k=3,low,3.0,60,0.3,3,0.3256734672744402,1.560212637245893,3,-0.5841051944216326,-0.5773543841594927,False,False,False
low mult=3 range=60 bottom=0.3 k=5,low,3.0,60,0.3,5,0.44780533083278107,1.1216774292580132,5,-0.3423401512596976,-0.5533916551355954,False,False,False
low mult=3 range=90 bottom=0.1 k=1,low,3.0,90,0.1,1,0.8404848622438011,3.8187805453142376,2,-0.5643546782208034,-0.413394670811877,False,True,False
low mult=3 range=90 bottom=0.1 k=2,low,3.0,90,0.1,2,0.8381600721625284,2.3273079136977395,2,-0.380755166309536,-0.636991904168654,False,True,False
low mult=3 range=90 bottom=0.1 k=3,low,3.0,90,0.1,3,0.7620873649298239,1.754852592619969,2,-0.3109691649469519,-0.6460639793685212,False,True,False
low mult=3 range=90 bottom=0.1 k=5,low,3.0,90,0.1,5,0.7006985573707599,1.3303931633213066,3,-0.23904033153078105,-0.6123217660218099,False,False,False
low mult=3 range=90 bottom=0.2 k=1,low,3.0,90,0.2,1,0.7740414681821689,3.8187805453142376,2,-0.5950584833104182,-0.4356188610791157,False,True,False
low mult=3 range=90 bottom=0.2 k=2,low,3.0,90,0.2,2,0.45868183536115104,2.3273079136977395,3,-0.6055162377928057,-0.5677017215388112,False,False,False
low mult=3 range=90 bottom=0.2 k=3,low,3.0,90,0.2,3,0.5091018737289039,1.754852592619969,3,-0.4613734211836678,-0.6353905485393028,False,False,False
low mult=3 range=90 bottom=0.2 k=5,low,3.0,90,0.2,5,0.4619458010645779,1.3303931633213066,7,-0.3943723286781718,-0.6537422310610458,False,False,False
low mult=3 range=90 bottom=0.3 k=1,low,3.0,90,0.3,1,0.8076761149409784,3.8187805453142376,2,-0.5791999298685565,-0.42377645741580167,False,True,False
low mult=3 range=90 bottom=0.3 k=2,low,3.0,90,0.3,2,0.47941179803119455,2.3273079136977395,3,-0.5890360101492216,-0.5521720451496229,False,False,False
low mult=3 range=90 bottom=0.3 k=3,low,3.0,90,0.3,3,0.522921848842262,1.754852592619969,3,-0.4513876017071193,-0.6150630714319105,False,False,False
low mult=3 range=90 bottom=0.3 k=5,low,3.0,90,0.3,5,0.4923353977573689,1.3303931633213066,7,-0.3706183909597531,-0.6063460037040782,False,False,False
low mult=4 range=30 bottom=0.1 k=1,low,4.0,30,0.1,1,0.14853666294984721,3.8187805453142376,1,-1.2105229121028667,-1.1486070165569864,False,False,False
low mult=4 range=30 bottom=0.1 k=2,low,4.0,30,0.1,2,0.23317197351891794,2.068293914701102,1,-0.8137759205532598,-1.232017679291602,False,False,False
low mult=4 range=30 bottom=0.1 k=3,low,4.0,30,0.1,3,0.16412201046001673,1.3875366379148142,1,-0.7958696871720589,-1.2731852997334228,False,False,False
low mult=4 range=30 bottom=0.1 k=5,low,4.0,30,0.1,5,0.23466748355358308,0.9687162600264554,1,-0.5285983699236853,-1.105189409762939,False,False,False
low mult=4 range=30 bottom=0.2 k=1,low,4.0,30,0.2,1,0.9699289529659623,3.8187805453142376,1,-0.5109491450275679,-0.3292810228153601,False,True,False
low mult=4 range=30 bottom=0.2 k=2,low,4.0,30,0.2,2,0.643868118526975,2.068293914701102,1,-0.43508649856203835,-0.44998587009204805,False,False,False
low mult=4 range=30 bottom=0.2 k=3,low,4.0,30,0.2,3,0.4379194404653903,1.3875366379148142,1,-0.42996563170476887,-0.4626371960379045,False,False,False
low mult=4 range=30 bottom=0.2 k=5,low,4.0,30,0.2,5,0.3989459415568063,0.9687162600264554,1,-0.33075406283530673,-0.49134282824438325,False,False,False
low mult=4 range=30 bottom=0.3 k=1,low,4.0,30,0.3,1,0.990414365099424,3.8187805453142376,1,-0.5031567933151585,-0.3242877482292789,False,True,False
low mult=4 range=30 bottom=0.3 k=2,low,4.0,30,0.3,2,0.654110824593705,2.068293914701102,1,-0.42920217905060704,-0.4417445755145605,False,False,False
low mult=4 range=30 bottom=0.3 k=3,low,4.0,30,0.3,3,0.4447479111765403,1.3875366379148142,1,-0.4241969680171845,-0.4540977707351219,False,False,False
low mult=4 range=30 bottom=0.3 k=5,low,4.0,30,0.3,5,0.4030430239834974,0.9687162600264554,1,-0.3269447182930168,-0.4822449941664847,False,False,False
low mult=4 range=60 bottom=0.1 k=1,low,4.0,60,0.1,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
low mult=4 range=60 bottom=0.1 k=2,low,4.0,60,0.1,2,0.5176753422163346,1.9224013148282184,1,-0.4891455131823181,-0.3436877005738768,False,False,False
low mult=4 range=60 bottom=0.1 k=3,low,4.0,60,0.1,3,0.623728655504639,1.560212637245893,1,-0.34183311446591974,-0.471974621850495,False,False,False
low mult=4 range=60 bottom=0.1 k=5,low,4.0,60,0.1,5,0.5597870402132633,1.1216774292580132,1,-0.25912543892025525,-0.5166570441134751,False,False,False
low mult=4 range=60 bottom=0.2 k=1,low,4.0,60,0.2,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
low mult=4 range=60 bottom=0.2 k=2,low,4.0,60,0.2,2,0.49797551865408934,1.9224013148282184,1,-0.5036103165868235,-0.3544984972367168,False,False,False
low mult=4 range=60 bottom=0.2 k=3,low,4.0,60,0.2,3,0.3788990379441124,1.560212637245893,2,-0.5276683151652106,-0.4363246554152397,False,False,False
low mult=4 range=60 bottom=0.2 k=5,low,4.0,60,0.2,5,0.412889269676943,1.1216774292580132,2,-0.3726061316116163,-0.5492867264301406,False,False,False
low mult=4 range=60 bottom=0.3 k=1,low,4.0,60,0.3,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
low mult=4 range=60 bottom=0.3 k=2,low,4.0,60,0.3,2,0.49797551865408934,1.9224013148282184,1,-0.5036103165868235,-0.3544984972367168,False,False,False
low mult=4 range=60 bottom=0.3 k=3,low,4.0,60,0.3,3,0.37975774661610234,1.560212637245893,2,-0.5268243182552727,-0.43624627465694366,False,False,False
low mult=4 range=60 bottom=0.3 k=5,low,4.0,60,0.3,5,0.4134044948801413,1.1216774292580132,2,-0.37214118525557704,-0.5484632327688678,False,False,False
low mult=4 range=90 bottom=0.1 k=1,low,4.0,90,0.1,1,1.0093286000904529,3.8187805453142376,1,-0.49610389337981475,-0.3200025207006963,False,True,False
low mult=4 range=90 bottom=0.1 k=2,low,4.0,90,0.1,2,0.9225819410858528,2.3273079136977395,1,-0.34497580909116005,-0.4651976055880088,False,True,False
low mult=4 range=90 bottom=0.1 k=3,low,4.0,90,0.1,3,0.8183686108787069,1.754852592619969,1,-0.2844044506323063,-0.48164997215540206,False,True,False
low mult=4 range=90 bottom=0.1 k=5,low,4.0,90,0.1,5,0.734653372971447,1.3303931633213066,2,-0.22139766690903817,-0.49980065151912534,False,True,False
low mult=4 range=90 bottom=0.2 k=1,low,4.0,90,0.2,1,0.9295374926879362,3.8187805453142376,1,-0.5268076984694293,-0.3396454233214083,False,True,False
low mult=4 range=90 bottom=0.2 k=2,low,4.0,90,0.2,2,0.5364298476140323,2.3273079136977395,2,-0.5471389827655747,-0.43412839084118193,False,False,False
low mult=4 range=90 bottom=0.2 k=3,low,4.0,90,0.2,3,0.5609338818974913,1.754852592619969,2,-0.4252257824073336,-0.49444507335004795,False,False,False
low mult=4 range=90 bottom=0.2 k=5,low,4.0,90,0.2,5,0.5801925355827209,1.3303931633213066,3,-0.3093998679098651,-0.5303979154153807,False,False,False
low mult=4 range=90 bottom=0.3 k=1,low,4.0,90,0.3,1,0.9699289529659623,3.8187805453142376,1,-0.5109491450275679,-0.3292810228153601,False,True,False
low mult=4 range=90 bottom=0.3 k=2,low,4.0,90,0.3,2,0.5605382170436869,2.3273079136977395,2,-0.5307487939044819,-0.4212032839352786,False,False,False
low mult=4 range=90 bottom=0.3 k=3,low,4.0,90,0.3,3,0.5770061281839225,1.754852592619969,2,-0.4146934086873249,-0.47684447952555986,False,False,False
low mult=4 range=90 bottom=0.3 k=5,low,4.0,90,0.3,5,0.5834820452736481,1.3303931633213066,3,-0.30729201186523647,-0.5133761382334009,False,False,False
range mult=2 range=30 bottom=0.1 k=1,range,2.0,30,0.1,1,0.15367583732988735,3.8187805453142376,5,-1.197841635765569,-1.0336791354518562,False,False,False
range mult=2 range=30 bottom=0.1 k=2,range,2.0,30,0.1,2,0.25620098418539844,2.068293914701102,7,-0.7786606217466057,-1.020068053072478,False,False,False
range mult=2 range=30 bottom=0.1 k=3,range,2.0,30,0.1,3,0.38685426974041015,1.3875366379148142,10,-0.47619159896591773,-0.5595908220206814,False,False,False
range mult=2 range=30 bottom=0.1 k=5,range,2.0,30,0.1,5,0.391741882302326,0.9687162600264554,15,-0.3375480451402079,-0.5297312464264825,False,False,False
range mult=2 range=30 bottom=0.2 k=1,range,2.0,30,0.2,1,1.083189881378628,3.8187805453142376,2,-0.4697728439746275,-0.574871125399029,False,True,False
range mult=2 range=30 bottom=0.2 k=2,range,2.0,30,0.2,2,0.5667428505640628,2.068293914701102,7,-0.4826551499305993,-0.660786729043913,False,False,False
range mult=2 range=30 bottom=0.2 k=3,range,2.0,30,0.2,3,0.5229051895840269,1.3875366379148142,10,-0.36383866813282384,-0.49939039827417336,False,False,False
range mult=2 range=30 bottom=0.2 k=5,range,2.0,30,0.2,5,0.3349779696163985,0.9687162600264554,12,-0.39591016271488266,-0.648607595005986,False,False,False
range mult=2 range=30 bottom=0.3 k=1,range,2.0,30,0.3,1,1.106067424183174,3.8187805453142376,2,-0.46198049226221677,-0.5655154523522354,False,True,False
range mult=2 range=30 bottom=0.3 k=2,range,2.0,30,0.3,2,0.5874412674678489,2.068293914701102,6,-0.46928153641854176,-0.641377193661379,False,False,False
range mult=2 range=30 bottom=0.3 k=3,range,2.0,30,0.3,3,0.39985233753815586,1.3875366379148142,9,-0.4638706065218794,-0.6885156245214464,False,False,False
range mult=2 range=30 bottom=0.3 k=5,range,2.0,30,0.3,5,0.7737289699347292,0.9687162600264554,17,-0.08379345171536537,-0.13641923957506485,False,True,False
range mult=2 range=60 bottom=0.1 k=1,range,2.0,60,0.1,1,0.1442275031710653,0.026022084342211437,4,0.6384503796430677,0.7604341175370438,True,False,False
range mult=2 range=60 bottom=0.1 k=2,range,2.0,60,0.1,2,0.6357089114479304,1.9224013148282184,6,-0.41256915486753604,-0.5673237983291738,False,False,False
range mult=2 range=60 bottom=0.1 k=3,range,2.0,60,0.1,3,0.6160449091736627,1.560212637245893,12,-0.346454544431591,-0.5583126816609392,False,False,False
