variante,trigger,mult,range_win,bottom,k,total_x,detenteur_x,rotations,exces_detenteur_log_an,sharpe_exces,bat_detenteur,bat_panier,a_priori
entry mult=3 range=90 bottom=0.2 k=3,entry,3.0,90,0.2,3,0.4401119229512046,1.754852592619969,3,-0.515664496678943,-0.441723132832214,False,False,False
entry mult=3 range=90 bottom=0.2 k=5,entry,3.0,90,0.2,5,0.41828712540464846,1.3303931633213066,5,-0.43138663600693516,-0.5100046938371456,False,False,False
entry mult=3 range=90 bottom=0.3 k=1,entry,3.0,90,0.3,1,0.9699289529659623,3.8187805453142376,1,-0.5109491450275679,-0.3292810228153601,False,True,False
entry mult=3 range=90 bottom=0.3 k=2,entry,3.0,90,0.3,2,0.5605382170436869,2.3273079136977395,2,-0.5307487939044819,-0.4212032839352786,False,False,False
entry mult=3 range=90 bottom=0.3 k=3,entry,3.0,90,0.3,3,0.4521377416334863,1.754852592619969,3,-0.5056138333298006,-0.4552920684096186,False,False,False
entry mult=3 range=90 bottom=0.3 k=5,entry,3.0,90,0.3,5,0.4234435549219723,1.3303931633213066,5,-0.4268186840270178,-0.5237328278433707,False,False,False
entry mult=4 range=30 bottom=0.1 k=1,entry,4.0,30,0.1,1,0.14853666294984721,3.8187805453142376,1,-1.2105229121028667,-1.1486070165569864,False,False,False
entry mult=4 range=30 bottom=0.1 k=2,entry,4.0,30,0.1,2,0.41479804418959176,2.068293914701102,2,-0.5990203984812134,-0.7773624203263267,False,False,False
entry mult=4 range=30 bottom=0.1 k=3,entry,4.0,30,0.1,3,0.2852060575738007,1.3875366379148142,2,-0.589843475859551,-0.8011445202014804,False,False,False
entry mult=4 range=30 bottom=0.1 k=5,entry,4.0,30,0.1,5,0.3073179118218532,0.9687162600264554,2,-0.4280413521264944,-0.7943220258557669,False,False,False
entry mult=4 range=30 bottom=0.2 k=1,entry,4.0,30,0.2,1,0.9699289529659623,3.8187805453142376,1,-0.5109491450275679,-0.3292810228153601,False,True,False
entry mult=4 range=30 bottom=0.2 k=2,entry,4.0,30,0.2,2,0.8158705825258372,2.068293914701102,2,-0.34681472620189074,-0.3498881036248529,False,True,False
entry mult=4 range=30 bottom=0.2 k=3,entry,4.0,30,0.2,3,0.5525877497979654,1.3875366379148142,2,-0.34325398117118516,-0.35983241992259746,False,False,False
entry mult=4 range=30 bottom=0.2 k=5,entry,4.0,30,0.2,5,0.46774692715635113,0.9687162600264554,2,-0.27143635335429483,-0.3919702901596375,False,False,False
entry mult=4 range=30 bottom=0.3 k=1,entry,4.0,30,0.3,1,0.990414365099424,3.8187805453142376,1,-0.5031567933151585,-0.3242877482292789,False,True,False
entry mult=4 range=30 bottom=0.3 k=2,entry,4.0,30,0.3,2,0.7849755440853003,2.068293914701102,2,-0.3612071270549563,-0.3545107515320906,False,True,False
entry mult=4 range=30 bottom=0.3 k=3,entry,4.0,30,0.3,3,0.5319910575042711,1.3875366379148142,2,-0.35741611686122327,-0.36450407648741157,False,False,False
entry mult=4 range=30 bottom=0.3 k=5,entry,4.0,30,0.3,5,0.4553889117801359,0.9687162600264554,2,-0.2814190812431801,-0.3992430486776717,False,False,False
entry mult=4 range=60 bottom=0.1 k=1,entry,4.0,60,0.1,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
entry mult=4 range=60 bottom=0.1 k=2,entry,4.0,60,0.1,2,0.5176753422163346,1.9224013148282184,1,-0.4891455131823181,-0.3436877005738768,False,False,False
entry mult=4 range=60 bottom=0.1 k=3,entry,4.0,60,0.1,3,0.3928058318551524,1.560212637245893,2,-0.5142294385851591,-0.4257520114347869,False,False,False
entry mult=4 range=60 bottom=0.1 k=5,entry,4.0,60,0.1,5,0.49388377429183716,1.1216774292580132,3,-0.30582463924251446,-0.4355929177278036,False,False,False
entry mult=4 range=60 bottom=0.2 k=1,entry,4.0,60,0.2,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
entry mult=4 range=60 bottom=0.2 k=2,entry,4.0,60,0.2,2,0.49797551865408934,1.9224013148282184,1,-0.5036103165868235,-0.3544984972367168,False,False,False
entry mult=4 range=60 bottom=0.2 k=3,entry,4.0,60,0.2,3,0.3788990379441124,1.560212637245893,2,-0.5276683151652106,-0.4363246554152397,False,False,False
entry mult=4 range=60 bottom=0.2 k=5,entry,4.0,60,0.2,5,0.4816902552764882,1.1216774292580132,3,-0.31514497621494786,-0.4495786065078027,False,False,False
entry mult=4 range=60 bottom=0.3 k=1,entry,4.0,60,0.3,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
entry mult=4 range=60 bottom=0.3 k=2,entry,4.0,60,0.3,2,0.49797551865408934,1.9224013148282184,1,-0.5036103165868235,-0.3544984972367168,False,False,False
entry mult=4 range=60 bottom=0.3 k=3,entry,4.0,60,0.3,3,0.37975774661610234,1.560212637245893,2,-0.5268243182552727,-0.43624627465694366,False,False,False
entry mult=4 range=60 bottom=0.3 k=5,entry,4.0,60,0.3,5,0.4657503826767792,1.1216774292580132,3,-0.32769122764085784,-0.4619774452576731,False,False,False
entry mult=4 range=90 bottom=0.1 k=1,entry,4.0,90,0.1,1,1.0093286000904529,3.8187805453142376,1,-0.49610389337981475,-0.3200025207006963,False,True,False
entry mult=4 range=90 bottom=0.1 k=2,entry,4.0,90,0.1,2,0.5840976469717183,2.3273079136977395,2,-0.5153991276971408,-0.4119282829218943,False,False,False
entry mult=4 range=90 bottom=0.1 k=3,entry,4.0,90,0.1,3,0.5927124148026132,1.754852592619969,2,-0.40468054244550894,-0.4649466408452605,False,False,False
entry mult=4 range=90 bottom=0.1 k=5,entry,4.0,90,0.1,5,0.494381483652577,1.3303931633213066,3,-0.36907216808510684,-0.43929471087772265,False,False,False
entry mult=4 range=90 bottom=0.2 k=1,entry,4.0,90,0.2,1,0.9295374926879362,3.8187805453142376,1,-0.5268076984694293,-0.3396454233214083,False,True,False
entry mult=4 range=90 bottom=0.2 k=2,entry,4.0,90,0.2,2,0.5364298476140323,2.3273079136977395,2,-0.5471389827655747,-0.43412839084118193,False,False,False
entry mult=4 range=90 bottom=0.2 k=3,entry,4.0,90,0.2,3,0.5609338818974913,1.754852592619969,2,-0.4252257824073336,-0.49444507335004795,False,False,False
entry mult=4 range=90 bottom=0.2 k=5,entry,4.0,90,0.2,5,0.4599822742449464,1.3303931633213066,3,-0.3959604388300279,-0.5836214817001321,False,False,False
entry mult=4 range=90 bottom=0.3 k=1,entry,4.0,90,0.3,1,0.9699289529659623,3.8187805453142376,1,-0.5109491450275679,-0.3292810228153601,False,True,False
entry mult=4 range=90 bottom=0.3 k=2,entry,4.0,90,0.3,2,0.5605382170436869,2.3273079136977395,2,-0.5307487939044819,-0.4212032839352786,False,False,False
entry mult=4 range=90 bottom=0.3 k=3,entry,4.0,90,0.3,3,0.5770061281839225,1.754852592619969,2,-0.4146934086873249,-0.47684447952555986,False,False,False
entry mult=4 range=90 bottom=0.3 k=5,entry,4.0,90,0.3,5,0.46962562201680547,1.3303931633213066,3,-0.3882250210840505,-0.5640412749028543,False,False,False
range_top mult=2 range=30 bottom=0.1 k=1,range_top,2.0,30,0.1,1,0.3937627471410665,3.8187805453142376,1,-0.8470452689468926,-0.8315509151869759,False,False,False
range_top mult=2 range=30 bottom=0.1 k=2,range_top,2.0,30,0.1,2,0.3623233158777439,2.068293914701102,5,-0.6494473706475934,-0.754643313599886,False,False,False
range_top mult=2 range=30 bottom=0.1 k=3,range_top,2.0,30,0.1,3,0.35806863619641144,1.3875366379148142,7,-0.5050200255694203,-0.560219151286152,False,False,False
range_top mult=2 range=30 bottom=0.1 k=5,range_top,2.0,30,0.1,5,0.35103545899541827,0.9687162600264554,7,-0.37845336706229465,-0.5588673624828893,False,False,False
range_top mult=2 range=30 bottom=0.2 k=1,range_top,2.0,30,0.2,1,0.3937627471410665,3.8187805453142376,1,-0.8470452689468926,-0.8315509151869759,False,False,False
range_top mult=2 range=30 bottom=0.2 k=2,range_top,2.0,30,0.2,2,0.3116213104595727,2.068293914701102,5,-0.7056507525176303,-0.8166815451717717,False,False,False
range_top mult=2 range=30 bottom=0.2 k=3,range_top,2.0,30,0.2,3,0.32426729925096387,1.3875366379148142,7,-0.5419884916558486,-0.5923990305416009,False,False,False
range_top mult=2 range=30 bottom=0.2 k=5,range_top,2.0,30,0.2,5,0.328287874670431,0.9687162600264554,8,-0.403431577600153,-0.5943256529573903,False,False,False
range_top mult=2 range=30 bottom=0.3 k=1,range_top,2.0,30,0.3,1,0.5811534126824419,3.8187805453142376,4,-0.7019153752382219,-0.6519891098521653,False,False,False
range_top mult=2 range=30 bottom=0.3 k=2,range_top,2.0,30,0.3,2,0.40531664323025945,2.068293914701102,8,-0.6076413944413084,-0.6800390460689916,False,False,False
range_top mult=2 range=30 bottom=0.3 k=3,range_top,2.0,30,0.3,3,0.38673085443142213,1.3875366379148142,10,-0.47631055900469826,-0.5145404410753408,False,False,False
range_top mult=2 range=30 bottom=0.3 k=5,range_top,2.0,30,0.3,5,0.36576600777870616,0.9687162600264554,11,-0.36312763044278706,-0.5232027137050608,False,False,False
range_top mult=2 range=60 bottom=0.1 k=1,range_top,2.0,60,0.1,1,0.23392177104614348,0.026022084342211437,4,0.8187487517230426,0.9406218199900455,True,False,False
range_top mult=2 range=60 bottom=0.1 k=2,range_top,2.0,60,0.1,2,0.6258114322493252,1.9224013148282184,9,-0.41841947213260716,-0.3844903616002835,False,False,False
range_top mult=2 range=60 bottom=0.1 k=3,range_top,2.0,60,0.1,3,0.71406665129195,1.560212637245893,10,-0.291403879222576,-0.40960719343530483,False,True,False
range_top mult=2 range=60 bottom=0.1 k=5,range_top,2.0,60,0.1,5,0.6120508152251378,1.1216774292580132,12,-0.2258471010145481,-0.3889445472777543,False,False,False
range_top mult=2 range=60 bottom=0.2 k=1,range_top,2.0,60,0.2,1,0.024674477678785445,0.026022084342211437,3,-0.019825636101945703,-0.022710856786155125,False,False,False
range_top mult=2 range=60 bottom=0.2 k=2,range_top,2.0,60,0.2,2,0.3728046555851206,1.9224013148282184,6,-0.6115430705629258,-0.6533156994768777,False,False,False
range_top mult=2 range=60 bottom=0.2 k=3,range_top,2.0,60,0.2,3,0.4998271245031539,1.560212637245893,8,-0.4243973594199775,-0.4987253995632808,False,False,False
range_top mult=2 range=60 bottom=0.2 k=5,range_top,2.0,60,0.2,5,0.5396644999791654,1.1216774292580132,12,-0.27277426753564243,-0.402113975292076,False,False,False
range_top mult=2 range=60 bottom=0.3 k=1,range_top,2.0,60,0.3,1,0.024674477678785445,0.026022084342211437,3,-0.019825636101945703,-0.022710856786155125,False,False,False
range_top mult=2 range=60 bottom=0.3 k=2,range_top,2.0,60,0.3,2,0.040978388730309075,1.9224013148282184,6,-1.4347540590840695,-1.544741494274778,False,False,False
range_top mult=2 range=60 bottom=0.3 k=3,range_top,2.0,60,0.3,3,0.23146494218506009,1.560212637245893,8,-0.711414070430111,-0.8894084471318758,False,False,False
range_top mult=2 range=60 bottom=0.3 k=5,range_top,2.0,60,0.3,5,0.36968779160843623,1.1216774292580132,13,-0.41381146326273344,-0.573164137750466,False,False,False
range_top mult=2 range=90 bottom=0.1 k=1,range_top,2.0,90,0.1,1,2.384934879138588,3.8187805453142376,3,-0.17551292432614626,-0.19363441517356253,False,True,False
range_top mult=2 range=90 bottom=0.1 k=2,range_top,2.0,90,0.1,2,2.2173562145588326,2.3273079136977395,7,-0.01804367839120705,-0.023777125524563774,False,True,False
range_top mult=2 range=90 bottom=0.1 k=3,range_top,2.0,90,0.1,3,1.6815514598606895,1.754852592619969,7,-0.015907887575900646,-0.024556989158607975,False,True,False
range_top mult=2 range=90 bottom=0.1 k=5,range_top,2.0,90,0.1,5,1.1519812307353499,1.3303931633213066,9,-0.05368417043181111,-0.09485026751268295,False,True,False
range_top mult=2 range=90 bottom=0.2 k=1,range_top,2.0,90,0.2,1,2.16607098685775,3.8187805453142376,4,-0.21140032768798547,-0.19795292398196046,False,True,False
range_top mult=2 range=90 bottom=0.2 k=2,range_top,2.0,90,0.2,2,1.6189047415265143,2.3273079136977395,7,-0.13532304632991068,-0.16332460051013922,False,True,False
range_top mult=2 range=90 bottom=0.2 k=3,range_top,2.0,90,0.2,3,1.2232143476414812,1.754852592619969,11,-0.13455516417653657,-0.17576194706685253,False,True,False
range_top mult=2 range=90 bottom=0.2 k=5,range_top,2.0,90,0.2,5,0.7345188405402296,1.3303931633213066,16,-0.22146594705711387,-0.3064887057709766,False,True,False
range_top mult=2 range=90 bottom=0.3 k=1,range_top,2.0,90,0.3,1,1.0529178052148738,3.8187805453142376,3,-0.4803407345855129,-0.4828046916269797,False,True,False
range_top mult=2 range=90 bottom=0.3 k=2,range_top,2.0,90,0.3,2,1.4316087165041511,2.3273079136977395,7,-0.18116281344161575,-0.21539634480467126,False,True,False
range_top mult=2 range=90 bottom=0.3 k=3,range_top,2.0,90,0.3,3,1.098350330959904,1.754852592619969,11,-0.17469873292761529,-0.22496843926968846,False,True,False
range_top mult=2 range=90 bottom=0.3 k=5,range_top,2.0,90,0.3,5,0.7225227469954485,1.3303931633213066,16,-0.22760523322546347,-0.311507916236812,False,True,False
range_top mult=3 range=30 bottom=0.1 k=1,range_top,3.0,30,0.1,1,3.8187805453142376,3.8187805453142376,0,0.0,,False,True,False
range_top mult=3 range=30 bottom=0.1 k=2,range_top,3.0,30,0.1,2,7.557449539638888,2.068293914701102,2,0.4831159756773975,0.7709278492564451,True,True,False
range_top mult=3 range=30 bottom=0.1 k=3,range_top,3.0,30,0.1,3,5.046973721206713,1.3875366379148142,2,0.4814192772375448,0.7706075217708543,True,True,False
range_top mult=3 range=30 bottom=0.1 k=5,range_top,3.0,30,0.1,5,2.606774199868314,0.9687162600264554,2,0.36906273911635906,1.0227385132601876,True,True,False
range_top mult=3 range=30 bottom=0.2 k=1,range_top,3.0,30,0.2,1,3.8187805453142376,3.8187805453142376,0,0.0,,False,True,False
range_top mult=3 range=30 bottom=0.2 k=2,range_top,3.0,30,0.2,2,2.3844630701314875,2.068293914701102,3,0.053034947217517836,0.29896868219068856,True,True,False
range_top mult=3 range=30 bottom=0.2 k=3,range_top,3.0,30,0.2,3,1.5983160748684058,1.3875366379148142,3,0.05272577853593511,0.2997264451203915,True,True,False
range_top mult=3 range=30 bottom=0.2 k=5,range_top,3.0,30,0.2,5,1.0927171400408928,0.9687162600264554,4,0.04490764290857773,0.2951882426563124,True,True,False
range_top mult=3 range=30 bottom=0.3 k=1,range_top,3.0,30,0.3,1,3.8187805453142376,3.8187805453142376,0,0.0,,False,True,False
range_top mult=3 range=30 bottom=0.3 k=2,range_top,3.0,30,0.3,2,2.3844630701314875,2.068293914701102,3,0.053034947217517836,0.29896868219068856,True,True,False
range_top mult=3 range=30 bottom=0.3 k=3,range_top,3.0,30,0.3,3,1.5983160748684058,1.3875366379148142,3,0.05272577853593511,0.2997264451203915,True,True,False
range_top mult=3 range=30 bottom=0.3 k=5,range_top,3.0,30,0.3,5,1.0927171400408928,0.9687162600264554,4,0.04490764290857773,0.2951882426563124,True,True,False
range_top mult=3 range=60 bottom=0.1 k=1,range_top,3.0,60,0.1,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
range_top mult=3 range=60 bottom=0.1 k=2,range_top,3.0,60,0.1,2,0.6676616461423039,1.9224013148282184,2,-0.3942853186237216,-0.38018505601042574,False,False,False
range_top mult=3 range=60 bottom=0.1 k=3,range_top,3.0,60,0.1,3,0.7237195247886216,1.560212637245893,2,-0.2863976699006973,-0.41202639481315295,False,True,False
range_top mult=3 range=60 bottom=0.1 k=5,range_top,3.0,60,0.1,5,0.74624922395581,1.1216774292580132,5,-0.15193578873646918,-0.2733487157433774,False,True,False
range_top mult=3 range=60 bottom=0.2 k=1,range_top,3.0,60,0.2,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
range_top mult=3 range=60 bottom=0.2 k=2,range_top,3.0,60,0.2,2,0.6676616461423039,1.9224013148282184,2,-0.3942853186237216,-0.38018505601042574,False,False,False
range_top mult=3 range=60 bottom=0.2 k=3,range_top,3.0,60,0.2,3,0.7237195247886216,1.560212637245893,2,-0.2863976699006973,-0.41202639481315295,False,True,False
range_top mult=3 range=60 bottom=0.2 k=5,range_top,3.0,60,0.2,5,0.7344321646423929,1.1216774292580132,5,-0.157886887899833,-0.28452914902556603,False,True,False
range_top mult=3 range=60 bottom=0.3 k=1,range_top,3.0,60,0.3,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
range_top mult=3 range=60 bottom=0.3 k=2,range_top,3.0,60,0.3,2,0.6676616461423039,1.9224013148282184,2,-0.3942853186237216,-0.38018505601042574,False,False,False
range_top mult=3 range=60 bottom=0.3 k=3,range_top,3.0,60,0.3,3,0.7237195247886216,1.560212637245893,2,-0.2863976699006973,-0.41202639481315295,False,True,False
range_top mult=3 range=60 bottom=0.3 k=5,range_top,3.0,60,0.3,5,0.6531943231785338,1.1216774292580132,4,-0.20159105778206227,-0.3632055731935186,False,False,False
range_top mult=3 range=90 bottom=0.1 k=1,range_top,3.0,90,0.1,1,1.2846966014047672,3.8187805453142376,3,-0.40616355916644403,-0.39933041374967526,False,True,False
range_top mult=3 range=90 bottom=0.1 k=2,range_top,3.0,90,0.1,2,1.5760445347620735,2.3273079136977395,5,-0.14532665091017802,-0.15412742729953668,False,True,False
range_top mult=3 range=90 bottom=0.1 k=3,range_top,3.0,90,0.1,3,1.2540103399961837,1.754852592619969,5,-0.125284916312134,-0.1598250239119735,False,True,False
range_top mult=3 range=90 bottom=0.1 k=5,range_top,3.0,90,0.1,5,0.8615213473038061,1.3303931633213066,5,-0.16200554981577706,-0.3612694305389605,False,True,False
range_top mult=3 range=90 bottom=0.2 k=1,range_top,3.0,90,0.2,1,1.2846966014047672,3.8187805453142376,3,-0.40616355916644403,-0.39933041374967526,False,True,False
range_top mult=3 range=90 bottom=0.2 k=2,range_top,3.0,90,0.2,2,1.5760445347620735,2.3273079136977395,5,-0.14532665091017802,-0.15412742729953668,False,True,False
range_top mult=3 range=90 bottom=0.2 k=3,range_top,3.0,90,0.2,3,1.2540103399961837,1.754852592619969,5,-0.125284916312134,-0.1598250239119735,False,True,False
range_top mult=3 range=90 bottom=0.2 k=5,range_top,3.0,90,0.2,5,0.6664462314949443,1.3303931633213066,8,-0.2577259130219839,-0.41307801297859825,False,False,False
range_top mult=3 range=90 bottom=0.3 k=1,range_top,3.0,90,0.3,1,1.2846966014047672,3.8187805453142376,3,-0.40616355916644403,-0.39933041374967526,False,True,False
range_top mult=3 range=90 bottom=0.3 k=2,range_top,3.0,90,0.3,2,1.5760445347620735,2.3273079136977395,5,-0.14532665091017802,-0.15412742729953668,False,True,False
range_top mult=3 range=90 bottom=0.3 k=3,range_top,3.0,90,0.3,3,1.2540103399961837,1.754852592619969,5,-0.125284916312134,-0.1598250239119735,False,True,False
range_top mult=3 range=90 bottom=0.3 k=5,range_top,3.0,90,0.3,5,0.6626894743661816,1.3303931633213066,8,-0.25983349811913903,-0.41617280470289847,False,False,False
range_top mult=4 range=30 bottom=0.1 k=1,range_top,4.0,30,0.1,1,3.8187805453142376,3.8187805453142376,0,0.0,,False,True,False
range_top mult=4 range=30 bottom=0.1 k=2,range_top,4.0,30,0.1,2,2.068293914701102,2.068293914701102,0,0.0,,False,True,False
range_top mult=4 range=30 bottom=0.1 k=3,range_top,4.0,30,0.1,3,1.3875366379148142,1.3875366379148142,0,0.0,,False,True,False
range_top mult=4 range=30 bottom=0.1 k=5,range_top,4.0,30,0.1,5,0.9687162600264554,0.9687162600264554,0,0.0,,False,True,False
range_top mult=4 range=30 bottom=0.2 k=1,range_top,4.0,30,0.2,1,3.8187805453142376,3.8187805453142376,0,0.0,,False,True,False
range_top mult=4 range=30 bottom=0.2 k=2,range_top,4.0,30,0.2,2,2.068293914701102,2.068293914701102,0,0.0,,False,True,False
range_top mult=4 range=30 bottom=0.2 k=3,range_top,4.0,30,0.2,3,1.3875366379148142,1.3875366379148142,0,0.0,,False,True,False
range_top mult=4 range=30 bottom=0.2 k=5,range_top,4.0,30,0.2,5,0.9687162600264554,0.9687162600264554,0,0.0,,False,True,False
range_top mult=4 range=30 bottom=0.3 k=1,range_top,4.0,30,0.3,1,3.8187805453142376,3.8187805453142376,0,0.0,,False,True,False
range_top mult=4 range=30 bottom=0.3 k=2,range_top,4.0,30,0.3,2,2.068293914701102,2.068293914701102,0,0.0,,False,True,False
range_top mult=4 range=30 bottom=0.3 k=3,range_top,4.0,30,0.3,3,1.3875366379148142,1.3875366379148142,0,0.0,,False,True,False
range_top mult=4 range=30 bottom=0.3 k=5,range_top,4.0,30,0.3,5,0.9687162600264554,0.9687162600264554,0,0.0,,False,True,False
range_top mult=4 range=60 bottom=0.1 k=1,range_top,4.0,60,0.1,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
range_top mult=4 range=60 bottom=0.1 k=2,range_top,4.0,60,0.1,2,1.9224013148282184,1.9224013148282184,0,0.0,,False,True,False
range_top mult=4 range=60 bottom=0.1 k=3,range_top,4.0,60,0.1,3,1.560212637245893,1.560212637245893,0,0.0,,False,True,False
range_top mult=4 range=60 bottom=0.1 k=5,range_top,4.0,60,0.1,5,1.1216774292580132,1.1216774292580132,0,0.0,,False,True,False
range_top mult=4 range=60 bottom=0.2 k=1,range_top,4.0,60,0.2,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
range_top mult=4 range=60 bottom=0.2 k=2,range_top,4.0,60,0.2,2,1.9224013148282184,1.9224013148282184,0,0.0,,False,True,False
range_top mult=4 range=60 bottom=0.2 k=3,range_top,4.0,60,0.2,3,1.560212637245893,1.560212637245893,0,0.0,,False,True,False
range_top mult=4 range=60 bottom=0.2 k=5,range_top,4.0,60,0.2,5,1.1216774292580132,1.1216774292580132,0,0.0,,False,True,False
range_top mult=4 range=60 bottom=0.3 k=1,range_top,4.0,60,0.3,1,0.026022084342211437,0.026022084342211437,0,0.0,,False,False,False
range_top mult=4 range=60 bottom=0.3 k=2,range_top,4.0,60,0.3,2,1.9224013148282184,1.9224013148282184,0,0.0,,False,True,False
range_top mult=4 range=60 bottom=0.3 k=3,range_top,4.0,60,0.3,3,1.560212637245893,1.560212637245893,0,0.0,,False,True,False
range_top mult=4 range=60 bottom=0.3 k=5,range_top,4.0,60,0.3,5,1.1216774292580132,1.1216774292580132,0,0.0,,False,True,False
range_top mult=4 range=90 bottom=0.1 k=1,range_top,4.0,90,0.1,1,0.3937627471410665,3.8187805453142376,1,-0.8470452689468926,-0.8315509151869759,False,False,False
range_top mult=4 range=90 bottom=0.1 k=2,range_top,4.0,90,0.1,2,0.9642975650781004,2.3273079136977395,3,-0.32848790253381205,-0.3452890835744631,False,True,False
range_top mult=4 range=90 bottom=0.1 k=3,range_top,4.0,90,0.1,3,0.8461790268735323,1.754852592619969,3,-0.27194520237892045,-0.35383932678254426,False,True,False
range_top mult=4 range=90 bottom=0.1 k=5,range_top,4.0,90,0.1,5,1.3863406329285786,1.3303931633213066,4,0.015358009707315538,0.0256852383747098,True,True,False
range_top mult=4 range=90 bottom=0.2 k=1,range_top,4.0,90,0.2,1,0.3937627471410665,3.8187805453142376,1,-0.8470452689468926,-0.8315509151869759,False,False,False
range_top mult=4 range=90 bottom=0.2 k=2,range_top,4.0,90,0.2,2,0.9642975650781004,2.3273079136977395,3,-0.32848790253381205,-0.3452890835744631,False,True,False
range_top mult=4 range=90 bottom=0.2 k=3,range_top,4.0,90,0.2,3,0.8461790268735323,1.754852592619969,3,-0.27194520237892045,-0.35383932678254426,False,True,False
range_top mult=4 range=90 bottom=0.2 k=5,range_top,4.0,90,0.2,5,1.3012231745071654,1.3303931633213066,5,-0.008265547849763355,-0.012457373988022748,False,True,False
range_top mult=4 range=90 bottom=0.3 k=1,range_top,4.0,90,0.3,1,0.3937627471410665,3.8187805453142376,1,-0.8470452689468926,-0.8315509151869759,False,False,False
range_top mult=4 range=90 bottom=0.3 k=2,range_top,4.0,90,0.3,2,0.9642975650781004,2.3273079136977395,3,-0.32848790253381205,-0.3452890835744631,False,True,False
range_top mult=4 range=90 bottom=0.3 k=3,range_top,4.0,90,0.3,3,0.8461790268735323,1.754852592619969,3,-0.27194520237892045,-0.35383932678254426,False,True,False
range_top mult=4 range=90 bottom=0.3 k=5,range_top,4.0,90,0.3,5,1.294869336426233,1.3303931633213066,5,-0.0100905232482406,-0.015033961139532587,False,True,False
