frequence,k,bas_x,haut_x,hasard_median_x,panier_x,exces_bas_panier_log_an,ic_lo,ic_hi
hebdomadaire,2,0.004199037606730719,2.415121815454826,0.062333199598523154,0.7057963278356173,-1.9105536700435266,-2.7946595148522757,-1.0374649073936302
hebdomadaire,5,0.036238900582766916,0.8439976310468128,0.09923551210171613,0.7057963278356173,-1.1070027080179263,-1.6665432306745782,-0.5868300668212012
mensuelle,2,0.03837220395520507,3.861103291283973,0.5445698498117333,0.7057963278356173,-1.0856767912936929,-1.6976050376556169,-0.49535863146732373
mensuelle,5,0.20738363433051193,2.5232668603719706,0.5554552020895305,0.7057963278356173,-0.45662518735148716,-0.8129038852359215,-0.08948715849214979
