signal,h,threshold,cost_bps,n_signals,n_trades,n_long,n_short,hit_rate,gross_bps_mean,net_bps_mean,net_bps_se,gross_bps_sum,net_bps_sum
timesfm,5,0.55,10.0,361,361,186,175,0.4709141274238227,-0.39590595552463714,-10.395905955524636,1.024308825925268,-142.92204994439402,-3752.9220499443936
reversal_h,5,0.5,10.0,572,572,298,274,0.486013986013986,-0.29020215901523966,-10.29020215901524,0.8187698270203403,-165.99563495671708,-5885.995634956717
timesfm,10,0.55,10.0,401,401,209,192,0.47381546134663344,-0.3884959477770325,-10.388495947777031,1.1473370872654969,-155.78687505859003,-4165.786875058589
reversal_h,10,0.5,10.0,578,578,300,278,0.486159169550173,-0.15078869423397326,-10.150788694233976,0.9846895717886658,-87.15586526723655,-5867.1558652672375
timesfm,15,0.55,10.0,411,411,209,202,0.48418491484184917,1.2662230260756497,-8.733776973924352,1.4285382403037106,520.4176637170921,-3589.5823362829083
reversal_h,15,0.5,10.0,588,588,312,276,0.54421768707483,1.432767569470963,-8.567232430529039,1.2135500493712932,842.4673308489262,-5037.5326691510745
