horizon,n,coverage_q10_q90,rho_past_60,ic_p_up,ic_partial,median_abs_pred_bps,median_abs_ret_bps,frac_pred_gt_cost
5,599,0.7278797996661102,0.02879363553787649,-0.02497909001066437,-0.024628309370599323,1.0627754090819508,5.384190216695117,0.013333333333333334
10,599,0.7879799666110183,0.04030688974136039,-0.0020361695356251497,0.0006645265669315732,1.8512272799853235,7.199294533020151,0.05
15,599,0.7813021702838063,0.031498698607496135,0.01849001401443878,0.02014926465148665,2.4837328237481415,8.319070204976242,0.08833333333333333
