horizon,n,coverage_q10_q90,rho_past_60,ic_p_up,ic_partial,median_abs_pred_bps,median_abs_ret_bps,frac_pred_gt_cost
5,60,0.8,-0.4606279522089469,0.1997777160322312,0.21371112383385124,2.7891594800166786,12.419466035358262,0.06666666666666667
10,60,0.8333333333333334,-0.47713253681578227,0.2816337871631009,0.25770024538715314,4.287348128855228,18.697820561075496,0.16666666666666666
15,60,0.8833333333333333,-0.49263684356765775,0.25701583773270353,0.20845760661793017,5.859098746441305,18.551490933069736,0.2833333333333333
