horizon,n,coverage_q10_q90,rho_past_60,ic_p_up,ic_partial,median_abs_pred_bps,median_abs_ret_bps,frac_pred_gt_cost
5,200,0.805,-0.18856821420535516,0.10682371065166531,0.10831088656064335,0.8664389315526932,5.533498098237999,0.01
10,200,0.79,-0.1965844146103653,0.027672691817295435,0.03154049978675674,1.4550122432410717,6.843250140127211,0.03
15,200,0.715,-0.17524788119702997,-0.07710342758568965,-0.07852457250130537,2.0451494492590427,8.583395031118712,0.06
