horizon,n,coverage_q10_q90,rho_past_60,ic_p_up,ic_partial,median_abs_pred_bps,median_abs_ret_bps,frac_pred_gt_cost
5,600,0.72,0.13644115179080318,-0.02361658502348104,-0.025676627000377306,1.8389103934168816,9.19435207609176,0.06333333333333334
10,600,0.7983333333333333,0.15166887260048179,0.0035343150845439063,0.016080396599847162,3.205195243936032,12.17203427112068,0.11166666666666666
15,599,0.7946577629382304,0.14857169492162686,0.015463240096905978,0.03257676404163333,4.384198837215081,13.154434940796378,0.19333333333333333
