horizon,n,coverage_q10_q90,rho_past_60,ic_p_up,ic_partial,median_abs_pred_bps,median_abs_ret_bps,frac_pred_gt_cost
5,1500,0.7893333333333333,-0.2344523788124435,-0.001582674599361752,-0.011756398408383184,0.9941068128682673,5.331461199462595,0.008
10,1499,0.7885256837891927,-0.24136995702262967,-0.024571827810189687,-0.03517938542181851,1.6552343731746078,7.287767247952104,0.044
15,1499,0.7871914609739826,-0.22379063892487291,0.0008907674104861785,-0.016808119331956663,2.1387837477959692,8.776574130191506,0.08466666666666667
