model,sample,horizon,h_eff,n,n_eff,accuracy,balanced_accuracy,auc,brier,log_loss,p_binom,pt_stat,pt_pvalue,base_rate,excess_accuracy,pt_hac_t,pt_hac_pvalue,acc_w,dm_brier_vs_reversal_t
timesfm,toutes,5,1,60,60,0.5333333333333333,0.5339265850945495,0.5317018909899889,0.25179714227472977,0.6971645507042882,0.3494417138100029,0.5300238200109176,0.29804770781809464,0.48333333333333334,0.01666666666666672,0.5025881176224176,0.30762694257601575,0.6603678428823115,0.12244446130014856
timesfm,toutes,10,1,60,60,0.6333333333333333,0.6397306397306397,0.6677890011223344,0.2270338397602034,0.6439869225192579,0.025946947964460718,2.1829655780622987,0.014519172509783093,0.45,0.08333333333333326,2.0059584227828844,0.022430342068878534,0.6534522001956835,-1.2601063907221266
timesfm,toutes,15,1,60,60,0.5166666666666667,0.5208333333333333,0.5590277777777778,0.24487049096151597,0.6799988358804264,0.44871091349571535,0.3190737145135155,0.37483530774051577,0.4,-0.08333333333333326,0.321651601966177,0.3738583233962468,0.6862829964010978,-0.18304335052594745
reversal_h,toutes,5,1,60,60,0.5166666666666667,0.517797552836485,0.510567296996663,0.25006,0.6932674546680945,0.44871091349571535,0.27851037124360434,0.390310302384099,0.48333333333333334,1.1102230246251565e-16,0.22912622754970083,0.4093854045038886,0.5254556546032824,
reversal_h,toutes,10,1,60,60,0.5833333333333334,0.5808080808080809,0.6032547699214366,0.24638666666666661,0.6859168624532954,0.12253041651147285,1.2589105695576457,0.10403131784756575,0.45,0.033333333333333326,1.2672227984914888,0.10253781800609041,0.6134395954291312,
reversal_h,toutes,15,1,60,60,0.5666666666666667,0.5763888888888888,0.576388888888889,0.24773333333333328,0.6886116407318629,0.18314700335164552,1.1718939163122188,0.1206198249419021,0.4,-0.033333333333333326,1.1759472720546953,0.11980797352418748,0.6605086339243014,
momentum_h,toutes,5,1,60,60,0.5,0.4983314794215795,0.4894327030033371,0.2507266666666667,0.6946014997959866,0.5512890865042847,-0.026183506167855638,0.510444514227836,0.48333333333333334,-0.016666666666666607,-0.021542698140688026,0.5085936284173589,0.49968573702670455,0.10637606770496633
momentum_h,toutes,10,1,60,60,0.38333333333333336,0.38215488215488214,0.3967452300785634,0.2543866666666667,0.7019254039880028,0.9740530520355393,-1.8318269012840054,0.9665113930127756,0.45,-0.16666666666666669,-2.068856744761745,0.980720234170456,0.3382078487339168,1.6679541652493002
momentum_h,toutes,15,1,60,60,0.43333333333333335,0.4236111111111111,0.42361111111111116,0.25306666666666666,0.6992840017550012,0.8774695834885271,-1.1718939163122188,0.8793801750580978,0.4,-0.16666666666666663,-1.175947272054697,0.8801920264758127,0.33949136607569863,1.0031630928374307
always_up,toutes,5,1,60,60,0.48333333333333334,0.5,0.5,0.25106666666666666,0.6952818663713243,0.6505582861899971,,,0.48333333333333334,-0.03333333333333327,,,0.385190101658204,0.2719895944674419
always_up,toutes,10,1,60,60,0.45,0.5,0.5,0.25239999999999996,0.6979499566271088,0.8168529966483544,,,0.45,-0.10000000000000003,,,0.4374107389567026,1.8484744272034714
always_up,toutes,15,1,60,60,0.4,0.5,0.5,0.2544,0.7019520920107857,0.9537695094635381,,,0.4,-0.19999999999999996,,,0.4130818292668222,2.2156468376279896
majority_prev_day,toutes,5,1,60,60,0.45,0.4521690767519466,0.4521690767519466,0.25239999999999996,0.6979499566271089,0.8168529966483544,-0.7535597917560435,0.7744432021663821,0.48333333333333334,-0.0666666666666666,-0.7256511603963557,0.7659736753249021,0.551289095031658,0.581681209011858
majority_prev_day,toutes,10,1,60,60,0.48333333333333334,0.48989898989898994,0.48989898989898994,0.25106666666666666,0.6952818663713243,0.6505582861899971,-0.1584283011176992,0.5629403428403008,0.45,-0.06666666666666671,-0.17923390056338567,0.571122977047094,0.5673295115795854,1.2965731745949745
majority_prev_day,toutes,15,1,60,60,0.5666666666666667,0.5833333333333333,0.5833333333333333,0.2477333333333333,0.6886116407318629,0.18314700335164552,1.28707760266141,0.09903362057180248,0.4,-0.033333333333333326,1.437203964612649,0.07533002340932755,0.5540323408327457,0.0
