horizon,n,coverage_q10_q90,rho_past_60,ic_p_up,ic_partial,median_abs_pred_bps,median_abs_ret_bps,frac_pred_gt_cost
5,1500,0.7893333333333333,-0.2508903562696386,0.02330877390561487,0.01392807634884788,1.6193961346289143,8.438401950301433,0.025333333333333333
10,1500,0.7873333333333333,-0.2473385196457956,-0.0054050368094962385,-0.009653757898380312,2.6340375188738108,11.775692372126834,0.094
15,1499,0.7851901267511674,-0.23254050052929806,-0.008868568955676743,-0.0177399953660867,3.450263902777806,13.747596336219914,0.166
