horizon,n,coverage_q10_q90,rho_past_60,ic_p_up,ic_partial,median_abs_pred_bps,median_abs_ret_bps,frac_pred_gt_cost
5,599,0.6894824707846411,-0.014106983630510085,-0.0014365078921949066,0.0054332967770324555,1.3660913100466132,7.2756863987777365,0.02666666666666667
10,599,0.7562604340567612,0.011045586237739548,0.01600906750939414,0.019610822234869187,2.4285391555167735,9.51531442594522,0.08666666666666667
15,599,0.7779632721202003,0.003504954180428278,-0.0036386731509036796,-0.0036843279426215067,3.2239581923931837,11.052259539363618,0.125
