signal,h,threshold,cost_bps,n_signals,n_trades,n_long,n_short,hit_rate,gross_bps_mean,net_bps_mean,net_bps_se,gross_bps_sum,net_bps_sum
timesfm,5,0.55,10.0,802,802,386,416,0.4925187032418953,-0.23276076923008296,-10.232760769230081,0.6627768350901858,-186.67413692252654,-8206.674136922526
timesfm_cal,5,0.55,10.0,0,0,0,0,,,,,0.0,0.0
reversal_h,5,0.5,10.0,1437,1437,718,719,0.47529575504523314,-0.2726703735319179,-10.27267037353192,0.5152174202397873,-391.8273267653661,-14761.827326765368
timesfm,10,0.55,10.0,882,882,425,457,0.48639455782312924,-0.20892600359336042,-10.208926003593358,0.8495601852896777,-184.2727351693439,-9004.272735169343
timesfm_cal,10,0.55,10.0,7,7,6,1,0.5714285714285714,0.6973535474154501,-9.30264645258455,4.751755578229357,4.88147483190815,-65.11852516809185
reversal_h,10,0.5,10.0,1453,1453,707,746,0.49483826565726086,-0.0953350384655727,-10.095335038465572,0.6733944605562411,-138.52181089047713,-14668.521810890477
timesfm,15,0.55,10.0,902,902,431,471,0.4789356984478936,-0.3861998861284817,-10.386199886128482,0.977526241530427,-348.3522972878905,-9368.35229728789
timesfm_cal,15,0.55,10.0,23,23,20,3,0.4782608695652174,2.0834640297377938,-7.916535970262205,8.490346018820471,47.91967268396925,-182.08032731603072
reversal_h,15,0.5,10.0,1465,1465,710,755,0.49965870307167237,0.022083778170247075,-9.977916221829753,0.8373731821482095,32.352735019411966,-14617.64726498059
