signal,h,threshold,cost_bps,n_signals,n_trades,n_long,n_short,hit_rate,gross_bps_mean,net_bps_mean,net_bps_se,gross_bps_sum,net_bps_sum
timesfm,5,0.55,10.0,791,791,391,400,0.4917825537294564,-0.2644852335906485,-10.26448523359065,0.47686134221180343,-209.20781977020297,-8119.207819770204
timesfm_cal,5,0.55,10.0,51,51,8,43,0.43137254901960786,-0.9878545112125139,-10.987854511212511,1.1465355131948896,-50.38058007183821,-560.380580071838
reversal_h,5,0.5,10.0,1494,1494,728,766,0.4919678714859438,-0.5644146461162676,-10.564414646116267,0.33087053914334164,-843.2354812977038,-15783.235481297703
timesfm,10,0.55,10.0,868,868,419,449,0.4642857142857143,-0.6606730309091379,-10.660673030909136,0.5827019489078742,-573.4641908291317,-9253.46419082913
timesfm_cal,10,0.55,10.0,43,43,12,31,0.37209302325581395,-5.373105366615422,-15.373105366615423,3.1458970382880085,-231.04353076446316,-661.0435307644632
reversal_h,10,0.5,10.0,1496,1496,734,762,0.48663101604278075,0.10829742454961823,-9.891702575450381,0.4375719994790564,162.01294712622888,-14797.98705287377
timesfm,15,0.55,10.0,929,929,448,481,0.5005382131324004,-0.027413492206766935,-10.027413492206767,0.6725703468197389,-25.467134260086482,-9315.467134260087
timesfm_cal,15,0.55,10.0,114,114,0,114,0.49122807017543857,-1.1417039497072006,-11.1417039497072,2.124293099139069,-130.15425026662086,-1270.1542502666207
reversal_h,15,0.5,10.0,1496,1496,744,752,0.5193850267379679,0.22874139953445863,-9.771258600465542,0.5518760005556353,342.1971337035501,-14617.80286629645
