slug,asset,duration,start_ts,strategy,label,side,price,size,t_place_rel,t_cancel_rel,status,placed,q_ahead0,q_ahead_end,filled,fill_ratio,executed,executed_full,fill_reason,traded_at_level,mid_at_place,t_fill_rel,delay_s,resolved_up,would_win,pnl_per_share,pnl_order,pnl_per_placed_share,rebate_per_share,tag_price,tag_cancel,tag_gap,tag_pair,tag_p_up,slot,half,cellule
btc-updown-15m-1790397900,btc,15m,1790397900,signal,0.48/S+0,down,0.48,10,-30,0,filled,True,121.25,0,10,1,True,True,queue,88.29,0.505,-26.619,3.081,True,0,-0.48,-4.8,-0.48,0.0034944,0.48,0,-4.76368e-08,,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,signal,0.48/S+30,down,0.48,10,-30,30,filled,True,121.25,0,10,1,True,True,queue,88.29,0.505,-26.619,3.081,True,0,-0.48,-4.8,-0.48,0.0034944,0.48,30,-4.76368e-08,,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,signal,0.48/S+60,down,0.48,10,-30,60,filled,True,121.25,0,10,1,True,True,queue,88.29,0.505,-26.619,3.081,True,0,-0.48,-4.8,-0.48,0.0034944,0.48,60,-4.76368e-08,,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,signal,0.49/S+0,down,0.49,10,-30,0,filled,True,68.03,0,10,1,True,True,traversal,22,0.505,-26.815,2.885,True,0,-0.49,-4.9,-0.49,0.0034986,0.49,0,-4.76368e-08,,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,signal,0.49/S+30,down,0.49,10,-30,30,filled,True,68.03,0,10,1,True,True,traversal,22,0.505,-26.815,2.885,True,0,-0.49,-4.9,-0.49,0.0034986,0.49,30,-4.76368e-08,,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,signal,0.49/S+60,down,0.49,10,-30,60,filled,True,68.03,0,10,1,True,True,traversal,22,0.505,-26.815,2.885,True,0,-0.49,-4.9,-0.49,0.0034986,0.49,60,-4.76368e-08,,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,signal,0.50/S+0,down,0.5,10,-30,0,crossing,False,,,0,0,False,False,,0,0.505,,,True,0,-0.5,-0,-0,0.0035,0.5,0,-4.76368e-08,,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,signal,0.50/S+30,down,0.5,10,-30,30,crossing,False,,,0,0,False,False,,0,0.505,,,True,0,-0.5,-0,-0,0.0035,0.5,30,-4.76368e-08,,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,signal,0.50/S+60,down,0.5,10,-30,60,crossing,False,,,0,0,False,False,,0,0.505,,,True,0,-0.5,-0,-0,0.0035,0.5,60,-4.76368e-08,,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,two_sided,0.49/S+0,up,0.49,10,-60,0,cancelled,True,243.26,40,0,0,False,False,,0,0.505,,,True,1,0.51,0,0,0.0034986,0.49,0,,0,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,two_sided,0.49/S+0,down,0.49,10,-60,0,filled,True,60,0,10,1,True,True,traversal,23.9608,0.505,-26.815,32.885,True,0,-0.49,-4.9,-0.49,0.0034986,0.49,0,,0,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,two_sided,0.49/S+30,up,0.49,10,-60,30,cancelled,True,243.26,5,0,0,False,False,,0,0.505,,,True,1,0.51,0,0,0.0034986,0.49,30,,30,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,two_sided,0.49/S+30,down,0.49,10,-60,30,filled,True,60,0,10,1,True,True,traversal,23.9608,0.505,-26.815,32.885,True,0,-0.49,-4.9,-0.49,0.0034986,0.49,30,,30,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,two_sided,0.49/S+60,up,0.49,10,-60,60,cancelled,True,243.26,5,0,0,False,False,,0,0.505,,,True,1,0.51,0,0,0.0034986,0.49,60,,60,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,two_sided,0.49/S+60,down,0.49,10,-60,60,filled,True,60,0,10,1,True,True,traversal,23.9608,0.505,-26.815,32.885,True,0,-0.49,-4.9,-0.49,0.0034986,0.49,60,,60,,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.55,10,10,30,cancelled,True,415,110,0,0,False,False,,0,0.565,,,True,1,0.45,0,0,0.003465,,,,,0.572423,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.42,10,10,30,cancelled,True,631.33,318.158,0,0,False,False,,5.17241,0.565,,,True,0,-0.42,-0,-0,0.0034104,,,,,0.572423,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.56,10,30,50,cancelled,True,183.14,0,0,0,False,False,,0,0.575,,,True,1,0.44,0,0,0.0034496,,,,,0.583724,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.41,10,30,50,cancelled,True,943,545,0,0,False,False,,0,0.575,,,True,0,-0.41,-0,-0,0.0033866,,,,,0.583724,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.57,10,50,60,cancelled,True,98.29,0,0,0,False,False,,0,0.575,,,True,1,0.43,0,0,0.0034314,,,,,0.589737,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.4,10,50,70,cancelled,True,568,223,0,0,False,False,,0,0.575,,,True,0,-0.4,-0,-0,0.00336,,,,,0.596208,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.39,10,70,80,cancelled,True,445,35,0,0,False,False,,0,0.565,,,True,0,-0.39,-0,-0,0.0033306,,,,,0.60305,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.38,10,80,90,cancelled,True,463,453,0,0,False,False,,0,0.565,,,True,0,-0.38,-0,-0,0.0032984,,,,,0.610285,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.56,10,60,110,filled,True,100,0,10,1,True,True,queue,21.85,0.565,92.421,32.121,True,1,0.44,4.4,0.44,0.0034496,,,,,0.626028,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.37,10,90,110,cancelled,True,223,123,0,0,False,False,,0,0.565,,,True,0,-0.37,-0,-0,0.0032634,,,,,0.626028,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.36,10,110,120,cancelled,True,154,144,0,0,False,False,,0,0.555,,,True,0,-0.36,-0,-0,0.0032256,,,,,0.634582,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.55,10,110,130,filled,True,184.99,0,10,1,True,True,traversal,6.08889,0.555,120.442,10.142,True,1,0.45,4.5,0.45,0.003465,,,,,0.643618,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.35,10,120,130,cancelled,True,124,94,0,0,False,False,,0,0.545,,,True,0,-0.35,-0,-0,0.003185,,,,,0.643618,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.34,10,130,140,cancelled,True,64,64,0,0,False,False,,0,0.545,,,True,0,-0.34,-0,-0,0.0031416,,,,,0.653354,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.54,10,130,150,filled,True,148.03,0,10,1,True,True,queue,112.696,0.545,134.149,3.849,True,1,0.46,4.6,0.46,0.0034776,,,,,0.663226,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.33,10,140,150,cancelled,True,165,65,0,0,False,False,,0,0.545,,,True,0,-0.33,-0,-0,0.0030954,,,,,0.663226,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.32,10,150,160,cancelled,True,35,35,0,0,False,False,,0,0.555,,,True,0,-0.32,-0,-0,0.0030464,,,,,0.67405,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.31,10,160,170,cancelled,True,65,65,0,0,False,False,,0,0.555,,,True,0,-0.31,-0,-0,0.0029946,,,,,0.685226,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.3,10,170,180,cancelled,True,116,116,0,0,False,False,,0,0.555,,,True,0,-0.3,-0,-0,0.00294,,,,,0.696729,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.55,10,150,190,cancelled,True,201.51,145.44,0,0,False,False,,0,0.555,,,True,1,0.45,0,0,0.003465,,,,,0.709284,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.29,10,180,190,cancelled,True,66,66,0,0,False,False,,0,0.555,,,True,0,-0.29,-0,-0,0.0028826,,,,,0.709284,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.58,10,190,200,cancelled,True,442.35,190,0,0,False,False,,0,0.585,,,True,1,0.42,0,0,0.0034104,,,,,0.721907,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.28,10,190,200,cancelled,True,37,37,0,0,False,False,,0,0.585,,,True,0,-0.28,-0,-0,0.0028224,,,,,0.721907,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.61,10,200,210,partial,True,44.03,0,0.97,0.097,True,False,queue,30,0.615,208.352,8.052,True,1,0.39,0.3783,0.03783,0.0033306,,,,,0.73562,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.26,10,200,210,cancelled,True,37,37,0,0,False,False,,0,0.615,,,True,0,-0.26,-0,-0,0.0026936,,,,,0.73562,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.6,10,210,220,cancelled,True,88,0,0,0,False,False,,0,0.605,,,True,1,0.4,0,0,0.00336,,,,,0.749331,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.25,10,210,220,cancelled,True,138,138,0,0,False,False,,0,0.605,,,True,0,-0.25,-0,-0,0.002625,,,,,0.749331,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.59,10,220,230,filled,True,58,0,10,1,True,True,traversal,20,0.595,228.62,8.32,True,1,0.41,4.1,0.41,0.0033866,,,,,0.523268,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.24,10,220,230,cancelled,True,38,0,0,0,False,False,,0,0.595,,,True,0,-0.24,-0,-0,0.0025536,,,,,0.523268,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.45,10,230,260,cancelled,True,105,0,0,0,False,False,,9.93,0.545,,,True,0,-0.45,-0,-0,0.003465,,,,,0.528655,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.51,10,230,270,cancelled,True,503,65,0,0,False,False,,0,0.545,,,True,1,0.49,0,0,0.0034986,,,,,0.683235,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.44,10,260,270,filled,True,5,0,10,1,True,True,traversal,0,0.555,267.127,6.827,True,0,-0.44,-4.4,-0.44,0.0034496,,,,,0.683235,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.59,10,270,280,cancelled,True,207.17,0,0,0,False,False,,0,0.595,,,True,1,0.41,0,0,0.0033866,,,,,0.667686,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.3,10,270,280,cancelled,True,293,145,0,0,False,False,,0,0.595,,,True,0,-0.3,-0,-0,0.00294,,,,,0.667686,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.58,10,280,290,filled,True,196.64,0,10,1,True,True,traversal,0,0.585,288.786,8.486,True,1,0.42,4.2,0.42,0.0034104,,,,,0.566253,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.32,10,280,290,cancelled,True,65,0,0,0,False,False,,0,0.585,,,True,0,-0.32,-0,-0,0.0030464,,,,,0.566253,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.55,10,290,300,cancelled,True,55,40,0,0,False,False,,0,0.605,,,True,1,0.45,0,0,0.003465,,,,,0.5708,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.39,10,290,300,filled,True,287,0,10,1,True,True,traversal,0,0.605,295.375,5.075,True,0,-0.39,-3.9,-0.39,0.0033306,,,,,0.5708,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.56,10,300,310,cancelled,True,1575,101,0,0,False,False,,0,0.655,,,True,1,0.44,0,0,0.0034496,,,,,0.607935,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.34,10,300,310,filled,True,780.81,0,10,1,True,True,queue,71.5909,0.655,308.74,8.44,True,0,-0.34,-3.4,-0.34,0.0031416,,,,,0.607935,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.59,10,310,320,cancelled,True,1960,0,0,0,False,False,,0,0.665,,,True,1,0.41,0,0,0.0033866,,,,,0.55135,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.33,10,310,320,cancelled,True,175.95,80,0,0,False,False,,0,0.665,,,True,0,-0.33,-0,-0,0.0030954,,,,,0.55135,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.43,10,320,330,crossing,False,,,0,0,False,False,,0,0.575,,,True,0,-0.43,-0,-0,0.0034314,,,,,0.554909,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.41,10,330,340,cancelled,True,376.84,322.2,0,0,False,False,,0,0.585,,,True,0,-0.41,-0,-0,0.0033866,,,,,0.55863,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.54,10,320,350,cancelled,True,253,218,0,0,False,False,,0,0.575,,,True,1,0.46,0,0,0.0034776,,,,,0.5628,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.42,10,340,360,filled,True,265,0,10,1,True,True,traversal,0,0.575,354.235,13.935,True,0,-0.42,-4.2,-0.42,0.0034104,,,,,0.567171,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.55,10,350,370,cancelled,True,75,40,0,0,False,False,,0,0.575,,,True,1,0.45,0,0,0.003465,,,,,0.571851,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.38,10,360,370,cancelled,True,288,210,0,0,False,False,,0,0.615,,,True,0,-0.38,-0,-0,0.0032984,,,,,0.571851,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.56,10,370,390,cancelled,True,1480,260.8,0,0,False,False,,0,0.605,,,True,1,0.44,0,0,0.0034496,,,,,0.582109,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.57,10,390,410,cancelled,True,1332,35,0,0,False,False,,0,0.605,,,True,1,0.43,0,0,0.0034314,,,,,0.594002,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.58,10,410,420,cancelled,True,1485,213,0,0,False,False,,0,0.605,,,True,1,0.42,0,0,0.0034104,,,,,0.600741,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.39,10,370,420,filled,True,427.09,0,10,1,True,True,queue,196,0.605,393.254,22.954,True,0,-0.39,-3.9,-0.39,0.0033306,,,,,0.600741,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.38,10,420,440,cancelled,True,298.3,70,0,0,False,False,,72.6129,0.615,,,True,0,-0.38,-0,-0,0.0032984,,,,,0.615188,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.59,10,420,450,cancelled,True,1655,0,0,0,False,False,,0,0.615,,,True,1,0.41,0,0,0.0033866,,,,,0.623449,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.37,10,440,450,cancelled,True,265,105,0,0,False,False,,0,0.595,,,True,0,-0.37,-0,-0,0.0032634,,,,,0.623449,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.6,10,450,460,cancelled,True,85,0,0,0,False,False,,0,0.605,,,True,1,0.4,0,0,0.00336,,,,,0.6321,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.36,10,450,460,cancelled,True,518,293,0,0,False,False,,0,0.605,,,True,0,-0.36,-0,-0,0.0032256,,,,,0.6321,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.59,10,460,470,cancelled,True,290.6,78.6,0,0,False,False,,2.43902,0.595,,,True,1,0.41,0,0,0.0033866,,,,,0.641346,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.35,10,460,470,cancelled,True,483,413,0,0,False,False,,0,0.595,,,True,0,-0.35,-0,-0,0.003185,,,,,0.641346,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.61,10,470,480,cancelled,True,140,40,0,0,False,False,,0,0.615,,,True,1,0.39,0,0,0.0033306,,,,,0.651222,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.34,10,470,480,cancelled,True,4606,105,0,0,False,False,,0,0.615,,,True,0,-0.34,-0,-0,0.0031416,,,,,0.651222,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.33,10,480,490,cancelled,True,85,85,0,0,False,False,,0,0.645,,,True,0,-0.33,-0,-0,0.0030954,,,,,0.661997,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.32,10,490,500,cancelled,True,213,203,0,0,False,False,,0,0.645,,,True,0,-0.32,-0,-0,0.0030464,,,,,0.673246,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.64,10,480,510,filled,True,176.51,0,10,1,True,True,queue,60,0.645,486.748,6.448,True,1,0.36,3.6,0.36,0.0032256,,,,,0.684957,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.31,10,500,510,cancelled,True,263,263,0,0,False,False,,0,0.645,,,True,0,-0.31,-0,-0,0.0029946,,,,,0.684957,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.65,10,510,520,cancelled,True,2745.71,225.71,0,0,False,False,,15,0.655,,,True,1,0.35,0,0,0.003185,,,,,0.697669,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.3,10,510,520,cancelled,True,213,35,0,0,False,False,,0,0.655,,,True,0,-0.3,-0,-0,0.00294,,,,,0.697669,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.66,10,520,530,cancelled,True,3153.6,215,0,0,False,False,,0,0.665,,,True,1,0.34,0,0,0.0031416,,,,,0.711152,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.29,10,520,530,cancelled,True,263,75,0,0,False,False,,0,0.665,,,True,0,-0.29,-0,-0,0.0028826,,,,,0.711152,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.68,10,530,540,cancelled,True,10,0,0,0,False,False,,10,0.685,,,True,1,0.32,0,0,0.0030464,,,,,0.725419,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.27,10,530,540,cancelled,True,35,35,0,0,False,False,,0,0.685,,,True,0,-0.27,-0,-0,0.0027594,,,,,0.725419,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.26,10,540,550,cancelled,True,160,35,0,0,False,False,,0,0.675,,,True,0,-0.26,-0,-0,0.0026936,,,,,0.740794,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.24,10,550,560,cancelled,True,2282,2282,0,0,False,False,,0,0.675,,,True,0,-0.24,-0,-0,0.0025536,,,,,0.756297,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.23,10,560,570,cancelled,True,1563,55,0,0,False,False,,0,0.675,,,True,0,-0.23,-0,-0,0.0024794,,,,,0.772866,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.67,10,540,580,cancelled,True,219.68,0,0,0,False,False,,7.57576,0.675,,,True,1,0.33,0,0,0.0030954,,,,,0.790483,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.21,10,570,580,cancelled,True,520,75,0,0,False,False,,0,0.675,,,True,0,-0.21,-0,-0,0.0023226,,,,,0.790483,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.19,10,580,590,cancelled,True,165,65,0,0,False,False,,0,0.665,,,True,0,-0.19,-0,-0,0.0021546,,,,,0.808358,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.66,10,580,600,cancelled,True,208.74,127.56,0,0,False,False,,0,0.665,,,True,1,0.34,0,0,0.0031416,,,,,0.826352,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.18,10,590,600,cancelled,True,71,71,0,0,False,False,,0,0.665,,,True,0,-0.18,-0,-0,0.0020664,,,,,0.826352,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.67,10,600,610,cancelled,True,472.66,343.569,0,0,False,False,,9.09091,0.675,,,True,1,0.33,0,0,0.0030954,,,,,0.845424,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.16,10,600,610,cancelled,True,72,35,0,0,False,False,,0,0.675,,,True,0,-0.16,-0,-0,0.0018816,,,,,0.845424,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.68,10,610,620,cancelled,True,338.64,229.52,0,0,False,False,,0,0.685,,,True,1,0.32,0,0,0.0030464,,,,,0.864265,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.14,10,610,620,cancelled,True,44,35,0,0,False,False,,0,0.685,,,True,0,-0.14,-0,-0,0.0016856,,,,,0.864265,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.69,10,620,630,cancelled,True,6079.83,165,0,0,False,False,,0,0.695,,,True,1,0.31,0,0,0.0029946,,,,,0.882637,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.12,10,620,630,cancelled,True,80,50,0,0,False,False,,0,0.695,,,True,0,-0.12,-0,-0,0.0014784,,,,,0.882637,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.71,10,630,640,cancelled,True,278.33,228.33,0,0,False,False,,15,0.715,,,True,1,0.29,0,0,0.0028826,,,,,0.924241,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.1,10,630,640,cancelled,True,56,56,0,0,False,False,,0,0.715,,,True,0,-0.1,-0,-0,0.00126,,,,,0.924241,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.73,10,640,650,cancelled,True,3668.56,467.56,0,0,False,False,,0,0.735,,,True,1,0.27,0,0,0.0027594,,,,,0.940053,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,down,0.06,10,640,650,cancelled,True,90,65,0,0,False,False,,0,0.735,,,True,0,-0.06,-0,-0,0.0007896,,,,,0.940053,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.75,10,650,660,cancelled,True,47.56,0,0,0,False,False,,25,0.755,,,True,1,0.25,0,0,0.002625,,,,,0.954132,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.74,10,660,670,cancelled,True,279.02,35,0,0,False,False,,3.84615,0.745,,,True,1,0.26,0,0,0.0026936,,,,,0.947423,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.79,10,670,680,filled,True,65.03,0,10,1,True,True,traversal,0,0.795,675.761,5.461,True,1,0.21,2.1,0.21,0.0023226,,,,,0.961114,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.77,10,680,690,filled,True,27.03,0,10,1,True,True,traversal,0,0.775,681.773,1.473,True,1,0.23,2.3,0.23,0.0024794,,,,,0.972747,1989331,1re moitié,BTC 15m
btc-updown-15m-1790397900,btc,15m,1790397900,fair_value,± 1 c,up,0.72,10,690,700,filled,True,316.49,0,10,1,True,True,traversal,0,0.725,698.977,8.677,True,1,0.28,2.8,0.28,0.0028224,,,,,0.586064,1989331,1re moitié,BTC 15m
