t_rel_s,cellule,n_marches,spread_median,mid_median,depth_best_bid_median,depth_best_ask_median,depth_bid_10c_median,depth_ask_10c_median,bid_up_048_median,bid_up_049_median,bid_up_050_median,bid_up_051_median,bid_up_052_median,bid_dn_048_median,bid_dn_049_median,bid_dn_050_median,bid_dn_051_median,bid_dn_052_median,spread_p25,depth_best_bid_p25,spread_p75,depth_best_bid_p75
-88,ETH 5m,21,0.01,0.5,40.19,25,591.03,630.7,55.42,50.19,0,0,0,56.1,50,0,0,0,0.01,25,0.02,50.19
-87,ETH 5m,21,0.01,0.5,40.19,25,591.03,630.7,55.42,50.19,0,0,0,56.1,50,0,0,0,0.01,25,0.02,50.19
-86,ETH 5m,21,0.01,0.5,40.19,25,591.03,630.7,55.42,50.19,0,0,0,56.1,50,0,0,0,0.01,25,0.02,50.19
-85,ETH 5m,21,0.01,0.5,40.19,25,591.03,626.03,55.42,50.19,0,0,0,56.1,50,0,0,0,0.01,25,0.02,50.19
-84,ETH 5m,21,0.01,0.5,40.19,25,591.03,626.03,55.42,50.19,0,0,0,56.1,50,0,0,0,0.01,25,0.02,50.19
-83,ETH 5m,21,0.01,0.5,40.19,25,591.03,626.03,55.42,50.19,0,0,0,56.1,50,0,0,0,0.01,25,0.02,50.19
-82,ETH 5m,21,0.01,0.5,40.19,25,591.03,626.03,55.42,50.19,0,0,0,56.1,50,0,0,0,0.01,25,0.02,50.19
-81,ETH 5m,21,0.01,0.5,40.19,25,591.03,626.03,55.42,50.19,0,0,0,55.42,40,0,0,0,0.01,25,0.02,50.19
-80,ETH 5m,21,0.01,0.5,40.19,25,592.31,626.03,55.42,50.19,0,0,0,56.1,40,0,0,0,0.01,25.19,0.02,50.19
-79,ETH 5m,21,0.01,0.5,40.19,25,592.31,626.03,55.42,50.19,0,0,0,56.1,40,0,0,0,0.01,25.19,0.02,50.19
-78,ETH 5m,21,0.01,0.5,40.19,25,601.44,626.03,61.25,50.19,0,0,0,66.09,40,0,0,0,0.01,25,0.02,45.45
-77,ETH 5m,21,0.01,0.5,40.19,25,601.44,636.44,61.25,50.19,0,0,0,66.51,40,0,0,0,0.01,25,0.02,45.45
-76,ETH 5m,21,0.01,0.5,40.19,25,601.44,636.44,66.25,50.19,0,0,0,66.51,40,0,0,0,0.01,22.63,0.02,45.45
-75,ETH 5m,21,0.01,0.5,40.19,15.45,602.11,636.44,66.25,50.19,0,0,0,66.51,40,0,0,0,0.01,25.19,0.02,46.31
-74,ETH 5m,21,0.01,0.5,40.19,15.45,602.11,636.44,66.25,50.19,0,0,0,66.51,40,0,0,0,0.01,25.19,0.02,45.45
-73,ETH 5m,21,0.01,0.5,40.19,15.45,602.11,636.44,66.25,50.19,0,0,0,66.51,40,0,0,0,0.01,25.19,0.02,45.45
-72,ETH 5m,21,0.01,0.5,40.19,15.45,602.11,636.44,66.5,50.19,0,0,0,66.51,40,0,0,0,0.01,25.19,0.02,45.45
-71,ETH 5m,21,0.01,0.5,40.19,15.45,602.72,636.44,66.5,50.19,0,0,0,66.51,40,0,0,0,0.01,22.63,0.02,45.45
-70,ETH 5m,21,0.01,0.5,40.19,15.45,602.11,636.44,66.5,50,0,0,0,66.51,40,0,0,0,0.01,22.63,0.02,45.45
-69,ETH 5m,21,0.01,0.5,35.67,25,602.11,636.44,66.5,50,0,0,0,66.51,40,0,0,0,0.01,22.63,0.02,45.45
-68,ETH 5m,21,0.01,0.5,35.67,25,602.11,636.44,66.5,50,0,0,0,66.51,40,0,0,0,0.01,22.63,0.02,45.45
-67,ETH 5m,21,0.01,0.495,35.67,15.45,602.11,636.44,66.5,50,0,0,0,65.83,40,5,0,0,0.01,22.63,0.01,45.45
-66,ETH 5m,21,0.01,0.495,35.26,15.45,602.11,636.44,66.25,50,0,0,0,66.51,45,5,0,0,0.01,20.25,0.01,45
-65,ETH 5m,21,0.01,0.495,35.26,15.42,602.11,636.44,66.25,50,0,0,0,66.51,45,5,0,0,0.01,20.25,0.01,45
-64,ETH 5m,21,0.01,0.495,35.67,15.42,602.11,641.11,61.25,50,0,0,0,66.51,45,5,0,0,0.01,20.25,0.02,45.45
-63,ETH 5m,21,0.01,0.495,35.67,15.42,602.11,641.11,61.25,50,0,0,0,66.51,45,5,0,0,0.01,20.25,0.02,45.45
-62,ETH 5m,21,0.01,0.495,35.67,15.42,602.11,641.11,66.25,50,0,0,0,66.51,45,5,0,0,0.01,20.25,0.02,45.45
-61,ETH 5m,21,0.01,0.495,35.67,15.42,602.72,641.11,66.25,50,0,0,0,66.51,45,5,0,0,0.01,20.25,0.02,45.45
-60,ETH 5m,21,0.01,0.5,35.67,15.45,611.04,636.44,66.25,50,0,0,0,66.51,45,0,0,0,0.01,20.25,0.02,50
-59,ETH 5m,21,0.01,0.5,28,15,558.44,581.21,61.25,33.29,0,0,0,60.83,40,0,0,0,0.01,15.19,0.02,38.22
-58,ETH 5m,21,0.01,0.5,20.5,10.42,477.63,498.23,61.25,33.03,0,0,0,60.83,30,0,0,0,0.01,12.92,0.02,38.22
-57,ETH 5m,21,0.02,0.5,20.5,30,475.75,491.44,61.25,33.03,0,0,0,60.83,30,0,0,0,0.01,12.92,0.02,38.22
-56,ETH 5m,21,0.02,0.5,20.5,30,475.75,491.44,61.25,33.03,0,0,0,60.83,30,0,0,0,0.01,12.92,0.02,38.22
-55,ETH 5m,21,0.02,0.5,15.45,20,475.75,491.44,61.25,15.45,0,0,0,60.83,30,0,0,0,0.01,8.22,0.02,30
-54,ETH 5m,21,0.01,0.5,18.02,20,475.75,491.44,61.25,15.45,0,0,0,60.83,30,0,0,0,0.01,10.19,0.02,39.99
-53,ETH 5m,21,0.01,0.5,18.02,20,479.17,491.44,61.25,15.45,0,0,0,60.83,30,0,0,0,0.01,10.19,0.02,40.19
-52,ETH 5m,21,0.01,0.5,20.5,15.45,479.17,487.11,61.25,33.03,0,0,0,60.83,20.38,0,0,0,0.01,13,0.02,39.99
-51,ETH 5m,21,0.01,0.5,18.45,11.15,479.17,487.11,61.25,30,0,0,0,60.83,20.38,0,0,0,0.01,12.92,0.02,38.22
-50,ETH 5m,21,0.01,0.5,18.02,15.45,475.75,484.44,61.25,30,0,0,0,60.83,20.38,0,0,0,0.01,10.64,0.02,30
-49,ETH 5m,21,0.01,0.505,15.45,11.15,479.44,487.31,61.25,30,0,0,0,60.83,20.19,0,0,0,0.01,10,0.01,30
-48,ETH 5m,21,0.01,0.505,18.45,11.15,479.44,482.79,61.25,33.03,8,0,0,56.08,20.19,0,0,0,0.01,10.19,0.01,30
-47,ETH 5m,21,0.01,0.505,20.5,11.15,485.14,487.31,61.25,35.38,0,0,0,60.83,18.19,0,0,0,0.01,13,0.01,38.22
-46,ETH 5m,21,0.01,0.5,20.5,10.19,484.63,487.31,61.25,38.22,0,0,0,56.08,18.19,0,0,0,0.01,13,0.01,38.22
-45,ETH 5m,21,0.01,0.505,18.45,10.19,479.44,487.31,61.25,38.22,0,0,0,56.08,18.19,0,0,0,0.01,10.19,0.01,30
-44,ETH 5m,21,0.01,0.505,18.45,15.21,464.47,487.31,61.25,38.22,0,0,0,56.08,18.19,0,0,0,0.01,10.19,0.01,30
-43,ETH 5m,21,0.01,0.5,15.45,15.21,464.47,487.31,61.25,30,0,0,0,60.83,18.19,0,0,0,0.01,10,0.01,38.22
-42,ETH 5m,21,0.01,0.5,20.5,15.45,474.81,478.09,61.25,38.22,0,0,0,60.83,15.45,0,0,0,0.01,10.19,0.01,38.22
-41,ETH 5m,21,0.01,0.5,30,15.21,474.81,478.09,61.25,38.22,0,0,0,60.83,15.45,0,0,0,0.01,15.45,0.01,40
-40,ETH 5m,21,0.01,0.5,20.5,19.51,464.47,471.63,61.25,30,0,0,0,60.83,20.19,0,0,0,0.01,10.19,0.01,38.22
-39,ETH 5m,21,0.01,0.5,18.02,15.45,464.04,471.63,59.44,23.11,0,0,0,60.83,20.19,0,0,0,0.01,10,0.01,30
-38,ETH 5m,21,0.01,0.495,15.45,19.51,456.96,471.63,55.66,23.11,0,0,0,60.83,20.19,5,0,0,0.01,10,0.01,30
-37,ETH 5m,21,0.01,0.495,29.44,19.51,456.96,471.44,55.66,23.11,0,0,0,60.83,20.19,0,0,0,0.01,10.19,0.02,30
-36,ETH 5m,21,0.01,0.495,20.5,19.51,454.97,471.44,50.83,20.19,0,0,0,66.08,20.19,5,0,0,0.01,10.19,0.02,30
-35,ETH 5m,21,0.01,0.495,30,20,456.96,471.44,61.25,30,0,0,0,66.08,20.19,5,0,0,0.01,10.19,0.02,38.22
-34,ETH 5m,21,0.01,0.495,20,20,452.82,471.44,61.25,23.11,0,0,0,66.08,20.19,5,0,0,0.01,10.19,0.02,30
-33,ETH 5m,21,0.01,0.495,20,20,444.36,478.09,55.66,20.38,0,0,0,61.25,30.38,6,0,0,0.01,10.19,0.02,30
-32,ETH 5m,21,0.01,0.5,20,29.44,437.11,471.63,55.66,20.38,0,0,0,60.83,30.38,0,0,0,0.01,10.19,0.02,30
-31,ETH 5m,21,0.01,0.5,15.45,21.74,437.11,471.63,55.66,15.45,0,0,0,60.83,30.38,0,0,0,0.01,10.19,0.02,30
-30,ETH 5m,21,0.01,0.5,20.5,20,437.11,471.44,50.83,15.45,0,0,0,41.25,30,0,0,0,0.01,10.42,0.01,30
-29,ETH 5m,21,0.01,0.5,17.25,20,427.82,466.44,50.41,15.45,0,0,0,45.66,30,0,0,0,0.01,10.42,0.01,30
-28,ETH 5m,21,0.01,0.5,20.5,23.89,427.82,446.89,50.41,15.45,0,0,0,45.66,30,0,0,0,0.01,12.86,0.01,30
-27,ETH 5m,21,0.01,0.5,20.5,23.89,389.36,446.44,50.41,15.45,0,0,0,50.41,30,0,0,0,0.01,10.19,0.01,30
-26,ETH 5m,21,0.01,0.5,21.74,20,427.11,446.44,50.83,30,0,0,0,50.41,20.19,0,0,0,0.01,10.19,0.01,30
-25,ETH 5m,21,0.01,0.5,30,23.89,438.43,446.44,41.25,15.45,0,0,0,50.41,20.19,0,0,0,0.01,10.19,0.02,30
-24,ETH 5m,21,0.01,0.5,30,22.22,427.79,471.44,41.25,15.45,0,0,0,50.41,20.19,0,0,0,0.01,10.19,0.02,30
-23,ETH 5m,21,0.01,0.5,30,22.22,427.79,471.63,50.41,30,0,0,0,50.41,15.21,0,0,0,0.01,15,0.02,30
-22,ETH 5m,21,0.01,0.5,30,20,422.78,448.09,50.41,15.45,0,0,0,30.83,15.21,0,0,0,0.01,15.45,0.02,30
-21,ETH 5m,21,0.01,0.5,30,22.22,402.21,408.23,41.25,15.19,0,0,0,30.83,15.21,0,0,0,0.01,17.5,0.02,30
-20,ETH 5m,21,0.01,0.495,17.5,30,396.63,411.44,41.25,10.19,0,0,0,30.83,30,0,0,0,0.01,10.64,0.02,30
-19,ETH 5m,21,0.01,0.5,17.5,30,388.2,381.44,41.25,10,0,0,0,30,15.45,0,0,0,0.01,10.41,0.03,30
-18,ETH 5m,21,0.02,0.495,20.41,30,346.08,365.2,40.41,0,0,0,0,30,15.45,0,0,0,0.01,10.41,0.03,30
-17,ETH 5m,21,0.02,0.495,30,30,405.41,420.41,40.41,0,0,0,0,30,30,0,0,0,0.01,10.19,0.03,30
-16,ETH 5m,21,0.02,0.495,30,30,420.67,450.41,31.25,0,0,0,0,30.83,30,10,0,0,0.01,10.41,0.03,41.08
-15,ETH 5m,21,0.02,0.495,30,30,440,459,31.25,0,0,0,0,30,30,0,0,0,0.01,20.41,0.03,205
-14,ETH 5m,21,0.02,0.495,30,30,485.41,505.83,31.25,0,0,0,0,30,15.21,0,0,0,0.01,15,0.03,55.66
-13,ETH 5m,21,0.03,0.495,30,30,425,450.41,20.41,0,0,0,0,28.31,0,0,0,0,0.01,15,0.03,35
-12,ETH 5m,21,0.03,0.495,30,30,425,459,30,5,0,0,0,30,10,0,0,0,0.01,20.41,0.03,55.66
-11,ETH 5m,21,0.03,0.495,30,30,485,475,20.41,0,0,0,0,25.41,10,0,0,0,0.01,20.41,0.03,41.08
-10,ETH 5m,21,0.03,0.495,30,30,425,475,15.66,0,0,0,0,25.41,15.21,5,0,0,0.01,15,0.03,30
-9,ETH 5m,21,0.03,0.485,30,30,445,435.41,13.66,0,0,0,0,30,15.21,5,0,0,0.01,20.41,0.03,45.66
-8,ETH 5m,21,0.03,0.49,30,30,449.41,418.31,8.41,0,0,0,0,28.31,30,5,0,0,0.02,29.41,0.04,40.41
-7,ETH 5m,21,0.03,0.485,30,30,425,470,4.7,0,0,0,0,28.31,30,5,0,0,0.01,30,0.04,40.41
-6,ETH 5m,21,0.03,0.485,30,30,474,456.81,4.7,0,0,0,0,28.31,30,5,0,0,0.02,30,0.03,30
-5,ETH 5m,21,0.03,0.49,30,30,475.26,450.41,4.7,0,0,0,0,30,30,0,0,0,0.02,29.41,0.04,30
-4,ETH 5m,21,0.03,0.49,30,30,465.98,470,8.41,0,0,0,0,28.31,15.21,0,0,0,0.02,30,0.03,30
-3,ETH 5m,21,0.03,0.49,30,30,397.87,450.41,4.7,0,0,0,0,25.41,10,0,0,0,0.02,20.41,0.03,30
-2,ETH 5m,21,0.03,0.49,30,30,367.87,434,4.7,0,0,0,0,20.41,10,0,0,0,0.02,17.31,0.03,30
-1,ETH 5m,21,0.03,0.49,30,30,278.41,279,4.7,0,0,0,0,20.41,10,0,0,0,0.02,17.31,0.03,30
0,ETH 5m,21,0.14,0.5,30,30,60,90,0,0,0,0,0,10.41,0,0,0,0,0.06,10,0.17,30
1,ETH 5m,21,0.02,0.49,10,10,292,294.38,2.73,0,0,0,0,10.41,0,0,0,0,0.02,10,0.03,15
2,ETH 5m,21,0.01,0.505,50,30,1289.99,1455.71,30,5,6,0,0,20.41,5,0,0,0,0.01,36,0.02,68
3,ETH 5m,21,0.01,0.505,46,37.82,1310.99,1449.9,43,20,0,0,0,39.88,10,0,0,0,0.01,20,0.01,86
4,ETH 5m,21,0.01,0.495,71,41,1310.99,1426.9,15,5,0,0,0,25,18,9,0,0,0.01,54,0.01,109.61
5,ETH 5m,21,0.01,0.505,71,45.16,1347.24,1329,15,45,0,0,0,24.88,25,0,0,0,0.01,26,0.01,104
6,ETH 5m,21,0.01,0.495,72.97,53,1419.14,1355.99,5,40,0,0,0,35,26.11,19,0,0,0.01,35,0.01,145.83
7,ETH 5m,21,0.01,0.485,65,51,1387.35,1377,0,0,0,0,0,35,30,30,25,0,0.01,10,0.01,135.49
8,ETH 5m,21,0.01,0.485,112.49,50,1339.95,1119,0,0,0,0,0,35,18,25,25,0,0.01,43.76,0.01,144.12
9,ETH 5m,21,0.01,0.465,89.19,50.43,1596.09,1406.24,0,0,0,0,0,57,25,10,25,6,0.01,25,0.01,142.21
10,ETH 5m,21,0.01,0.465,65.73,93.39,1416.73,1327.37,0,0,0,0,0,20.41,15,18,30,0,0.01,18,0.01,112.49
11,ETH 5m,21,0.01,0.485,68,66,1458.57,1337.37,0,0,0,0,0,20.41,15,30,25,0,0.01,25,0.01,128.62
12,ETH 5m,21,0.01,0.495,85.24,56.76,1302.38,1292.43,10,30,0,0,0,10,10,10,0,0,0.01,38,0.01,129.42
13,ETH 5m,21,0.01,0.495,74,31.63,1314,1412.46,10,25,0,0,0,15.67,10,0,0,0,0.01,50,0.01,114.58
14,ETH 5m,21,0.01,0.505,80,61,1423.99,1532.81,10,40,0,0,0,10,0,0,0,0,0.01,43,0.01,100.1
15,ETH 5m,21,0.01,0.505,89.25,62.33,1459,1509.55,10,40,0,0,0,10,0,0,0,0,0.01,55,0.01,106.67
16,ETH 5m,21,0.01,0.495,60,62.08,1444.67,1481.04,15,25,0,0,0,14.88,0,0,0,0,0.01,21.91,0.01,73
17,ETH 5m,21,0.01,0.505,66,56.03,1443.45,1518.43,15,30,0,0,0,6.88,0,0,0,0,0.01,25,0.01,104.09
18,ETH 5m,21,0.01,0.505,70,40.11,1337,1547.54,30,40,0,0,0,6.88,0,0,0,0,0.01,35.1,0.01,94
19,ETH 5m,21,0.01,0.505,85,39,1582.15,1419,25,30,0,0,0,6.88,0,0,0,0,0.01,65,0.01,108.71
20,ETH 5m,21,0.01,0.485,50,68.47,1392.02,1535.88,0,0,0,0,0,10,10,0,5,0,0.01,14.46,0.01,97.07
21,ETH 5m,21,0.01,0.485,56,39,1366.44,1442,0,0,0,0,0,0,5,0,5,0,0.01,24,0.01,119.58
22,ETH 5m,21,0.01,0.485,80.01,39,1492.98,1412.69,0,0,0,0,0,0,0,0,10,0,0.01,41,0.01,94
23,ETH 5m,21,0.01,0.495,59,47.54,1434,1461.82,0,35,0,0,0,0,0,0,0,0,0.01,25,0.01,66.79
24,ETH 5m,21,0.01,0.495,58,46,1271.81,1402,0,35,0,0,0,5,5,0,0,0,0.01,15,0.01,75
25,ETH 5m,21,0.01,0.495,73.43,29.29,1546.24,1426.5,0,40,0,0,0,5,0,0,0,0,0.01,29.17,0.01,164.3
26,ETH 5m,21,0.01,0.495,62,45.11,1512,1574.85,0,30,0,0,0,0,0,0,0,0,0.01,44,0.01,95.1
27,ETH 5m,21,0.01,0.455,57.7,46,1410.39,1549.03,0,0,0,0,0,0,0,0,5,0,0.01,20,0.01,72.77
28,ETH 5m,21,0.01,0.455,51,70,1423,1530.66,0,0,0,0,0,0,0,5,5,0,0.01,25,0.01,98.17
29,ETH 5m,21,0.01,0.465,50,76,1442.71,1447.43,0,0,0,0,0,0,0,5,19,0,0.01,15.75,0.01,94.99
30,ETH 5m,21,0.01,0.465,65,65,1422,1459.82,0,0,0,0,0,25,15.21,0,5,0,0.01,25,0.01,92.6
31,ETH 5m,21,0.01,0.495,46.23,82.82,1392.62,1544.63,5,33,0,0,0,20.41,15.21,0,0,0,0.01,20,0.01,73
32,ETH 5m,21,0.01,0.495,56.21,56.8,1511.42,1451.4,10.4,6,0,0,0,20.41,15.21,10.4,0,0,0.01,35,0.01,98.33
33,ETH 5m,21,0.01,0.485,84.36,37,1521,1454.24,25,0,0,0,0,30,15.21,25,25,0,0.01,51.32,0.01,123.22
34,ETH 5m,21,0.01,0.485,75,69,1514.21,1516.37,30.4,0,0,0,0,30,15.21,13,1.91,0,0.01,25,0.01,124.53
35,ETH 5m,21,0.01,0.505,66,65.99,1514.53,1505.14,35.4,0,0,0,0,20.41,0.29,0,0,0,0.01,41,0.01,99
36,ETH 5m,21,0.01,0.505,54,55.6,1499.38,1608.26,30.4,0,6,0,0,30.4,15.21,0,0,0,0.01,19,0.01,116
37,ETH 5m,21,0.01,0.495,68.51,45.6,1571.65,1462.9,35.4,15,0,0,0,30.4,30.4,30.4,0,0,0.01,25,0.01,140.81
38,ETH 5m,21,0.01,0.485,50,76.33,1523,1655.04,30.4,0,0,0,0,30.4,30.4,30.4,35.4,0,0.01,25,0.01,97.09
39,ETH 5m,21,0.01,0.485,66.71,63,1546.72,1560.85,35,0,0,0,0,30.4,30.4,30.4,30,0,0.01,34,0.01,106
40,ETH 5m,21,0.01,0.485,64.53,100.68,1475.38,1492.46,5,0,0,0,0,30.4,30.4,30,25,0,0.01,33.55,0.01,104.1
41,ETH 5m,21,0.01,0.485,39.78,74.33,1545.75,1517.39,15,0,0,0,0,30.4,30.4,30,25,0,0.01,15,0.01,96.57
42,ETH 5m,21,0.01,0.47,28.19,76.38,1539.38,1544.35,0,0,0,0,0,30.4,30.4,30,30,30,0.01,16,0.01,62.15
43,ETH 5m,21,0.01,0.465,54.32,72,1391,1567.12,0,0,0,0,0,30.4,30.4,30,25,25,0.01,24,0.01,145.98
44,ETH 5m,21,0.01,0.465,65,54.7,1567.72,1529.35,0,0,0,0,0,30.4,30.4,30.4,30,30,0.01,28.72,0.01,106
45,ETH 5m,21,0.01,0.465,50,56,1521.51,1525.74,0,0,0,0,0,30.4,30.4,30.4,25,20,0.01,34,0.01,98.24
46,ETH 5m,21,0.01,0.495,69.99,51,1541.51,1439.82,30.4,15,0,0,0,30.4,30,30.4,0,0,0.01,29.87,0.01,90.88
47,ETH 5m,21,0.01,0.495,45,67.6,1557.8,1440.22,30.4,30.71,0,0,0,18,30.4,30.4,0,0,0.01,25.02,0.01,100
48,ETH 5m,21,0.01,0.535,63,67.06,1549.4,1546.62,30,30,25,25,25,0,0,0,0,0,0.01,30,0.01,92.5
49,ETH 5m,21,0.01,0.495,65.58,36.89,1601.71,1417.82,30.4,70.4,0,0,0,18,15,14.53,0,0,0.01,26.94,0.01,124
50,ETH 5m,21,0.01,0.495,50.82,45.26,1578.4,1412.78,35.4,24.71,0,0,0,25.41,15.21,30,0,0,0.01,24.71,0.01,79.11
51,ETH 5m,21,0.01,0.505,71,56.35,1529.71,1411.5,30.4,46,6,0,0,20.41,30.4,0,0,0,0.01,36,0.01,83
52,ETH 5m,21,0.01,0.505,50,60.55,1545.62,1469.4,35.4,60.71,30.4,0,0,20.41,15.21,0,0,0,0.01,30.04,0.01,71.53
53,ETH 5m,21,0.01,0.505,73,31,1509.3,1397.62,35.4,70.4,30.4,0,0,20.41,6,0,0,0,0.01,28,0.01,125.17
54,ETH 5m,21,0.01,0.53,85.89,32.3,1577.39,1397,30.4,70.4,30.4,30.4,30,0,0,0,0,0,0.01,25,0.01,141.21
55,ETH 5m,21,0.01,0.515,50,70.64,1574,1463.82,30.4,25,30.4,14.4,0,20.41,0,0,0,0,0.01,25,0.01,122.3
56,ETH 5m,21,0.01,0.515,54,61.27,1721.01,1416.17,30.4,70.4,30.4,20,0,20.41,0,0,0,0,0.01,25,0.01,139.09
57,ETH 5m,21,0.01,0.525,98,57.3,1539.9,1464.96,30.4,70.4,30.4,30.4,30.4,0,0,0,0,0,0.01,24,0.01,130.36
58,ETH 5m,21,0.01,0.535,50,81.73,1562,1436.85,30.4,70.4,30,23,30.4,0,0,0,0,0,0.01,15,0.01,121.94
59,ETH 5m,21,0.01,0.53,51,85.04,1582.57,1393.12,30.4,70.4,30.4,8,30.4,0,0,0,0,0,0.01,35,0.01,109
60,ETH 5m,21,0.01,0.525,51,56,1672.9,1515.5,30.4,70.4,30.4,30.4,6,0,0,0,0,0,0.01,35.08,0.01,120.23
61,ETH 5m,21,0.01,0.535,54.61,56,1592,1534.37,30.4,70.4,30.4,20,23,0,0,0,0,0,0.01,25,0.01,99.1
62,ETH 5m,21,0.01,0.495,94.5,56.49,1418.61,1469.37,30.4,48.35,0,0,0,10,15.21,30,0,0,0.01,41,0.01,113.45
63,ETH 5m,21,0.01,0.505,66.72,51,1377.94,1485.01,30.4,60.4,6,0,0,20,10,0,0,0,0.01,42,0.01,150.86
64,ETH 5m,21,0.01,0.505,98.83,64.87,1383.8,1721.4,30.4,56,30.4,0,0,30.4,6.45,0,0,0,0.01,34.17,0.01,142.28
65,ETH 5m,21,0.01,0.505,90,57,1420,1598.47,30.4,64.71,30.4,0,0,30.4,15.21,0,0,0,0.01,54.73,0.01,148.87
66,ETH 5m,21,0.01,0.525,60.34,57,1453.32,1576.17,30.4,65.4,30.4,30.4,5,0,0,0,0,0,0.01,39.79,0.01,127.6
67,ETH 5m,21,0.01,0.56,50,97.26,1438,1591.61,30.4,24.71,15,25,25,0,0,0,0,0,0.01,33.1,0.01,107.48
68,ETH 5m,21,0.01,0.565,107.68,62,1508,1678.31,30.4,24.71,25,30.4,25,0,0,0,0,0,0.01,30,0.01,144.8
69,ETH 5m,21,0.01,0.565,66,39.5,1512.4,1581.86,30.4,55.4,30.4,30.4,30.4,0,0,0,0,0,0.01,31,0.01,112.96
70,ETH 5m,21,0.01,0.525,100,45,1457.3,1568.35,30.4,70.4,30.4,30.4,30.4,0,0,0,0,0,0.01,40,0.01,120
71,ETH 5m,21,0.01,0.525,69,57,1680,1457,30.4,70.4,30.4,30.4,30.4,0,0,0,0,0,0.01,30,0.01,137.34
72,ETH 5m,21,0.01,0.535,77,59,1633.15,1438.7,30.4,70.4,30.4,30.4,30.4,0,0,0,0,0,0.01,33,0.01,164.12
73,ETH 5m,21,0.01,0.515,60,65,1660.14,1568.81,30.4,70.4,30.4,30.4,0,20.41,0,0,0,0,0.01,32.03,0.01,130
74,ETH 5m,21,0.01,0.515,99.02,36,1649.7,1405.7,30.4,70.4,30.4,30.4,0,20.41,0,0,0,0,0.01,49,0.01,143.63
75,ETH 5m,21,0.01,0.525,71,73.2,1657.7,1399.65,30.4,70.4,30.4,30.4,30.4,0,0,0,0,0,0.01,30,0.01,116
76,ETH 5m,21,0.01,0.515,63.48,72.93,1614.24,1529.29,30.4,70.4,30.4,30.4,0,19,0,0,0,0,0.01,15,0.01,111
77,ETH 5m,21,0.01,0.515,65,64.63,1468.68,1485.41,30.4,70.4,30.4,24.98,0,20.41,0,0,0,0,0.01,29,0.01,93.42
78,ETH 5m,21,0.01,0.505,35.98,99.12,1459.3,1413.03,30.4,36,20,0,0,20.41,15.21,0,0,0,0.01,15,0.01,88.23
79,ETH 5m,21,0.01,0.525,45,96.46,1596.9,1484,30.4,70.4,30.4,30.4,0,0,0,0,0,0,0.01,26.89,0.01,106.06
80,ETH 5m,21,0.01,0.525,109.54,60.39,1639.24,1508.39,30.4,70.4,30.4,30.4,30.4,0,0,0,0,0,0.01,24,0.01,199.59
81,ETH 5m,21,0.01,0.525,65,72,1643.24,1575.7,30.4,55,30.4,30.4,30.4,0,0,0,0,0,0.01,23.47,0.01,160.17
82,ETH 5m,21,0.01,0.515,44.41,75,1647.17,1435.52,30.4,70.4,30.4,30.4,0,20.41,0,0,0,0,0.01,10,0.01,125.32
83,ETH 5m,21,0.01,0.515,85,43.19,1576.25,1573,30.4,50,30.4,30.4,0,20.41,0,0,0,0,0.01,29,0.01,180.21
84,ETH 5m,21,0.01,0.515,88,40,1568.84,1586.83,30.4,70.4,30.4,30.4,0,20.41,0,0,0,0,0.01,25,0.01,145.01
85,ETH 5m,21,0.01,0.525,56,50,1496.51,1608.39,30.4,65,30.4,30.4,30.4,0,0,0,0,0,0.01,27.71,0.01,126.77
86,ETH 5m,21,0.01,0.535,75,53.34,1597.77,1515.5,30.4,55,25,23.2,30.4,0,0,0,0,0,0.01,27,0.01,126.77
87,ETH 5m,21,0.01,0.535,58,35,1644.01,1472.54,30.4,55,25,30.4,5,0,0,0,0,0,0.01,37,0.01,126.26
88,ETH 5m,21,0.01,0.535,81.11,88.28,1571.8,1515.87,30.4,70.4,25,20,30.4,0,0,0,0,0,0.01,27,0.01,149.87
89,ETH 5m,21,0.01,0.535,50,81.99,1470.07,1753.09,30.4,55,30.4,30.4,15,0,0,0,0,0,0.01,12,0.01,130.16
90,ETH 5m,21,0.01,0.535,75,30,1578.5,1322.39,30,53.27,30.4,23.2,8,0,0,0,0,0,0.01,50,0.01,156.8
91,ETH 5m,21,0.01,0.515,54.43,51,1358.39,1437.31,10,40,30.4,5.2,0,20.41,0,0,0,0,0.01,45,0.01,101.19
92,ETH 5m,21,0.01,0.515,83.95,56,1481.77,1438.74,25,53.27,29,30.4,0,20.41,0,0,0,0,0.01,50,0.01,108.05
93,ETH 5m,21,0.01,0.545,83,49,1449.53,1534.75,30.4,65,30.4,30.4,25,0,0,0,0,0,0.01,61.16,0.01,152.5
94,ETH 5m,21,0.01,0.535,65,51,1516.14,1631.26,30.4,65,30.4,25,30.4,0,0,0,0,0,0.01,44,0.01,106.53
95,ETH 5m,21,0.01,0.545,55,59.85,1547.54,1569.22,30.4,70.4,30.4,30.4,30.4,0,0,0,0,0,0.01,34,0.01,117.25
96,ETH 5m,21,0.01,0.545,59,60,1485.49,1610,30.4,70.4,30.4,30.4,13,0,0,0,0,0,0.01,25,0.01,107.89
97,ETH 5m,21,0.01,0.545,51,61,1533,1668.24,30.4,70.4,30.4,30.4,30.4,0,0,0,0,0,0.01,29,0.01,102.89
98,ETH 5m,21,0.01,0.545,93.92,57,1589.89,1497.28,30.4,70.4,30.4,30.4,30.4,0,0,0,0,0,0.01,34,0.01,149.61
