t_rel_s,cellule,n_marches,spread_median,mid_median,depth_best_bid_median,depth_best_ask_median,depth_bid_10c_median,depth_ask_10c_median,bid_up_048_median,bid_up_049_median,bid_up_050_median,bid_up_051_median,bid_up_052_median,bid_dn_048_median,bid_dn_049_median,bid_dn_050_median,bid_dn_051_median,bid_dn_052_median,spread_p25,depth_best_bid_p25,spread_p75,depth_best_bid_p75
99,ETH 5m,21,0.01,0.505,54.98,36,1539.69,1510,18,70.4,15,0,0,0,15.21,0,0,0,0.01,20,0.01,140.49
100,ETH 5m,21,0.01,0.495,54.98,51,1548.45,1494,30.4,70.4,0,0,0,18,15.21,6,0,0,0.01,25,0.01,137.86
101,ETH 5m,21,0.01,0.495,101.07,45.5,1657,1467.62,30.4,70.4,0,0,0,8,15.21,6,0,0,0.01,25,0.01,145.12
102,ETH 5m,21,0.01,0.495,61,60.53,1487.01,1500.73,30.4,70.4,0,0,0,8,15.21,6,0,0,0.01,31.23,0.01,131.52
103,ETH 5m,21,0.01,0.495,68.88,53.34,1518.9,1498.67,30.4,70.4,0,0,0,8,0,6,0,0,0.01,31.6,0.01,158.94
104,ETH 5m,21,0.01,0.505,70,46.07,1577.61,1456.27,30.4,70.4,30.4,0,0,20.41,10,0,0,0,0.01,21,0.01,147.61
105,ETH 5m,21,0.01,0.495,89.63,48,1564.04,1361.46,22.96,45,0,0,0,20.41,15.21,30,0,0,0.01,45,0.01,162.28
106,ETH 5m,21,0.01,0.495,67.34,109,1477,1571.04,30.4,70.4,0,0,0,20.41,15.21,6,0,0,0.01,50,0.01,114.87
107,ETH 5m,21,0.01,0.495,80,65.74,1532.54,1543.04,30.4,70.4,0,0,0,20.41,0,6,0,0,0.01,23.78,0.01,142.71
108,ETH 5m,21,0.01,0.505,51,56,1466.09,1499.55,30.4,59,30.4,0,0,20.41,15.21,0,0,0,0.01,15,0.01,142.34
109,ETH 5m,21,0.01,0.515,70,49.87,1600.36,1457.36,30.4,59,30.4,14,0,20.41,0,0,0,0,0.01,47.56,0.01,131.36
110,ETH 5m,21,0.01,0.515,51,45,1660.13,1514.08,30.4,23,30.4,15,0,20.41,0,0,0,0,0.01,15.45,0.01,144.07
111,ETH 5m,21,0.01,0.535,66,39,1587,1580.02,30.4,70.4,30.4,30.4,10,0,0,0,0,0,0.01,25,0.01,156.76
112,ETH 5m,21,0.01,0.535,76,30,1542.53,1674.5,30.4,70.4,30.4,30.4,30.4,0,0,0,0,0,0.01,34,0.01,106.08
113,ETH 5m,21,0.01,0.535,84,35,1482.81,1744.18,30.4,70.4,30.4,30.4,30.4,0,0,0,0,0,0.01,50,0.01,151.94
114,ETH 5m,21,0.01,0.545,79,51,1445.37,1634.5,30.4,70.4,30.4,30.4,30.4,0,0,0,0,0,0.01,40,0.01,146.94
115,ETH 5m,21,0.01,0.545,61,51,1591.64,1640.25,30.4,70.4,30.4,30.4,23,0,0,0,0,0,0.01,25,0.01,135
116,ETH 5m,21,0.01,0.545,55.79,48.03,1585,1666.39,30.4,70.4,30.4,30.4,20,0,0,0,0,0,0.01,25,0.01,126.55
117,ETH 5m,21,0.01,0.54,52.79,51,1529.29,1618.5,30.4,70.4,30.4,30.4,13,0,0,0,0,0,0.01,25,0.01,129.81
118,ETH 5m,21,0.01,0.545,57.62,61,1456.14,1623.4,30.4,70.4,30.4,30.4,30.4,0,0,0,0,0,0.01,36.06,0.01,151.1
119,ETH 5m,21,0.01,0.545,104.06,48.03,1651,1671.1,30.4,70.4,30.4,30.4,15,0,0,0,0,0,0.01,44.81,0.01,129.77
120,ETH 5m,21,0.01,0.545,66,41,1611.84,1607.5,30.4,70.4,30.4,30.4,25,0,0,0,0,0,0.01,39,0.01,143.4
