indicator,horizon,family,n_tickers,ic_mean,ic_std,ic_t_cross,frac_same_sign,ic_daily_t_mean,ic_train_mean,ic_test_mean,hit_rate_oos_mean,auc_oos_mean,z_combined,p_combined,q_value,q_value_by
macd_signal_12_26_9,15,tendance,6,-0.0405450116416469,0.007399933823605407,-13.421010579909538,1.0,-12.718848801079673,-0.043040271719694885,-0.035661937093003526,0.5169805373248894,0.5238973939013783,-21.85214444876567,7.416725270674656e-106,1.9977308390365605e-105,1.3574220336926842e-104
macd_signal_6_13_5,10,tendance,6,-0.040521180901341304,0.007788184997219266,-12.744460618069049,1.0,-13.64135450324332,-0.04572114503444186,-0.03158742761255746,0.5155523712125758,0.521849418698516,-27.17055719403603,1.4476197364862712e-162,8.532441035054375e-162,5.797639619835921e-161
sma_dist_60,5,tendance,6,-0.04048850979209715,0.007905523709302871,-12.545176396044713,1.0,-19.080281704984102,-0.042263701667147734,-0.03727076692164557,0.5171223000269602,0.524558903365617,-35.84478387150301,2.2174979933524663e-281,1.1109664946695856e-279,7.548816732919356e-279
macd_line_6_13,10,tendance,6,-0.0404300772319802,0.00920486382713111,-10.758775071475766,1.0,-14.116034796330133,-0.04405058248976131,-0.03427211622496822,0.5166943994245725,0.5233839053947511,-27.75543177215407,1.498354448518274e-169,1.0572895474755706e-168,7.18409156875433e-168
di_diff_14,5,tendance,6,-0.040393934933768125,0.008166004660575456,-12.116638846486222,1.0,-17.90791117926453,-0.0425436292138072,-0.03679487189953149,0.5172317420689935,0.5244992725805956,-37.36256139506692,1.5853112584620802e-305,1.323734900815837e-303,8.994539634788771e-303
force_index_13,5,volume,6,-0.040274963882890875,0.00795612484742714,-12.399643395994055,1.0,-17.437200823252578,-0.040511102532171085,-0.03975475790425669,0.5183737755300694,0.5255325360795277,-38.14062672374017,0.0,0.0,0.0
ret_vol_30,10,momentum,6,-0.04020562949792319,0.007375954660437821,-13.351936337886581,1.0,-14.355670585947415,-0.04263207048979351,-0.035858729126174126,0.5170984509475681,0.524713025904826,-26.685794524849825,6.88071667028151e-157,3.6286726861168803e-156,2.4656175701674327e-155
keltner_pos_20,10,volatilite,6,-0.040192959230758885,0.010118114828675246,-9.730294924982244,1.0,-14.943190902853361,-0.04264985678101247,-0.036194923055089215,0.5183424523880275,0.5251508101001051,-29.561209178567456,4.7133474441851804e-192,4.455447301012784e-191,3.027395992579294e-190
mom_z_15,15,momentum,6,-0.040083908933484555,0.006607985793299726,-14.858555519714011,1.0,-11.569851021275573,-0.045482620102778766,-0.031095363847535164,0.5161298771520554,0.5212663382409316,-24.43835827908826,6.692194450319274e-132,2.394849585435683e-131,1.6272570514143688e-130
zscore_60,5,statistique,6,-0.04006325769879395,0.008601356627438899,-11.409193112935146,1.0,-18.287118793360065,-0.04112673727663788,-0.0380448991775783,0.5171129038187238,0.525159420332173,-36.0204185722653,4.0078012966998546e-284,2.2310093884962525e-282,1.5159305959258066e-281
vwap_dev_240,10,volume,6,-0.040051690560323816,0.00524038807781618,-18.721171743739003,1.0,-19.31401202612084,-0.03906386588299448,-0.04119277569409985,0.5195881420883337,0.5278705130365517,-25.280565198543805,5.2258833440245574e-141,2.0779107582192884e-140,1.4119028410324869e-139
ema_dist_240,10,tendance,6,-0.04003340189250062,0.005369059294239935,-18.264169183156483,1.0,-22.25701887941673,-0.038327303772378994,-0.042327432849340714,0.5194943797417416,0.5291117331333793,-25.051838068168824,1.6671605258687986e-138,6.525370495783344e-138,4.433871428473434e-137
ret15_x_taker_abs15,15,flux,6,-0.04003126078806556,0.007654066857847654,-12.810988525728492,1.0,-12.936651218493836,-0.04583029801161212,-0.030141341829526446,0.5166293000551472,0.5213739089433375,-26.238733567458603,9.61081679995044e-152,4.417448822729514e-151,3.001576712694032e-150
zscore_240,10,statistique,6,-0.03978482446026669,0.005604377158421798,-17.388644032889346,1.0,-18.026194936291976,-0.03956549853024853,-0.03967781989322968,0.5196939234828664,0.527822746128529,-24.962835696950993,1.549290128631697e-137,5.925147743850994e-137,4.026030906278982e-136
cci_20,15,momentum,6,-0.039701468665325035,0.008691495046541174,-11.188908208357306,1.0,-13.352446481742112,-0.043828002157554315,-0.03291703884777395,0.5170201481360217,0.5228366966268329,-26.333547108210656,7.921619383016256e-153,3.7797441056106138e-152,2.5682678719372754e-151
ret_30,10,momentum,6,-0.03960737644475954,0.007629596501413587,-12.715988626923506,1.0,-14.439736148796122,-0.0418333659730613,-0.03504380338050913,0.5171808949666913,0.5229895799912354,-24.706426050617488,9.12262084914762e-135,3.360612533399233e-134,2.283475536544203e-133
ichimoku_kijun_dist,15,tendance,6,-0.03957832950395373,0.00810657527656792,-11.959022009781645,1.0,-12.15123236565467,-0.04524080847676835,-0.030318694745036595,0.5163064216848708,0.522270842934203,-24.208941491476573,1.7911188349257654e-129,6.063179299309516e-129,4.1198208558873253e-128
keltner_pos_20,5,volatilite,6,-0.039565654873079815,0.010435490045379006,-9.287121673890532,1.0,-17.820987336465986,-0.04074331600097436,-0.03760514921489099,0.5177888840136166,0.5245832107133565,-37.70799717239455,0.0,0.0,0.0
ema_gap_5_20,5,tendance,6,-0.03949965779158906,0.009142875039555349,-10.58244875767749,1.0,-17.584079317417068,-0.04171851873911364,-0.035679625572938946,0.5167774827278211,0.5231252302256593,-35.297428705322965,6.4307507446063156e-273,2.684838435873137e-271,1.8242992391891994e-270
macd_signal_12_26_9,10,tendance,6,-0.039392296790586916,0.006692733685516821,-14.417281706878823,1.0,-14.043335205293646,-0.04275281322292032,-0.03328292121293804,0.516542785620221,0.5229957252331978,-25.32598431409491,1.6529838660066514e-141,6.625159334954659e-141,4.501676142882851e-140
zscore_20,15,statistique,6,-0.039346951012154775,0.00893870637380224,-10.782315570465299,1.0,-13.400479105174602,-0.043171588203057804,-0.03306778168068596,0.5171200886924817,0.5232058977905122,-26.267676665665086,4.490395743170583e-152,2.1030940614640652e-151,1.4290144408724887e-150
bb_pctb_20_2,15,volatilite,6,-0.0393469346179492,0.008938700472763015,-10.782318196062699,1.0,-13.400471368601897,-0.04317158133545813,-0.03306774294122628,0.5171200886924817,0.5232058523442484,-26.267666150323222,4.491638015502095e-152,2.1030940614640652e-151,1.4290144408724887e-150
ret_skip_15,15,momentum,6,-0.03930732831194432,0.006740792051545123,-14.283617827114021,1.0,-12.35894829665895,-0.04576088435601996,-0.028281357886183692,0.5146380510874878,0.5199122772811796,-25.04815348170697,1.8286306258989088e-138,7.101891035467855e-138,4.825606725417423e-137
vwap_dev_60,5,volume,6,-0.03911092187106536,0.007874232846206817,-12.16649340006736,1.0,-17.918850438209525,-0.041400916746195775,-0.035063586179420674,0.5164676192395286,0.5228199165180788,-34.999868268530584,2.2602268660136644e-268,8.710566614406506e-267,5.918672734734155e-266
obv_slope_15,15,volume,6,-0.03907275920761199,0.006102040966282984,-15.684641160248159,1.0,-12.200572237086574,-0.040113374998256186,-0.03713760594922791,0.5166359317396447,0.5233956614536303,-24.589568754856142,1.6333136202572157e-133,5.886979307545792e-133,4.000096142986614e-132
ret15_x_rv_ratio,10,volatilite,6,-0.03897714353945719,0.007809677129932363,-12.225103767345486,1.0,-13.457178645325476,-0.04324384858020066,-0.031857871157418026,0.5160822902287294,0.5215226627966844,-26.791960405379594,4.009201090139712e-158,2.207263457318677e-157,1.499795664451987e-156
ret_15,10,momentum,6,-0.03888120517273024,0.008082199451568465,-11.78381130388566,1.0,-13.61439410105691,-0.042236821549803884,-0.03238481913503511,0.516087149223165,0.5210162997953801,-25.80329069025493,8.14426283214934e-147,3.4578607448362876e-146,2.3495539402822785e-145
ret_vol_15,10,momentum,6,-0.03887677082834099,0.008370296425378735,-11.376926997211415,1.0,-13.46807236740373,-0.042996033618362774,-0.03186446845584253,0.5161155840581267,0.5219029525836959,-27.45616804506583,5.864042501720935e-166,3.7665196068746005e-165,2.559282063830382e-164
mfi_14,15,volume,6,-0.038858882048833594,0.003943046813664896,-24.139818138798436,1.0,-12.12707045812324,-0.04270827611710317,-0.03237303610235603,0.5151558716887114,0.5212738163589757,-24.43131502553081,7.951255803080561e-132,2.8252334449243697e-131,1.9196951128387927e-130
ema_dist_15,5,tendance,6,-0.03865388200251166,0.010846032653032347,-8.729670148783132,1.0,-17.34113483543073,-0.039234004893911836,-0.037581796869233824,0.5167771680405219,0.5241387351634744,-36.748332185219304,1.2361724939395562e-295,7.741530243296471e-294,5.260230017681875e-293
ema_dist_15,10,tendance,6,-0.03859977271420614,0.010567232091418985,-8.947446835580351,1.0,-14.720311606951066,-0.040089953436644565,-0.03614682129227056,0.5169651369693081,0.5246468806320282,-28.90586962842404,1.0074206417174244e-183,8.274061336072616e-183,5.622075279733994e-182
tick_imb_15,15,flux,6,-0.03854108321971134,0.006280092398336407,-15.032579464506584,1.0,-12.029657013718506,-0.03968004629732628,-0.03651419381082079,0.5162683553406142,0.5229781179543644,-24.348544523293945,6.006810118469834e-131,2.075456461623025e-130,1.4102351908106025e-129
ichimoku_kijun_dist,10,tendance,6,-0.0381506387089557,0.00889356157737858,-10.507556211890373,1.0,-13.255317572107792,-0.04258413355988621,-0.030889725026408063,0.5161862701117849,0.521939549360289,-26.924066229969426,1.1481729598693914e-159,6.391496143272946e-159,4.342906223205042e-158
macd_line_6_13,5,tendance,6,-0.03807600215692691,0.009735245009863622,-9.580321464440386,1.0,-16.762708653843113,-0.039820315771454534,-0.03507595369181742,0.5166430342051022,0.5224807779514276,-34.30648034750281,6.281969762179684e-258,1.656456237290538e-256,1.125532103929594e-255
donchian_pos_60,5,volatilite,6,-0.0379752338824177,0.008211315953380812,-11.328262899989328,1.0,-17.420454169167616,-0.03943505540648581,-0.035314967577189445,0.5165094451734551,0.5232121952580707,-34.478395258243545,1.6909503013953143e-260,5.294788131244078e-259,3.5977129314134236e-258
lin_slope_15,15,tendance,6,-0.03797088362796256,0.007221246095445693,-12.879950183357861,1.0,-12.140646161960722,-0.0438878144509664,-0.02793512120405001,0.5143443683181023,0.5195799683773109,-24.389559102780762,2.207211586585596e-131,7.732958076079606e-131,5.254405384838803e-130
mom_z_15,10,momentum,6,-0.037959167561338186,0.0074482229579831884,-12.483594021098273,1.0,-12.212193872140842,-0.04169774125140835,-0.03172541843020065,0.5157018062052087,0.5209950551434176,-26.19247506863194,3.2373596209923975e-151,1.474470154651992e-150,1.0018758467542704e-149
sma_dist_240,10,tendance,6,-0.037932559226391355,0.004408468539107176,-21.07657430654562,1.0,-20.10407232660763,-0.03617857341139826,-0.040296953195064066,0.5197813101902157,0.5274654313702994,-23.738953267043325,1.4289288034568302e-124,4.559830130776254e-124,3.0983222406460554e-123
macd_line_12_26,5,tendance,6,-0.03791859437215068,0.0071571589021394615,-12.977385195063142,1.0,-17.584793455209745,-0.040934150108849494,-0.032707772249747386,0.5151612256411132,0.5217664435866398,-33.539454693703256,1.2827695427326973e-246,2.7942066996047013e-245,1.8986129996192757e-244
sma_dist_15,15,tendance,6,-0.037712741972305584,0.009163802211111979,-10.080638200743282,1.0,-13.206375987772654,-0.04118288124694938,-0.03200964247350712,0.515919407868275,0.5225249138617641,-25.674633986288487,2.2448016304026264e-145,9.450803502787528e-145,6.421650334521872e-144
ret_vol_60,15,momentum,6,-0.037571987623298345,0.006012009366064713,-15.308059701092485,1.0,-13.56287253786685,-0.0350148813353221,-0.041125885833375765,0.5194991941352629,0.5268895987014474,-20.186246316578096,1.2932470376117295e-90,3.130032685234186e-90,2.1268006931124946e-89
ret15_x_taker_abs15,10,flux,6,-0.037527025975522835,0.008333798690597994,-11.030031875848584,1.0,-13.32193646115647,-0.04181997693044285,-0.0302049610007397,0.5161480755981426,0.5209883980257223,-27.810664248652984,3.223420760181715e-170,2.3070482869300557e-169,1.5675976544378244e-168
ichimoku_cloud_dist,5,tendance,6,-0.037511172227600025,0.007052718010364349,-13.028059746079755,1.0,-18.00386421765542,-0.03909782825899145,-0.03471944456471331,0.5172887021215247,0.5232769205789289,-33.87300809327178,1.664026404228452e-251,3.969891564373593e-250,2.697469636825691e-249
tsi_25_13,5,momentum,6,-0.03745826848439035,0.007163539449341577,-12.808423138280602,1.0,-17.434992656338103,-0.040654638738831426,-0.03197132298035813,0.5151420884334981,0.5213573014599345,-33.29476534304144,4.5969193480678356e-243,9.596069139091606e-242,6.520355711444741e-241
ichimoku_kijun_dist,5,tendance,6,-0.03734659602464017,0.009299102344752742,-9.837519848552168,1.0,-16.51791216569066,-0.04026164295438884,-0.03254498420345806,0.5162478613471847,0.5215468954876813,-34.99357380838169,2.817726131717302e-268,1.0083434228502629e-266,6.851511489736764e-266
mfi_14,10,volume,6,-0.036906662899137695,0.004930405726082175,-18.33571053464404,1.0,-12.676182952970107,-0.03964941951801845,-0.03225772308943785,0.5150543311290636,0.5209904155502704,-26.347583751902917,5.470287394939411e-153,2.635205754677543e-152,1.7905747284945383e-151
supertrend_dist,5,tendance,6,-0.03687067805353519,0.010318179001588854,-8.75293476568764,1.0,-15.720063869018986,-0.03873215280820769,-0.03366675356389746,0.515076323139081,0.5213356780567656,-35.52133192028685,2.303107335437099e-276,1.0489607045945332e-274,7.127498585250421e-274
obv_slope_15,10,volume,6,-0.036838263961961513,0.006015125813191679,-15.00134037410673,1.0,-12.532091974930893,-0.037027749949105015,-0.0363129922864424,0.5163588751412213,0.5227723101791296,-26.459563420631834,2.832115104094219e-154,1.4048412546051523e-153,9.545642664059652e-153
supertrend_dist,15,tendance,6,-0.03683653882624948,0.00932765144141795,-9.673466529192678,1.0,-11.677970634954137,-0.04152479458144461,-0.028908262163400766,0.5149184977838632,0.5202497434812745,-23.809789000327253,2.6444579335305044e-125,8.547570481927631e-125,5.807919805805941e-124
ret_60,15,momentum,6,-0.03673088959983382,0.006215685965487153,-14.47498117145349,1.0,-13.775577550294484,-0.03343113499145169,-0.04151919088516793,0.5194508579144222,0.5257295975910851,-18.536841987536395,1.0416132433440492e-76,2.309062986351189e-76,1.5689666063166636e-75
cci_20,10,momentum,6,-0.03666961509521314,0.009738840237178546,-9.223053655262978,1.0,-13.63583873377278,-0.03877291702734289,-0.033235969736579336,0.5168774643028782,0.5224101044844692,-27.234300624535276,2.5502530608227e-163,1.5581424188685032e-162,1.0587296394860399e-161
zscore_20,10,statistique,6,-0.03660209188589903,0.01015963628396677,-8.824769522547438,1.0,-13.755270050100505,-0.03834605482951884,-0.03376712713655708,0.5172718912328372,0.5229351737473737,-27.384222110420918,4.2276343469538423e-165,2.648412996858315e-164,1.7995488110837325e-163
bb_pctb_20_2,10,volatilite,6,-0.036602075613568895,0.010159623213138421,-8.824776952758214,1.0,-13.755267735103567,-0.03834604866880164,-0.033767087326436074,0.5172718912328372,0.5229351362452433,-27.38421030772274,4.2290027893945143e-165,2.648412996858315e-164,1.7995488110837325e-163
donchian_pos_20,15,volatilite,6,-0.03657794523413064,0.008594350302917738,-10.425139598122968,1.0,-11.943954724506513,-0.04150356425210592,-0.02858559586301014,0.5159182328668946,0.5207507929115907,-24.053244355121624,7.720102424924559e-128,2.5614379568789434e-127,1.740450841856688e-126
tick_imb_15,10,flux,6,-0.03639539612153422,0.006097650426643511,-14.620410034443703,1.0,-12.392142981349407,-0.036716546649616925,-0.03570591084446587,0.5159973629014166,0.5223512960976657,-26.24290157660588,8.613742281812853e-152,3.9958193362854065e-151,2.715087089682667e-150
ret_skip_15,10,momentum,6,-0.036377544531408325,0.007157851777012945,-12.448766050658307,1.0,-12.471608045238368,-0.041252239284991284,-0.028029814862476413,0.5142134513691327,0.5192338923854224,-26.086086208658887,5.24439294080635e-150,2.3670638408504334e-149,1.6083771396737238e-148
ret_skip_60,15,momentum,6,-0.03614266860981517,0.005627591207942223,-15.731614604772611,1.0,-12.990596403078781,-0.033669818047175865,-0.039505755258156756,0.5183695816267703,0.5256351514324372,-19.487474959205795,1.4023203393379727e-84,3.2376151613286835e-84,2.1999010430877268e-83
supertrend_dist,10,tendance,6,-0.036138196962945415,0.010378178559370177,-8.52944881194885,1.0,-12.631688484082114,-0.03937959497254221,-0.03061431009851387,0.5150540004425567,0.5205881652710592,-26.694312807340598,5.4797042527442376e-157,2.9205657772604926e-156,1.9844717113212864e-155
cci_20,5,momentum,6,-0.036055469209747774,0.009970344822859524,-8.858018811748796,1.0,-15.958877886632225,-0.036168582097599114,-0.03582820868934201,0.5164741569265154,0.5226070630486006,-34.15770667140612,1.0274719322831224e-255,2.5738171903692216e-254,1.7488623074913847e-253
zscore_20,5,statistique,6,-0.03596524952534259,0.01041906154963051,-8.45532098925823,1.0,-16.142469565894032,-0.03593183898932147,-0.035958134815024544,0.5166171635564,0.5229172349655166,-34.38345866596557,4.4558290432673614e-259,1.2412411736882332e-257,8.43400965419116e-257
bb_pctb_20_2,5,volatilite,6,-0.035965223241472576,0.010419044161603726,-8.455328920818605,1.0,-16.14246727314963,-0.03593182057677266,-0.035958090373987055,0.5166171635564,0.5229172119280897,-34.38343441511472,4.4595491270235926e-259,1.2412411736882332e-257,8.43400965419116e-257
ret_vol_30,5,momentum,6,-0.03592436665200786,0.00721358981204771,-12.198693011780207,1.0,-16.645397688926177,-0.038174340069895084,-0.0320473844187443,0.5151431950012292,0.5215774152096464,-32.31388066429293,4.465141341342424e-229,8.28531782226872e-228,5.629723858854852e-227
macd_signal_6_13_5,5,tendance,6,-0.03583094870438741,0.008035625296172251,-10.92230387688622,1.0,-15.86519169416573,-0.038885436927072546,-0.030628240416414904,0.5150643911400282,0.519972524351657,-32.08944511093303,6.188544720654828e-226,1.0691244500165755e-224,7.264507594586484e-224
ret_30,5,momentum,6,-0.035812392776639904,0.0074765220331567935,-11.733007457461225,1.0,-16.769080460889786,-0.03807285734451043,-0.03149470116838639,0.5151710544564919,0.5202938398422866,-30.23628334689563,7.903166844204952e-201,9.657284363284587e-200,6.561950350969385e-199
ret_10,15,momentum,6,-0.035799471891032136,0.008321279286579046,-10.538095907388808,1.0,-12.970022234491031,-0.03922075694358326,-0.029318171231130546,0.5147237198660651,0.5192928130966484,-23.46872848548854,8.512242001490166e-122,2.616339412727959e-121,1.7777553897942874e-120
ret_vol_10,15,momentum,6,-0.035696100013135584,0.008448185138721673,-10.349824181619264,1.0,-12.734491282844912,-0.03963656166915434,-0.02912180067378278,0.5147021678085344,0.5201925973526939,-24.888388967144994,9.938383594844973e-137,3.772068318952524e-136,2.5630523134986617e-135
bench_ret_15,15,marche,5,-0.035547179655543014,0.004868821197865567,-16.32549376695891,1.0,-10.627092077612398,-0.04019820177430407,-0.026673700827820092,0.5138709391480292,0.5181058219244689,-19.253909860538094,1.3090086746589392e-82,2.9809697545642207e-82,2.025515123232721e-81
ret_vol_60,10,momentum,6,-0.035406566029966405,0.005754796740419743,-15.070561868576482,1.0,-14.811049324300257,-0.033993501711833844,-0.03727784295660314,0.5181265502328379,0.5250798204518057,-22.81673250743017,3.1281673585896623e-115,9.164981559376731e-115,6.2274394848331374e-114
rsi_6,15,momentum,6,-0.035167480703822154,0.009061602748895664,-9.506307620253587,1.0,-13.199194940048178,-0.03784279052707796,-0.030864476625498728,0.5154877747755924,0.522054121611181,-25.389865514497384,3.263372145030979e-142,1.3401224956233773e-141,9.105890382528697e-141
ema_gap_15_60,5,tendance,6,-0.03501149017855743,0.005789635401389985,-14.812726558107775,1.0,-18.4040921552039,-0.036158179185164306,-0.03276539276001156,0.515510185465698,0.5218836611921468,-30.751711626392403,1.1600215616721344e-207,1.7093258894051156e-206,1.1614560779163026e-205
donchian_pos_20,10,volatilite,6,-0.03498664387921321,0.009675015994329355,-8.857807094765537,1.0,-12.700086113793025,-0.0380116124956149,-0.03007539048587722,0.5161719266577434,0.5208471484771399,-26.014800599633226,3.3680184216582872e-149,1.4932541851777008e-148,1.0146392563282299e-147
rsi_6,5,momentum,6,-0.0349809178919068,0.010812402229611705,-7.9247328900419,1.0,-15.955966589792922,-0.03536136545393459,-0.03429381546525208,0.5155738690319577,0.5221439847203075,-34.54416793053973,1.7438126825299557e-261,5.824334359650052e-260,3.9575300320213264e-259
ret15_x_rv_ratio,5,volatilite,6,-0.0349027023646505,0.00873383437456826,-9.788806126959763,1.0,-15.65635978841477,-0.03641449101214748,-0.03232988399073372,0.5151130510368094,0.5206462746481839,-31.37475842187062,4.4720133254406e-216,7.00149586264294e-215,4.757390018238468e-214
mom_z_60,15,momentum,6,-0.03490191135755945,0.004810381209680233,-17.77236982836805,1.0,-11.07934583869851,-0.03221566228021905,-0.0385729354368815,0.5184280404891456,0.5242689411641654,-18.404350370818314,1.2122964522815034e-75,2.652229356301455e-75,1.802141958416387e-74
sma_dist_15,5,tendance,6,-0.034884209913395324,0.011153524707174893,-7.661122076771782,1.0,-15.594742909020178,-0.03468567102162464,-0.035146672827955854,0.5153335530701725,0.5222518238594812,-32.95439765739231,3.659237805748502e-238,7.333112562719998e-237,4.9827175782025254e-236
ret_60,10,momentum,6,-0.03486694720289978,0.005957251178370671,-14.336516453386231,1.0,-15.048872356197046,-0.03270820717462373,-0.03791141435516295,0.5180808491140599,0.5240079782597826,-21.073600027002666,1.3895478596853951e-98,3.6070646513076835e-98,2.4509353006736365e-97
donchian_pos_20,5,volatilite,6,-0.03483422321357919,0.009934591400006227,-8.588785288082246,1.0,-15.571030067631837,-0.03607614021822311,-0.03277989449114016,0.5160019193807136,0.5210002958497627,-33.54626444754435,1.0206096774671274e-246,2.3242065836865035e-245,1.579256407270149e-244
ret_15,5,momentum,6,-0.034779042584864715,0.008794671245572639,-9.686650665689381,1.0,-15.744627865472177,-0.036059776490288735,-0.032280405552489094,0.5151130955065749,0.5199963246385196,-30.172934098595363,5.36668540749151e-200,6.401689021793443e-199,4.349832100115041e-198
sma_dist_15,10,tendance,6,-0.03472421949363413,0.010763995864228312,-7.9019557930595985,1.0,-13.182820565602638,-0.03559092065242344,-0.033362041564422414,0.5157919608023459,0.5225474181740469,-26.025841940177763,2.525912154442935e-149,1.1298946333713486e-148,7.677430017694775e-148
vwap_dev_240,5,volume,6,-0.03464772794698825,0.005583168786124545,-15.20091143004835,1.0,-21.414160973830707,-0.033978563833525606,-0.03544690629703153,0.516537785446297,0.5234719448151943,-30.401862614330533,5.190211344843221e-203,6.667425342990906e-202,4.530395132179878e-201
ret_vol_15,5,momentum,6,-0.03459366028277169,0.008924313336501666,-9.495051645193794,1.0,-15.578616730355732,-0.0361472274808342,-0.03191316454148727,0.515140483290518,0.5208288631250296,-32.003221957948355,9.834888829253991e-225,1.6424264344854164e-223,1.1159991062484752e-222
zscore_240,5,statistique,6,-0.03450368567565006,0.005860023605750684,-14.422539879836018,1.0,-20.104209699055314,-0.034309258425357474,-0.03456921481046849,0.5164135743362454,0.5237217243299953,-30.042735343480818,2.716536766623102e-198,3.0931475456322144e-197,2.1017379067585062e-196
ema_dist_240,5,tendance,6,-0.0344719933093308,0.005578194457614471,-15.137298397554718,1.0,-24.120212709344525,-0.033282529761074826,-0.03609383837247863,0.5164094489186019,0.5243818639339212,-29.943554085674247,5.337887823805516e-197,5.689961276013965e-196,3.8662259479582195e-195
vpt_z_240,15,volume,6,-0.03429367682706921,0.004839861808671243,-17.356282669006507,1.0,-14.312766282130527,-0.03264746965246406,-0.036755488661135656,0.5167676671237771,0.5248302609295871,-17.937414905316423,6.01908733646092e-72,1.2942329423033995e-71,8.794079153630141e-71
aroon_osc_25,15,tendance,6,-0.034281787401653524,0.005816337972075243,-14.437415261593324,1.0,-11.013825288386483,-0.038706535521310786,-0.026774582679530676,0.5155834278828557,0.518720888666453,-20.54369648160955,8.76323493065102e-94,2.1951903501280803e-93,1.4915922061104452e-92
mom_z_15,5,momentum,6,-0.034097278808334915,0.008511402337866049,-9.812828883233676,1.0,-14.42552237204122,-0.03527728625339558,-0.032084611028478115,0.5145522715012737,0.5201357559798973,-30.76608546928267,7.451637345995441e-208,1.1312940334374897e-206,7.686938688465692e-206
obv_slope_60,15,volume,6,-0.034045020622267504,0.005450259641779261,-15.300725889796698,1.0,-12.181850584095423,-0.031716580557785645,-0.03753210608010125,0.5165876575838517,0.5235024619138566,-18.528908234375503,1.2071130465857215e-76,2.6641569882795e-76,1.8102465689777298e-75
tick_imb_60,15,flux,6,-0.034010514943340446,0.005286787195443936,-15.757851492921864,1.0,-12.189246593105262,-0.03125488564083951,-0.03817641871787594,0.517086247890538,0.5237271258708441,-18.564147253122677,6.2674282783753355e-77,1.3955473633182412e-76,9.482492350888926e-76
lin_slope_15,10,tendance,6,-0.03375544498407085,0.008041432884197262,-10.282199384397067,1.0,-11.688912742653741,-0.037619969872289,-0.027156414928212063,0.5131372087233141,0.5185647215970447,-23.938233581624388,1.2253204662909934e-126,4.012323879815606e-126,2.726301629002057e-125
ret_skip_60,10,momentum,6,-0.03374612917625541,0.005275882663509187,-15.667671657597666,1.0,-14.076965565669283,-0.03252336790440826,-0.035272228469985005,0.5172502125057747,0.5236670301207229,-21.826053123025858,1.3127882599282299e-105,3.4984410543832085e-105,2.3771275278931227e-104
supertrend_dir,15,tendance,6,-0.03367803881968062,0.007409973450180751,-11.132834847586278,1.0,-9.86326557734066,-0.03831717058587112,-0.025456529293162045,0.5109327914866322,0.5147889475633394,-20.459863265086263,4.907575470807793e-93,1.223231497947614e-92,8.311637159397183e-92
aroon_osc_25,10,tendance,6,-0.03355999656364877,0.0054245359926756494,-15.154267104410685,1.0,-11.894627388846407,-0.03825836880531746,-0.025628373974684038,0.5153355997366987,0.5178502509764112,-23.259932704567483,1.1286563654224463e-119,3.4479075553454e-119,2.3427909277400257e-118
macd_signal_12_26_9,5,tendance,6,-0.03336459038095108,0.005729254187172968,-14.26472263934039,1.0,-15.812471475251447,-0.03635163401264151,-0.02816657363332739,0.5137619598889936,0.51905556414351,-29.62108587776258,7.997622799519785e-193,7.705401966460408e-192,5.2356815059112556e-191
stoch_d_14_3,15,momentum,6,-0.033322197140527095,0.008274122921007158,-9.864777316214282,1.0,-11.08793140295426,-0.03786742767532098,-0.02595129139283912,0.5135433313519416,0.5183068621887846,-22.540128681859105,1.6783021522284026e-112,4.750448464782089e-112,3.2278439567597726e-111
rsi_6,10,momentum,6,-0.03330743729341569,0.010636478156858413,-7.6704172946577005,1.0,-13.51436755650895,-0.03431520784106731,-0.03173789765170338,0.515574947295153,0.5218120990894243,-26.542775271200494,3.1120028230948395e-155,1.5591134143705146e-154,1.0593894133971652e-153
mom_z_60,10,momentum,6,-0.033295037790604144,0.004666352698698226,-17.477430194338886,1.0,-12.390687612114254,-0.031715581145061414,-0.03539606566925823,0.5171518088021545,0.5229173374378654,-21.041258774009727,2.749807953838322e-98,7.10130816944845e-98,4.825210678481585e-97
bench_ret_15,10,marche,5,-0.03326960477066097,0.005784335352860325,-12.861131541234416,1.0,-10.977003070113971,-0.036198349106522795,-0.02757546643513476,0.5148282496266139,0.5187389914891792,-20.397500562330436,1.7598366613636483e-92,4.343242203661024e-92,2.951154654926737e-91
supertrend_dir,10,tendance,6,-0.032979471922864975,0.0073790252754266745,-10.947635383020488,1.0,-10.557057585621857,-0.03688733522479605,-0.026096126129599037,0.5112919195725748,0.5149219814993633,-23.156932233372864,1.2378103804145167e-118,3.758442427804078e-118,2.5537937664951432e-117
ret15_x_taker_abs15,5,flux,6,-0.03272538664253429,0.008850048888733267,-9.057633456867261,1.0,-15.015692271914324,-0.03451646216124715,-0.029637831028827374,0.515133768875275,0.5196049992468585,-31.599308422121084,3.773728139074237e-219,6.098831605407073e-218,4.144045954135355e-217
sma_dist_240,5,tendance,6,-0.03258752970412901,0.004817105519621403,-16.570701934546733,1.0,-21.97706902675097,-0.03130311458355598,-0.03439469680469202,0.5165036877317708,0.5231170210956458,-28.358856116892092,6.509294117200305e-177,4.795818165760813e-176,3.2586718493703054e-175
