market,t_event,t_prev,t0,dP,p_prev,p_event,mid0,phase,delay_first_ms,delay_ask_ms,delay_bid_ms,delay_placebo_ms,delay_50_ms,delay_90_ms,censored_50,censored_90,jump,asset,duration
eth-updown-5m-1790420400,1790420469.4,1790420468.4,1790420469.3523986,-0.07859289608838144,0.3795695428243911,0.30097664673600966,0.325,3,114.35914039611816,115.94724655151367,114.35914039611816,1849.9138355255127,-186.0661506652832,115.94724655151367,False,False,0.05,eth,5m
eth-updown-5m-1790420400,1790420486.5,1790420485.5,1790420486.4257452,-0.07500266173470038,0.22435293273266205,0.14935027099796166,0.175,3,98.1743335723877,101.55415534973145,98.1743335723877,2885.777473449707,101.55415534973145,,False,True,0.05,eth,5m
eth-updown-5m-1790420400,1790420505.1,1790420504.1,1790420505.0560863,0.05006199693403529,0.16193561302229426,0.21199760995632955,0.195,3,,,,1640.9416198730469,,,True,True,0.05,eth,5m
eth-updown-5m-1790420400,1790420507.1,1790420506.1,1790420506.6906757,-0.053676040903855415,0.2125858551487344,0.158909814244879,0.20500000000000002,3,96.08769416809082,101.3953685760498,96.08769416809082,,96.08769416809082,101.3953685760498,False,False,0.05,eth,5m
eth-updown-5m-1790420400,1790420517.5,1790420516.5,1790420517.3202593,0.06056619482840098,0.12119990268424341,0.1817660975126444,0.135,3,6.495475769042969,4084.3777656555176,6.495475769042969,2951.9729614257812,4084.3777656555176,4084.4900608062744,False,False,0.05,eth,5m
eth-updown-5m-1790420400,1790420570.5,1790420569.5,1790420570.422648,0.07180261434178392,0.10130332009546922,0.17310593443725314,0.125,3,324.1267204284668,324.1267204284668,399.263858795166,,486.4215850830078,488.07215690612793,False,False,0.05,eth,5m
eth-updown-5m-1790420400,1790420595.2,1790420594.2,1790420595.1949775,0.1900765024710977,0.13583597905976236,0.32591248153086005,0.125,3,63.309669494628906,63.309669494628906,64.10694122314453,480.2980422973633,491.4722442626953,491.92094802856445,False,False,0.05,eth,5m
eth-updown-5m-1790420400,1790420597.2,1790420596.2,1790420596.5629363,0.1117761101000791,0.4484572902983978,0.5602334003984769,0.525,3,195.1882839202881,195.1882839202881,195.68991661071777,795.5975532531738,-65.74130058288574,246.95062637329102,False,False,0.05,eth,5m
eth-updown-5m-1790420400,1790420606.2,1790420605.2,1790420606.1896262,-0.07874230064487048,0.5646867954908029,0.48594449484593244,0.605,3,44.59095001220703,86.9598388671875,44.59095001220703,688.5812282562256,214.10226821899414,248.60715866088867,False,False,0.05,eth,5m
eth-updown-5m-1790420400,1790420620.2,1790420619.2,1790420620.1955266,-0.06837177937849681,0.30258846649731946,0.23421668711882265,0.175,3,70.06049156188965,73.83394241333008,70.06049156188965,,137.24303245544434,218.66679191589355,False,False,0.05,eth,5m
