latency_ms,n_opp,n_filled,fill_rate,shares,total,per_opp,per_share,n_groups,margin,trigger,valeur,per_opp_lo,per_opp_hi,per_hour,per_hour_lo,per_hour_hi,hours,mean_edge_fill_c,edge_per_hour
100,1017,963,0.9469026548672567,38019.72,-942.5171025800001,-0.926762146096362,-0.02479021682905608,22,0.01,carnet,markout,-1.4980557265056182,-0.3843179888635681,-1098.078177763107,-1845.1409399743704,-406.28967126524304,0.8583333333333333,4.955306370771142,2136.841087379493
150,1017,949,0.9331366764995084,37882.979999999996,-922.0376276000002,-0.906625002556539,-0.024339099711796704,22,0.01,carnet,markout,-1.4917121629473513,-0.38629461423925743,-1074.2185952621362,-1816.2379309007767,-413.7359897030107,0.8583333333333333,5.082012441684756,2228.418593027802
200,1017,940,0.9242871189773845,37652.729999999996,-944.7502940900001,-0.928958007954769,-0.02509114994025666,22,0.01,carnet,markout,-1.5150547750469268,-0.4377238893810863,-1100.6799542796118,-1816.5140245025252,-470.92778227310725,0.8583333333333333,5.203766577031186,2232.629007886598
300,1017,927,0.911504424778761,37855.770000000004,-968.50184816,-0.9523125350639134,-0.025583995469118707,22,0.01,carnet,markout,-1.5789001708893338,-0.43193520565920784,-1128.3516677592233,-1869.4217140360195,-473.83240878524373,0.8583333333333333,5.349709687709282,2359.3037676646495
500,1017,896,0.8810226155358899,36190.479999999996,-741.1886934000001,-0.7287991085545724,-0.020480211740767192,22,0.01,carnet,markout,-1.502539309616377,-0.07249992264033316,-863.5208078446605,-1724.1523851559225,-88.19585765242752,0.8583333333333333,5.658905763194566,2453.1559397332844
750,1017,878,0.8633235004916421,36036.19,-689.5346799900001,-0.6780085348967553,-0.01913450561754725,22,0.01,carnet,markout,-1.4678374633452282,-0.017677876734427292,-803.3413747456312,-1691.0633910541756,-23.96149987718468,0.8583333333333333,5.721413304532594,2403.8804208436886
1000,1017,848,0.8338249754178958,34970.189999999995,-589.8269429400002,-0.5799674955162244,-0.016866563863107416,22,0.01,carnet,markout,-1.5022284629264426,0.20602613064233044,-687.1770209009711,-1704.8992512666998,255.0072488158246,0.8583333333333333,5.830705553900103,2374.2857755115797
2000,1017,805,0.7915437561455261,33338.24,-637.8369926600003,-0.6271750173647987,-0.0191322935061959,22,0.01,carnet,markout,-1.5125414597083706,0.08908033442223925,-743.1110594097091,-1708.1273117236901,99.91555020728045,0.8583333333333333,6.687287175865675,2501.875417018237
5000,1017,737,0.7246804326450345,29525.32,-531.62951501,-0.5227428859488692,-0.01800588494925711,22,0.01,carnet,markout,-1.4734485092335894,0.25939844409487833,-619.3741922446602,-1589.3025309195145,338.5181079652423,0.8583333333333333,8.64678924762607,2907.808266174983
0,3642,3642,1.0,74656.1,-2746.056788740001,-0.7539969216749042,-0.03678275169396742,21,0.01,persistante,pnl,-2.9543084701033644,1.480013751602532,-3199.2894626097104,-12439.387293902908,6158.18453264884,0.8583333333333333,9.144446333402954,8061.951008873124
25,3642,3593,0.986545853926414,123485.96,-3033.2060536700014,-0.8328407615788033,-0.02456316534827118,21,0.01,persistante,pnl,-3.9915718931105073,2.6866776965207197,-3533.832295537866,-17350.933683966115,10647.737602194473,0.8583333333333333,9.366778214896133,13197.78619915735
50,3642,3578,0.9824272377814388,131516.97999999998,-2955.42774315,-0.8114848278830313,-0.022471834003107434,21,0.01,persistante,pnl,-4.2133755109744495,2.9477656805960493,-3443.2167881359223,-18097.83232080816,12069.504045907262,0.8583333333333333,9.478278539875204,14289.968268502917
100,3642,3547,0.9739154310818232,138689.37,-2569.9367294800013,-0.7056388603734216,-0.01853016369949623,21,0.01,persistante,pnl,-4.421074612135365,3.470653419532319,-2994.1010440543705,-19026.187087829712,14018.039646194844,0.8583333333333333,9.652289089070814,15318.410061154886
150,3642,3530,0.9692476661175179,139363.59,-2850.0413258999993,-0.782548414579901,-0.020450401183695104,21,0.01,persistante,pnl,-4.5322809172003575,3.4250231630143175,-3320.436496194174,-19241.078417821747,13733.555741949605,0.8583333333333333,9.78283574927891,15497.538308086187
200,3642,3516,0.9654036243822076,141776.91999999998,-1995.0361028500013,-0.5477858602004396,-0.014071656394073179,21,0.01,persistante,pnl,-4.362547591849044,3.5884745286100586,-2324.3139062330115,-18267.460158202146,14667.166506295314,0.8583333333333333,9.868544763807932,15877.234655320366
300,3642,3490,0.958264689730917,142481.28999999998,-1349.5075741500002,-0.37054024551070847,-0.0094714721782067,21,0.01,persistante,pnl,-4.265693016989285,3.8422928087341073,-1572.2418339611654,-17960.422230719145,15936.910659647168,0.8583333333333333,10.071499181492715,16505.804955160846
500,3642,3455,0.9486545853926414,140779.49,-1429.6905037200004,-0.39255642606260305,-0.01015553120500721,21,0.01,persistante,pnl,-4.17659060336821,3.7389298924396073,-1665.6588392854374,-17850.07308696321,15347.171159430582,0.8583333333333333,10.296602660560083,16267.70048963325
750,3642,3412,0.9368478857770456,139119.0,-1063.9918707100007,-0.2921449397885779,-0.007648070146493296,21,0.01,persistante,pnl,-3.9933185889826315,3.773104479878522,-1239.602179467962,-16924.826028164283,15423.902740557369,0.8583333333333333,10.545830289244995,16503.11238176122
1000,3642,3388,0.9302580999450851,138754.68,-1383.6690600900004,-0.37992011534596387,-0.009972053267608706,21,0.01,persistante,pnl,-4.004972538803589,3.5853364606075666,-1612.0416234058257,-16978.710327564775,14799.403702896976,0.8583333333333333,10.698703372481186,16914.61155095185
2000,3642,3292,0.9038989566172433,133294.57,-2253.4493440900005,-0.6187395233635367,-0.016905785015023496,21,0.01,persistante,pnl,-4.18141822192079,3.1508145197181996,-2625.3778766097093,-17075.353580997667,13225.953682288502,0.8583333333333333,11.344400883837944,17505.352712315416
5000,3642,3073,0.8437671609006041,128642.41,-2339.3793160700006,-0.6423336946924768,-0.01818513285058948,21,0.01,persistante,pnl,-3.9998750777160237,2.9967522382453207,-2725.490465324273,-16869.92625997052,12362.032884796585,0.8583333333333333,12.836233836836886,19745.16578278269
0,3736,3736,1.0,76875.75,-2130.3877334800004,-0.5702322627087796,-0.027712090398857903,22,0.01,persistante,markout,-1.2577905318759852,0.02274494547414131,-2482.0051263844666,-5184.946304773398,92.16825362475636,0.8583333333333333,9.086443385883944,8233.237030859433
25,3736,3687,0.9868843683083511,127242.16,-3601.03265968,-0.9638738382441113,-0.02830062504188863,22,0.01,persistante,markout,-1.8471719079226034,-0.17009490958630646,-4195.377855937864,-7638.884560693981,-803.7553040988369,0.8583333333333333,9.307895326696679,13519.323369680886
50,3736,3672,0.9828693790149893,135497.32,-3607.62334735,-0.9656379409395075,-0.02662505315492587,22,0.01,persistante,markout,-1.9061744498351494,-0.12889064589902552,-4203.056327009709,-7903.340464825344,-571.6861992043711,0.8583333333333333,9.414658812386255,14625.659940283858
100,3736,3641,0.9745717344753747,142694.14,-3606.8639086099997,-0.9654346650455031,-0.02527688879592392,22,0.01,persistante,markout,-2.017797866470065,-0.049586890487753464,-4202.17154401165,-8319.569554175532,-215.08125054582433,0.8583333333333333,9.584759226131014,15658.34587706459
150,3736,3624,0.9700214132762313,143348.02000000002,-3455.10499803,-0.924813971635439,-0.02410291399930044,22,0.01,persistante,markout,-1.959672341899148,-0.0030675050755141105,-4025.365046248544,-8107.295369327478,-14.29283422485467,0.8583333333333333,9.71356485606054,15841.987252235262
200,3736,3610,0.9662740899357601,146040.92,-3115.69344825,-0.8339650557414348,-0.021334386610615708,22,0.01,persistante,markout,-1.8708709242514843,0.13131903277881352,-3629.9341144660198,-7745.6706023481565,577.8005235669839,0.8583333333333333,9.79647377644253,16241.216767541318
300,3736,3584,0.9593147751605996,146634.22999999998,-2954.6040651499998,-0.7908469125133832,-0.020149483958486366,22,0.01,persistante,markout,-1.8725259071842628,0.22605265811984482,-3442.2571632815534,-7734.565889425633,1145.3343953341735,0.8583333333333333,9.995305269759605,16863.76201753378
500,3736,3549,0.9499464668094219,144712.66999999998,-2804.3627147199995,-0.7506324182869378,-0.019378833344170898,22,0.01,persistante,markout,-1.8171480664648025,0.2408837212101545,-3267.2186967611647,-7474.467197726504,1152.570488926895,0.8583333333333333,10.218050108662705,16608.4217948098
750,3736,3506,0.9384368308351178,143389.11,-2557.16050315,-0.6844648027703426,-0.017833714869629917,22,0.01,persistante,markout,-1.7419810008837293,0.2822782629921175,-2979.216120174757,-7166.2222149107765,1422.002323185727,0.8583333333333333,10.462563146124577,16882.581969603587
1000,3736,3482,0.9320128479657388,143296.3,-2795.00283312,-0.7481270966595289,-0.019505059328956856,22,0.01,persistante,markout,-1.7511991191982237,0.21286962447931246,-3256.313980333981,-7228.595557190097,1034.9565695446554,0.8583333333333333,10.609303207747017,17308.130262768154
2000,3736,3386,0.9063169164882227,137789.22999999998,-4005.70219254,-1.072190094362955,-0.029071228517207046,22,0.01,persistante,markout,-2.1040409771653663,-0.21573930908941716,-4666.837505871845,-8642.076339931753,-1058.4829613647614,0.8583333333333333,11.239394522446357,17906.779662585846
5000,3736,3159,0.8455567451820128,132575.47,-3641.93168727,-0.9748211154362956,-0.027470630028843195,22,0.01,persistante,markout,-1.941950220830485,-0.08478990737555941,-4243.027208469904,-8075.485224521942,-428.17407809562974,0.8583333333333333,12.717697297112151,20146.989187305782
0,206,206,1.0,5245.58,427.8700145199999,2.077038905436893,0.08156772263886929,20,0.01,saut,pnl,-0.4597611474209303,4.710727577929698,498.4893373048543,-116.81544909582531,1132.317743592233,0.8583333333333333,4.622282640243714,261.9223721186665
25,206,183,0.8883495145631068,5207.92,346.3360372799999,1.6812428994174753,0.0665017967403493,20,0.01,saut,pnl,-0.6293395655193658,4.018120034095644,403.4982958601941,-151.3244650526215,963.7700612927182,0.8583333333333333,4.124901756890165,238.94967174595052
50,206,177,0.8592233009708737,5053.41,265.98477054,1.2911882065048543,0.05263471013434493,20,0.01,saut,pnl,-1.2091810127212936,3.8005384238448707,309.88516956116507,-275.00804749427203,921.1283555833982,0.8583333333333333,4.05554343617186,229.90764617190305
100,206,146,0.7087378640776699,4130.84,303.1295176,1.4715025126213592,0.07338205246390564,20,0.01,saut,pnl,-0.9395092627095839,3.67813334077959,353.1606030291262,-213.85450369572823,919.7467411098055,0.8583333333333333,4.097956772817394,167.80956035312073
150,206,132,0.6407766990291263,3762.1200000000003,233.1058622,1.1315818553398058,0.061961304317778264,20,0.01,saut,pnl,-1.0064676984358853,3.154100008075849,271.5796452815534,-230.86746527184465,743.4817658306795,0.8583333333333333,3.9494035886313035,155.30979871173466
200,206,111,0.5388349514563107,3188.21,276.58851566,1.3426626973786406,0.0867535437314355,20,0.01,saut,pnl,-0.6422813846053889,3.350864561738002,322.2390473708738,-155.4355471826213,797.974290443592,0.8583333333333333,3.7395654030622407,124.01550045273468
300,206,97,0.470873786407767,3070.54,253.63150520999991,1.2312208990776694,0.08260159620457637,20,0.01,saut,pnl,-1.4844453468987548,3.52140776258431,295.4930157786407,-344.0294644118446,874.041473598932,0.8583333333333333,3.0304364770501127,106.42105579367883
500,206,67,0.32524271844660196,2281.79,421.48029428999985,2.0460208460679605,0.18471476090700714,20,0.01,saut,pnl,-0.28612417727520184,4.33098611824009,491.0450030563105,-58.01745903407772,1049.5721547605824,0.8583333333333333,2.985621854110279,75.40014334990072
750,206,64,0.3106796116504854,2249.81,344.82435287999994,1.6739046256310677,0.15326821059556137,20,0.01,saut,pnl,-0.4554942678795182,3.866137674567829,401.73711015145625,-104.8650891017476,913.4785543386403,0.8583333333333333,3.2105925526511494,81.59178757785168
1000,206,68,0.3300970873786408,2668.44,216.55926263999993,1.051258556504854,0.08115575491298284,20,0.01,saut,pnl,-1.3126610678554815,3.5489575958592456,252.30205356116497,-317.4901849491263,835.0303826271843,0.8583333333333333,3.330858388885151,104.31615583324555
2000,206,70,0.33980582524271846,2875.84,209.08547964000002,1.0149780565048545,0.07270414196895517,20,0.01,saut,pnl,-1.3396999915672727,3.5756251003852486,243.59473356116507,-310.8610783223301,841.3223524089308,0.8583333333333333,4.196178777776789,142.99070732078994
5000,206,59,0.28640776699029125,2306.2799999999997,250.65638435,1.2167785648058251,0.10868428133184177,20,0.01,saut,pnl,-1.5180440390950751,3.8433839573118633,292.0268555533981,-330.13778538174756,972.1068257874746,0.8583333333333333,5.173277813166374,133.55241627604246
0,206,206,1.0,5245.58,352.4744145199999,1.7110408471844656,0.06719455513403665,20,0.01,saut,markout,0.9058135771111476,2.3640050955761107,410.6498033242718,189.3485372076698,648.112635655048,0.8583333333333333,4.622282640243714,261.9223721186665
25,206,183,0.8883495145631068,5207.92,321.1541372799999,1.5590006664077665,0.06166648821026434,20,0.01,saut,markout,0.7164149382036847,2.360039662524823,374.16015993786397,159.152476338932,597.7083067834947,0.8583333333333333,4.124901756890165,238.94967174595052
50,206,177,0.8592233009708737,5053.41,315.05782053999997,1.5294068958252425,0.06234558853130856,20,0.01,saut,markout,0.763370367636317,2.3083998224822695,367.05765499805824,170.838214839029,571.1175943668932,0.8583333333333333,4.05554343617186,229.90764617190305
100,206,146,0.7087378640776699,4130.84,170.88241759999997,0.8295262990291261,0.041367474315151385,20,0.01,saut,markout,0.06303714369358226,1.491759903502702,199.08631176699026,15.266178203592222,373.02830099941735,0.8583333333333333,4.097956772817394,167.80956035312073
150,206,132,0.6407766990291263,3762.1200000000003,134.71716219999996,0.6539668067961163,0.035808842408003985,20,0.01,saut,markout,-0.11747429971033665,1.3623053786374453,156.95203363106793,-26.27726395223304,327.317829806796,0.8583333333333333,3.9494035886313035,155.30979871173466
200,206,111,0.5388349514563107,3188.21,108.52616565999996,0.5268260468932037,0.0340398423127711,20,0.01,saut,markout,-0.23182024737163756,1.2509131975183154,126.4382512543689,-53.9027218989321,301.15880417155336,0.8583333333333333,3.7395654030622407,124.01550045273468
300,206,97,0.470873786407767,3070.54,28.40630520999995,0.13789468548543665,0.009251240892481437,20,0.01,saut,markout,-0.5477213834403851,0.7646221102862172,33.0947245165048,-130.34838199514567,175.3284963163106,0.8583333333333333,3.0304364770501127,106.42105579367883
500,206,67,0.32524271844660196,2281.79,43.13889428999997,0.20941210820388334,0.018905725018516152,20,0.01,saut,markout,-0.23069177218091586,0.6755737573982272,50.258905968932005,-53.633258445436915,167.16386799378634,0.8583333333333333,2.985621854110279,75.40014334990072
750,206,64,0.3106796116504854,2249.81,34.382752879999956,0.16690656737864057,0.015282514025628812,20,0.01,saut,markout,-0.32421143094115035,0.6630856694422744,40.05757617087374,-79.74425664815543,163.1673371999999,0.8583333333333333,3.2105925526511494,81.59178757785168
1000,206,68,0.3300970873786408,2668.44,40.795162639999965,0.1980347700970872,0.015288019457061042,20,0.01,saut,markout,-0.45837757239157645,0.8853528902867663,47.528344823300934,-113.46103933514568,212.45817738640747,0.8583333333333333,3.330858388885151,104.31615583324555
2000,206,70,0.33980582524271846,2875.84,1.8481796399999482,0.008971745825242466,0.0006426573244686589,20,0.01,saut,markout,-0.784408921026415,0.7663650539634138,2.153218998058192,-184.92246941941747,183.53912169087374,0.8583333333333333,4.196178777776789,142.99070732078994
5000,206,59,0.28640776699029125,2306.2799999999997,-71.71796565000001,-0.3481454643203884,-0.03109681636661638,20,0.01,saut,markout,-1.0134920048839584,0.20630140613471173,-83.55491143689322,-228.48988030689318,46.639441488931894,0.8583333333333333,5.173277813166374,133.55241627604246
0,942,942,1.0,19634.54,-1961.2591588599998,-2.0820160922080677,-0.09988821530119879,21,0.02,carnet,pnl,-4.448772829919827,-0.18382129028924854,-2284.9621268271844,-4495.994957218835,-198.39913323844848,0.8583333333333333,5.208316111436511,1200.810918410974
25,942,917,0.9734607218683652,31541.61,-2772.80494523,-2.943529665849257,-0.08790942964642579,21,0.02,carnet,pnl,-6.027643963221825,0.12930589154546945,-3230.4523633747576,-6919.1985425638795,128.65710857562993,0.8583333333333333,5.5484955745514055,1880.586960051666
50,942,912,0.9681528662420382,34127.86,-2986.6487772200003,-3.170540103205945,-0.08751350882299681,21,0.02,carnet,pnl,-6.432617513739713,0.3898516972325758,-3479.590808411651,-7499.8129957133015,371.4817624389302,0.8583333333333333,5.70759902542017,2085.698732498031
100,942,891,0.945859872611465,36081.200000000004,-3028.96224144,-3.215458855031847,-0.08394848955799696,21,0.02,carnet,pnl,-6.797228762924325,0.5635700973437751,-3528.888048279612,-7967.969322889515,546.4661522970872,0.8583333333333333,5.9277497280701805,2391.3063267959315
150,942,877,0.9309978768577495,35830.71,-3221.7923885800005,-3.420161771316349,-0.08991706802851522,21,0.02,carnet,pnl,-7.034544534330227,0.32996022833306143,-3753.5445303844667,-8306.875334990098,349.83477274951457,0.8583333333333333,6.049668519970013,2480.641060073549
200,942,866,0.9193205944798302,35609.44,-2894.4016024400007,-3.0726131660721876,-0.0812818624061485,21,0.02,carnet,pnl,-6.785883796027734,0.663637432402924,-3372.1183717747585,-7844.2076966099985,741.3201051742701,0.8583333333333333,6.172261527994106,2457.824397716052
300,942,853,0.9055201698513801,35637.740000000005,-2769.1841952800005,-2.9396859822505315,-0.07770369825022574,21,0.02,carnet,pnl,-6.752492756946894,0.801686081204353,-3226.2340139184475,-7550.7528222212595,803.1193099866971,0.8583333333333333,6.321906141709722,2576.541527983481
500,942,815,0.8651804670912951,33861.1,-2437.3673492300004,-2.5874387996072192,-0.07198133992191631,21,0.02,carnet,pnl,-6.110485326615534,0.9332461266151926,-2839.6512806563114,-7003.577851050289,963.6928101448536,0.8583333333333333,6.665462236381892,2662.8373608827674
750,942,782,0.8301486199575372,32494.049999999996,-2739.20414548,-2.9078600270488324,-0.08429863761150119,21,0.02,carnet,pnl,-6.102203186893923,0.6330116364456095,-3191.3058005592234,-7282.089622382037,658.9467680204863,0.8583333333333333,6.8430581345874,2567.305882474742
1000,942,769,0.8163481953290871,31891.56,-1799.56621053,-1.910367527101911,-0.056427663323148816,21,0.02,carnet,pnl,-5.198495368826673,1.4719132151394096,-2096.5819928504857,-5869.19406378699,1558.6592550666949,0.8583333333333333,6.950044316134998,2592.544104254552
2000,942,722,0.7664543524416136,29019.34,-2379.1190388800005,-2.525604075244162,-0.08198391275887049,21,0.02,carnet,pnl,-5.359227610582299,0.40867565526171873,-2771.7891715106803,-6212.589098107573,460.62445206436644,0.8583333333333333,7.847627463304242,2645.0021959418937
5000,942,666,0.7070063694267515,26823.62,-769.5611456800002,-0.8169438913800426,-0.028689682663264698,21,0.02,carnet,pnl,-3.2553695848962856,1.5274742520916695,-896.5760920543693,-3343.388332084369,1701.9471164260167,0.8583333333333333,9.578763308607348,2974.621482179792
0,957,957,1.0,20008.410000000003,-589.00382003,-0.615468986447231,-0.029437812401385214,22,0.02,carnet,markout,-0.9746116926058568,-0.22813340040973418,-686.2180427533981,-1113.3229738735924,-228.75242908106853,0.8583333333333333,5.192663268582183,1219.12117151832
25,957,932,0.9738766980146291,32114.92,-701.9341186600001,-0.7334734782236155,-0.021856947445610952,22,0.02,carnet,markout,-1.2345591839812573,-0.21409612914517692,-817.7873227106797,-1392.7080528026222,-218.348596475243,0.8583333333333333,5.530202052493129,1911.5977319764054
50,957,927,0.9686520376175548,34781.17,-591.6345906500002,-0.6182179630616512,-0.01701019806550499,22,0.02,carnet,markout,-1.278648284991372,0.07834702289948116,-689.28301823301,-1385.9346227335927,84.51724094854328,0.8583333333333333,5.68228714373587,2118.347749083318
100,957,906,0.9467084639498433,36704.509999999995,-679.97671987,-0.71052948784744,-0.018525699426855176,22,0.02,carnet,markout,-1.3974042385138559,-0.024491154632838723,-792.2058872271846,-1553.073621231553,-24.588109835825577,0.8583333333333333,5.899316974360362,2423.340879303394
150,957,892,0.9320794148380356,36241.9,-617.5693549100001,-0.6453180302089866,-0.01704020360163237,22,0.02,carnet,markout,-1.3740269827061669,0.04551323660771397,-719.4982775650487,-1502.848468656117,48.42031219718399,0.8583333333333333,6.0255191290063435,2505.9587943555844
200,957,881,0.9205851619644723,36110.3,-635.9759259600002,-0.6645516467711601,-0.017612036620022545,22,0.02,carnet,markout,-1.3779007722054544,0.046005396135692746,-740.9428263611653,-1506.8621228333009,50.023755246989424,0.8583333333333333,6.1468703227047135,2489.000120445132
300,957,868,0.9070010449320794,36178.600000000006,-679.9994038000002,-0.7105531910135844,-0.018795625143040364,22,0.02,carnet,markout,-1.479741135494429,0.004095390746846497,-792.2323151067964,-1617.5959699893208,4.177891574270494,0.8583333333333333,6.291228352463536,2608.595074013708
500,957,830,0.8672936259143156,34509.6,-467.15852075000004,-0.4881489245036573,-0.013537059854359369,22,0.02,carnet,markout,-1.3874940353591922,0.3218358544717216,-544.2623542718447,-1450.5202335046606,369.6364179847569,0.8583333333333333,6.629648185194216,2700.1862121561885
750,957,797,0.832810867293626,33171.19,-380.3112550000002,-0.3973994305120169,-0.011465107371788597,22,0.02,carnet,markout,-1.3282900264402522,0.4556221108076728,-443.081073786408,-1378.2979503768936,510.1119345492227,0.8583333333333333,6.811304432004145,2609.8703787968334
1000,957,783,0.8181818181818182,32536.16,-302.2992055300002,-0.3158821374399166,-0.009291176510381072,22,0.02,carnet,markout,-1.3560718295605647,0.6323705611416465,-352.19324916116534,-1418.3245678654378,716.8250955323298,0.8583333333333333,6.921661622181062,2634.169297104768
2000,957,736,0.7690700104493208,29719.34,-461.7827888800002,-0.4825316498223618,-0.015538123958338248,22,0.02,carnet,markout,-1.5533205221869728,0.4436707200768734,-537.9993656854372,-1701.9756938501953,487.5336547036875,0.8583333333333333,7.792071466801115,2685.183305297208
5000,957,680,0.7105538140020898,27480.89,-355.0552886400001,-0.3710086610658308,-0.012920079685919928,22,0.02,carnet,markout,-1.291122358863113,0.35371405345021567,-413.6566469592234,-1246.814406236214,445.31688925951363,0.8583333333333333,9.491872256753602,3016.1922696397723
0,3158,3158,1.0,65288.399999999994,-1762.98835576,-0.5582610372894237,-0.027003087160353146,21,0.02,persistante,pnl,-2.8281500477465995,1.7934144176754483,-2053.9670164194176,-10106.31784543893,6287.628985952034,0.8583333333333333,10.06214375157138,7721.330592756038
25,3158,3123,0.9889170360987967,107290.76000000001,-1675.5015443700006,-0.5305578037903739,-0.015616457040382606,21,0.02,persistante,pnl,-3.8200509332488184,3.12422869985371,-1952.0406342174765,-14184.672376757757,10900.4311268901,0.8583333333333333,10.278032992430614,12570.797580792683
50,3158,3115,0.9863837872070931,114175.42,-1793.0582317800008,-0.5677828473020902,-0.01570441546683166,21,0.02,persistante,pnl,-4.050135345159867,3.3397753276941606,-2088.999881685438,-15134.017366994265,11688.337970709605,0.8583333333333333,10.384495544995353,13619.46567819696
100,3158,3086,0.9772007599746675,120399.25,-1328.3806258499992,-0.4206398435243823,-0.011033130404466799,21,0.02,persistante,pnl,-4.27715005296487,3.8988827477473436,-1547.6279136116495,-15961.215191291949,13481.389857330281,0.8583333333333333,10.570498917441586,14587.400898018368
150,3158,3070,0.9721342621912603,120808.68,-1592.9664263600025,-0.5044225542621921,-0.013185860704379873,21,0.02,persistante,pnl,-4.2897315718140145,3.859477987681084,-1855.8832151767022,-16318.741556200195,13368.451346971722,0.8583333333333333,10.716632515669211,14733.838498662088
200,3158,3057,0.9680177327422419,122678.54000000001,-988.9896101999998,-0.31316960424319185,-0.008061634986852629,21,0.02,persistante,pnl,-4.173239898512175,3.929090994787509,-1152.2209050873785,-15452.671389400193,13986.41848051513,0.8583333333333333,10.810404040477403,15105.933775672926
300,3158,3034,0.9607346421785941,123614.10999999999,-196.23850651000066,-0.06214012239075385,-0.0015875089543580477,21,0.02,persistante,pnl,-4.04419559328205,4.239635778457881,-228.6273862252435,-14640.297100458347,15302.183200385523,0.8583333333333333,11.022676086207913,15707.188927489611
500,3158,3013,0.954084863837872,122493.18,-326.53196963000005,-0.1033983437713743,-0.0026657155086511762,21,0.02,persistante,pnl,-4.015949016279055,4.112607079940369,-380.425595685437,-14791.533492089717,14598.141227584074,0.8583333333333333,11.220705171372579,15419.024145525174
750,3158,2984,0.9449018366054465,121539.54000000001,-293.38191910000046,-0.09290117767574428,-0.002413880446643129,21,0.02,persistante,pnl,-3.9649545606536836,4.005402237519517,-341.80417759223354,-14569.28039570331,14299.560916195898,0.8583333333333333,11.454108010400978,15662.71221858191
1000,3158,2974,0.9417352754908169,121596.39000000001,-361.62973235000095,-0.11451226483533912,-0.0029740170111135777,21,0.02,persistante,pnl,-3.9058864514585014,3.8993816744794154,-421.31619302912736,-14125.079894254075,13783.59220568825,0.8583333333333333,11.565399979833416,16021.489138145644
2000,3158,2890,0.915136162127929,117252.39,-360.20948964999934,-0.11406253630462297,-0.003072086544675118,21,0.02,persistante,pnl,-3.9500085639875264,3.8928698719301376,-419.66154133980507,-13909.918985512999,13821.55130427786,0.8583333333333333,12.244145418226088,16603.066429427916
5000,3158,2661,0.8426219126029132,111825.59,-432.71466467000187,-0.13702174308739767,-0.0038695495786787433,21,0.02,persistante,pnl,-3.647245570304965,3.57751009415963,-504.1335899067983,-13124.48531911864,12689.989005419402,0.8583333333333333,14.010798100178334,18671.755036205792
0,3242,3242,1.0,67193.72,-1969.9337506900001,-0.6076291643090685,-0.029317230102604827,22,0.02,persistante,markout,-1.3612200663476697,0.04407661697000538,-2295.0684474058257,-4822.0490363047575,180.4653600425194,0.8583333333333333,9.986150360735047,7877.216957805757
25,3242,3207,0.9892041949413942,110563.97,-3440.58149095,-1.061252773272671,-0.031118469162693778,22,0.02,persistante,markout,-2.014538703403212,-0.1993883624800488,-4008.4444554757283,-7151.006278249809,-871.1788447610684,0.8583333333333333,10.200687351855755,12865.20685416278
50,3242,3199,0.98673658235657,117672.76999999999,-3519.57177655,-1.0856174511258483,-0.029909823458307307,22,0.02,persistante,markout,-2.096227453611902,-0.18125597896630627,-4100.471972679612,-7496.83735329175,-782.7832656474791,0.8583333333333333,10.302276187777785,13928.029452824461
100,3242,3170,0.9777914867365823,123921.03,-3485.1822455500005,-1.0750099461906233,-0.028124219477113774,22,0.02,persistante,markout,-2.195855085014734,-0.0678784975356545,-4060.406499669904,-7879.861490518252,-284.4337589732046,0.8583333333333333,10.483889577686229,14900.208816774631
150,3242,3154,0.9728562615669339,124378.78,-3394.94103868,-1.0471749039728562,-0.02729517879721927,22,0.02,persistante,markout,-2.1745345031763814,-0.04002280691950025,-3955.271113025243,-7750.489661261357,-166.81517971805835,0.8583333333333333,10.627305334541878,15054.4489221117
200,3242,3141,0.9688463911165947,126442.54,-3136.2488556,-0.9673808931523751,-0.02480374765960886,22,0.02,persistante,markout,-2.0869966238951623,0.07009265682823955,-3653.8821618640777,-7406.185083148253,319.5401788313608,0.8583333333333333,10.717533254944295,15440.148815252185
300,3242,3118,0.9617520049352252,127267.05,-2917.7388475099997,-0.8999811374182602,-0.022926113613146525,22,0.02,persistante,markout,-2.092328284893623,0.22070196653412869,-3399.3073951572815,-7357.447316418935,962.9820593032983,0.8583333333333333,10.925381990890125,16035.378917220853
500,3242,3097,0.9552745219000617,125926.36,-2767.75678063,-0.8537189329518815,-0.021979169259160672,22,0.02,persistante,markout,-1.997852480573084,0.21368585689054043,-3224.5710065592234,-7073.1601028822315,955.0864793461169,0.8583333333333333,11.121381944909976,15728.194513982362
750,3242,3068,0.946329426280074,125309.65,-2545.28460154,-0.7850970393399136,-0.020311960024946205,22,0.02,persistante,markout,-1.9312389593645625,0.28608440202872165,-2965.380118299029,-6814.581859276023,1138.2804628834865,0.8583333333333333,11.348487876491893,16006.489995918504
1000,3242,3058,0.9432449105490438,125638.01000000001,-2766.9928553799996,-0.8534832990067858,-0.022023532968884173,22,0.02,persistante,markout,-1.93813597914903,0.1800705984859672,-3223.680996559223,-6858.4376001611645,780.4335378696121,0.8583333333333333,11.454408450642637,16378.713534601802
2000,3242,2974,0.9173349784083898,121247.05,-3949.7975880999998,-1.2183212794879703,-0.032576442792628765,22,0.02,persistante,markout,-2.3283328513949986,-0.3008152944800739,-4601.705927883495,-8280.814161933498,-1236.926851250101,0.8583333333333333,12.116374768229322,16968.199879872183
