margin,trigger,latency_ms,market,n_opp,n_filled,shares,pnl,markout
0.0,persistante,2000,eth-updown-5m-1790419500,78,68,2595.46,120.20349977,120.87169977000003
0.0,persistante,2000,eth-updown-5m-1790419800,188,161,6245.07,-1014.8555849200001,-136.76483492000003
0.0,persistante,2000,eth-updown-5m-1790420100,227,210,7854.9,752.30467855,-252.69312144999995
0.0,persistante,2000,eth-updown-5m-1790420400,158,131,4522.52,605.7668691199999,272.52876912
0.0,persistante,2000,eth-updown-5m-1790420700,252,213,8750.01,3319.18818496,352.14413496
0.0,persistante,2000,eth-updown-5m-1790421000,170,146,6554.9,-2183.13965151,-175.2656515099999
0.0,persistante,2000,eth-updown-5m-1790421300,163,148,5769.49,-1519.6801557900003,-370.29500579000006
0.0,persistante,2000,eth-updown-5m-1790421600,198,196,8437.57,-1790.18598576,-362.61913576
0.0,persistante,5000,btc-updown-15m-1790419500,244,203,8912.26,3075.8996421899997,-280.80065780999996
0.0,persistante,5000,btc-updown-15m-1790420400,282,258,10325.34,-980.0603691699996,-540.2092191700001
0.0,persistante,5000,btc-updown-5m-1790418900,99,81,3865.42,619.6517669399998,-31.32153306000007
0.0,persistante,5000,btc-updown-5m-1790419200,117,91,4346.62,-616.15795982,-32.58645981999995
0.0,persistante,5000,btc-updown-5m-1790419500,74,69,3265.7,174.6269324,36.02843240000003
0.0,persistante,5000,btc-updown-5m-1790419800,231,224,9948.98,-1183.0657887,-1100.7991886999998
0.0,persistante,5000,btc-updown-5m-1790420100,133,117,4946.87,77.61310843999979,-353.79324156
0.0,persistante,5000,btc-updown-5m-1790420400,174,145,7044.91,554.80318113,60.064731130000084
0.0,persistante,5000,btc-updown-5m-1790420700,170,139,6603.43,1775.32171096,-128.94423903999993
0.0,persistante,5000,btc-updown-5m-1790421000,164,154,6855.62,-2659.62533284,-996.13103284
0.0,persistante,5000,btc-updown-5m-1790421300,130,116,5050.19,-518.77406448,-192.37341448000004
0.0,persistante,5000,btc-updown-5m-1790421600,104,95,4340.33,,-141.83551416000003
0.0,persistante,5000,eth-updown-5m-1790418900,398,340,13563.76,-3058.40765742,-276.3803574200001
0.0,persistante,5000,eth-updown-5m-1790419200,475,374,13322.6,600.7153747499999,851.0321247500001
0.0,persistante,5000,eth-updown-5m-1790419500,78,51,1538.76,77.28967676000002,59.65457676000005
0.0,persistante,5000,eth-updown-5m-1790419800,188,128,5153.05,-576.5386178000002,-57.149067800000054
0.0,persistante,5000,eth-updown-5m-1790420100,227,185,7248.96,271.9095321000001,-213.27556789999988
0.0,persistante,5000,eth-updown-5m-1790420400,158,109,4362.72,388.6656366599999,114.58423666
0.0,persistante,5000,eth-updown-5m-1790420700,252,184,7595.49,3077.9017480400003,249.02989804000003
0.0,persistante,5000,eth-updown-5m-1790421000,170,141,5503.21,-1801.1149368499998,-154.42178684999996
0.0,persistante,5000,eth-updown-5m-1790421300,163,139,5774.64,-1744.57631012,-421.90836012
0.0,persistante,5000,eth-updown-5m-1790421600,198,196,8564.92,-1764.7714395000003,-389.88363949999996
0.0,saut,0,btc-updown-15m-1790419500,9,9,330.0,141.57438000000002,28.124379999999995
0.0,saut,0,btc-updown-15m-1790420400,27,27,778.99,178.15135055,40.034200550000016
0.0,saut,0,btc-updown-5m-1790418900,7,7,91.55,38.834880139999996,3.2429301399999946
0.0,saut,0,btc-updown-5m-1790419200,13,13,328.06,24.455206999999998,29.982707
0.0,saut,0,btc-updown-5m-1790419500,7,7,222.52,61.79055684,8.676356839999995
0.0,saut,0,btc-updown-5m-1790419800,9,9,215.45,-5.44383040000001,22.11891959999999
0.0,saut,0,btc-updown-5m-1790420100,4,4,155.0,-10.881165000000001,-0.5561650000000093
0.0,saut,0,btc-updown-5m-1790420400,18,18,403.72,-50.81238652,55.74531347999999
0.0,saut,0,btc-updown-5m-1790420700,11,11,366.62,141.00160363999998,-8.907296360000009
0.0,saut,0,btc-updown-5m-1790421000,9,9,280.0,57.696040000000025,25.54604
0.0,saut,0,btc-updown-5m-1790421300,5,5,46.0,-26.968942,1.781058
0.0,saut,0,eth-updown-5m-1790418900,14,14,361.53,-17.49053025,-19.38228025
0.0,saut,0,eth-updown-5m-1790419200,7,7,134.29,-33.10693393,5.056066069999998
0.0,saut,0,eth-updown-5m-1790419500,2,2,60.01,28.059467299999998,3.1553172999999965
0.0,saut,0,eth-updown-5m-1790419800,11,11,340.96,61.61445848000002,32.64005848
0.0,saut,0,eth-updown-5m-1790420100,22,22,494.78,-59.00327326,38.72582674
0.0,saut,0,eth-updown-5m-1790420400,8,8,141.93,-12.300637539999999,15.177012459999997
0.0,saut,0,eth-updown-5m-1790420700,21,21,421.81,143.30935128,38.438601279999986
0.0,saut,0,eth-updown-5m-1790421000,2,2,63.69,29.69902067,-3.8751293300000005
0.0,saut,0,eth-updown-5m-1790421300,6,6,211.0,18.453147,3.9981470000000017
0.0,saut,25,btc-updown-15m-1790419500,9,5,170.0,70.04925000000001,15.499250000000007
0.0,saut,25,btc-updown-15m-1790420400,27,21,662.75,177.41901531000002,31.48886531000001
0.0,saut,25,btc-updown-5m-1790418900,7,5,76.93,32.9400548,2.644804799999995
0.0,saut,25,btc-updown-5m-1790419200,13,13,362.36,38.59183152,29.208431520000005
0.0,saut,25,btc-updown-5m-1790419500,7,7,207.52,60.52655184,8.687351839999994
0.0,saut,25,btc-updown-5m-1790419800,9,9,371.0,4.012391999999984,27.857391999999983
0.0,saut,25,btc-updown-5m-1790420100,4,4,155.0,-10.881165000000001,-0.5561650000000093
0.0,saut,25,btc-updown-5m-1790420400,18,15,386.15,-51.779380999999994,59.830968999999996
0.0,saut,25,btc-updown-5m-1790420700,11,8,326.67,141.26378053999997,-10.571469460000012
0.0,saut,25,btc-updown-5m-1790421000,9,9,230.0,91.67612000000001,22.776120000000002
0.0,saut,25,btc-updown-5m-1790421300,5,5,30.61,-18.10351113,1.0277388700000007
0.0,saut,25,eth-updown-5m-1790418900,14,14,411.53,-34.68850025,-23.26525025
0.0,saut,25,eth-updown-5m-1790419200,7,7,184.29,-62.156313929999996,3.6566860699999997
0.0,saut,25,eth-updown-5m-1790419500,2,2,60.01,28.059467299999998,3.1553172999999965
0.0,saut,25,eth-updown-5m-1790419800,11,8,240.96,-18.77322152,18.13237848
0.0,saut,25,eth-updown-5m-1790420100,22,21,388.64,11.859200639999997,39.34680064
0.0,saut,25,eth-updown-5m-1790420400,8,8,208.16,-33.40499945,41.93180055
0.0,saut,25,eth-updown-5m-1790420700,21,18,383.46,137.68161168,14.930111679999996
0.0,saut,25,eth-updown-5m-1790421000,2,2,63.69,29.69902067,-3.8751293300000005
0.0,saut,25,eth-updown-5m-1790421300,6,5,250.0,17.517400000000002,3.017400000000001
0.0,saut,50,btc-updown-15m-1790419500,9,5,170.0,70.04925000000001,15.499250000000007
0.0,saut,50,btc-updown-15m-1790420400,27,21,710.19,210.27944644000002,24.33269644000001
0.0,saut,50,btc-updown-5m-1790418900,7,5,83.64,35.79073732,2.643737319999994
0.0,saut,50,btc-updown-5m-1790419200,13,13,338.31,23.527085369999998,25.326935370000005
0.0,saut,50,btc-updown-5m-1790419500,7,7,197.52,59.683881840000005,8.694681839999994
0.0,saut,50,btc-updown-5m-1790419800,9,9,306.08,-45.845388960000015,30.260211039999987
0.0,saut,50,btc-updown-5m-1790420100,4,4,155.0,-10.881165000000001,-0.5561650000000093
0.0,saut,50,btc-updown-5m-1790420400,18,12,383.87,-52.88824756,53.96710244
0.0,saut,50,btc-updown-5m-1790420700,11,8,251.54,110.56271307999998,2.1022130799999914
0.0,saut,50,btc-updown-5m-1790421000,9,8,225.0,95.29818500000002,22.223185
0.0,saut,50,btc-updown-5m-1790421300,5,5,30.61,-18.10351113,1.0277388700000007
0.0,saut,50,eth-updown-5m-1790418900,14,12,347.0,-18.676687999999995,-19.001687999999994
0.0,saut,50,eth-updown-5m-1790419200,7,7,214.29,-80.56192392999999,3.10107607
0.0,saut,50,eth-updown-5m-1790419500,2,2,50.01,23.3343973,2.5802472999999964
0.0,saut,50,eth-updown-5m-1790419800,11,8,240.96,-18.77322152,18.13237848
0.0,saut,50,eth-updown-5m-1790420100,22,21,380.35,-5.665645790000001,37.39170421
0.0,saut,50,eth-updown-5m-1790420400,8,8,214.16,-34.48426145,41.48253855
0.0,saut,50,eth-updown-5m-1790420700,21,17,344.46,110.28805068,25.64155067999999
0.0,saut,50,eth-updown-5m-1790421000,2,1,50.0,22.1306,-4.119400000000001
0.0,saut,50,eth-updown-5m-1790421300,6,5,250.0,17.517400000000002,2.767400000000001
0.0,saut,100,btc-updown-15m-1790419500,9,5,210.0,83.31428000000001,15.36428000000001
0.0,saut,100,btc-updown-15m-1790420400,27,21,761.87,194.40321517,8.08286517000001
0.0,saut,100,btc-updown-5m-1790418900,7,5,57.6,24.328580159999994,2.248580159999997
0.0,saut,100,btc-updown-5m-1790419200,13,10,226.16,-5.364959719999992,11.616240280000001
0.0,saut,100,btc-updown-5m-1790419500,7,5,122.52,43.121181840000006,4.50698184
0.0,saut,100,btc-updown-5m-1790419800,9,9,377.54,8.972639519999994,27.55293951999998
0.0,saut,100,btc-updown-5m-1790420100,4,3,150.0,-11.777300000000002,-0.5273000000000083
0.0,saut,100,btc-updown-5m-1790420400,18,8,301.0,-35.85715700000001,48.597843
0.0,saut,100,btc-updown-5m-1790420700,11,5,54.47,28.828926440000004,-4.466323560000001
0.0,saut,100,btc-updown-5m-1790421000,9,7,175.0,113.94291500000001,17.867915000000004
0.0,saut,100,btc-updown-5m-1790421300,5,5,26.61,-15.913343129999998,0.7179068700000022
0.0,saut,100,eth-updown-5m-1790418900,14,11,398.64,-43.32776172,-37.221761719999996
0.0,saut,100,eth-updown-5m-1790419200,7,6,168.85,-83.37877624999999,0.2162237500000026
0.0,saut,100,eth-updown-5m-1790419500,2,2,50.01,23.3343973,2.5802472999999964
0.0,saut,100,eth-updown-5m-1790419800,11,5,90.96,-56.67112151999999,4.484478480000001
0.0,saut,100,eth-updown-5m-1790420100,22,17,277.09,-5.809663790000007,25.68628621
0.0,saut,100,eth-updown-5m-1790420400,8,6,129.86,-11.266435079999997,16.69886492
0.0,saut,100,eth-updown-5m-1790420700,21,16,387.46,143.57295568,16.591455679999996
0.0,saut,100,eth-updown-5m-1790421000,2,1,50.0,22.1306,-4.119400000000001
0.0,saut,100,eth-updown-5m-1790421300,6,4,181.0,13.044098000000004,2.5890979999999972
0.0,saut,150,btc-updown-15m-1790419500,9,5,170.0,70.04925000000001,15.499250000000007
0.0,saut,150,btc-updown-15m-1790420400,27,20,768.36,122.5754006,7.5340006000000095
0.0,saut,150,btc-updown-5m-1790418900,7,5,36.85,15.008960479999999,1.7477104799999994
0.0,saut,150,btc-updown-5m-1790419200,13,8,205.92000000000002,36.987747760000005,21.30734776
0.0,saut,150,btc-updown-5m-1790419500,7,5,109.0,41.981892,4.516892
0.0,saut,150,btc-updown-5m-1790419800,9,9,421.0,42.34939799999997,25.944397999999982
0.0,saut,150,btc-updown-5m-1790420100,4,2,98.87,-21.33385611,-0.6474061100000039
0.0,saut,150,btc-updown-5m-1790420400,18,6,267.0,-42.80494400000001,45.740055999999996
0.0,saut,150,btc-updown-5m-1790420700,11,5,157.14000000000001,66.68054838000002,-24.724951619999995
0.0,saut,150,btc-updown-5m-1790421000,9,7,136.63,81.26809736000001,14.94724736
0.0,saut,150,btc-updown-5m-1790421300,5,4,24.0,-14.329247999999998,0.670752000000002
0.0,saut,150,eth-updown-5m-1790418900,14,11,428.64,-56.74247172,-36.08647172
0.0,saut,150,eth-updown-5m-1790419200,7,3,15.0,5.747999999999999,1.247999999999999
0.0,saut,150,eth-updown-5m-1790419500,2,2,50.01,23.3343973,2.7283972999999966
0.0,saut,150,eth-updown-5m-1790419800,11,5,178.96,-118.08582552,5.989774479999991
0.0,saut,150,eth-updown-5m-1790420100,22,12,195.5,29.343005259999998,20.035805260000004
0.0,saut,150,eth-updown-5m-1790420400,8,6,135.86,-12.345697079999997,16.249602919999997
0.0,saut,150,eth-updown-5m-1790420700,21,15,287.7,85.44617867999997,8.467878679999997
0.0,saut,150,eth-updown-5m-1790421000,2,1,50.0,22.1306,-4.119400000000001
0.0,saut,150,eth-updown-5m-1790421300,6,3,92.0,1.3280999999999992,-0.6519000000000019
0.0,saut,200,btc-updown-15m-1790419500,9,5,210.0,83.31428000000001,15.36428000000001
0.0,saut,200,btc-updown-15m-1790420400,27,20,703.17,113.55319405,3.866144050000006
0.0,saut,200,btc-updown-5m-1790418900,7,3,20.29,8.65355848,0.39030847999999846
0.0,saut,200,btc-updown-5m-1790419200,13,8,200.92000000000002,25.57811776,16.87271776
0.0,saut,200,btc-updown-5m-1790419500,7,4,104.0,41.560557,4.520557
0.0,saut,200,btc-updown-5m-1790419800,9,6,217.11,98.957529,4.85067899999999
0.0,saut,200,btc-updown-5m-1790420100,4,2,100.0,-21.2173,-0.7173000000000043
0.0,saut,200,btc-updown-5m-1790420400,18,4,190.0,0.6492299999999958,60.09922999999999
0.0,saut,200,btc-updown-5m-1790420700,11,4,72.92,29.488103360000007,-12.440896639999998
0.0,saut,200,btc-updown-5m-1790421000,9,6,121.95,70.56517612,10.87572612
0.0,saut,200,btc-updown-5m-1790421300,5,4,36.0,-21.790301999999997,0.7096980000000022
0.0,saut,200,eth-updown-5m-1790418900,14,11,483.0,-65.49952499999999,-43.484525
0.0,saut,200,eth-updown-5m-1790419200,7,2,10.0,3.832,0.8319999999999994
0.0,saut,200,eth-updown-5m-1790419500,2,2,37.01,17.3215333,2.045533299999998
0.0,saut,200,eth-updown-5m-1790419800,11,2,75.0,-50.354775,3.2702250000000013
0.0,saut,200,eth-updown-5m-1790420100,22,12,131.52,24.29364768,13.862047680000002
0.0,saut,200,eth-updown-5m-1790420400,8,5,109.86,-2.727775079999999,13.137524919999997
0.0,saut,200,eth-updown-5m-1790420700,21,14,255.18,67.12851837999999,6.624618379999998
0.0,saut,200,eth-updown-5m-1790421000,2,1,50.0,22.1306,-4.119400000000001
0.0,saut,200,eth-updown-5m-1790421300,6,3,92.0,1.3280999999999992,-0.6519000000000019
0.0,saut,300,btc-updown-15m-1790419500,9,5,145.0,54.70481,5.229810000000006
0.0,saut,300,btc-updown-15m-1790420400,27,15,446.69,134.15854328,-14.499906720000002
0.0,saut,300,btc-updown-5m-1790418900,7,2,1.56,0.6749729999999999,0.011972999999999807
0.0,saut,300,btc-updown-5m-1790419200,13,7,195.48000000000002,-2.3020649599999965,5.996135040000003
0.0,saut,300,btc-updown-5m-1790419500,7,4,72.99000000000001,31.703592000000004,2.7529420000000013
0.0,saut,300,btc-updown-5m-1790419800,9,5,217.54,97.82870951999999,3.709009519999989
0.0,saut,300,btc-updown-5m-1790420100,4,2,100.0,-21.2173,-0.7173000000000043
0.0,saut,300,btc-updown-5m-1790420400,18,4,156.0,11.698311999999998,43.77831199999999
0.0,saut,300,btc-updown-5m-1790420700,11,4,116.19,43.6146024,-24.1238476
0.0,saut,300,btc-updown-5m-1790421000,9,3,126.0,104.110568,7.880568000000001
0.0,saut,300,btc-updown-5m-1790421300,5,4,10.44,-6.336380519999999,0.18861948000000056
0.0,saut,300,eth-updown-5m-1790418900,14,10,446.0,-78.93701700000001,-49.847016999999994
0.0,saut,300,eth-updown-5m-1790419200,7,1,5.0,1.916,0.4159999999999997
0.0,saut,300,eth-updown-5m-1790419500,2,2,26.009999999999998,12.1239563,1.4129562999999983
0.0,saut,300,eth-updown-5m-1790419800,11,2,75.0,-50.354775,3.2702250000000013
0.0,saut,300,eth-updown-5m-1790420100,22,9,108.44,18.574728519999994,11.008928520000003
0.0,saut,300,eth-updown-5m-1790420400,8,5,109.86,-2.727775079999999,13.137524919999997
0.0,saut,300,eth-updown-5m-1790420700,21,11,457.36,194.53239087999998,-7.6536091200000085
0.0,saut,300,eth-updown-5m-1790421000,2,1,50.0,22.1306,-4.119400000000001
0.0,saut,300,eth-updown-5m-1790421300,6,2,68.0,-1.1494440000000006,-1.3894440000000008
0.0,saut,500,btc-updown-15m-1790419500,9,4,117.64,43.737336879999994,3.2279368800000032
0.0,saut,500,btc-updown-15m-1790420400,27,8,199.03,54.47704356,-10.595906440000002
0.0,saut,500,btc-updown-5m-1790418900,7,0,0.0,0.0,0.0
0.0,saut,500,btc-updown-5m-1790419200,13,1,39.05,18.451398349999998,3.80764835
0.0,saut,500,btc-updown-5m-1790419500,7,4,81.87,34.725647,2.6621970000000026
0.0,saut,500,btc-updown-5m-1790419800,9,4,200.0,155.15744999999998,-5.84255000000001
0.0,saut,500,btc-updown-5m-1790420100,4,2,100.0,-21.2173,0.032700000000002394
0.0,saut,500,btc-updown-5m-1790420400,18,5,188.41,-28.65261392,67.31533608000001
0.0,saut,500,btc-updown-5m-1790420700,11,2,22.22,8.07714776,-4.92155224
0.0,saut,500,btc-updown-5m-1790421000,9,3,106.0,87.917208,2.727207999999999
0.0,saut,500,btc-updown-5m-1790421300,5,0,0.0,0.0,0.0
0.0,saut,500,eth-updown-5m-1790418900,14,10,192.0,-33.247519,-19.707519
0.0,saut,500,eth-updown-5m-1790419200,7,0,0.0,0.0,0.0
0.0,saut,500,eth-updown-5m-1790419500,2,2,46.26,21.396545279999998,2.2817952799999954
