tranche_10min,binance_rx_moins_E_ms,clob_rx_moins_ts_ms,dB_moins_dP_ms
2026-09-26 10:30:00+00:00,10.237693786621094,-17.501235008239746,27.73892879486084
2026-09-26 10:40:00+00:00,2.6617050170898438,-27.0693302154541,29.731035232543945
2026-09-26 10:50:00+00:00,-5.645513534545898,-34.241676330566406,28.596162796020508
2026-09-26 11:00:00+00:00,-12.957572937011719,-41.78595542907715,28.82838249206543
2026-09-26 11:10:00+00:00,-20.73514461517334,-48.372507095336914,27.637362480163574
2026-09-26 11:20:00+00:00,-29.13808822631836,-54.533958435058594,25.395870208740234
