group,K,lookback_h,delay_s,price_estimator,n_events,n_filled,n_discarded_no_trade_10s,n_wallets,n_slots,mean_price,mean_wait_s,win_rate,pnl_gross_per_share,mean_fee_per_share,pnl_per_share,pnl_lo,pnl_hi,pnl_se,pnl_bonf_lo,pnl_bonf_hi,roi,roi_lo,roi_hi,pnl_per_share_size_weighted,pnl_sw_lo,pnl_sw_hi,leader_own_pnl_per_share_same_events,leader_own_lo,leader_own_hi,leader_own_pnl_per_share_all_events,leader_price_mean,leader_taker_share
hors_echantillon,10,1,10,best,40014,35964,4050,140,167,0.5126993912504143,1.4580969858747637,0.5125125125125125,-0.00018687873790178345,0.011939416481135626,-0.012126295219037408,-0.0204044627927817,-0.0045405522579080254,0.004102415508740512,-0.026927549962243218,0.002674959524168399,-0.02311360700034653,-0.038865582990200154,-0.008690857338314057,-0.0071488251320224305,-0.026668197558264013,0.011528052333837273,0.0006126590365399533,-0.007400494725523899,0.008572857496287079,-0.0006519257525612658,0.5064871223738172,0.5511562231611232
hors_echantillon,10,1,20,first,40014,34955,5059,141,167,0.5110219074575797,1.469317694178229,0.5103704763267057,-0.000651431130873982,0.011554779389411348,-0.012206210520285326,-0.020909170976785723,-0.00412091392477877,0.004225592844519656,-0.027451881271955435,0.003039460231384782,-0.023357740265706244,-0.03997164277839819,-0.007778152601573219,-0.006566767865205536,-0.02763818287729622,0.01262245786817497,0.00016459758012120227,-0.008187540927225664,0.008708031068712842,-0.0006519257525612658,0.5047081630617102,0.5516633496690905
hors_echantillon,10,1,20,vwap,40014,34955,5059,141,167,0.5130189113925355,1.469317694178229,0.5103704763267057,-0.0026484350658297056,0.011537373434365448,-0.014185808500195152,-0.022061380603139013,-0.006271733954027788,0.004116317966496103,-0.029037222428485634,0.0006656054280953297,-0.02704344397451333,-0.04230798462074879,-0.011901604559910673,-0.008504262247093925,-0.02941877990107479,0.011453766640716123,0.00016459758012120227,-0.008187540927225664,0.008708031068712842,-0.0006519257525612658,0.5047081630617102,0.5516633496690905
hors_echantillon,10,1,20,best,40014,34955,5059,141,167,0.5105287099090373,1.469317694178229,0.5103704763267057,-0.0001582335823315622,0.011552715996836813,-0.011710949579168368,-0.019693400896444647,-0.0037478010551654432,0.004125914448387153,-0.026596987004958158,0.0031750878466214223,-0.022431270292461492,-0.03792022160955529,-0.007140145599819951,-0.00600896893018394,-0.026920474748424416,0.014098774787566843,0.00016459758012120227,-0.008187540927225664,0.008708031068712842,-0.0006519257525612658,0.5047081630617102,0.5516633496690905
hors_echantillon,10,1,30,first,40014,33600,6414,142,167,0.5105317556392798,1.1087202380952381,0.5087202380952381,-0.0018115175440416675,0.011280426189550097,-0.013091943733591762,-0.02143177965309892,-0.004510468546934143,0.004342878578764817,-0.02876077396937749,0.0025768865021939674,-0.025089379262300007,-0.04131612816112444,-0.0085448997041109,-0.005368987176880673,-0.027022994986834477,0.015494239220026266,-0.002304136032441438,-0.011130738038411303,0.00666986498725275,-0.0006519257525612658,0.5054432535620792,0.5498742408715515
hors_echantillon,10,1,30,vwap,40014,33600,6414,142,167,0.5125088608572165,1.1087202380952381,0.5087202380952381,-0.003788622761978365,0.011260319957337814,-0.015048942719316174,-0.02382534839674952,-0.006652793953441634,0.004416172584442966,-0.030982213075046096,0.0008843276364137505,-0.028732012631809283,-0.045441151785935975,-0.012580342069869185,-0.0069439605325281204,-0.028886858328021632,0.013879738592594499,-0.002304136032441438,-0.011130738038411303,0.00666986498725275,-0.0006519257525612658,0.5054432535620792,0.5498742408715515
hors_echantillon,10,1,30,best,40014,33600,6414,142,167,0.5100598812811399,1.1087202380952381,0.5087202380952381,-0.001339643185901779,0.011278750274272876,-0.012618393460174656,-0.021403479073931846,-0.004240420580695928,0.00439489830300669,-0.028474907558927176,0.0032381206385778665,-0.024203833547741714,-0.04108828848859756,-0.008124896973920825,-0.004910361939629953,-0.026783433068461693,0.015732043265368936,-0.002304136032441438,-0.011130738038411303,0.00666986498725275,-0.0006519257525612658,0.5054432535620792,0.5498742408715515
hors_echantillon,10,1,60,first,40014,29565,10449,135,166,0.5121871634397497,1.1752748181971926,0.5122611195670557,7.395612730593537e-05,0.01050135659255523,-0.01042740046524929,-0.019593746579163428,-0.0011531108149574212,0.0046508515960598735,-0.02720737779798458,0.006352576867485998,-0.019949549426883952,-0.03764202125422243,-0.00220619294442947,-0.0030726481559799463,-0.02632132264279715,0.019190260450799017,-0.004817429653421027,-0.016251989232462304,0.006291001568838444,-0.0006519257525612658,0.5113190844906549,0.5540700884166398
hors_echantillon,10,1,60,vwap,40014,29565,10449,135,166,0.5140534761050499,1.1752748181971926,0.5122611195670557,-0.0017923565379942517,0.010470423426469304,-0.01226277996446355,-0.021043905729950806,-0.0033788744658770197,0.0045415728112272805,-0.02864848637830019,0.0041229264493730915,-0.02337887744565329,-0.0401528675548563,-0.006414190600141139,-0.004953652003390585,-0.02924906717613558,0.018154216174702476,-0.004817429653421027,-0.016251989232462304,0.006291001568838444,-0.0006519257525612658,0.5113190844906549,0.5540700884166398
hors_echantillon,10,1,60,best,40014,29565,10449,135,166,0.5117786306654117,1.1752748181971926,0.5122611195670557,0.0004824889016438438,0.010500093716120535,-0.010017604814476689,-0.01875495437771735,-0.0011681311873260357,0.004533749938463465,-0.02637508679996027,0.006339877171006895,-0.019180572263094293,-0.036018796266149795,-0.0022250498257593157,-0.0026356710668785123,-0.027294130034333987,0.020411315687668432,-0.004817429653421027,-0.016251989232462304,0.006291001568838444,-0.0006519257525612658,0.5113190844906549,0.5540700884166398
hors_echantillon,20,1,0,first,80707,74909,5798,239,168,0.5101662987666636,1.2506908382170367,0.5112336301379007,0.0010673313712371,0.012556978218358331,-0.01148964684712123,-0.01674431895747373,-0.005877001677238043,0.002782466713670918,-0.02152861012516761,-0.0014506835690748527,-0.021980361986922683,-0.03219980922371854,-0.01121909463675543,-0.009699197608633036,-0.022184512551574623,0.002116178996914584,0.0025433921264417635,-0.0028359975618153345,0.008128556774018945,0.002451223469862164,0.5038185811529889,0.504626128888797
hors_echantillon,20,1,0,vwap,80707,74909,5798,239,168,0.5124947057320642,1.2506908382170367,0.5112336301379007,-0.0012610755941634838,0.012535370445341212,-0.013796446039504692,-0.019315033996333993,-0.008665719663443367,0.0027248687060293614,-0.023627599362175407,-0.003965292716833978,-0.02627743945633114,-0.03688820331968758,-0.016468965392626916,-0.011936854941228385,-0.024378952523679404,-0.00016065871485687193,0.0025433921264417635,-0.0028359975618153345,0.008128556774018945,0.002451223469862164,0.5038185811529889,0.504626128888797
hors_echantillon,20,1,0,best,80707,74909,5798,239,168,0.5095388900301913,1.2506908382170367,0.5112336301379007,0.0016947401077093613,0.012554895854156325,-0.010860155746446961,-0.016465786001512914,-0.0057115452586780965,0.0027393603354003123,-0.02074359394799125,-0.0009767175449026735,-0.02080115879573535,-0.031537391417231136,-0.01097074238394351,-0.009048643591395499,-0.021382227930881414,0.002565173833749449,0.0025433921264417635,-0.0028359975618153345,0.008128556774018945,0.002451223469862164,0.5038185811529889,0.504626128888797
hors_echantillon,20,1,1,first,80707,74639,6068,239,168,0.5109294785633717,1.2642184380819679,0.5116226101635875,0.0006931316002157041,0.01250381276894101,-0.011810681168725301,-0.01715415353985468,-0.006529309963622491,0.0027386663794101754,-0.02169161562110798,-0.0019297467163426237,-0.02256387082041185,-0.0327329360054901,-0.012419957689411192,-0.010295519096636199,-0.02286862957277615,0.0012286019631588853,0.0029828533625342745,-0.002504666581641152,0.008557394783026601,0.002451223469862164,0.5037787930877926,0.503708987040883
hors_echantillon,20,1,1,vwap,80707,74639,6068,239,168,0.5133244976942992,1.2642184380819679,0.5116226101635875,-0.0017018875307118631,0.012468348286149981,-0.014170235816861845,-0.019429068733238894,-0.008932905247531741,0.002699548280919904,-0.023910034653022633,-0.004430436980701056,-0.026950225597760877,-0.03713209535793945,-0.017025959533871978,-0.012416717431251825,-0.02532590380217332,-0.0008071295942366991,0.0029828533625342745,-0.002504666581641152,0.008557394783026601,0.002451223469862164,0.5037787930877926,0.503708987040883
hors_echantillon,20,1,1,best,80707,74639,6068,239,168,0.5103509125764627,1.2642184380819679,0.5116226101635875,0.0012716975871247017,0.012502604561110481,-0.01123090697398578,-0.01644826954100475,-0.005920120494192945,0.0027018591013166456,-0.020979043103452208,-0.0014827708445193533,-0.021480025678072865,-0.03175054779026505,-0.011302184482290431,-0.009645491215007265,-0.022636501435505097,0.002072989422135959,0.0029828533625342745,-0.002504666581641152,0.008557394783026601,0.002451223469862164,0.5037787930877926,0.503708987040883
