wallet,n_hours_top10,pnl_in_top10_hours,n_hours_active,pnl_48h,pnl_incl_rebate_48h,volume_48h,markets_per_active_hour,name,pseudonym,taker_share_48h,pnl_outside_top10_hours
0x0bf96a1c55e6f47ea84335bc3fc08a89653efd90,3,1334.3026429970969,48,1036.9215950392545,1269.8815334346727,33104.73457896074,7.166666666666667,alboto,Polite-Promenade,0.0,-297.3810479578424
0xf4fc574838313646c777ce1d99c1d2e208423303,3,2657.04302717683,6,821.0899962125736,821.0899962125736,20500.94279987038,3.1666666666666665,cs2bettor,Zigzag-Living-Sculpting,1.0,-1835.9530309642564
0xb27bc932bf8110d8f78e55da7d5f0497a18b5b82,3,3418.6311350612255,19,562.5048401201709,3092.91454124099,562612.7651378799,42.31578947368421,,,0.05669154646733716,-2856.1262949410548
0xb129a54d3b23214728dcc544034fc83067cd890c,3,1678.3923719959473,48,-3231.3151579589166,-2634.8037170176704,122966.54256695892,10.333333333333334,0xB129a54d3b23214728Dcc544034fc83067CD890C-1780260877658,Excited-Conviction,0.0,-4909.707529954864
0x322b2e7c44237c9fed01d534cd1c96687d52aa0c,3,1938.6026559663742,43,-3947.1002090408474,-1843.309953702329,431114.16393704084,11.581395348837209,yguaihdkjls,Gloomy-Drawing,0.0,-5885.702865007222
0x3c58ef422754ff22c7e806336feba0064d8b776b,3,2114.5299209892028,48,-4497.1959990969435,-4424.604014945109,97055.22664909695,35.916666666666664,antsaslyku,Periodic-Scrap,0.8855424086623589,-6611.725920086146
0x10d57bd3327bcdf43bf0656e717aa56f9dbd5388,3,6866.284321847175,45,-15318.528532089185,-15318.452859113342,86827.26509108918,4.111111111111111,maxmaxi04,Quaint-Dreamer-Custody,0.9998640979882573,-22184.81285393636
0xae3985e1b18b258e940365d8140fec972516ff04,2,6783.057565971757,21,7505.083597903427,7554.632223771158,29805.514387045765,3.2857142857142856,alwayslaugh,Lumbering-Politics-Pneumonia,0.747409686031575,722.0260319316703
0x3663ed135115e034de3a9ad8cdca8493e8d68950,2,6660.674298688681,7,5609.810494835223,5610.498455266041,18290.7019651803,3.857142857142857,Nikos888,Several-Morning,0.9970478778177339,-1050.8638038534582
0xaae20e7083e9ba59cdc9349f692399382f432383,2,3567.5009849779176,5,4051.569547983078,4056.8255689499274,8045.938421014522,3.8,120x,Wobbly-Schnitzel,0.8117298991446026,484.0685630051603
