wallet,n_hours_top10,pnl_in_top10_hours,n_hours_active,pnl_48h,pnl_incl_rebate_48h,volume_48h,markets_per_active_hour,name,pseudonym,taker_share_48h,pnl_outside_top10_hours
0x0093ab0b05cae7311654d83c1a66890ab64ec0b8,1,2191.7148940022657,10,1794.281313028323,1797.3594962564675,4273.7668429845535,1.7,sbl999,Quick-Witted-Hydraulics-Nobody,0.88083932144335,-397.43358097394275
0x409a9bf06267b54426dba8f6f62738d8ff838470,1,1242.2937100295915,2,1748.9953100295916,1754.4265724854808,4993.405144970409,1.5,erwgrwegr,Electric-Incentive,0.8018329544110145,506.7016000000001
0x89df6d298d61bf73cf9bd8bf2273466c990aab14,1,1742.0425650475777,1,1742.0425650475777,1750.7515805558187,3815.3041329524226,3.0,gerwew,Short-Term-Adrenaline,0.5100102461440845,0.0
0x84389cfc4a652ea14d8d8be969769b1f69de3680,1,695.0202699877984,36,1705.6187020365344,1705.6187020365344,26850.592241963466,2.611111111111111,Atomforge,Sardonic-Mink,1.0,1010.598432048736
0xe8d68fd271ad704a55f9bb0e4fc6276ee9adc964,1,535.8723989965576,48,1628.3448639527314,1628.3448639527314,18906.67608104727,11.166666666666666,Little-big,Rubbery-Chiffonier,1.0,1092.4724649561738
0x31393e2f8333d4a6e2e31ca6424defe8b6cb9e2e,1,668.0081670020476,48,1620.7925820143105,2104.430592589521,116766.70869998568,20.833333333333332,hot-garbage,Wooden-Hearsay,0.27151740896843557,952.7844150122629
0x86b14772a4da70f3e6d5eee06933ebef143efc87,1,478.5166260017393,48,1439.7634220430125,1850.8180310675446,108085.103147957,10.729166666666666,machinelearned,Fitting-Entree,0.0037416913915175767,961.2467960412732
0xd9013df863c1ba932780857b020dfdeacedf8e14,1,976.8123630072806,48,1415.0040760124634,1418.6728609740078,10349.378091987537,6.729166666666667,PoopStreet,Dear-Colonial,0.9261289632857324,438.1917130051828
0x3387ac6178b871d26dc701ba458105b513acbe96,1,429.7513439974722,48,1308.43418302735,1575.602657997646,41796.54300097265,13.333333333333334,sfkjbsr457,Even-Bladder,0.0,878.6828390298778
0xc1b4bfdc36eaa5c09e7231c61e5e44c5463f624f,1,391.0815369955369,48,1299.7339431400085,2119.052230446261,158991.82627586,11.9375,sir-upalot,Nice-Trapdoor,0.0,908.6524061444716
0x9f1a9b421e58a34435f4cb697fffe6c9ed487dd7,1,1109.4418939936875,4,1267.0888939963793,1279.0035186027483,6821.1561979922635,2.75,RTBnew,Fluid-Bite,0.11424945821255111,157.6470000026918
0x32055cfcbcfcd9339df067891918d3a041233467,1,1146.2792619568777,4,1249.6397669782657,1249.7974208490646,2443.0533890221686,1.75,Wuwux,Mortified-Miracle-Wax,0.9531298003904661,103.36050502138801
0xb4125e29809f36749a67cc04880da9db1f59e794,1,1443.9504979910585,48,1244.450457885375,1244.450457885375,12493.925541085297,5.979166666666667,paperispols,Medical-Promotion-Supporter,1.0,-199.5000401056834
0xcd9bf7f6f56f4c3ba15416a8adb39c3a3e9a9b52,1,1380.5363200517002,12,1228.0574599536362,1228.0574599536362,339.907600046364,1.0,0xCd9bf7F6F56F4c3BA15416a8ADb39C3A3E9A9b52-1774948389102,Favorite-Crew,1.0,-152.47886009806393
0x89b49405e761b7357398a8a2b91a9fbaa96f4f46,1,630.6429999593887,44,1187.8207839704187,1187.8207839704187,7229.412679029581,3.590909090909091,0x89B49405e761b7357398A8A2B91a9FBaA96F4F46-1770905549748,Pure-Light,1.0,557.17778401103
0xa9642d9fd27ef5fad95048d98ee9bc4b7bd54c98,1,1116.191993957133,1,1116.191993957133,1116.191993957133,4377.861193019187,4.0,ric88888,Icy-Intuition-Outcome,1.0,0.0
0x80ba7656a65e35b069984891291e8cf5bac8d2df,1,929.91363003148,1,929.91363003148,929.91363003148,65.19069996852,1.0,wsdsg99,Nutty-Dagger,1.0,0.0
0xa4f844fc93bb479ea3f356b43839b0be4055e6a0,1,1022.7630999998644,40,908.3533219904975,910.2577591676388,686.4083580095025,2.175,netts,Enraged-Unit,0.7379869345999844,-114.40977800936685
0xcd30457c790d8b35a08bcf3f894ad6bb52bc2dd0,1,503.8156019961567,48,895.9913600361164,1584.430966228688,148764.88544596388,11.791666666666666,,,0.003264943636023673,392.17575803995965
0x9faaee843209aaf70510055c56c39c868f2a9f4e,1,494.21620406400905,4,817.3587279406969,817.3587279406969,5633.166960110737,3.0,0x9FaAEe843209aAf70510055c56c39C868f2a9F4E-1783106180420,Unlucky-Host,1.0,323.14252387668785
0x47bc998acdacbed22ccc5927402a47a271b01ff6,1,619.720863069879,17,811.0216221517081,811.0216221517081,20969.023548059555,7.9411764705882355,saskatoonrider,Legal-Normalisation,1.0,191.30075908182914
0xa0ad5b5b7f0d1ef5eed2be79d3202481d22ed732,1,589.1567009625754,3,798.08097893361,798.08097893361,6801.718699078609,3.3333333333333335,wwwjjjyyy,Hideous-Cushion,1.0,208.9242779710346
0x6daae04265d65cb2aae7fe6db4210568de7d954a,1,1299.2976429981804,25,782.0972909803586,782.0972909803586,3072.275684014577,1.72,0x6daae04265d65cb2aae7fe6db4210568de7d954a-1783406213213,Well-Made-Birch-Allergist,1.0,-517.2003520178218
0x409934d776f3163b075c24c0495369ad9265bbf5,1,522.1903490096993,5,686.1748590134243,693.7506314202866,3448.563854007154,4.0,0x409934d776f3163b075c24c0495369AD9265BBF5-1757874734409,Purple-Teapot,0.3998910440371592,163.98451000372506
0xbd0d0c4bfc88dad382674c9d5ae483dae8261fb4,1,1283.3504632321387,26,684.5214665178048,687.3605999815395,36479.547375071896,3.0384615384615383,Perfectly-Spherical-Gum-Boat,Spherical-Casement-Violence,0.7625924576035817,-598.8289967143339
0xb588f6e481fbb374f60b170edf5b0bf8a54d2c11,1,543.6094400026568,8,622.5287600321532,626.855380414526,3472.606280967847,1.375,wuhua2000001,Complicated-Jicama,0.8022487361260026,78.91932002949636
0xc15bf33ebcd06607caa8ccc5ea50b43e7a867823,1,1210.5359901332079,4,586.2842201131529,586.2842201131529,9192.797597983807,3.25,publictrader,Unsteady-Pilgrimage-Citizenship,1.0,-624.251770020055
0x66b23cd8bcb651e11b70f6f340ce154864870fdf,1,571.972389991595,1,571.972389991595,572.6302527131356,708.823900008405,2.0,donaldbush,Grimy-Vibrissae,0.845836603423355,0.0
0x09a7987daa6b37e117f2cfef385f51789667ba39,1,413.30009000052434,48,568.2380230894828,908.6301753730229,50174.359894910514,10.666666666666666,yoyoyoyoyoyoyoyoyoyoyoyoyoyoyo,Naive-Likeness-Downstairs,0.0,154.93793308895846
0xe349bbbc5c179ed7f8f13ab5502381980f532147,1,540.735285994342,47,559.5161530265032,568.3944927299252,23266.719297965254,5.617021276595745,noisyduck,Clean-Felony,0.9461196161373422,18.780867032161154
0xcc1b7ab9a04f80d051b2c25cc1f0e7729fc35f73,1,561.1663730243054,2,554.8468030244014,554.8468030244014,603.6399999755986,1.5,linalla3,New-Criticism,1.0,-6.319569999903933
0x14e3bfabbe01a8c76f1eb7b756620b50bc0fea3a,1,488.16059902702216,37,539.5242450642721,646.1129912660043,16459.58106496493,5.054054054054054,gudwin,Spiffy-Sitar,0.08678984564558782,51.363646037249964
0xad5c4c9f52ebf51d4a78ca9aed2a1098163c664a,1,493.0383580228745,1,493.0383580228745,493.0383580228745,1699.9999989771254,3.0,Orubin25,Athletic-Entrepreneur,1.0,0.0
0x61228f69f8fe2b61eec3e42c63035d4656042c55,1,541.1903800321039,9,474.16184996415586,474.43131814557677,5227.325400035844,1.2222222222222223,hhhh22222,Scared-Chauvinist,0.6523435675178096,-67.02853006794805
0xc6e3fec2e1a29e7a03e1f2d57f4e4eee39dc8b84,1,577.2931529956944,19,445.82782100442927,533.8418052686482,14922.12931500157,6.631578947368421,Parad0X,Remarkable-Boutique,0.05576919878017007,-131.46533199126515
0x49f25611eeeff52d582180ade9acda9113f5b3c3,1,905.1555230000081,19,438.5284928437074,438.5284928437074,24466.019824112616,5.631578947368421,ethyydsz,Humble-Heating,1.0,-466.6270301563007
0x5e3038ffeada3119a345dcb3bd31d49c077d1613,1,1518.2213250212158,32,395.28027308010155,397.54372795733,46391.953093013006,4.875,ROBERTSIMON1987,Virtuous-Reef,0.7886091801236599,-1122.9410519411142
0x12390f4098dcd87de380db7c11c65cf7af2143b6,1,3379.5939060188716,2,394.12329205559445,414.951609914684,4746.832448944406,1.0,BlagmanDepend,Fine-Force,0.5122932873890897,-2985.470613963277
0xd406af105f5a98b9164eefa087c6668139f1e83a,1,725.8404440192685,3,386.423546021209,386.423546021209,1404.999992978791,2.0,ballam,Agile-Valuable,1.0,-339.4168979980595
0xba17aaa8ed37ad40567a3f62fb49a41dccf392b4,1,383.800684,48,363.3174459999998,371.5669023168145,3609.236944,8.729166666666666,0xbA17aAa8ED37Ad40567A3f62fB49a41dCCf392b4-1760057257023,Past-Misrepresentation,0.060291137261505326,-20.4832380000002
0xce7dcb6660be8984aabd0fdd85abcc295a7f9bc1,1,1093.5268159198345,13,318.5467248724192,338.95672807178795,18077.07235514069,2.3846153846153846,babadok,High-Front,0.7717883750231254,-774.9800910474153
0xf971c6a47d0306fa2c2a33dab11180dad66bc417,1,1000.0,2,296.48759999970684,309.9023783412907,1999.9869660002933,3.0,George003,Enormous-Ape,0.0520003388862009,-703.5124000002932
0xfaac0e43b72980b38d6a090b5df321e5c1586968,1,1723.8546610303138,11,285.6556110075269,285.6556110075269,10379.035935745189,1.9090909090909092,Alexjwross,Intrepid-Misunderstand-Kiss,1.0,-1438.1990500227869
0x71ebf9ee9f173b02e3ee5db7ee4047d1079bb6f1,1,484.7977759976476,47,176.28437600347036,176.28437600347036,10949.59079199653,4.382978723404255,0x71ebf9ee9F173B02E3Ee5dB7ee4047d1079Bb6f1-1774061299286,Bulky-Stepsister,1.0,-308.51339999417723
0x084569e774264b145bba800ae1c0caa64a12a670,1,492.50112602368864,2,167.135246030828,167.835024971696,2642.867383969172,7.0,Rainbowl,Darling-Excellence,0.9614055549594729,-325.36587999286064
0xa17ee7df121d43e1be5947b09c3e7c1a93f6efbc,1,714.2142020494629,3,153.900873053669,153.900873053669,19071.213161072086,8.333333333333334,jmanfrm4,Deadly-Blank,1.0,-560.3133289957939
0x4715177a5cd9a181a07014ac00de39d5e0ce4e3b,1,757.2276810602323,5,116.4822500614157,116.4822500614157,12878.174973871533,5.0,,,1.0,-640.7454309988166
0x2ed94d1a460379292d2e3b46f2cf7d94b033f271,1,286.13334299910457,48,112.45374202719371,196.75537244952332,126330.5278009728,28.1875,Hsilverbasher,Peppery-Digging,0.7281756310312366,-173.67960097191087
0xb1f15179b4f230b83e28e35462123f9f77ff4341,1,475.7258909585776,9,111.66267792770391,116.98987377460797,10374.431145102963,4.888888888888889,Hero266,Disloyal-Codling-Lawyer,0.8378672238050342,-364.0632130308737
0xe2dcc25c3ee0127b7f0f6501d2950f2f47a9282c,1,313.65270302163754,5,81.3421710569001,81.3421710569001,1890.0966929275799,2.0,xamarin111,Jubilant-Tummy,1.0,-232.31053196473744
0x9e39feb80804711a5716265bdd5c52e409072a11,1,433.54168199523815,13,72.65387292946912,72.65387292946912,9727.139292073363,4.615384615384615,0xcEFd4A721AFD6F2B348DD6fcaF4B68E2c9B56541-1774645803929,Growling-Leading,1.0,-360.88780906576903
0x94463d93504c83310605800d63897e53e9c4bcaa,1,556.9859070245192,19,59.50553399957411,59.50553399957411,39940.98587001403,6.315789473684211,eason1024,Difficult-Boyfriend-Junker,1.0,-497.48037302494504
0x61fc08ca58fd4f391346e5f7732d0ec8d1077efe,1,919.9887839901008,4,35.125658990177726,42.90365367491279,3897.715388010024,1.0,zy999999999,Triangular-Psychology-Pouch,0.20153705999581817,-884.8631249999231
0x4646370c2935618a1a14a32114686591c27b9faa,1,730.1878000597287,4,15.602039990421872,15.602039990421872,3675.823599144626,2.5,,,1.0,-714.5857600693068
0x87ccad87a668a921d1e30ebf71850887ccd5da77,1,431.3714560137561,36,-26.73197294967835,-26.73197294967835,4378.183178949678,1.9444444444444444,blockbunny,Hairy-Heel,1.0,-458.10342896343445
0xcfee842b3f5f3bd2f5ae78c010a96f71dcf50e19,1,588.3580999839951,6,-97.20534301017284,-97.20534301017284,4960.506929957271,3.5,,,1.0,-685.5634429941679
0x9cd5100cbc931825db7e9e3278bfa3f73208fe6e,1,980.4687370433295,9,-209.14605287326387,-209.14605287326387,16266.57704482906,3.888888888888889,Fakhar00777,Pertinent-Reactant-Polyester,1.0,-1189.6147899165933
0x2ccee10e7b6258e11f380018e0f9961d18016e85,1,346.33766500150756,8,-270.0719169891701,-262.6564572528921,4042.2022739907466,3.25,SingW,Rash-Consul,0.5485356124447177,-616.4095819906777
0xf363b411bcfadc7a20d89a08bc9a17b0b5d1c197,1,525.72308996814,14,-308.31911001110427,-308.31911001110427,6999.999986011104,1.0,Telawin,Remote-Kingdom,1.0,-834.0421999792443
0x3c319770716acf1dc41465ff650f83d5326480cc,1,582.8295830531025,37,-474.75800889770557,-474.75800889770557,4640.999979897705,3.054054054054054,20260904-liu,Wild-Path,1.0,-1057.587591950808
0xac37a8cd31274e19d0d2b177825057e7ecb5b46b,1,319.2883000066239,36,-493.21043501435474,-493.21043501435474,22151.593950029855,3.5,,,1.0,-812.4987350209786
0xf58a0c4bf10146c27f222728131e74b37cb1b6e6,1,1247.1560930233868,2,-566.0210469159622,-566.0210469159622,4123.079997915962,1.0,Jimmi67,Pleasing-Redhead-Digit,1.0,-1813.177139939349
0x8759a2e469644c09e9ed119d230de3a0cf28d94f,1,665.674016985884,20,-827.4515049077258,-804.5458078356621,29746.484316907725,8.3,klpo,Joyous-Internet,0.857107156876476,-1493.1255218936099
0x21a1e624a7153831c2c36848c67a21da33ecca28,1,523.5301139543158,7,-835.326821954186,-835.326821954186,12058.180897842227,2.7142857142857144,Nat26,Barren-Quiver,1.0,-1358.8569359085018
0x987d5f59b2c190a860ff80d62105c6af3953c90b,1,894.113437042335,29,-1084.8483469002674,-1084.580280932054,6655.269070900267,10.275862068965518,greatrise,Nice-Laundry,0.9958903883962383,-1978.9617839426023
0x13308675338f4aa9d31b3da39c7cea6dc57bfbf7,1,464.2933590060493,15,-1097.9832510507035,-1097.9832510507035,13995.360739050704,4.133333333333334,pendantquetudorsjsuisreveille,Lucky-Cleric,1.0,-1562.2766100567528
0x3089fcf3fe5b67ec287654b4d627bcd1d51135e4,1,482.4790329844511,48,-1339.98469289379,-1339.98469289379,114181.36625489379,11.375,13897651,Favorable-Idea-Chance,1.0,-1822.4637258782411
0xdfddd5c3b996c4176d72c3ca7859f10a7c825585,1,407.6961360156341,14,-1424.577753998358,-1422.124168948153,6725.180686999948,2.5,thismonth,Virtuous-Plaster-Licensing,0.7092565997846044,-1832.273890013992
0xae7327b1dd33a76918d12489128942e8a2b5a5e9,1,468.2523229945307,43,-1515.6167360483187,-1515.6167360483187,37344.87347304832,10.813953488372093,BottleUp,Optimal-Milk-Hole,1.0,-1983.8690590428494
0x3048d65321be3497164cdfc2996f94f98a2e7537,1,426.5870220008008,48,-1540.3079459834926,-1034.9431038880116,405703.8496489835,11.875,x-MoneyForWhiskas,Flashy-Gold,0.7952703022886789,-1966.8949679842933
0x3dc09f1dda5f7ca9438ca070356259913bdeadd1,1,1563.0312670445926,6,-1577.5550318898097,-1577.5550318898097,47046.90039788981,11.0,0x3dc09f1DDA5f7ca9438ca070356259913Bdeadd1-1788677722175,Unripe-Shadowbox,1.0,-3140.5862989344023
0xf95d1eb4da78e0e84302f9987659fc16b2c7a6ea,1,774.4490240017907,34,-1642.267296970367,-1586.605870514707,4042.088475970367,10.617647058823529,0xF95d1eB4da78E0e84302f9987659FC16B2c7A6eA-1788839897918,Bad-Main-Verification,0.0,-2416.7163209721575
0x9152315d078354c5d27f93d26515a69fb41cabfb,1,371.44411497775616,16,-1799.6941701109201,-1799.6941701109201,41698.566971907596,7.625,0x9152315D078354C5d27F93d26515A69Fb41caBfb-1772811069668,Total-Museum,1.0,-2171.138285088676
0x629da223adfc9957329e02de95ae3d263f92756c,1,433.209775994012,48,-2007.0695699699318,-1957.2674198519694,38052.66651996016,11.291666666666666,jackinv1lvl2,Near-Failure,0.6983544156106419,-2440.279345963944
0xddb6e6246546230503f153506ac1e9914978b9b3,1,423.95386999883846,39,-2318.944115065907,-2285.883905287808,28715.23721404346,10.820512820512821,baseinv3,Physical-Enjoyment,0.6970922019845853,-2742.8979850647456
0x29313474cc4e8dd00406bd2dbd69a0d92e5d365b,1,1651.3517391389043,3,-2351.929858908926,-2351.929858908926,33905.31651022174,7.666666666666667,gndzk,Measly-Tie,1.0,-4003.28159804783
0x1b7d3c861b413522b31fbedd91af6367db8de31c,1,554.2460130417794,2,-2624.995546218135,-2624.995546218135,16410.22990000934,6.5,annonnn,Hilarious-Meridian,1.0,-3179.2415592599145
0x8b785dada86cdd3b9f729c61ef9313161d58c095,1,396.11545000234815,39,-3532.234472045854,-3357.0671087540986,29946.57334904117,19.307692307692307,simon8445,Slushy-Teriyaki,0.11698757454546772,-3928.349922048202
0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,1,593.1145849900365,43,-3754.598916959835,-2828.053198230367,212853.64517595983,15.116279069767442,l5Zn1bWoM8eTsK,Noisy-Colonisation,0.12664133515649068,-4347.713501949872
0x32442e90e903184469e9c0cd1921b2b8be613e5e,1,471.42221999759676,42,-3765.053987032896,-3765.053987032896,16199.0879940288,4.476190476190476,0x32442E90E903184469E9C0Cd1921B2B8bE613E5e-1779673335842,Quintessential-Surname,1.0,-4236.476207030493
0xcfddfb6e1b321fcfdcb6f9aa09b11990142ce5da,1,606.936238007209,43,-3893.997740938712,-2912.875750528812,225117.27961893872,11.55813953488372,trdyugiolkw,Deadly-Champion,0.1325479859231811,-4500.933978945921
0x140284c868108be70fc65fe92d71899bcc804853,1,634.1166280526372,11,-3957.6695860067994,-3957.6695860067994,12377.819394075359,2.1818181818181817,Eth15,Rubbery-Wealth,1.0,-4591.786214059437
0xc8008c1143351e21a58287163734737632ab4117,1,745.11372,37,-4113.53681700404,-4104.651966948195,20763.04192500404,2.5675675675675675,moon-k58-lad,Selfish-Livestock,0.9064421758614001,-4858.65053700404
0x90e33303022844d772e3f67df0f9d3b2de4034ad,1,472.00720000399997,41,-5064.347756016118,-5055.9094829823025,22351.25516701612,2.341463414634146,tlfd1,Adorable-Feed,0.932860203340412,-5536.354956020118
0x21e38bf9e464ad267172161489a9727be8a3feb2,1,1399.2223150118002,4,-5323.868450908611,-5321.329463617046,16541.304898816612,8.0,Letsrock,Knowing-Snowman,0.942300344148649,-6723.090765920411
0xce25e214d5cfe4f459cf67f08df581885aae7fdc,1,1181.5221079805995,46,-5332.31279311365,-5203.369822732443,330086.47753011365,30.434782608695652,0xcE25E214D5cfE4f459cf67F08DF581885AAE7Fdc-1777575398144,Agile-Spacing,0.925359709160617,-6513.834901094249
0x56991cfb6c8062e5a06ae10ccf240463bdfac4b4,1,1798.5056169880127,19,-5444.665453953995,-5414.07707202562,52914.16122488908,5.578947368421052,hil.bilyhim,Adept-Pouch,0.7146308728997418,-7243.171070942008
0xae3db1cc155e1b2a5420e256c42cd1649b5a6b95,1,446.1332240350614,47,-5705.675683004315,-5702.23588738146,154209.81061802176,32.723404255319146,suspiciouslyLucky,Agitated-Conscience,0.9948715385562317,-6151.808907039376
0x21fe8f1e749083b1d9eb5c8e96845cc94fe4c3cc,1,621.6661340209971,19,-6613.905372343903,-6613.905372343903,19484.953190340224,4.368421052631579,CGonion,Another-Hectare,1.0,-7235.5715063649
0x5f3017816537dcc354da8f2494ed98c047153aee,1,1304.480133941904,13,-9433.759538173375,-9433.759538173375,28636.39454504721,3.6923076923076925,0x5f3017816537Dcc354da8f2494Ed98C047153aEE-1772028862815,Immense-Sitar,1.0,-10738.23967211528
