hour,rank,wallet,name,pseudonym,pnl,pnl_incl_rebate,fees,rebate_est,volume,n_markets,n_trades,win_rate,taker_share,first_t_rel_median,t_rel_median,assets
2026-09-23 21:00:00+00:00,11,0xb4077d7ecb09e5478305fb0c71bc176a5eda252c,0xB4077D7ecB09E5478305fB0c71Bc176a5EDa252c-1772320937442,Expensive-Arrest,847.5685710306493,847.5685710306493,168.55292,0.0,11088.527184059587,7,71,0.5714285714285714,1.0,32.0,104.0,btc
2026-09-23 21:00:00+00:00,12,0x71246529fd8c3887724b178844ba1bb94defcc9c,Understandable98,Pointed-Dose-Formamide,-2427.4806790958723,-2427.4806790958723,270.21288,0.0,8042.732198813516,2,12,0.0,1.0,40.0,43.0,btc
2026-09-23 21:00:00+00:00,13,0x41e2e1ccf1e4940029af02259a31c6b89b9fa354,norm1e69,Improbable-Harmonica,316.1320979991402,319.71294324273634,187.07252,3.580845243596114,7847.79683000086,40,584,0.525,0.9309880533693645,32.0,187.0,"btc,eth,sol"
2026-09-23 21:00:00+00:00,14,0x5e4aa0f176014729f5168e821ce614484fbebe6b,THG.,Illiterate-Pod,104.91358004319989,105.00812337793454,7.22022,0.09454333473465287,7437.8661999568,11,11,1.0,0.9092239653351224,253.0,253.0,btc
2026-09-23 21:00:00+00:00,15,0xae3db1cc155e1b2a5420e256c42cd1649b5a6b95,suspiciouslyLucky,Agitated-Conscience,-153.68691000582288,-153.68691000582288,159.21743,0.0,7027.763050001823,41,342,0.5121951219512195,1.0,104.0,183.0,"btc,eth,sol"
2026-09-23 21:00:00+00:00,16,0xe29042f5d913dcc4015aab3455c13c58514ca33f,stepahead,Windy-Turban,369.55328800467885,407.7994695159318,0.0,38.24618151125294,6552.474279995321,12,935,0.75,0.0,-27.0,109.0,btc
2026-09-23 21:00:00+00:00,17,0xaa1a4f31c010d4a63fc49770d4ca2d69ea370602,hdueilqhsdn,Downright-Scheduling,456.2905580024433,492.62686160470093,0.0,36.33630360225766,6488.580601997557,12,407,0.5833333333333334,0.0,18.0,149.0,btc
2026-09-23 21:00:00+00:00,18,0x3725d52f3c252e8374999cc8617292ea2608ad88,almach,Rural-Wharf-Parable,482.24339101313296,518.1453468877277,28.28444,35.90195587459462,6220.133209986867,21,237,0.47619047619047616,0.12528140052433914,50.0,133.0,"btc,eth"
2026-09-23 21:00:00+00:00,19,0xc2ad03f79ca3f3c17d8c7de2612ce0c89b7d40ed,bosona,Impolite-Sister,993.231874044576,1028.0015192413036,28.533929999999998,34.7696451967277,6197.718541955424,23,150,0.4782608695652174,0.14341430543705913,64.0,192.0,"btc,eth"
2026-09-23 21:00:00+00:00,20,0x4c9497941333332d29f1c235dd23200f3623ffad,,,-502.0475409924788,-471.25134486476475,0.0,30.79619612771405,6153.620153992479,12,579,0.25,0.0,13.5,130.0,btc
2026-09-23 22:00:00+00:00,1,0xa8278bd8002eddb9b26deb70d8331c23da45f959,JeroHJ,Imperfect-Deposition,2591.090427097918,2591.090427097918,150.96119000000002,0.0,25037.14251890208,8,24,1.0,1.0,169.5,185.0,btc
2026-09-23 22:00:00+00:00,2,0xb27bc932bf8110d8f78e55da7d5f0497a18b5b82,,,-768.8132179954408,-664.2331119521859,45.018119999999996,104.5801060432549,24389.73931399544,44,1861,0.38636363636363635,0.060814429990964904,10.0,176.0,"btc,eth,sol"
2026-09-23 22:00:00+00:00,3,0x48ac40fc545cf327edd5365435c3a9f385614a7e,BoneOhio,Warlike-Fallingout,270.75165501036787,271.9750456723788,15.26506,1.2233906620109434,23782.320120989632,15,116,0.8666666666666667,0.6993911995706751,184.0,260.0,"btc,eth,sol"
2026-09-23 22:00:00+00:00,4,0x21f4c1a1be34a39a7bc20985df4b7e5a39fb691d,CrouchPredictions,Vague-Hourglass,-14.814605000304937,65.86792574538106,2.7480200000000004,80.682530745686,17795.073392000304,16,2206,0.4375,0.022608774413924896,5.0,140.0,btc
2026-09-23 22:00:00+00:00,5,0xee65685de42f8de9a03b4c53ee77d56a20d2cfc9,0x50f7,Haunting-Cheese,-9.964072999732114,-7.8296109415393484,0.03715,2.1344620581927685,16738.28692299973,18,66,0.7777777777777778,0.029916366131347148,303.0,285.5,"btc,eth,sol"
2026-09-23 22:00:00+00:00,6,0xb4077d7ecb09e5478305fb0c71bc176a5eda252c,0xB4077D7ecB09E5478305fB0c71Bc176a5EDa252c-1772320937442,Expensive-Arrest,-2088.5770019709603,-2088.5770019709603,255.97218,0.0,15667.297921063544,7,104,0.5714285714285714,1.0,35.0,75.5,btc
2026-09-23 22:00:00+00:00,7,0x0cb038487586d1119b165466072e9baf666f3a90,,,-990.7571050377447,-958.8550646809098,216.45984,31.90204035683485,13807.27677104876,16,695,0.4375,0.5172805624511303,5.0,175.0,btc
2026-09-23 22:00:00+00:00,8,0x322b2e7c44237c9fed01d534cd1c96687d52aa0c,yguaihdkjls,Gloomy-Drawing,-312.1195449967778,-258.2678681516316,0.0,53.851676845146194,12297.941128996777,12,1049,0.5,0.0,10.5,176.0,btc
2026-09-23 22:00:00+00:00,9,0x9d57c42e847173d06841703825d3fe2299e456ea,Polkadot-Frog,Supportive-Matchmaker,-147.34726299372326,-113.629175168307,55.53554,33.718087825416276,12266.306530993723,29,1837,0.4482758620689655,0.3074813686145057,19.0,152.0,"btc,eth"
2026-09-23 22:00:00+00:00,10,0xb55fa1296e6ec55d0ce53d93b9237389f11764d4,0xb55fa1296E6ec55D0cE53d93B9237389f11764d4-1777575277609,Lively-Authenticity,455.1052699884635,455.40898718558907,247.85335,0.3037171971255987,9841.553783011537,18,261,0.6111111111111112,0.9947721669632276,31.5,166.0,"btc,eth,sol"
2026-09-23 22:00:00+00:00,11,0xd4fa2e10c74ab94bc23414989a516b07386ddcc8,quantbarbie,Clueless-Lime,-150.3134039990499,-105.84591208682204,6.50159,44.467491912227864,9272.11209299905,12,1150,0.5,0.019189004210686054,7.0,160.5,btc
2026-09-23 22:00:00+00:00,12,0x71246529fd8c3887724b178844ba1bb94defcc9c,Understandable98,Pointed-Dose-Formamide,458.3478379261435,458.3478379261435,185.77789,0.0,8797.169199662563,4,10,0.5,1.0,51.0,200.0,btc
2026-09-23 22:00:00+00:00,13,0x2277c18fb73d4cfbd61384be80ef9339a9496604,EVPLUS.AI,Bright-Jasmine,22.02591999999998,22.569196056793988,1.05419,0.5432760567940091,8450.16989,8,46,0.875,0.06334696307508204,297.0,298.0,"btc,eth,sol"
2026-09-23 22:00:00+00:00,14,0x41e2e1ccf1e4940029af02259a31c6b89b9fa354,norm1e69,Improbable-Harmonica,99.783619992956,101.34221809717211,183.32486,1.5585981042160997,6935.712087007044,40,547,0.425,0.9635192464991428,38.0,191.0,"btc,eth,sol"
2026-09-23 22:00:00+00:00,15,0x3048d65321be3497164cdfc2996f94f98a2e7537,x-MoneyForWhiskas,Flashy-Gold,-142.08302100279388,-132.9967374941383,162.58592,9.086283508655576,6670.245143002794,12,603,0.4166666666666667,0.7718722010401743,7.0,122.0,btc
2026-09-23 22:00:00+00:00,16,0xb1d30490fa2ec8dc55591e8c71d3d64b6e0fc279,hoodquant,Tender-Affidavit,71.62494699999982,72.37326954987516,3.24844,0.7483225498753389,6273.310488,18,98,0.7222222222222222,0.5999656927868608,95.0,227.0,"btc,eth,sol"
2026-09-23 22:00:00+00:00,17,0x5e4aa0f176014729f5168e821ce614484fbebe6b,THG.,Illiterate-Pod,74.95529999400003,74.95529999400003,5.5565,0.0,6175.488200006,9,9,1.0,1.0,250.0,250.0,btc
2026-09-23 22:00:00+00:00,18,0xaa1a4f31c010d4a63fc49770d4ca2d69ea370602,hdueilqhsdn,Downright-Scheduling,3.0272049883506043,26.186698609966903,0.0,23.159493621616317,6169.96749501165,12,448,0.5833333333333334,0.0,27.0,164.0,btc
2026-09-23 22:00:00+00:00,19,0x4715177a5cd9a181a07014ac00de39d5e0ce4e3b,,,757.2276810602323,757.2276810602323,104.72022,0.0,6123.0573929628235,9,25,0.8888888888888888,1.0,52.0,160.0,"btc,sol"
2026-09-23 22:00:00+00:00,20,0x3884acd922095fc579938f2c6d1569decc38416d,Chepell-plus,Trim-School,15.065579999999997,15.27516470434967,0.0,0.20958470434967272,6050.51442,3,10,1.0,0.0,296.0,267.5,"btc,sol"
2026-09-23 23:00:00+00:00,1,0x48ac40fc545cf327edd5365435c3a9f385614a7e,BoneOhio,Warlike-Fallingout,481.17353618220443,483.21407752753964,24.25121,2.0405413453352215,42765.56442781779,24,161,1.0,0.6788766981859744,253.0,259.0,"btc,eth,sol"
2026-09-23 23:00:00+00:00,2,0xb27bc932bf8110d8f78e55da7d5f0497a18b5b82,,,-533.7382279996643,-377.50592117571614,38.64308,156.23230682394825,34154.268354999665,44,2520,0.5,0.047979926841524086,10.0,179.0,"btc,eth,sol"
2026-09-23 23:00:00+00:00,3,0x21f4c1a1be34a39a7bc20985df4b7e5a39fb691d,CrouchPredictions,Vague-Hourglass,-682.8293549942771,-571.3594979268204,4.90177,111.4698570674568,24328.241876994278,16,2995,0.375,0.01991132328625075,5.0,139.0,btc
2026-09-23 23:00:00+00:00,4,0xa8278bd8002eddb9b26deb70d8331c23da45f959,JeroHJ,Imperfect-Deposition,1775.6713219904211,1775.6713219904211,119.54452,0.0,21999.999814009578,7,22,1.0,1.0,181.0,182.5,btc
2026-09-23 23:00:00+00:00,5,0x0cb038487586d1119b165466072e9baf666f3a90,,,-397.5605320267806,-361.8831075171904,420.45105,35.67742450959015,19688.438388080835,16,937,0.5,0.6722492933770727,8.0,169.0,btc
2026-09-23 23:00:00+00:00,6,0x322b2e7c44237c9fed01d534cd1c96687d52aa0c,yguaihdkjls,Gloomy-Drawing,-974.6547580075195,-901.4150131978788,0.0,73.23974480964067,14750.21744400752,12,1183,0.25,0.0,9.0,146.0,btc
2026-09-23 23:00:00+00:00,7,0x9d57c42e847173d06841703825d3fe2299e456ea,Polkadot-Frog,Supportive-Matchmaker,-349.1511870111298,-314.1031200454877,74.19743,35.04806696564216,12965.901461012338,31,1504,0.5483870967741935,0.39178775307558344,53.0,163.0,"btc,eth"
2026-09-23 23:00:00+00:00,8,0x074a3a0ffc6e1077a9d7fcbd774029e0cc6ef0e0,ox123bs,Colorless-Discussion-Steamroller,2403.956344023495,2423.6440692444367,286.0932,19.68772522094174,12495.572300037817,5,517,0.8,0.7698528061816398,58.0,67.0,btc
2026-09-23 23:00:00+00:00,9,0xb55fa1296e6ec55d0ce53d93b9237389f11764d4,0xb55fa1296E6ec55D0cE53d93B9237389f11764d4-1777575277609,Lively-Authenticity,-618.3510490146967,-614.4214358507498,261.8719,3.9296131639468723,12113.150612014697,21,439,0.38095238095238093,0.9258871468081188,40.0,220.0,"btc,eth,sol"
2026-09-23 23:00:00+00:00,10,0x64071a44d1f42709c82934bbefe3f292661493aa,smash-to-net,Rotten-Democracy,2906.8593539768026,2906.8593539768026,404.1144,0.0,11809.664067023197,5,247,0.8,1.0,56.0,73.0,btc
2026-09-23 23:00:00+00:00,11,0x9595b9d67a821bebac4627a1f5c9a5540dc42008,ghuhkhh6769vggvuyyug.,Mundane-Junker-Penicillin,2195.8126500193716,2203.800659559172,328.67766,7.988009539800248,10774.551581980628,5,352,0.8,0.9047944655331833,58.0,77.0,btc
2026-09-23 23:00:00+00:00,12,0x41e2e1ccf1e4940029af02259a31c6b89b9fa354,norm1e69,Improbable-Harmonica,-34.6549209940095,-31.5603475817672,243.29663,3.0945734122423008,10068.37475699401,40,692,0.35,0.9482381539645606,41.0,188.0,"btc,eth,sol"
2026-09-23 23:00:00+00:00,13,0xee65685de42f8de9a03b4c53ee77d56a20d2cfc9,0x50f7,Haunting-Cheese,34.32415899999963,35.815539167262756,0.65723,1.4913801672631195,8634.288611,9,54,0.7777777777777778,0.10978277918488727,856.0,297.5,"btc,eth,sol"
2026-09-23 23:00:00+00:00,14,0x3048d65321be3497164cdfc2996f94f98a2e7537,x-MoneyForWhiskas,Flashy-Gold,-250.35360599746417,-238.88276905017864,219.38079,11.470836947285495,8589.778201997464,12,701,0.5,0.7792304693550222,7.5,115.0,btc
2026-09-23 23:00:00+00:00,15,0xcfddfb6e1b321fcfdcb6f9aa09b11990142ce5da,trdyugiolkw,Deadly-Champion,-224.56984199798413,-189.8441435273904,22.98762,34.72569847059372,8344.966324997984,13,541,0.46153846153846156,0.12605472281573366,41.0,661.0,btc
2026-09-23 23:00:00+00:00,16,0x87e3bbacf3b9a5f86fa1e9c8f01e4d1fc16f3cd2,0x87E3bBaCf3b9a5F86fa1e9c8F01e4D1FC16F3CD2-1780223149144,Bumpy-Employer-Combat,97.90546000966236,97.90546000966236,7.25979,0.0,7870.899749990338,5,5,1.0,1.0,244.0,244.0,btc
2026-09-23 23:00:00+00:00,17,0xaa1a4f31c010d4a63fc49770d4ca2d69ea370602,hdueilqhsdn,Downright-Scheduling,-400.0559919997772,-365.26146297279223,0.0,34.79452902698495,7608.758669999777,11,523,0.36363636363636365,0.0,20.0,139.0,btc
2026-09-23 23:00:00+00:00,18,0x4c9497941333332d29f1c235dd23200f3623ffad,,,116.29333101244481,154.0478135948258,0.0,37.75448258238099,7400.003877987555,12,754,0.5833333333333334,0.0,10.0,110.0,btc
2026-09-23 23:00:00+00:00,19,0xae3db1cc155e1b2a5420e256c42cd1649b5a6b95,suspiciouslyLucky,Agitated-Conscience,-458.38116399577126,-458.38116399577126,153.10093,0.0,7086.629857995654,42,391,0.5714285714285714,1.0,82.5,157.0,"btc,eth,sol"
2026-09-23 23:00:00+00:00,20,0x4715177a5cd9a181a07014ac00de39d5e0ce4e3b,,,-395.2404859857841,-395.2404859857841,123.80099,0.0,6266.048484886478,8,25,0.5,1.0,49.5,160.0,btc
2026-09-24 00:00:00+00:00,1,0x664a25f165a0150ce687410470f3352f5783fc5f,itsonlyamatteroftime,Satisfied-Fan,-40026.3966249001,-39818.90035420404,0.0,207.49627069606083,56598.7332919001,6,372,0.3333333333333333,0.0,564.0,715.5,"btc,eth,sol"
2026-09-24 00:00:00+00:00,2,0x48ac40fc545cf327edd5365435c3a9f385614a7e,BoneOhio,Warlike-Fallingout,874.1535397115214,875.3985490656468,58.09285,1.2450093541253793,46178.36261028848,22,145,0.9090909090909091,0.8095966354588536,231.5,235.0,"btc,eth,sol"
2026-09-24 00:00:00+00:00,3,0xb27bc932bf8110d8f78e55da7d5f0497a18b5b82,,,-1170.5989939497074,-1029.9697500628586,139.14004,140.62924388684877,38595.39866794971,44,2612,0.5454545454545454,0.1632506485850575,10.0,239.0,"btc,eth,sol"
2026-09-24 00:00:00+00:00,4,0xa8278bd8002eddb9b26deb70d8331c23da45f959,JeroHJ,Imperfect-Deposition,1747.2916070549259,1747.2916070549259,121.70379,0.0,27999.743869945072,8,21,1.0,1.0,151.5,158.0,btc
2026-09-24 00:00:00+00:00,5,0x433f62d1f91768a0877171eee70e172f0bf7a0dc,penguinx,Mealy-Gift,-19768.777912021076,-19692.08776768823,201.9633,76.690144332845,22542.621279021077,4,234,0.5,0.3678463785287183,698.0,776.0,btc
2026-09-24 00:00:00+00:00,6,0x21f4c1a1be34a39a7bc20985df4b7e5a39fb691d,CrouchPredictions,Vague-Hourglass,-1147.4120699942255,-1065.0977205394072,5.88399,82.31434945481824,21668.271342994223,16,2664,0.25,0.04885448590901291,7.0,157.0,btc
2026-09-24 00:00:00+00:00,7,0x5b6331e7ff0831a3fe2ed12004747db1a9c911a4,neutralwave23,Monstrous-Dew,37377.400698263744,37459.79514481452,482.94300999999996,82.3944465507657,19860.273069736257,9,241,0.5555555555555556,0.5380832909067029,14.0,682.0,"btc,sol"
2026-09-24 00:00:00+00:00,8,0x10d57bd3327bcdf43bf0656e717aa56f9dbd5388,maxmaxi04,Quaint-Dreamer-Custody,-17681.8771109593,-17681.8771109593,373.26008,0.0,18903.5906289593,6,133,0.3333333333333333,1.0,690.0,721.0,"btc,eth,sol"
2026-09-24 00:00:00+00:00,9,0x074a3a0ffc6e1077a9d7fcbd774029e0cc6ef0e0,ox123bs,Colorless-Discussion-Steamroller,26786.59099158148,26828.917808096325,537.36004,42.326816514842264,16278.671705418521,4,224,0.75,0.6881341427726072,663.0,682.0,btc
2026-09-24 00:00:00+00:00,10,0x0cb038487586d1119b165466072e9baf666f3a90,,,-1459.3376819271966,-1436.2039318197144,281.04353,23.133750107482058,15970.691241947594,16,761,0.5,0.6015051039069425,6.0,152.0,btc
2026-09-24 00:00:00+00:00,11,0xcfddfb6e1b321fcfdcb6f9aa09b11990142ce5da,trdyugiolkw,Deadly-Champion,-467.5932319876476,-379.0475529845218,28.08687,88.54567900312574,15622.155791987647,11,1056,0.2727272727272727,0.07734620081157877,53.0,662.0,btc
2026-09-24 00:00:00+00:00,12,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,l5Zn1bWoM8eTsK,Noisy-Colonisation,-527.6225110023364,-439.94226178203166,27.07047,87.68024922030472,15486.269187002335,15,1002,0.6,0.07731488356159255,161.0,658.5,"btc,eth"
2026-09-24 00:00:00+00:00,13,0x8470248884a4b364829963afe634075d189070c4,Huiben888,Alert-Oncology,165.59947218071602,165.59947218071602,12.26588,0.0,12499.999847819283,5,5,1.0,1.0,197.0,197.0,btc
2026-09-24 00:00:00+00:00,14,0xfc369971792d08e095da0f6fdb23fa927c60ce29,gesinimen,Gullible-Percentage,141.85901001758424,141.98727447927868,9.829790000000001,0.12826446169446537,11861.061199982416,22,35,1.0,0.9228061060842213,195.5,200.0,"btc,eth,sol"
2026-09-24 00:00:00+00:00,15,0x9e3ed7b661a903fc97afcf49e0f014ebe869f882,0x9e3ed7b661a903fc97afcf49e0f014ebe869f882-1783406009396,Favorable-Pepper-Brushing,-365.67073802533696,-365.67073802533696,185.88336,0.0,10988.471235025338,20,80,0.55,1.0,57.5,138.0,"btc,eth"
2026-09-24 00:00:00+00:00,16,0x322b2e7c44237c9fed01d534cd1c96687d52aa0c,yguaihdkjls,Gloomy-Drawing,-233.4482749968173,-184.99106716343482,0.0,48.45720783338247,10074.830950996817,11,923,0.2727272727272727,0.0,13.0,134.0,btc
2026-09-24 00:00:00+00:00,17,0xae3db1cc155e1b2a5420e256c42cd1649b5a6b95,suspiciouslyLucky,Agitated-Conscience,-1511.417993003047,-1511.417993003047,146.27044,0.0,8229.258740991487,43,352,0.5813953488372093,1.0,46.0,210.5,"btc,eth,sol"
2026-09-24 00:00:00+00:00,18,0x41e2e1ccf1e4940029af02259a31c6b89b9fa354,norm1e69,Improbable-Harmonica,143.6767179983446,145.55634709651758,161.86565,1.879629098172979,7179.9431640016555,38,577,0.47368421052631576,0.9574652626039571,33.0,181.0,"btc,eth,sol"
2026-09-24 00:00:00+00:00,19,0xb55fa1296e6ec55d0ce53d93b9237389f11764d4,0xb55fa1296E6ec55D0cE53d93B9237389f11764d4-1777575277609,Lively-Authenticity,-886.4544379521428,-882.9155385695394,146.85365000000002,3.538899382603283,6859.740073952143,15,348,0.26666666666666666,0.9046060719583588,37.0,244.0,"btc,eth,sol"
2026-09-24 00:00:00+00:00,20,0xaa1a4f31c010d4a63fc49770d4ca2d69ea370602,hdueilqhsdn,Downright-Scheduling,-374.9176420089852,-340.5750228697584,0.0,34.342619139226706,6859.0367860089855,11,556,0.2727272727272727,0.0,13.0,136.0,btc
2026-09-24 01:00:00+00:00,1,0xb27bc932bf8110d8f78e55da7d5f0497a18b5b82,,,-479.429670066605,-230.40516008831025,50.9082,249.0245099782947,50055.750135066606,44,3738,0.38636363636363635,0.036001350157871884,10.5,209.0,"btc,eth,sol"
2026-09-24 01:00:00+00:00,2,0x21f4c1a1be34a39a7bc20985df4b7e5a39fb691d,CrouchPredictions,Vague-Hourglass,451.3526190019404,600.7859994211618,33.68947,149.43338041922135,32464.41120499806,16,4183,0.5625,0.04804126827232062,5.0,184.0,btc
2026-09-24 01:00:00+00:00,3,0x48ac40fc545cf327edd5365435c3a9f385614a7e,BoneOhio,Warlike-Fallingout,-3512.1597231192677,-3511.11508549084,21.8442,1.0446376284272798,26659.050100119268,17,117,0.8235294117647058,0.7240721228860629,223.0,281.0,"btc,eth,sol"
2026-09-24 01:00:00+00:00,4,0x9e3ed7b661a903fc97afcf49e0f014ebe869f882,0x9e3ed7b661a903fc97afcf49e0f014ebe869f882-1783406009396,Favorable-Pepper-Brushing,-8391.132278047859,-8391.132278047859,581.73766,0.0,19417.115146179924,25,139,0.4,1.0,53.0,172.0,"btc,eth"
2026-09-24 01:00:00+00:00,5,0xa8278bd8002eddb9b26deb70d8331c23da45f959,JeroHJ,Imperfect-Deposition,-10856.637334920977,-10856.637334920977,101.91056999999999,0.0,19093.05786492098,7,14,0.42857142857142855,1.0,163.0,176.5,btc
2026-09-24 01:00:00+00:00,6,0x074a3a0ffc6e1077a9d7fcbd774029e0cc6ef0e0,ox123bs,Colorless-Discussion-Steamroller,10023.887486834805,10075.733259040473,384.54043,51.84577220566846,18135.418712165196,4,858,1.0,0.6001317627629614,50.5,110.0,btc
2026-09-24 01:00:00+00:00,7,0x664a25f165a0150ce687410470f3352f5783fc5f,itsonlyamatteroftime,Satisfied-Fan,-14445.148269016981,-14351.611650434093,0.0,93.53661858288824,16916.467657012825,8,309,0.5,0.0,412.0,616.0,"btc,eth,sol"
2026-09-24 01:00:00+00:00,8,0x0cb038487586d1119b165466072e9baf666f3a90,,,-1847.3946150174027,-1816.2507934521964,268.30057999999997,31.143821565206256,16147.610119025478,16,879,0.25,0.6079543612739888,7.0,172.0,btc
2026-09-24 01:00:00+00:00,9,0x64071a44d1f42709c82934bbefe3f292661493aa,smash-to-net,Rotten-Democracy,1450.7937529811193,1452.8381433844947,458.94658,2.044390403375556,14261.20209201888,3,312,0.6666666666666666,0.978965779387762,20.0,104.0,btc
2026-09-24 01:00:00+00:00,10,0x4c9497941333332d29f1c235dd23200f3623ffad,,,-1003.1968509871547,-923.5280231449635,0.0,79.66882784219109,14238.645436987154,12,1453,0.3333333333333333,0.0,9.5,149.0,btc
2026-09-24 01:00:00+00:00,11,0xe9076a87c5ed90ef16e6fe6529c943baeca0cff6,suntori,All-Peasant-Drug,1739.41721390159,1739.41721390159,432.67221,0.0,13370.856121098963,24,158,0.375,1.0,44.5,153.0,"btc,eth"
2026-09-24 01:00:00+00:00,12,0x3048d65321be3497164cdfc2996f94f98a2e7537,x-MoneyForWhiskas,Flashy-Gold,-490.04622800101356,-469.3648323027903,304.55361,20.681395698223316,13245.680051001014,12,1116,0.3333333333333333,0.7412706982346825,7.5,151.0,btc
2026-09-24 01:00:00+00:00,13,0x9595b9d67a821bebac4627a1f5c9a5540dc42008,ghuhkhh6769vggvuyyug.,Mundane-Junker-Penicillin,1551.186023969607,1563.477134529734,360.93529,12.291110560126953,12904.784857030392,4,473,0.75,0.866520614168899,32.5,112.0,btc
2026-09-24 01:00:00+00:00,14,0xee65685de42f8de9a03b4c53ee77d56a20d2cfc9,0x50f7,Haunting-Cheese,-23.226574000000134,-22.29073414499088,0.015600000000000001,0.9358398550092573,11082.440974000001,8,50,0.625,0.02010901032749322,275.5,896.0,"btc,eth,sol"
2026-09-24 01:00:00+00:00,15,0x9d57c42e847173d06841703825d3fe2299e456ea,Polkadot-Frog,Supportive-Matchmaker,129.6516880229397,166.98854208456115,89.93386,37.33685406162148,10302.98598897706,30,1287,0.5333333333333333,0.40843529288328295,58.5,185.0,"btc,eth"
2026-09-24 01:00:00+00:00,16,0x2277c18fb73d4cfbd61384be80ef9339a9496604,EVPLUS.AI,Bright-Jasmine,-544.0015120103284,-543.8316141767051,16.11417,0.1698978336231321,9812.452300010329,19,130,0.9473684210526315,0.5006841765748158,278.0,281.0,"btc,eth,sol"
2026-09-24 01:00:00+00:00,17,0x41e2e1ccf1e4940029af02259a31c6b89b9fa354,norm1e69,Improbable-Harmonica,482.5596459935647,488.16365663477194,223.18077,5.604010641207194,9063.085073006436,40,752,0.475,0.9001622199601513,19.0,190.0,"btc,eth,sol"
2026-09-24 01:00:00+00:00,18,0xd4fa2e10c74ab94bc23414989a516b07386ddcc8,quantbarbie,Clueless-Lime,33.288909011866906,72.98884446354639,9.60551,39.69993545167947,8618.252461988133,8,1059,0.625,0.04571692402067408,7.0,136.0,btc
2026-09-24 01:00:00+00:00,19,0x322b2e7c44237c9fed01d534cd1c96687d52aa0c,yguaihdkjls,Gloomy-Drawing,126.7776580089635,178.12240907708733,0.0,51.34475106812384,8498.514629991036,4,776,0.5,0.0,17.5,140.0,btc
2026-09-24 01:00:00+00:00,20,0xc1b4bfdc36eaa5c09e7231c61e5e44c5463f624f,sir-upalot,Nice-Trapdoor,577.2504300107378,626.120155277346,0.0,48.86972526660825,8416.964569989263,12,923,0.5,0.0,16.5,154.0,btc
