slug,asset,duration,start,end,y,price_to_beat,final_price,cl_move_bps,tie_cl,volume,liquidity,fee_type,fee_rate,fee_exponent,twap_lookback_s,resolution_rule,n_hist_points,p_pre,p_pre_age_s,p_S,p_S_age_s,p_1m,t_1m,p_2m,t_2m,p_5m,t_5m,p_10m,t_10m,nowcast_1m,nowcast_2m,nowcast_5m,nowcast_10m,bn_open1m_S,bn_close1m_S,bn_close1m_E,bn_vwap1m_S,bn_vwap1m_first,bn_vwap1m_E,bn_ohlc4_S,bn_ohlc4_first,bn_ohlc4_E,bn_win1m,bn_open1s_S,bn_win1s,bn_twap60_S,bn_vwap60_S,bn_twap30_S,bn_twap60m4_S,bn_twap60_E,bn_vwap60_E,bn_twap30_E,bn_twap60m4_E,bn_first60_S,mom5_m60,mom15_m60,mom5_m30,mom15_m30,gap_m30,mom5_m0,mom15_m0,gap_m0_1m,gap_m0_1s,sigma_s,proxy_a_close_vs_open_1m,proxy_a2_close_vs_close_1m,proxy_b_vwap_last_vs_first_1m,proxy_b_ohlc4_last_vs_first_1m,proxy_b_vwap_last_vs_prev_1m,proxy_b_ohlc4_last_vs_prev_1m,proxy_b_twap60_last_vs_first_1s,proxy_b_twap60_1s,proxy_b_vwap60_1s,proxy_b_twap30_1s,proxy_x_twap60_1s_lag4,proxy_c_window_twap_vs_open_1m,proxy_c_window_twap_vs_open_1s
eth-updown-5m-1789690200,eth,5m,2026-09-18 00:10:00+00:00,2026-09-18 00:15:00+00:00,0,2443.960837,2442.015285,-7.963822063,False,,0,crypto_fees_v2,0.07,1,60,twap,21,0.495,17,0.495,47,0.605,1789690212,0.435,1789690272,0.005,1789690453,,,0.589465121,0.4094309557,0.001,,2446.48,2446.48,2444,2445.830702,2445.967783,2443.681461,2445.655,2446.065,2443.8675,2444.21,2446.48,2444.490667,2446.044167,2445.830702,2446.412333,2445.934,2443.867833,2443.681461,2443.966333,2443.875667,2445.9585,-0.00127943902,-0.0007727643883,-0.000613035608,-0.001139945823,0.0001692640249,-0.0004127528425,-0.000980520408,0.0002654359274,0.0001781629767,5.002164767e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
sol-updown-5m-1789690200,sol,5m,2026-09-18 00:10:00+00:00,2026-09-18 00:15:00+00:00,0,101.5341454,101.3632554,-16.8449698,False,,0,crypto_fees_v2,0.07,1,60,twap,21,0.505,15,0.505,45,0.37,1789690214,0.215,1789690274,0.005,1789690454,,,0.2796971357,0.216278137,0.001,,101.62,101.62,101.48,101.6287017,101.5689087,101.4813545,101.605,101.59,101.4675,101.496,101.62,101.4983667,101.6291667,101.6287017,101.6396667,101.6258333,101.459,101.4813545,101.4753333,101.457,101.5648333,-0.00108241093,-0.000196889152,-0.0004918113511,-0.0003934684292,0.0002099131492,-0.0004919081215,-0.0006886036375,-8.562583433e-05,-9.02012719e-05,6.360585537e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
btc-updown-5m-1789690500,btc,5m,2026-09-18 00:15:00+00:00,2026-09-18 00:20:00+00:00,0,76396.12077,76301.0856,-12.4475333,False,18182.46605,,crypto_fees_v2,0.07,1,60,twap,21,0.505,16,0.505,46,0.345,1789690531,0.175,1789690585,0.005,1789690753,,,0.2747533598,0.1429817571,0.001,,76472.34,76472.35,76360.93,76463.16484,76448.45928,76364.3214,76462.4025,76452.175,76365.26,76388.516,76472.34,76396.75557,76465.36617,76463.16484,76470.47267,76464.54317,76365.071,76364.3214,76361.32167,76365.64933,76446.83583,0.0008635692112,-0.0002092378519,0.0005037229628,0.0001407186567,0.0001275134526,0.0004229873959,0.0007239222195,0.0001201180257,9.132911767e-05,3.95225919e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
btc-updown-15m-1789690500,btc,15m,2026-09-18 00:15:00+00:00,2026-09-18 00:30:00+00:00,0,76396.12077,76258.83381,-17.98657611,False,16887.5007,,crypto_fees_v2,0.07,1,60,twap,31,0.505,18,0.505,48,0.415,1789690529,0.335,1789690583,0.155,1789690752,0.045,1789691052,0.3854428191,0.3062516831,0.09923121677,0.0106406933,76472.34,76472.35,76374,76463.16484,76448.45928,76326.36119,76462.4025,76452.175,76340.005,76360.002,76472.34,76361.26133,76465.36617,76463.16484,76470.47267,76464.54317,76325.2685,76326.36119,76343.15633,76321.40233,76446.83583,0.0008635692112,-0.0002092378519,0.0005037229628,0.0001407186567,0.0001275134526,0.0004229873959,0.0007239222195,0.0001201180257,9.132911767e-05,3.95225919e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
eth-updown-5m-1789690500,eth,5m,2026-09-18 00:15:00+00:00,2026-09-18 00:20:00+00:00,0,2442.015285,2438.947561,-12.57015825,False,,0,crypto_fees_v2,0.07,1,60,twap,21,0.505,15,0.505,45,0.325,1789690533,0.245,1789690586,0.0005,1789690754,,,0.2883909689,0.2409882811,0.001,,2443.99,2444,2440.88,2443.681461,2443.447065,2440.8452,2443.8675,2443.52,2440.9825,2441.736,2443.99,2441.900667,2443.867833,2443.681461,2443.966333,2443.875667,2440.900833,2440.8452,2440.975,2440.931167,2443.120167,-0.0002904521051,-0.00203956165,-0.001030746605,-0.00226052538,-8.157130899e-05,-0.00101421546,-0.001341162433,0.0001303436374,5.407947645e-05,5.197594067e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
eth-updown-15m-1789690500,eth,15m,2026-09-18 00:15:00+00:00,2026-09-18 00:30:00+00:00,0,2442.015285,2436.234376,-23.7007601,False,2076.188034,,crypto_fees_v2,0.07,1,60,twap,31,0.515,17,0.515,47,0.395,1789690530,0.395,1789690584,0.165,1789690752,0.03,1789691053,0.3862412077,0.3695864285,0.1666925398,0.02322419996,2443.99,2444,2440.38,2443.681461,2443.447065,2437.651863,2443.8675,2443.52,2438.985,2440.562,2443.99,2440.526156,2443.867833,2443.681461,2443.966333,2443.875667,2438.312,2437.651863,2439.012667,2438.172,2443.120167,-0.0002904521051,-0.00203956165,-0.001030746605,-0.00226052538,-8.157130899e-05,-0.00101421546,-0.001341162433,0.0001303436374,5.407947645e-05,5.197594067e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
sol-updown-5m-1789690500,sol,5m,2026-09-18 00:15:00+00:00,2026-09-18 00:20:00+00:00,0,101.3632554,101.1979188,-16.32461374,False,,0,crypto_fees_v2,0.07,1,60,twap,21,0.5,17,0.5,47,0.495,1789690531,0.295,1789690585,0.0005,1789690753,,,0.4200880398,0.2759098295,0.001,,101.48,101.48,101.27,101.4813545,101.4400965,101.2457403,101.4675,101.43,101.27,101.338,101.48,101.3616,101.459,101.4813545,101.4753333,101.457,101.2831667,101.2457403,101.2716667,101.2851667,101.4355,-0.001083583813,-0.002559308415,-0.001969667763,-0.002756449865,-2.628777224e-05,-0.001378631435,-0.001575423721,-1.334730239e-05,0.000206958742,6.13689093e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
sol-updown-15m-1789690500,sol,15m,2026-09-18 00:15:00+00:00,2026-09-18 00:30:00+00:00,0,101.3632554,100.8619255,-49.58145481,False,925.512842,,crypto_fees_v2,0.07,1,60,twap,31,0.5,17,0.5,47,0.485,1789690530,0.4,1789690584,0.205,1789690752,0.015,1789691053,0.45781921,0.3887519733,0.1657210542,0.001,101.48,101.48,101.01,101.4813545,101.4400965,100.9440462,101.4675,101.43,100.97,101.152,101.48,101.1703667,101.459,101.4813545,101.4753333,101.457,100.951,100.9440462,100.9583333,100.9476667,101.4355,-0.001083583813,-0.002559308415,-0.001969667763,-0.002756449865,-2.628777224e-05,-0.001378631435,-0.001575423721,-1.334730239e-05,0.000206958742,6.13689093e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
btc-updown-5m-1789690800,btc,5m,2026-09-18 00:20:00+00:00,2026-09-18 00:25:00+00:00,0,76301.0856,76287.17414,-1.823399364,False,40190.36648,,crypto_fees_v2,0.07,1,60,twap,21,0.485,17,0.485,47,0.425,1789690814,0.125,1789690873,0.055,1789691053,,,0.4663678796,0.1261587545,0.01319816563,,76360.92,76360.93,76358.57,76364.3214,76349.11843,76351.19363,76365.26,76345.1375,76351.6175,76339.338,76360.92,76339.1405,76365.071,76364.3214,76361.32167,76365.64933,76351.36167,76351.19363,76357.83133,76350.524,76355.03567,-0.00118301704,-0.0009215389658,-0.001413447588,-0.0008385472497,-8.931181438e-05,-0.001458059655,-0.0008524287075,-4.441178859e-05,-5.422783251e-05,4.106224017e-05,0,0,1,1,0,0,0,0,0,0,0,0,0
eth-updown-5m-1789690800,eth,5m,2026-09-18 00:20:00+00:00,2026-09-18 00:25:00+00:00,0,2438.947561,2437.724974,-5.014023236,False,2957.994872,,crypto_fees_v2,0.07,1,60,twap,21,0.535,18,0.535,48,0.535,1789690814,0.235,1789690873,0.025,1789691053,,,0.5157002256,0.1850815939,0.001,,2440.88,2440.88,2440.22,2440.8452,2440.737406,2439.501707,2440.9825,2440.4975,2439.86,2440.016,2440.88,2439.884033,2440.900833,2440.8452,2440.975,2440.931167,2439.6845,2439.501707,2439.934667,2439.661833,2440.643833,-0.001133979591,-0.002703870716,-0.001056390029,-0.002700172242,6.691498045e-05,-0.001277411287,-0.00270437959,1.425721122e-05,-8.535136683e-06,5.253027204e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
