slug,asset,duration,start,end,y,price_to_beat,final_price,cl_move_bps,tie_cl,volume,liquidity,fee_type,fee_rate,fee_exponent,twap_lookback_s,resolution_rule,n_hist_points,p_pre,p_pre_age_s,p_S,p_S_age_s,p_1m,t_1m,p_2m,t_2m,p_5m,t_5m,p_10m,t_10m,nowcast_1m,nowcast_2m,nowcast_5m,nowcast_10m,bn_open1m_S,bn_close1m_S,bn_close1m_E,bn_vwap1m_S,bn_vwap1m_first,bn_vwap1m_E,bn_ohlc4_S,bn_ohlc4_first,bn_ohlc4_E,bn_win1m,bn_open1s_S,bn_win1s,bn_twap60_S,bn_vwap60_S,bn_twap30_S,bn_twap60m4_S,bn_twap60_E,bn_vwap60_E,bn_twap30_E,bn_twap60m4_E,bn_first60_S,mom5_m60,mom15_m60,mom5_m30,mom15_m30,gap_m30,mom5_m0,mom15_m0,gap_m0_1m,gap_m0_1s,sigma_s,proxy_a_close_vs_open_1m,proxy_a2_close_vs_close_1m,proxy_b_vwap_last_vs_first_1m,proxy_b_ohlc4_last_vs_first_1m,proxy_b_vwap_last_vs_prev_1m,proxy_b_ohlc4_last_vs_prev_1m,proxy_b_twap60_last_vs_first_1s,proxy_b_twap60_1s,proxy_b_vwap60_1s,proxy_b_twap30_1s,proxy_x_twap60_1s_lag4,proxy_c_window_twap_vs_open_1m,proxy_c_window_twap_vs_open_1s
eth-updown-5m-1789765800,eth,5m,2026-09-18 21:10:00+00:00,2026-09-18 21:15:00+00:00,1,2633.683328,2638.488203,18.22731602,False,,0,crypto_fees_v2,0.07,1,60,twap,21,0.505,13,0.505,43,0.215,1789765819,0.735,1789765877,0.995,1789766057,,,0.5341156718,0.7888112275,0.999,,2632.1,2632.1,2639.05,2634.064925,2633.844385,2639.058051,2633.49,2633.6775,2638.725,2636.914,2632.1,2636.6583,2634.265667,2634.064925,2633.377,2634.382333,2639.171167,2639.058051,2638.804333,2639.105667,2634.383167,-0.0003301876976,0.0006948887983,-0.0001859339105,0.0009719723449,-2.061886577e-05,-0.001340235938,0.0001215833189,-0.000746245253,-0.0008224521143,8.405680426e-05,1,1,1,1,1,1,1,1,1,1,1,1,1
sol-updown-5m-1789765800,sol,5m,2026-09-18 21:10:00+00:00,2026-09-18 21:15:00+00:00,1,113.6208456,113.7095981,7.80823772,False,,0,crypto_fees_v2,0.07,1,60,twap,21,0.505,16,0.505,46,0.335,1789765813,0.745,1789765874,0.955,1789766054,,,0.6839430095,0.7094234835,0.998961286,,113.59,113.58,113.74,113.6289424,113.6601018,113.7437168,113.63,113.6475,113.7275,113.696,113.59,113.6967,113.6383333,113.6289424,113.6023333,113.6453333,113.7373333,113.7437168,113.734,113.7348333,113.6761667,0.0007039775018,0.001232286046,0.0004399665696,0.0008801267951,-3.812132258e-05,-0.0005281225367,0.0007045975278,-0.000430813991,-0.0005134562318,9.547804184e-05,1,1,1,1,1,1,1,1,1,1,1,1,1
btc-updown-5m-1789766100,btc,5m,2026-09-18 21:15:00+00:00,2026-09-18 21:20:00+00:00,0,81256.83074,81101.96481,-19.07700503,False,24079.47283,,crypto_fees_v2,0.07,1,60,twap,21,0.495,14,0.495,44,0.505,1789766116,0.115,1789766176,0.005,1789766356,,,0.2482403959,0.1470655898,0.001,,81277.61,81277.61,81116,81271.48599,81264.86263,81112.23404,81267.385,81241.905,81116.4775,81170.77,81277.61,81184.9638,81275.29717,81271.48599,81270.334,81273.70983,81115.90183,81112.23404,81113.98733,81116.44467,81232.36917,0.0005841705944,0.001985724092,0.001061226016,0.0024632728,0.0001046898866,0.001398656558,0.002064197499,7.534963086e-05,2.845637613e-05,6.002636273e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
btc-updown-15m-1789766100,btc,15m,2026-09-18 21:15:00+00:00,2026-09-18 21:30:00+00:00,0,81256.83074,81162.94208,-11.56123675,False,33671.70074,,crypto_fees_v2,0.07,1,60,twap,31,0.495,12,0.495,42,0.495,1789766118,0.285,1789766178,0.175,1789766358,0.165,1789766668,0.3571540581,0.3054406531,0.09155209367,0.1488016459,81277.61,81277.61,81190.01,81271.48599,81264.86263,81179.82644,81267.385,81241.905,81184.09,81180.912,81277.61,81183.6639,81275.29717,81271.48599,81270.334,81273.70983,81180.04217,81179.82644,81181.36233,81179.29,81232.36917,0.0005841705944,0.001985724092,0.001061226016,0.0024632728,0.0001046898866,0.001398656558,0.002064197499,7.534963086e-05,2.845637613e-05,6.002636273e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
eth-updown-5m-1789766100,eth,5m,2026-09-18 21:15:00+00:00,2026-09-18 21:20:00+00:00,0,2638.488203,2632.482954,-22.78613232,False,3954.945614,,crypto_fees_v2,0.07,1,60,twap,21,0.49,15,0.49,45,0.48,1789766115,0.115,1789766175,0.005,1789766355,,,0.2015168031,0.1486499078,0.001,,2639.05,2639.05,2633.27,2639.058051,2637.425305,2633.000603,2638.725,2637.3625,2633.1925,2635.018,2639.05,2635.3993,2639.171167,2639.058051,2638.804333,2639.105667,2633.086667,2633.000603,2632.969333,2633.113333,2636.8365,0.001289769651,0.002885314622,0.001675950508,0.003358515848,-6.819398461e-06,0.00263699725,0.00269398759,-3.050526599e-06,-4.59119324e-05,8.37417893e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
eth-updown-15m-1789766100,eth,15m,2026-09-18 21:15:00+00:00,2026-09-18 21:30:00+00:00,0,2638.488203,2631.745921,-25.58628571,False,2724.440321,,crypto_fees_v2,0.07,1,60,twap,31,0.49,14,0.49,44,0.485,1789766116,0.275,1789766176,0.145,1789766356,0.045,1789766666,0.301829441,0.3063278644,0.128052843,0.04292712491,2639.05,2639.05,2632.8,2639.058051,2637.425305,2632.633412,2638.725,2637.3625,2632.605,2633.776,2639.05,2634.014389,2639.171167,2639.058051,2638.804333,2639.105667,2632.442667,2632.633412,2632.643,2632.403833,2636.8365,0.001289769651,0.002885314622,0.001675950508,0.003358515848,-6.819398461e-06,0.00263699725,0.00269398759,-3.050526599e-06,-4.59119324e-05,8.37417893e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
sol-updown-5m-1789766100,sol,5m,2026-09-18 21:15:00+00:00,2026-09-18 21:20:00+00:00,0,113.7095981,113.2902202,-36.94965918,False,1531.9467,,crypto_fees_v2,0.07,1,60,twap,21,0.5,16,0.5,46,0.505,1789766114,0.055,1789766174,0.005,1789766354,,,0.5303480529,0.03212440402,0.001,,113.75,113.74,113.25,113.7437168,113.6314283,113.2736063,113.7275,113.605,113.3,113.404,113.75,113.4522,113.7373333,113.7437168,113.734,113.7348333,113.3065,113.2736063,113.275,113.3136667,113.6108333,0.000351802994,0.002465223999,0.00061562818,0.002729235308,-5.861303964e-06,0.001407707429,0.002112304957,-3.267761156e-05,2.344555941e-05,9.324537174e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
sol-updown-15m-1789766100,sol,15m,2026-09-18 21:15:00+00:00,2026-09-18 21:30:00+00:00,0,113.7095981,113.4756152,-20.59842868,False,1744.812202,,crypto_fees_v2,0.07,1,60,twap,31,0.5,16,0.5,46,0.5,1789766114,0.185,1789766174,0.1,1789766355,0.06,1789766665,0.5163761082,0.1840160676,0.05887325503,0.01899611499,113.75,113.74,113.53,113.7437168,113.6314283,113.5092771,113.7275,113.605,113.5025,113.4046667,113.75,113.4140444,113.7373333,113.7437168,113.734,113.7348333,113.4991667,113.5092771,113.5106667,113.495,113.6108333,0.000351802994,0.002465223999,0.00061562818,0.002729235308,-5.861303964e-06,0.001407707429,0.002112304957,-3.267761156e-05,2.344555941e-05,9.324537174e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
btc-updown-5m-1789766400,btc,5m,2026-09-18 21:20:00+00:00,2026-09-18 21:25:00+00:00,1,81101.96481,81176.3215,9.164096592,False,23150.79466,,crypto_fees_v2,0.07,1,60,twap,21,0.505,15,0.505,45,0.555,1789766417,0.795,1789766476,0.995,1789766665,,,0.6743195831,0.7503054498,0.999,,81116.01,81116,81188.51,81112.23404,81148.93805,81188.50899,81116.4775,81139.0075,81188.505,81174.498,81116.01,81169.67963,81115.90183,81112.23404,81113.98733,81116.44467,81188.50617,81188.50899,81188.50633,81188.506,81148.29967,-0.0016044865,-0.0006612725831,-0.002095102215,-0.000768332042,1.015390357e-05,-0.001990349908,-0.0009335352235,4.642793954e-05,1.210201761e-06,6.200851664e-05,1,1,1,1,1,1,1,1,1,1,1,1,1
eth-updown-5m-1789766400,eth,5m,2026-09-18 21:20:00+00:00,2026-09-18 21:25:00+00:00,0,2632.482954,2632.134657,-1.323161753,False,8640.357876,,crypto_fees_v2,0.07,1,60,twap,21,0.515,15,0.515,45,0.615,1789766416,0.695,1789766475,0.245,1789766665,,,0.6645864741,0.5979445287,0.2142624034,,2633.28,2633.27,2632.67,2633.000603,2634.396935,2632.745526,2633.1925,2633.9575,2632.8625,2632.836,2633.28,2633.028367,2633.086667,2633.000603,2632.969333,2633.113333,2632.7425,2632.745526,2632.667333,2632.769,2634.359,-0.001604877958,-0.0006452960045,-0.002495989886,-0.001005973288,-0.0001002631148,-0.00219258403,-0.0008958227174,0.0001023103122,6.962435133e-05,8.254393203e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
sol-updown-5m-1789766400,sol,5m,2026-09-18 21:20:00+00:00,2026-09-18 21:25:00+00:00,1,113.2902202,113.3559194,5.797512416,False,1956.032929,,crypto_fees_v2,0.07,1,60,twap,21,0.495,15,0.495,45,0.35,1789766416,0.325,1789766475,0.995,1789766665,,,0.3952890735,0.3801906286,0.9976490744,,113.26,113.25,113.36,113.2736063,113.2271202,113.37294,113.3,113.2375,113.375,113.318,113.26,113.3105667,113.3065,113.2736063,113.275,113.3136667,113.372,113.37294,113.3643333,113.3735,113.2445,-0.003258909829,-0.002203129334,-0.003611225134,-0.002555630384,-7.05878201e-05,-0.004317377516,-0.003437792623,-0.0002084223657,-0.0004987718399,9.895318924e-05,1,1,1,1,1,1,1,1,1,1,1,1,1
btc-updown-5m-1789766700,btc,5m,2026-09-18 21:25:00+00:00,2026-09-18 21:30:00+00:00,0,81176.3215,81162.94208,-1.648328312,False,39259.51541,,crypto_fees_v2,0.07,1,60,twap,21,0.505,4,0.505,34,0.455,1789766716,0.755,1789766775,0.105,1789766955,,,0.5582637132,0.783290092,0.2510665832,,81188.5,81188.51,81190.01,81188.50899,81200.73939,81179.82644,81188.505,81203.1275,81184.09,81197.468,81188.5,81196.34827,81188.50617,81188.50899,81188.50633,81188.506,81180.04217,81179.82644,81181.36233,81179.29,81200.25683,0.0008472768125,-0.0001730390934,0.0008608371057,-0.0001730390934,-7.390208929e-08,0.0008935057297,0.0003018123795,1.245356077e-08,4.721522084e-08,6.183065971e-05,1,1,0,0,0,0,0,0,0,0,0,1,1
eth-updown-5m-1789766700,eth,5m,2026-09-18 21:25:00+00:00,2026-09-18 21:30:00+00:00,0,2632.134657,2631.745921,-1.476991639,False,,0,crypto_fees_v2,0.07,1,60,twap,21,0.495,5,0.495,35,0.455,1789766715,0.825,1789766774,0.105,1789766954,,,0.685961636,0.8549423774,0.2126551981,,2632.67,2632.67,2632.8,2632.745526,2634.24422,2632.633412,2632.8625,2633.7425,2632.605,2633.474,2632.67,2633.6155,2632.7425,2632.745526,2632.667333,2632.769,2632.442667,2632.633412,2632.643,2632.403833,2634.1795,-0.0002050635514,-0.0005201718583,-0.000102552221,-0.0009225915985,-5.60885054e-05,-0.0002278795439,0.0002165336766,-2.868747101e-05,-2.753820332e-05,8.150031376e-05,1,1,0,0,0,0,0,0,0,0,0,1,1
sol-updown-5m-1789766700,sol,5m,2026-09-18 21:25:00+00:00,2026-09-18 21:30:00+00:00,1,113.3559194,113.4756152,10.55371808,False,,0,crypto_fees_v2,0.07,1,60,twap,21,0.5,4,0.5,34,0.45,1789766716,0.825,1789766775,0.995,1789766955,,,0.7309366789,0.8336602778,0.999,,113.36,113.36,113.53,113.37294,113.4204387,113.5092771,113.375,113.435,113.5025,113.492,113.36,113.4793667,113.372,113.37294,113.3643333,113.3735,113.4991667,113.5092771,113.5106667,113.495,113.4585,0.0002646319426,-0.002642474893,0.0003528892847,-0.002642707669,-8.526289643e-05,0.0009708310193,-0.001938839067,-0.0001141430759,-0.0001058518428,9.901102311e-05,1,1,1,1,1,1,1,1,1,1,1,1,1
btc-updown-5m-1789767000,btc,5m,2026-09-18 21:30:00+00:00,2026-09-18 21:35:00+00:00,0,81162.94208,81133.66569,-3.607763111,False,42900.05602,,crypto_fees_v2,0.07,1,60,twap,21,0.505,16,0.505,46,0.595,1789767015,0.655,1789767074,0.045,1789767255,,,0.5722832408,0.3934499731,0.02292611185,,81190,81190.01,81151.67,81179.82644,81199.9143,81151.66092,81184.09,81196.0325,81151.665,81164.568,81190,81164.2657,81180.04217,81179.82644,81181.36233,81179.29,81151.66417,81151.66092,81151.66367,81151.66417,81199.25333,-0.000120467666,-0.0008776773538,-0.000120467666,-0.001354732776,-2.463699841e-08,1.847535007e-05,-0.001078368828,0.0001254365686,0.0001227792097,6.028697796e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
btc-updown-15m-1789767000,btc,15m,2026-09-18 21:30:00+00:00,2026-09-18 21:45:00+00:00,1,81162.94208,81208.92927,5.664427945,False,18506.17218,,crypto_fees_v2,0.07,1,60,twap,31,0.485,15,0.485,45,0.565,1789767017,0.565,1789767076,0.405,1789767256,0.745,1789767556,0.561394446,0.4246267292,0.4067447628,0.766021357,81190,81190.01,81220.69,81179.82644,81199.9143,81222.56072,81184.09,81196.0325,81226.2125,81204.58867,81190,81202.65627,81180.04217,81179.82644,81181.36233,81179.29,81224.1335,81222.56072,81221.589,81225.02117,81199.25333,-0.000120467666,-0.0008776773538,-0.000120467666,-0.001354732776,-2.463699841e-08,1.847535007e-05,-0.001078368828,0.0001254365686,0.0001227792097,6.028697796e-05,1,1,1,1,1,1,1,1,1,1,1,1,1
eth-updown-5m-1789767000,eth,5m,2026-09-18 21:30:00+00:00,2026-09-18 21:35:00+00:00,0,2631.745921,2628.197309,-13.49296842,False,,0,crypto_fees_v2,0.07,1,60,twap,21,0.495,15,0.495,45,0.555,1789767016,0.495,1789767075,0.005,1789767255,,,0.5424450614,0.1649138518,0.001,,2632.81,2632.8,2629.49,2632.633412,2632.626606,2628.813025,2632.605,2632.55,2629.2125,2629.834,2632.81,2629.691533,2632.442667,2632.633412,2632.643,2632.403833,2628.795333,2628.813025,2628.789333,2628.8,2632.629,-0.0003190713531,-0.002129012863,-4.178354982e-05,-0.002640325656,0.0001206756292,4.937830812e-05,-0.002371085265,6.327626637e-05,0.0001357329022,8.151758244e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
eth-updown-15m-1789767000,eth,15m,2026-09-18 21:30:00+00:00,2026-09-18 21:45:00+00:00,0,2631.745921,2629.599523,-8.159123936,False,4359.777207,,crypto_fees_v2,0.07,1,60,twap,31,0.495,14,0.495,44,0.545,1789767018,0.505,1789767076,0.255,1789767257,0.465,1789767556,0.5228796607,0.2849024779,0.2292967975,0.5822795349,2632.81,2632.8,2628.83,2632.633412,2632.626606,2630.131954,2632.605,2632.55,2629.86,2630.915333,2632.81,2630.943722,2632.442667,2632.633412,2632.643,2632.403833,2630.075333,2630.131954,2629.696,2630.194,2632.629,-0.0003190713531,-0.002129012863,-4.178354982e-05,-0.002640325656,0.0001206756292,4.937830812e-05,-0.002371085265,6.327626637e-05,0.0001357329022,8.151758244e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
sol-updown-5m-1789767000,sol,5m,2026-09-18 21:30:00+00:00,2026-09-18 21:35:00+00:00,0,113.4756152,113.3580396,-10.36668179,False,,0,crypto_fees_v2,0.07,1,60,twap,21,0.5,14,0.5,44,0.665,1789767018,0.645,1789767076,0.03,1789767257,,,0.653160526,0.154809285,0.001,,113.54,113.53,113.38,113.5092771,113.5605506,113.3861649,113.5025,113.55,113.3875,113.422,113.54,113.4194333,113.4991667,113.5092771,113.5106667,113.495,113.3816667,113.3861649,113.374,113.383,113.5548333,0.0007934759067,-0.00220080198,0.001234132738,-0.002024203111,0.0001967714799,0.001498523794,-0.001848022702,0.0001825492292,0.0002716244258,0.0001018243898,0,0,0,0,0,0,0,0,0,0,0,0,0
sol-updown-15m-1789767000,sol,15m,2026-09-18 21:30:00+00:00,2026-09-18 21:45:00+00:00,0,113.4756152,113.1867321,-25.49018431,False,1397.219102,,crypto_fees_v2,0.07,1,60,twap,31,0.505,13,0.505,43,0.615,1789767020,0.565,1789767077,0.345,1789767258,0.25,1789767557,0.5602994689,0.3111728569,0.3500544847,0.3654514461,113.54,113.53,113.19,113.5092771,113.5605506,113.1959242,113.5025,113.55,113.195,113.344,113.54,113.3535667,113.4991667,113.5092771,113.5106667,113.495,113.2101667,113.1959242,113.2043333,113.2111667,113.5548333,0.0007934759067,-0.00220080198,0.001234132738,-0.002024203111,0.0001967714799,0.001498523794,-0.001848022702,0.0001825492292,0.0002716244258,0.0001018243898,0,0,0,0,0,0,0,0,0,0,0,0,0
btc-updown-5m-1789767300,btc,5m,2026-09-18 21:35:00+00:00,2026-09-18 21:40:00+00:00,1,81133.66569,81223.65805,11.08571678,False,24457.12445,,crypto_fees_v2,0.07,1,60,twap,21,0.505,14,0.505,44,0.555,1789767317,0.785,1789767385,0.995,1789767556,,,0.5644668984,0.7103067208,0.999,,81151.67,81151.67,81254,81151.66092,81156.57791,81239.64456,81151.665,81157.8375,81239.0175,81201.212,81151.67,81196.04793,81151.66417,81151.66092,81151.66367,81151.66417,81244.00733,81239.64456,81250.803,81242.009,81160.91833,-0.0003332709328,0.0003935382137,-0.0003333941589,0.0004069752808,-5.750549702e-08,-0.000472337119,0.0004396439608,1.118384693e-07,7.188186676e-08,6.007652547e-05,1,1,1,1,1,1,1,1,1,1,1,1,1
eth-updown-5m-1789767300,eth,5m,2026-09-18 21:35:00+00:00,2026-09-18 21:40:00+00:00,1,2628.197309,2632.544109,16.52543102,False,3788.528241,,crypto_fees_v2,0.07,1,60,twap,21,0.5,15,0.5,45,0.595,1789767316,0.715,1789767380,0.995,1789767555,,,0.5849012634,0.6775488507,0.999,,2629.49,2629.49,2632.9,2628.813025,2629.520566,2633.007861,2629.2125,2629.5,2632.9325,2630.99,2629.49,2631.0741,2628.795333,2628.813025,2628.789333,2628.8,2633.216667,2633.007861,2633.393333,2633.220667,2629.491667,-0.001098535713,-0.001622670618,-0.001532002223,-0.001676337994,-0.0001032209372,-0.001258007611,-0.001436508847,0.0002574881597,0.0002642179443,8.455243053e-05,1,1,1,1,1,1,1,1,1,1,1,1,1
sol-updown-5m-1789767300,sol,5m,2026-09-18 21:35:00+00:00,2026-09-18 21:40:00+00:00,1,113.3580396,113.3941359,3.183762765,False,2076.862333,,crypto_fees_v2,0.07,1,60,twap,21,0.5,14,0.5,44,0.4,1789767317,0.545,1789767384,0.495,1789767556,,,0.4521216338,0.5475960817,0.905673542,,113.37,113.38,113.41,113.3861649,113.3450635,113.4143061,113.3875,113.35,113.4025,113.344,113.38,113.3537667,113.3816667,113.3861649,113.374,113.383,113.4231667,113.4143061,113.425,113.421,113.3431667,-0.0007052808191,0.0003528270302,-0.001234132738,0.0003528892847,-0.0001705185237,-0.00132211028,0.001147244533,-5.437271293e-05,-1.469972144e-05,0.0001019088281,1,1,1,1,1,1,1,1,1,1,1,0,0
btc-updown-5m-1789767600,btc,5m,2026-09-18 21:40:00+00:00,2026-09-18 21:45:00+00:00,0,81223.65805,81208.92927,-1.81352572,False,68143.60988,,crypto_fees_v2,0.07,1,60,twap,21,0.505,13,0.505,43,0.615,1789767619,0.435,1789767692,0.535,1789767857,,,0.5640805038,0.3887643446,0.0581250123,,81254,81254,81220.69,81239.64456,81254.25525,81222.56072,81239.0175,81249.9225,81226.2125,81247.986,81254,81247.65517,81244.00733,81239.64456,81250.803,81242.009,81224.1335,81222.56072,81221.589,81225.02117,81248.3845,0.0008913895409,0.0004376509421,0.001112728216,0.0006588663908,5.906396259e-05,0.001260177844,0.0008063160751,0.0001766892881,0.000122988175,5.908435102e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
eth-updown-5m-1789767600,eth,5m,2026-09-18 21:40:00+00:00,2026-09-18 21:45:00+00:00,0,2632.544109,2629.599523,-11.19158654,False,,0,crypto_fees_v2,0.07,1,60,twap,21,0.52,15,0.52,45,0.615,1789767615,0.315,1789767690,0.005,1789767855,,,0.3716777988,0.3208170633,0.001,,2632.9,2632.9,2628.83,2633.007861,2632.055965,2630.131954,2632.9325,2632.33,2629.86,2631.922,2632.9,2632.065533,2633.216667,2633.007861,2633.393333,2633.220667,2630.075333,2630.131954,2629.696,2630.194,2631.790833,0.001223897315,-0.0001937097512,0.001778879699,0.0002050939261,6.456206981e-05,0.001295989266,8.735996298e-05,-4.096593868e-05,-0.0001202657241,8.054165051e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
sol-updown-5m-1789767600,sol,5m,2026-09-18 21:40:00+00:00,2026-09-18 21:45:00+00:00,0,113.3941359,113.1867321,-18.30726528,False,,0,crypto_fees_v2,0.07,1,60,twap,21,0.5,13,0.5,43,0.515,1789767620,0.245,1789767692,0.005,1789767857,,,0.4445011212,0.2510897017,0.001,,113.41,113.41,113.19,113.4143061,113.3686446,113.1959242,113.4025,113.3825,113.195,113.266,113.41,113.2875,113.4231667,113.4143061,113.425,113.421,113.2101667,113.1959242,113.2043333,113.2111667,113.3728333,-8.819508759e-05,0,0.0005291005414,0.0005291005414,7.640833795e-05,0.0002645619311,0.0004409754448,-3.796849721e-05,-0.0001160911949,9.447529854e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
btc-updown-5m-1789767900,btc,5m,2026-09-18 21:45:00+00:00,2026-09-18 21:50:00+00:00,0,81208.92927,81170.8615,-4.688731585,False,42486.01488,,crypto_fees_v2,0.07,1,60,twap,21,0.485,13,0.485,43,0.455,1789767917,0.295,1789767973,0.005,1789768156,,,0.4803541997,0.3469856746,0.001,,81220.7,81220.69,81226.36,81222.56072,81210.63744,81206.67839,81226.2125,81211.6275,81203.545,81195.686,81220.7,81190.50423,81224.1335,81222.56072,81221.589,81225.02117,81187.148,81206.67839,81193.56133,81184.10617,81214.64,0.0001226162769,0.000680734885,-0.0001254355857,0.000653898471,6.330232109e-05,-0.0004100331007,0.0003778076243,-2.303233191e-05,-4.239593391e-05,5.52059346e-05,1,1,0,0,0,0,0,0,0,0,0,0,0
btc-updown-15m-1789767900,btc,15m,2026-09-18 21:45:00+00:00,2026-09-18 22:00:00+00:00,1,81208.92927,81219.13728,1.256927369,False,43701.54755,,crypto_fees_v2,0.07,1,60,twap,31,0.495,13,0.495,43,0.475,1789767917,0.425,1789767973,0.355,1789768156,0.435,1789768456,0.4894492318,0.4239497821,0.3468390157,0.4379761806,81220.7,81220.69,81238.2,81222.56072,81210.63744,81240.13497,81226.2125,81211.6275,81239.695,81216.374,81220.7,81213.72601,81224.1335,81222.56072,81221.589,81225.02117,81238.98017,81240.13497,81238.204,81239.17917,81214.64,0.0001226162769,0.000680734885,-0.0001254355857,0.000653898471,6.330232109e-05,-0.0004100331007,0.0003778076243,-2.303233191e-05,-4.239593391e-05,5.52059346e-05,1,1,1,1,1,1,1,1,1,1,1,0,0
eth-updown-5m-1789767900,eth,5m,2026-09-18 21:45:00+00:00,2026-09-18 21:50:00+00:00,0,2629.599523,2627.672221,-7.331948561,False,3131.73425,,crypto_fees_v2,0.07,1,60,twap,21,0.495,13,0.495,43,0.375,1789767917,0.155,1789767973,0.035,1789768157,,,0.3404011241,0.2003982957,0.001,,2628.83,2628.83,2628.71,2630.131954,2628.60032,2628.123257,2629.86,2628.35,2628.5375,2628.048,2628.83,2627.958233,2630.075333,2630.131954,2629.696,2630.194,2628.186333,2628.123257,2628.103,2628.207667,2628.355,-0.0007371997385,-0.0006118381366,-0.0009992800696,-0.0007524025937,4.764588766e-05,-0.001547020015,-0.00150903836,-0.0004951372977,-0.0004736093455,8.394080191e-05,0,0,0,1,0,0,0,0,0,0,0,0,0
eth-updown-15m-1789767900,eth,15m,2026-09-18 21:45:00+00:00,2026-09-18 22:00:00+00:00,0,2629.599523,2626.148371,-13.13286912,False,3906.999737,,crypto_fees_v2,0.07,1,60,twap,31,0.505,16,0.505,46,0.445,1789767913,0.325,1789767970,0.395,1789768153,0.265,1789768453,0.4298564243,0.3249325952,0.3290913505,0.2261777346,2628.83,2628.83,2626.68,2630.131954,2628.60032,2626.785438,2629.86,2628.35,2626.8325,2627.311333,2628.83,2627.324556,2630.075333,2630.131954,2629.696,2630.194,2626.7365,2626.785438,2626.643,2626.761833,2628.355,-0.0007371997385,-0.0006118381366,-0.0009992800696,-0.0007524025937,4.764588766e-05,-0.001547020015,-0.00150903836,-0.0004951372977,-0.0004736093455,8.394080191e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
sol-updown-5m-1789767900,sol,5m,2026-09-18 21:45:00+00:00,2026-09-18 21:50:00+00:00,1,113.1867321,113.2653842,6.946465838,False,1985.934159,,crypto_fees_v2,0.07,1,60,twap,21,0.5,15,0.5,45,0.46,1789767914,0.475,1789767971,0.98,1789768154,,,0.4495024344,0.4709054558,0.9914100506,,113.19,113.19,113.32,113.1959242,113.1958957,113.2833151,113.195,113.195,113.3,113.244,113.19,113.2334333,113.2101667,113.1959242,113.2043333,113.2111667,113.2901667,113.2833151,113.291,113.2891667,113.1981667,-0.001588843127,-0.002382319034,-0.001764758245,-0.002469790441,0.0001236497886,-0.001941748183,-0.002999296532,-5.23375562e-05,-0.0001781506349,8.949416847e-05,1,1,1,1,1,1,1,1,1,1,1,1,1
sol-updown-15m-1789767900,sol,15m,2026-09-18 21:45:00+00:00,2026-09-18 22:00:00+00:00,1,113.1867321,113.1947922,0.7120769191,False,1759.496657,,crypto_fees_v2,0.07,1,60,twap,31,0.505,13,0.505,43,0.49,1789767917,0.475,1789767973,0.645,1789768156,0.79,1789768457,0.4591548558,0.499766067,0.6257065963,0.733185298,113.19,113.19,113.19,113.1959242,113.1958957,113.2176664,113.195,113.195,113.2175,113.2706667,113.19,113.2685667,113.2101667,113.1959242,113.2043333,113.2111667,113.218,113.2176664,113.2106667,113.2206667,113.1981667,-0.001588843127,-0.002382319034,-0.001764758245,-0.002469790441,0.0001236497886,-0.001941748183,-0.002999296532,-5.23375562e-05,-0.0001781506349,8.949416847e-05,1,1,1,1,1,1,1,1,1,1,1,1,1
btc-updown-5m-1789768200,btc,5m,2026-09-18 21:50:00+00:00,2026-09-18 21:55:00+00:00,1,81170.8615,81196.09552,3.108270514,False,40460.43444,,crypto_fees_v2,0.07,1,60,twap,21,0.495,14,0.495,44,0.785,1789768217,0.835,1789768289,0.965,1789768456,,,0.8299532857,0.8396547738,0.981624887,,81226.37,81226.36,81218.64,81206.67839,81248.40309,81213.82201,81203.545,81238.9575,81215.285,81220.834,81226.37,81221.5248,81187.148,81206.67839,81193.56133,81184.10617,81214.59217,81213.82201,81217.26,81214.14417,81247.334,-0.0006558518261,0.0003581539917,-0.0006291385941,0.0003581540358,-5.748490505e-08,6.980736187e-05,0.0009199521052,0.0002423351198,0.0004828662498,5.202977842e-05,0,0,0,0,1,1,0,1,1,1,1,0,0
