cellule,stratégie,coupure,n,accuracy,ic95_bas,ic95_haut,ic95_cluster_bas,ic95_cluster_haut,p_binom,part_up_prédit,description,auc_variable,part_variable_nulle
BTC 5m,gap_m30:momentum,S−30s (1s),2016,0.527281746031746,0.5054567111028888,0.5490030049461322,0.505859771673536,0.5487037203899561,0.01517755214908682,0.49851190476190477,"momentum — prix à S−30 s − moyenne 1s sur (S−60, S−30] (TWAP partiel)",0.5394718710505491,0.0
BTC 5m,gap_m30:retournement,S−30s (1s),2016,0.47271825396825395,0.45099699505386787,0.49454328889711124,0.451296279610044,0.4941402283264639,0.01517755214908682,0.5014880952380952,"retournement — prix à S−30 s − moyenne 1s sur (S−60, S−30] (TWAP partiel)",0.46052812894945094,0.0
BTC 5m,mom5_m0:momentum,S (1m) *,2016,0.5337301587301587,0.5119100169183841,0.5554219956513144,0.5116643754639281,0.5557959419963894,0.0026324165895270186,0.5148809523809523,"momentum — rendement des 5 dernières min, bougies 1m closes à S",0.5393109401514227,0.001984126984126984
BTC 5m,mom5_m0:retournement,S (1m) *,2016,0.46726190476190477,0.445565304372571,0.48908303636860395,0.44527338757412505,0.4892504219496845,0.0035170943697288275,0.4871031746031746,"retournement — rendement des 5 dernières min, bougies 1m closes à S",0.4606890598485773,0.001984126984126984
BTC 5m,mom15_m0:momentum,S (1m) *,2016,0.5109126984126984,0.48909155868453735,0.5326923277350709,0.48901546177244115,0.5328099350529556,0.33822272681643223,0.5198412698412699,"momentum — rendement des 15 dernières min, bougies 1m closes à S",0.5143440121894083,0.0
BTC 5m,mom15_m0:retournement,S (1m) *,2016,0.48908730158730157,0.46730767226492903,0.5109084413154626,0.46719006494704435,0.5109845382275588,0.33822272681643223,0.4801587301587302,"retournement — rendement des 15 dernières min, bougies 1m closes à S",0.4856559878105917,0.0
BTC 5m,gap_m0_1m:momentum,S (1m) *,2016,0.5798611111111112,0.5581830560177679,0.6012353855075478,0.5582212028288301,0.6015010193933922,7.825107417462286e-13,0.5074404761904762,"momentum — close 1m − VWAP 1m de la bougie [S−1m, S)",0.5988863778637825,0.0
BTC 5m,gap_m0_1m:retournement,S (1m) *,2016,0.4201388888888889,0.3987646144924522,0.4418169439822322,0.3984989806066079,0.4417787971711699,7.825107417462286e-13,0.49255952380952384,"retournement — close 1m − VWAP 1m de la bougie [S−1m, S)",0.4011136221362174,0.0
BTC 5m,gap_m0_1s:momentum,S (1s) *,2016,0.5838293650793651,0.5621724231203964,0.6051674316484132,0.5622316171921694,0.6054271129665608,5.3562434083638294e-14,0.5074404761904762,momentum — spot(S) − TWAP60(S) Binance (écart spot − TWAP),0.5999307062061254,0.0
BTC 5m,gap_m0_1s:retournement,S (1s) *,2016,0.41617063492063494,0.3948325683515868,0.43782757687960366,0.3945728870334392,0.4377683828078307,5.3562434083638294e-14,0.49255952380952384,retournement — spot(S) − TWAP60(S) Binance (écart spot − TWAP),0.40006929379387457,0.0
BTC 15m,always_up,—,672,0.5163690476190477,0.47859937052244855,0.5539526357464761,0.47858499132143817,0.5541531039166572,0.4179069325568639,1.0,toujours Up,,
BTC 15m,always_down,—,672,0.4836309523809524,0.44604736425352404,0.5214006294775516,0.4458468960833429,0.5214150086785619,0.4179069325568639,0.0,toujours Down,,
BTC 15m,market_pre,S−30s (marché),672,0.5044642857142857,0.46674367952396856,0.5421341403675564,0.46666147187225804,0.5422670995563134,0.8470716605780363,0.41369047619047616,"prix du marché à S−30 s > 0,5 → Up (égalité → Up)",0.5215428951452007,
BTC 15m,mom5_m60:momentum,S−60s (1m),672,0.47619047619047616,0.4386716102222963,0.5139800170229044,0.4384290418172174,0.5139519105637349,0.23172992177366336,0.48660714285714285,"momentum — rendement des 5 dernières min, bougies 1m closes à S−60 s",0.49240523165595207,0.001488095238095238
BTC 15m,mom5_m60:retournement,S−60s (1m),672,0.5223214285714286,0.48453519473537887,0.5598539047222455,0.4845547983355312,0.560088058807326,0.2632536627294292,0.5148809523809523,"retournement — rendement des 5 dernières min, bougies 1m closes à S−60 s",0.5075947683440479,0.001488095238095238
BTC 15m,mom15_m60:momentum,S−60s (1m),672,0.4895833333333333,0.45195395405950156,0.5273311328602738,0.4517872175456725,0.5273794491209941,0.616062054974651,0.5297619047619048,"momentum — rendement des 15 dernières min, bougies 1m closes à S−60 s",0.4842562624695189,0.0
BTC 15m,mom15_m60:retournement,S−60s (1m),672,0.5104166666666666,0.4726688671397262,0.5480460459404984,0.47262055087900584,0.5482127824543274,0.616062054974651,0.47023809523809523,"retournement — rendement des 15 dernières min, bougies 1m closes à S−60 s",0.5157437375304811,0.0
BTC 15m,mom5_m30:momentum,S−30s (1s),672,0.4836309523809524,0.44604736425352404,0.5214006294775516,0.4458468960833429,0.5214150086785619,0.4179069325568639,0.4880952380952381,"momentum — rendement des 5 dernières min, prix 1s à S−30 s",0.49471514076701395,0.002976190476190476
BTC 15m,mom5_m30:retournement,S−30s (1s),672,0.5163690476190477,0.47859937052244855,0.5539526357464761,0.47858499132143817,0.5541531039166572,0.4179069325568639,0.5148809523809523,"retournement — rendement des 5 dernières min, prix 1s à S−30 s",0.505284859232986,0.002976190476190476
BTC 15m,mom15_m30:momentum,S−30s (1s),672,0.49702380952380953,0.4593446662356186,0.5347367871700317,0.4592201585084302,0.5348274605391888,0.9078797469043397,0.5193452380952381,"momentum — rendement des 15 dernières min, prix 1s à S−30 s",0.4938151185989803,0.0
BTC 15m,mom15_m30:retournement,S−30s (1s),672,0.5029761904761905,0.4652632128299684,0.5406553337643815,0.4651725394608111,0.5407798414915698,0.9078797469043397,0.4806547619047619,"retournement — rendement des 15 dernières min, prix 1s à S−30 s",0.5061848814010197,0.0
BTC 15m,gap_m30:momentum,S−30s (1s),672,0.5014880952380952,0.4637830781629063,0.5391761951342687,0.4636839419276037,0.5392922485485868,0.969232383257447,0.48214285714285715,"momentum — prix à S−30 s − moyenne 1s sur (S−60, S−30] (TWAP partiel)",0.5043493682110396,0.0
BTC 15m,gap_m30:retournement,S−30s (1s),672,0.49851190476190477,0.4608238048657313,0.5362169218370938,0.46070775145141324,0.5363160580723964,0.969232383257447,0.5178571428571429,"retournement — prix à S−30 s − moyenne 1s sur (S−60, S−30] (TWAP partiel)",0.4956506317889603,0.0
BTC 15m,mom5_m0:momentum,S (1m) *,672,0.5208333333333334,0.4830507394924062,0.5583790866680434,0.48306184309880545,0.5586048235678612,0.2976164983675456,0.5104166666666666,"momentum — rendement des 5 dernières min, bougies 1m closes à S",0.5154333850587453,0.001488095238095238
BTC 15m,mom5_m0:retournement,S (1m) *,672,0.47767857142857145,0.4401460952777545,0.5154648052646212,0.43991194119267407,0.5154452016644688,0.2632536627294292,0.49107142857142855,"retournement — rendement des 5 dernières min, bougies 1m closes à S",0.48456661494125475,0.001488095238095238
BTC 15m,mom15_m0:momentum,S (1m) *,672,0.5163690476190477,0.47859937052244855,0.5539526357464761,0.47858499132143817,0.5541531039166572,0.4179069325568639,0.5208333333333334,"momentum — rendement des 15 dernières min, bougies 1m closes à S",0.5008113500332521,0.0
BTC 15m,mom15_m0:retournement,S (1m) *,672,0.4836309523809524,0.44604736425352404,0.5214006294775516,0.4458468960833429,0.5214150086785619,0.4179069325568639,0.4791666666666667,"retournement — rendement des 15 dernières min, bougies 1m closes à S",0.49918864996674783,0.0
BTC 15m,gap_m0_1m:momentum,S (1m) *,672,0.5505952380952381,0.5128033135211382,0.5878119785828105,0.5129849642759842,0.5882055119144921,0.009698209838715843,0.5282738095238095,"momentum — close 1m − VWAP 1m de la bougie [S−1m, S)",0.5439060075371315,0.0
BTC 15m,gap_m0_1m:retournement,S (1m) *,672,0.4494047619047619,0.4121880214171896,0.48719668647886194,0.41179448808550795,0.4870150357240159,0.009698209838715843,0.47172619047619047,"retournement — close 1m − VWAP 1m de la bougie [S−1m, S)",0.4560939924628685,0.0
