variante,S,slug15,marge_max,n_episodes,secondes_arbitrage,phase_marge_max
B,1788788700,btc-updown-15m-1788788700,-0.014725,0,0,entre #1 et #2
C,1788788700,btc-updown-15m-1788788700,-0.001386,0,0,avant clôture #1
A,1788789600,btc-updown-15m-1788789600,-0.00013986,0,0,après clôture #2
B,1788789600,btc-updown-15m-1788789600,-0.002744,0,0,après clôture #2
C,1788789600,btc-updown-15m-1788789600,-0.00013986,0,0,après clôture #2
A,1788790500,btc-updown-15m-1788790500,-0.001386,0,0,avant clôture #1
B,1788790500,btc-updown-15m-1788790500,-0.0231207,0,0,entre #1 et #2
C,1788790500,btc-updown-15m-1788790500,-0.001386,0,0,avant clôture #1
A,1788791400,btc-updown-15m-1788791400,-0.001386,0,0,avant clôture #1
B,1788791400,btc-updown-15m-1788791400,-0.0197847,0,0,entre #1 et #2
C,1788791400,btc-updown-15m-1788791400,-0.001386,0,0,avant clôture #1
A,1788792300,btc-updown-15m-1788792300,-0.001386,0,0,avant clôture #1
B,1788792300,btc-updown-15m-1788792300,-0.0204845,0,0,après clôture #2
C,1788792300,btc-updown-15m-1788792300,-0.001386,0,0,avant clôture #1
A,1788793200,btc-updown-15m-1788793200,-0.00120919,0,0,après clôture #2
B,1788793200,btc-updown-15m-1788793200,-0.0118164,0,0,entre #1 et #2
C,1788793200,btc-updown-15m-1788793200,-0.00120919,0,0,après clôture #2
A,1788794100,btc-updown-15m-1788794100,-0.001386,0,0,avant clôture #1
B,1788794100,btc-updown-15m-1788794100,-0.012065,0,0,avant clôture #1
C,1788794100,btc-updown-15m-1788794100,-0.001386,0,0,avant clôture #1
A,1788795000,btc-updown-15m-1788795000,-0.00013986,0,0,après clôture #2
B,1788795000,btc-updown-15m-1788795000,-0.0115292,0,0,avant clôture #1
C,1788795000,btc-updown-15m-1788795000,-0.00013986,0,0,après clôture #2
A,1788795900,btc-updown-15m-1788795900,-0.001386,0,0,avant clôture #1
B,1788795900,btc-updown-15m-1788795900,-0.00665,0,0,avant clôture #1
C,1788795900,btc-updown-15m-1788795900,-0.001386,0,0,avant clôture #1
A,1788796800,btc-updown-15m-1788796800,-0.001386,0,0,avant clôture #1
B,1788796800,btc-updown-15m-1788796800,-0.00665,0,0,après clôture #2
C,1788796800,btc-updown-15m-1788796800,-0.001386,0,0,avant clôture #1
A,1788797700,btc-updown-15m-1788797700,-0.001386,0,0,avant clôture #1
B,1788797700,btc-updown-15m-1788797700,-0.0170912,0,0,entre #1 et #2
C,1788797700,btc-updown-15m-1788797700,-0.001386,0,0,avant clôture #1
A,1788798600,btc-updown-15m-1788798600,-0.001386,0,0,avant clôture #1
B,1788798600,btc-updown-15m-1788798600,-0.012065,0,0,avant clôture #1
C,1788798600,btc-updown-15m-1788798600,-0.001386,0,0,avant clôture #1
A,1788799500,btc-updown-15m-1788799500,-0.001386,0,0,entre #1 et #2
B,1788799500,btc-updown-15m-1788799500,-0.014725,0,0,avant clôture #1
C,1788799500,btc-updown-15m-1788799500,-0.001386,0,0,entre #1 et #2
A,1788800400,btc-updown-15m-1788800400,-0.00013986,0,0,après clôture #2
B,1788800400,btc-updown-15m-1788800400,-0.02273,0,0,entre #1 et #2
C,1788800400,btc-updown-15m-1788800400,-0.00013986,0,0,après clôture #2
A,1788801300,btc-updown-15m-1788801300,-0.001386,0,0,entre #1 et #2
B,1788801300,btc-updown-15m-1788801300,-0.013409,0,0,après clôture #2
C,1788801300,btc-updown-15m-1788801300,-0.001386,0,0,entre #1 et #2
A,1788802200,btc-updown-15m-1788802200,-0.001386,0,0,entre #1 et #2
B,1788802200,btc-updown-15m-1788802200,-0.0161094,0,0,après clôture #2
C,1788802200,btc-updown-15m-1788802200,-0.001386,0,0,entre #1 et #2
A,1788803100,btc-updown-15m-1788803100,-0.001386,0,0,entre #1 et #2
B,1788803100,btc-updown-15m-1788803100,-0.0220329,0,0,après clôture #2
C,1788803100,btc-updown-15m-1788803100,-0.012065,0,0,entre #1 et #2
A,1788804000,btc-updown-15m-1788804000,-0.001386,0,0,avant clôture #1
B,1788804000,btc-updown-15m-1788804000,-0.0147246,0,0,après clôture #2
C,1788804000,btc-updown-15m-1788804000,-0.001386,0,0,entre #1 et #2
A,1788804900,btc-updown-15m-1788804900,-0.001386,0,0,avant clôture #1
B,1788804900,btc-updown-15m-1788804900,-0.02406,0,0,avant clôture #1
C,1788804900,btc-updown-15m-1788804900,-0.001386,0,0,avant clôture #1
A,1788805800,btc-updown-15m-1788805800,-0.001386,0,0,entre #1 et #2
B,1788805800,btc-updown-15m-1788805800,-0.0185256,0,0,après clôture #2
C,1788805800,btc-updown-15m-1788805800,-0.009114,0,0,avant clôture #1
A,1788806700,btc-updown-15m-1788806700,-0.001386,0,0,avant clôture #1
B,1788806700,btc-updown-15m-1788806700,-0.014784,0,0,entre #1 et #2
C,1788806700,btc-updown-15m-1788806700,-0.001386,0,0,avant clôture #1
A,1788807600,btc-updown-15m-1788807600,-0.001386,0,0,entre #1 et #2
B,1788807600,btc-updown-15m-1788807600,-0.013706,0,0,avant clôture #1
C,1788807600,btc-updown-15m-1788807600,-0.001386,0,0,entre #1 et #2
A,1788808500,btc-updown-15m-1788808500,-0.005376,0,0,avant clôture #1
B,1788808500,btc-updown-15m-1788808500,-0.00665,0,0,après clôture #2
C,1788808500,btc-updown-15m-1788808500,-0.005376,0,0,entre #1 et #2
A,1788809400,btc-updown-15m-1788809400,-0.001386,0,0,entre #1 et #2
B,1788809400,btc-updown-15m-1788809400,-0.00689574,0,0,avant clôture #1
C,1788809400,btc-updown-15m-1788809400,-0.001386,0,0,avant clôture #1
A,1788810300,btc-updown-15m-1788810300,-0.001386,0,0,avant clôture #1
B,1788810300,btc-updown-15m-1788810300,-0.004074,0,0,après clôture #2
C,1788810300,btc-updown-15m-1788810300,-0.001386,0,0,avant clôture #1
A,1788811200,btc-updown-15m-1788811200,-0.00120947,0,0,après clôture #2
B,1788811200,btc-updown-15m-1788811200,-0.014725,0,0,entre #1 et #2
C,1788811200,btc-updown-15m-1788811200,-0.00120947,0,0,après clôture #2
A,1788812100,btc-updown-15m-1788812100,-0.001386,0,0,entre #1 et #2
B,1788812100,btc-updown-15m-1788812100,-0.02273,0,0,avant clôture #1
C,1788812100,btc-updown-15m-1788812100,-0.012065,0,0,avant clôture #1
A,1788813000,btc-updown-15m-1788813000,-0.001386,0,0,après clôture #2
B,1788813000,btc-updown-15m-1788813000,-0.019709,0,0,avant clôture #1
C,1788813000,btc-updown-15m-1788813000,-0.001386,0,0,après clôture #2
A,1788813900,btc-updown-15m-1788813900,-0.001386,0,0,avant clôture #1
B,1788813900,btc-updown-15m-1788813900,-0.016013,0,0,après clôture #2
C,1788813900,btc-updown-15m-1788813900,-0.001386,0,0,avant clôture #1
A,1788814800,btc-updown-15m-1788814800,-0.001386,0,0,avant clôture #1
B,1788814800,btc-updown-15m-1788814800,-0.011466,0,0,après clôture #2
C,1788814800,btc-updown-15m-1788814800,-0.001386,0,0,avant clôture #1
A,1788815700,btc-updown-15m-1788815700,0.0109,2,5,après clôture #2
B,1788815700,btc-updown-15m-1788815700,-0.009114,0,0,après clôture #2
C,1788815700,btc-updown-15m-1788815700,0.00611393,2,3,après clôture #2
A,1788816600,btc-updown-15m-1788816600,-0.001386,0,0,après clôture #2
B,1788816600,btc-updown-15m-1788816600,-0.018505,0,0,entre #1 et #2
C,1788816600,btc-updown-15m-1788816600,-0.001386,0,0,après clôture #2
A,1788817500,btc-updown-15m-1788817500,-0.001386,0,0,avant clôture #1
B,1788817500,btc-updown-15m-1788817500,-0.0114204,0,0,après clôture #2
C,1788817500,btc-updown-15m-1788817500,-0.001386,0,0,avant clôture #1
A,1788818400,btc-updown-15m-1788818400,-0.001386,0,0,avant clôture #1
B,1788818400,btc-updown-15m-1788818400,-0.0168287,0,0,avant clôture #1
C,1788818400,btc-updown-15m-1788818400,-0.001386,0,0,après clôture #2
A,1788819300,btc-updown-15m-1788819300,-0.001386,0,0,entre #1 et #2
B,1788819300,btc-updown-15m-1788819300,-0.0134089,0,0,entre #1 et #2
C,1788819300,btc-updown-15m-1788819300,-0.001386,0,0,entre #1 et #2
A,1788820200,btc-updown-15m-1788820200,-0.002744,0,0,après clôture #2
B,1788820200,btc-updown-15m-1788820200,-0.018505,0,0,avant clôture #1
C,1788820200,btc-updown-15m-1788820200,-0.002744,0,0,après clôture #2
A,1788821100,btc-updown-15m-1788821100,-0.000193299,0,0,avant clôture #1
B,1788821100,btc-updown-15m-1788821100,-0.022033,0,0,après clôture #2
C,1788821100,btc-updown-15m-1788821100,-0.001386,0,0,entre #1 et #2
A,1788822000,btc-updown-15m-1788822000,-0.001386,0,0,avant clôture #1
B,1788822000,btc-updown-15m-1788822000,-0.0147249,0,0,avant clôture #1
C,1788822000,btc-updown-15m-1788822000,-0.001386,0,0,avant clôture #1
A,1788822900,btc-updown-15m-1788822900,-0.00013986,0,0,après clôture #2
B,1788822900,btc-updown-15m-1788822900,-0.0240597,0,0,après clôture #2
C,1788822900,btc-updown-15m-1788822900,-0.001386,0,0,entre #1 et #2
A,1788823800,btc-updown-15m-1788823800,-0.001386,0,0,avant clôture #1
B,1788823800,btc-updown-15m-1788823800,-0.01785,0,0,avant clôture #1
C,1788823800,btc-updown-15m-1788823800,-0.001386,0,0,entre #1 et #2
A,1788824700,btc-updown-15m-1788824700,-0.001386,0,0,avant clôture #1
B,1788824700,btc-updown-15m-1788824700,-0.0111522,0,0,après clôture #2
C,1788824700,btc-updown-15m-1788824700,-0.001386,0,0,après clôture #2
A,1788825600,btc-updown-15m-1788825600,-0.001386,0,0,avant clôture #1
B,1788825600,btc-updown-15m-1788825600,-0.012065,0,0,avant clôture #1
C,1788825600,btc-updown-15m-1788825600,-0.001386,0,0,avant clôture #1
A,1788826500,btc-updown-15m-1788826500,-0.001386,0,0,avant clôture #1
B,1788826500,btc-updown-15m-1788826500,-0.0128125,0,0,après clôture #2
C,1788826500,btc-updown-15m-1788826500,-0.004074,0,0,après clôture #2
A,1788827400,btc-updown-15m-1788827400,-0.001386,0,0,avant clôture #1
B,1788827400,btc-updown-15m-1788827400,-0.012065,0,0,après clôture #2
C,1788827400,btc-updown-15m-1788827400,-0.001386,0,0,avant clôture #1
A,1788828300,btc-updown-15m-1788828300,-0.001386,0,0,avant clôture #1
B,1788828300,btc-updown-15m-1788828300,-0.013706,0,0,après clôture #2
C,1788828300,btc-updown-15m-1788828300,-0.001386,0,0,avant clôture #1
A,1788829200,btc-updown-15m-1788829200,-0.001386,0,0,avant clôture #1
B,1788829200,btc-updown-15m-1788829200,-0.012065,0,0,après clôture #2
C,1788829200,btc-updown-15m-1788829200,-0.001386,0,0,avant clôture #1
A,1788830100,btc-updown-15m-1788830100,-0.00013986,0,0,après clôture #2
B,1788830100,btc-updown-15m-1788830100,-0.02273,0,0,après clôture #2
C,1788830100,btc-updown-15m-1788830100,-0.001386,0,0,avant clôture #1
A,1788831000,btc-updown-15m-1788831000,-0.001386,0,0,entre #1 et #2
B,1788831000,btc-updown-15m-1788831000,-0.011466,0,0,entre #1 et #2
C,1788831000,btc-updown-15m-1788831000,-0.001386,0,0,entre #1 et #2
A,1788831900,btc-updown-15m-1788831900,-0.001386,0,0,avant clôture #1
B,1788831900,btc-updown-15m-1788831900,-0.019754,0,0,entre #1 et #2
C,1788831900,btc-updown-15m-1788831900,-0.001386,0,0,avant clôture #1
A,1788832800,btc-updown-15m-1788832800,-0.005376,0,0,entre #1 et #2
B,1788832800,btc-updown-15m-1788832800,-0.0056584,0,0,après clôture #2
C,1788832800,btc-updown-15m-1788832800,-0.00665,0,0,entre #1 et #2
A,1788833700,btc-updown-15m-1788833700,-0.001386,0,0,avant clôture #1
B,1788833700,btc-updown-15m-1788833700,-0.0197086,0,0,entre #1 et #2
C,1788833700,btc-updown-15m-1788833700,-0.001386,0,0,avant clôture #1
A,1788834600,btc-updown-15m-1788834600,-0.001386,0,0,entre #1 et #2
B,1788834600,btc-updown-15m-1788834600,-0.016013,0,0,après clôture #2
C,1788834600,btc-updown-15m-1788834600,-0.001386,0,0,entre #1 et #2
A,1788835500,btc-updown-15m-1788835500,-0.00013986,0,0,après clôture #2
B,1788835500,btc-updown-15m-1788835500,-0.0152743,0,0,après clôture #2
C,1788835500,btc-updown-15m-1788835500,-0.001386,0,0,avant clôture #1
A,1788836400,btc-updown-15m-1788836400,-0.001386,0,0,avant clôture #1
B,1788836400,btc-updown-15m-1788836400,-0.019709,0,0,après clôture #2
C,1788836400,btc-updown-15m-1788836400,-0.001386,0,0,avant clôture #1
A,1788837300,btc-updown-15m-1788837300,-0.001386,0,0,entre #1 et #2
B,1788837300,btc-updown-15m-1788837300,-0.012065,0,0,entre #1 et #2
C,1788837300,btc-updown-15m-1788837300,-0.001386,0,0,entre #1 et #2
A,1788838200,btc-updown-15m-1788838200,-0.00027944,0,0,avant clôture #1
B,1788838200,btc-updown-15m-1788838200,-0.014725,0,0,entre #1 et #2
C,1788838200,btc-updown-15m-1788838200,-0.00027944,0,0,avant clôture #1
A,1788839100,btc-updown-15m-1788839100,-0.001386,0,0,entre #1 et #2
B,1788839100,btc-updown-15m-1788839100,-0.004074,0,0,entre #1 et #2
C,1788839100,btc-updown-15m-1788839100,-0.001386,0,0,après clôture #2
A,1788840000,btc-updown-15m-1788840000,-0.001386,0,0,avant clôture #1
B,1788840000,btc-updown-15m-1788840000,-0.0220228,0,0,après clôture #2
C,1788840000,btc-updown-15m-1788840000,-0.001386,0,0,avant clôture #1
A,1788840900,btc-updown-15m-1788840900,-0.001386,0,0,avant clôture #1
B,1788840900,btc-updown-15m-1788840900,-0.0150531,0,0,après clôture #2
C,1788840900,btc-updown-15m-1788840900,-0.001386,0,0,avant clôture #1
A,1788841800,btc-updown-15m-1788841800,-0.001386,0,0,avant clôture #1
B,1788841800,btc-updown-15m-1788841800,-0.00883531,0,0,après clôture #2
C,1788841800,btc-updown-15m-1788841800,-0.005376,0,0,entre #1 et #2
A,1788842700,btc-updown-15m-1788842700,-0.001386,0,0,avant clôture #1
B,1788842700,btc-updown-15m-1788842700,-0.02273,0,0,avant clôture #1
C,1788842700,btc-updown-15m-1788842700,-0.004074,0,0,avant clôture #1
A,1788843600,btc-updown-15m-1788843600,-0.001386,0,0,avant clôture #1
B,1788843600,btc-updown-15m-1788843600,-0.01078,0,0,avant clôture #1
C,1788843600,btc-updown-15m-1788843600,-0.001386,0,0,après clôture #2
A,1788844500,btc-updown-15m-1788844500,-0.00013986,0,0,après clôture #2
B,1788844500,btc-updown-15m-1788844500,-0.0156746,0,0,entre #1 et #2
C,1788844500,btc-updown-15m-1788844500,-0.001386,0,0,après clôture #2
A,1788845400,btc-updown-15m-1788845400,-0.001386,0,0,avant clôture #1
B,1788845400,btc-updown-15m-1788845400,-0.019709,0,0,avant clôture #1
C,1788845400,btc-updown-15m-1788845400,-0.001386,0,0,entre #1 et #2
A,1788846300,btc-updown-15m-1788846300,-0.001386,0,0,avant clôture #1
B,1788846300,btc-updown-15m-1788846300,-0.0160126,0,0,entre #1 et #2
C,1788846300,btc-updown-15m-1788846300,-0.001386,0,0,après clôture #2
A,1788847200,btc-updown-15m-1788847200,-0.001386,0,0,avant clôture #1
B,1788847200,btc-updown-15m-1788847200,-0.014725,0,0,entre #1 et #2
C,1788847200,btc-updown-15m-1788847200,-0.001386,0,0,après clôture #2
A,1788848100,btc-updown-15m-1788848100,-0.00013986,0,0,après clôture #2
B,1788848100,btc-updown-15m-1788848100,-0.00665,0,0,après clôture #2
C,1788848100,btc-updown-15m-1788848100,-0.00013986,0,0,après clôture #2
A,1788849000,btc-updown-15m-1788849000,-0.001386,0,0,avant clôture #1
B,1788849000,btc-updown-15m-1788849000,-0.014725,0,0,entre #1 et #2
C,1788849000,btc-updown-15m-1788849000,-0.001386,0,0,entre #1 et #2
A,1788849900,btc-updown-15m-1788849900,-0.001386,0,0,avant clôture #1
B,1788849900,btc-updown-15m-1788849900,-0.00952041,0,0,après clôture #2
C,1788849900,btc-updown-15m-1788849900,-0.001386,0,0,entre #1 et #2
A,1788850800,btc-updown-15m-1788850800,-0.001386,0,0,avant clôture #1
B,1788850800,btc-updown-15m-1788850800,-0.0147249,0,0,après clôture #2
C,1788850800,btc-updown-15m-1788850800,-0.001386,0,0,avant clôture #1
A,1788851700,btc-updown-15m-1788851700,-0.001386,0,0,avant clôture #1
B,1788851700,btc-updown-15m-1788851700,-0.019709,0,0,après clôture #2
C,1788851700,btc-updown-15m-1788851700,-0.001386,0,0,avant clôture #1
A,1788852600,btc-updown-15m-1788852600,-0.001386,0,0,après clôture #2
B,1788852600,btc-updown-15m-1788852600,-0.012065,0,0,avant clôture #1
C,1788852600,btc-updown-15m-1788852600,-0.001386,0,0,avant clôture #1
A,1788853500,btc-updown-15m-1788853500,-0.001386,0,0,après clôture #2
B,1788853500,btc-updown-15m-1788853500,-0.0131318,0,0,entre #1 et #2
C,1788853500,btc-updown-15m-1788853500,-0.001386,0,0,avant clôture #1
A,1788854400,btc-updown-15m-1788854400,-0.001386,0,0,avant clôture #1
B,1788854400,btc-updown-15m-1788854400,-0.009114,0,0,entre #1 et #2
C,1788854400,btc-updown-15m-1788854400,-0.001386,0,0,avant clôture #1
A,1788855300,btc-updown-15m-1788855300,-0.001386,0,0,après clôture #2
B,1788855300,btc-updown-15m-1788855300,-0.021372,0,0,après clôture #2
C,1788855300,btc-updown-15m-1788855300,-0.001386,0,0,avant clôture #1
A,1788856200,btc-updown-15m-1788856200,-0.001386,0,0,entre #1 et #2
B,1788856200,btc-updown-15m-1788856200,-0.009114,0,0,après clôture #2
C,1788856200,btc-updown-15m-1788856200,-0.005376,0,0,après clôture #2
A,1788857100,btc-updown-15m-1788857100,-0.001386,0,0,avant clôture #1
B,1788857100,btc-updown-15m-1788857100,-0.0107118,0,0,après clôture #2
C,1788857100,btc-updown-15m-1788857100,-0.001386,0,0,avant clôture #1
A,1788858000,btc-updown-15m-1788858000,-0.001386,0,0,après clôture #2
B,1788858000,btc-updown-15m-1788858000,-0.016013,0,0,après clôture #2
C,1788858000,btc-updown-15m-1788858000,-0.001386,0,0,après clôture #2
A,1788858900,btc-updown-15m-1788858900,-0.001386,0,0,avant clôture #1
B,1788858900,btc-updown-15m-1788858900,-0.010304,0,0,entre #1 et #2
C,1788858900,btc-updown-15m-1788858900,-0.002744,0,0,après clôture #2
A,1788859800,btc-updown-15m-1788859800,-0.00013986,0,0,après clôture #2
B,1788859800,btc-updown-15m-1788859800,-0.012065,0,0,avant clôture #1
C,1788859800,btc-updown-15m-1788859800,-0.00013986,0,0,après clôture #2
A,1788860700,btc-updown-15m-1788860700,-0.001386,0,0,avant clôture #1
B,1788860700,btc-updown-15m-1788860700,0.133411,1,2,après clôture #2
C,1788860700,btc-updown-15m-1788860700,-0.001386,0,0,après clôture #2
A,1788861600,btc-updown-15m-1788861600,-0.001386,0,0,avant clôture #1
B,1788861600,btc-updown-15m-1788861600,-0.019709,0,0,après clôture #2
C,1788861600,btc-updown-15m-1788861600,-0.001386,0,0,avant clôture #1
A,1788862500,btc-updown-15m-1788862500,-0.00013986,0,0,après clôture #2
B,1788862500,btc-updown-15m-1788862500,-0.014725,0,0,entre #1 et #2
C,1788862500,btc-updown-15m-1788862500,-0.001386,0,0,avant clôture #1
A,1788863400,btc-updown-15m-1788863400,-0.001386,0,0,avant clôture #1
B,1788863400,btc-updown-15m-1788863400,-0.0265476,0,0,avant clôture #1
C,1788863400,btc-updown-15m-1788863400,-0.001386,0,0,entre #1 et #2
A,1788864300,btc-updown-15m-1788864300,-0.001386,0,0,avant clôture #1
B,1788864300,btc-updown-15m-1788864300,-0.02406,0,0,entre #1 et #2
C,1788864300,btc-updown-15m-1788864300,-0.001386,0,0,avant clôture #1
A,1788865200,btc-updown-15m-1788865200,-0.001386,0,0,avant clôture #1
B,1788865200,btc-updown-15m-1788865200,-0.011466,0,0,entre #1 et #2
C,1788865200,btc-updown-15m-1788865200,-0.001386,0,0,avant clôture #1
A,1788866100,btc-updown-15m-1788866100,-0.001386,0,0,avant clôture #1
B,1788866100,btc-updown-15m-1788866100,-0.0203516,0,0,entre #1 et #2
C,1788866100,btc-updown-15m-1788866100,-0.001386,0,0,avant clôture #1
A,1788867000,btc-updown-15m-1788867000,-0.001386,0,0,avant clôture #1
B,1788867000,btc-updown-15m-1788867000,-0.011466,0,0,après clôture #2
C,1788867000,btc-updown-15m-1788867000,-0.001386,0,0,avant clôture #1
A,1788867900,btc-updown-15m-1788867900,-0.001386,0,0,avant clôture #1
B,1788867900,btc-updown-15m-1788867900,-0.0148302,0,0,après clôture #2
C,1788867900,btc-updown-15m-1788867900,-0.001386,0,0,avant clôture #1
A,1788868800,btc-updown-15m-1788868800,-0.001386,0,0,avant clôture #1
B,1788868800,btc-updown-15m-1788868800,-0.021546,0,0,avant clôture #1
C,1788868800,btc-updown-15m-1788868800,-0.001386,0,0,entre #1 et #2
A,1788869700,btc-updown-15m-1788869700,-0.001386,0,0,après clôture #2
B,1788869700,btc-updown-15m-1788869700,-0.002744,0,0,avant clôture #1
C,1788869700,btc-updown-15m-1788869700,-0.001386,0,0,après clôture #2
A,1788870600,btc-updown-15m-1788870600,-0.001386,0,0,avant clôture #1
B,1788870600,btc-updown-15m-1788870600,-0.0213787,0,0,après clôture #2
C,1788870600,btc-updown-15m-1788870600,-0.001386,0,0,avant clôture #1
A,1788871500,btc-updown-15m-1788871500,-0.001386,0,0,avant clôture #1
B,1788871500,btc-updown-15m-1788871500,-0.013409,0,0,après clôture #2
C,1788871500,btc-updown-15m-1788871500,-0.001386,0,0,avant clôture #1
A,1788872400,btc-updown-15m-1788872400,-0.001386,0,0,avant clôture #1
B,1788872400,btc-updown-15m-1788872400,-0.016856,0,0,entre #1 et #2
C,1788872400,btc-updown-15m-1788872400,-0.001386,0,0,avant clôture #1
A,1788873300,btc-updown-15m-1788873300,-0.001386,0,0,après clôture #2
B,1788873300,btc-updown-15m-1788873300,-0.00665,0,0,après clôture #2
C,1788873300,btc-updown-15m-1788873300,-0.001386,0,0,après clôture #2
A,1788874200,btc-updown-15m-1788874200,-0.001386,0,0,avant clôture #1
B,1788874200,btc-updown-15m-1788874200,-0.0144994,0,0,avant clôture #1
C,1788874200,btc-updown-15m-1788874200,-0.001386,0,0,avant clôture #1
A,1788875100,btc-updown-15m-1788875100,-0.00013986,0,0,après clôture #2
B,1788875100,btc-updown-15m-1788875100,-0.018525,0,0,après clôture #2
C,1788875100,btc-updown-15m-1788875100,-0.00013986,0,0,après clôture #2
A,1788876000,btc-updown-15m-1788876000,-0.001386,0,0,avant clôture #1
B,1788876000,btc-updown-15m-1788876000,-0.011466,0,0,après clôture #2
C,1788876000,btc-updown-15m-1788876000,-0.001386,0,0,avant clôture #1
A,1788876900,btc-updown-15m-1788876900,-0.001386,0,0,avant clôture #1
B,1788876900,btc-updown-15m-1788876900,-0.017273,0,0,avant clôture #1
C,1788876900,btc-updown-15m-1788876900,-0.001386,0,0,avant clôture #1
A,1788877800,btc-updown-15m-1788877800,-0.001386,0,0,avant clôture #1
B,1788877800,btc-updown-15m-1788877800,-0.018505,0,0,après clôture #2
C,1788877800,btc-updown-15m-1788877800,-0.001386,0,0,avant clôture #1
A,1788878700,btc-updown-15m-1788878700,-0.001386,0,0,entre #1 et #2
B,1788878700,btc-updown-15m-1788878700,-0.013706,0,0,entre #1 et #2
C,1788878700,btc-updown-15m-1788878700,-0.005376,0,0,entre #1 et #2
A,1788879600,btc-updown-15m-1788879600,0.019392,1,2,après clôture #2
B,1788879600,btc-updown-15m-1788879600,-0.00065,0,0,après clôture #2
C,1788879600,btc-updown-15m-1788879600,-0.001386,0,0,avant clôture #1
A,1788880500,btc-updown-15m-1788880500,-0.001386,0,0,entre #1 et #2
B,1788880500,btc-updown-15m-1788880500,-0.010304,0,0,entre #1 et #2
C,1788880500,btc-updown-15m-1788880500,-0.001386,0,0,entre #1 et #2
A,1788881400,btc-updown-15m-1788881400,-0.001386,0,0,avant clôture #1
B,1788881400,btc-updown-15m-1788881400,-0.0162303,0,0,entre #1 et #2
C,1788881400,btc-updown-15m-1788881400,-0.001386,0,0,avant clôture #1
A,1788882300,btc-updown-15m-1788882300,-0.001386,0,0,avant clôture #1
B,1788882300,btc-updown-15m-1788882300,-0.016013,0,0,après clôture #2
C,1788882300,btc-updown-15m-1788882300,-0.001386,0,0,avant clôture #1
A,1788883200,btc-updown-15m-1788883200,-0.001386,0,0,avant clôture #1
B,1788883200,btc-updown-15m-1788883200,-0.018505,0,0,entre #1 et #2
C,1788883200,btc-updown-15m-1788883200,-0.001386,0,0,avant clôture #1
A,1788884100,btc-updown-15m-1788884100,-0.001386,0,0,avant clôture #1
B,1788884100,btc-updown-15m-1788884100,-0.004074,0,0,après clôture #2
C,1788884100,btc-updown-15m-1788884100,-0.001386,0,0,avant clôture #1
A,1788885000,btc-updown-15m-1788885000,-0.00013986,0,0,après clôture #2
B,1788885000,btc-updown-15m-1788885000,-0.0146371,0,0,entre #1 et #2
C,1788885000,btc-updown-15m-1788885000,-0.001386,0,0,avant clôture #1
A,1788885900,btc-updown-15m-1788885900,0.003987,4,8,après clôture #2
B,1788885900,btc-updown-15m-1788885900,-0.002744,0,0,entre #1 et #2
C,1788885900,btc-updown-15m-1788885900,-0.001386,0,0,avant clôture #1
A,1788886800,btc-updown-15m-1788886800,0.00742202,3,5,après clôture #2
B,1788886800,btc-updown-15m-1788886800,-0.00880951,0,0,avant clôture #1
C,1788886800,btc-updown-15m-1788886800,0.005275,1,2,après clôture #2
A,1788887700,btc-updown-15m-1788887700,-0.00013986,0,0,après clôture #2
B,1788887700,btc-updown-15m-1788887700,-0.00526699,0,0,après clôture #2
C,1788887700,btc-updown-15m-1788887700,-0.00013986,0,0,après clôture #2
A,1788888600,btc-updown-15m-1788888600,-0.001386,0,0,avant clôture #1
B,1788888600,btc-updown-15m-1788888600,-0.012065,0,0,entre #1 et #2
C,1788888600,btc-updown-15m-1788888600,-0.001386,0,0,avant clôture #1
A,1788889500,btc-updown-15m-1788889500,-0.001386,0,0,avant clôture #1
B,1788889500,btc-updown-15m-1788889500,-0.02406,0,0,après clôture #2
C,1788889500,btc-updown-15m-1788889500,-0.001386,0,0,entre #1 et #2
A,1788890400,btc-updown-15m-1788890400,-0.00134613,0,0,après clôture #2
B,1788890400,btc-updown-15m-1788890400,-0.0172554,0,0,avant clôture #1
C,1788890400,btc-updown-15m-1788890400,-0.00134613,0,0,après clôture #2
A,1788891300,btc-updown-15m-1788891300,-0.001386,0,0,avant clôture #1
B,1788891300,btc-updown-15m-1788891300,-0.00778885,0,0,après clôture #2
C,1788891300,btc-updown-15m-1788891300,-0.004074,0,0,entre #1 et #2
A,1788892200,btc-updown-15m-1788892200,-0.001386,0,0,avant clôture #1
B,1788892200,btc-updown-15m-1788892200,-0.02273,0,0,après clôture #2
C,1788892200,btc-updown-15m-1788892200,-0.001386,0,0,avant clôture #1
A,1788893100,btc-updown-15m-1788893100,-0.001386,0,0,entre #1 et #2
B,1788893100,btc-updown-15m-1788893100,-0.007896,0,0,avant clôture #1
C,1788893100,btc-updown-15m-1788893100,-0.001386,0,0,entre #1 et #2
A,1788894000,btc-updown-15m-1788894000,0.016099,1,2,après clôture #2
B,1788894000,btc-updown-15m-1788894000,-0.003957,0,0,après clôture #2
C,1788894000,btc-updown-15m-1788894000,-0.001386,0,0,après clôture #2
A,1788894900,btc-updown-15m-1788894900,-0.001386,0,0,avant clôture #1
B,1788894900,btc-updown-15m-1788894900,-0.011466,0,0,avant clôture #1
C,1788894900,btc-updown-15m-1788894900,-0.001386,0,0,après clôture #2
A,1788895800,btc-updown-15m-1788895800,0.18587,1,1,après clôture #2
