slug,duree,ecart_pb,n_achats_apres,n_marge_pos_apres,parts_marge_pos_apres,profit_apres,prix_min_apres,delai_median_s_apres,n_achats_avant,n_marge_pos_avant,parts_marge_pos_avant,profit_avant,prix_min_avant,delai_median_s_avant
btc-updown-5m-1788717300,5m,-1.00843,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788717600,15m,15.2553,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788717600,5m,5.55614,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788717900,5m,6.60045,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788718200,5m,3.09124,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788718500,15m,6.12973,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788718500,5m,0.223647,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788718800,5m,4.06214,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788719100,5m,1.84306,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788719400,15m,4.13786,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788719400,5m,3.85491,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788719700,5m,1.642,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788720000,5m,-1.35894,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788720300,15m,1.89431,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788720300,5m,-2.21065,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788720600,5m,0.0228814,2,2,324.45,3.02729,0.989836,0,18,18,281.898,3.44025,0.98,-2
btc-updown-5m-1788720900,5m,4.08298,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788721200,15m,-10.8821,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788721200,5m,-6.87208,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788721500,5m,-3.47169,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788721800,5m,-0.541237,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788722100,15m,-2.47681,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788722100,5m,-1.28381,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788722400,5m,-0.754495,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788722700,5m,-0.438699,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788723000,15m,-5.25089,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788723000,5m,-2.16415,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788723300,5m,-1.9562,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788723600,5m,-1.13142,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788723900,15m,1.48168,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788723900,5m,0.841967,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788724200,5m,0.264882,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788724500,5m,0.374765,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788724800,15m,-1.33444,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788724800,5m,-0.575036,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788725100,5m,-4.12972,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788725400,5m,3.37166,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788725700,15m,15.9509,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788725700,5m,2.09799,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788726000,5m,14.364,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788726300,5m,-0.513273,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788726600,15m,1.82302,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788726600,5m,2.12107,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788726900,5m,-1.33655,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788727200,5m,1.03871,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788727500,15m,-6.15573,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788727500,5m,-2.20288,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788727800,5m,-3.21293,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788728100,5m,-0.741025,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788728400,15m,11.8471,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788728400,5m,8.62166,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788728700,5m,1.7903,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788729000,5m,1.43212,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788729300,15m,-11.0628,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788729300,5m,3.95908,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788729600,5m,-9.48169,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788729900,5m,-5.53951,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788730200,15m,-0.57112,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788730200,5m,-0.453357,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788730500,5m,-0.0257912,0,0,0,0,,,11,11,702.344,7.03678,0.97,-2
btc-updown-5m-1788730800,5m,-0.0919776,17,17,1724.11,12.14,0.95,0,13,13,181.512,1.68933,0.99,-2
btc-updown-15m-1788731100,15m,5.08138,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788731100,5m,6.31017,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788731400,5m,-1.58444,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788731700,5m,0.356481,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788732000,15m,-24.1482,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788732000,5m,-14.8101,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788732300,5m,-12.2088,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788732600,5m,2.86041,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788732900,15m,7.99207,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788732900,5m,-11.9444,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788733200,5m,9.91269,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788733500,5m,10.0376,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788733800,15m,19.121,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788733800,5m,14.5427,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788734100,5m,5.92671,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788734400,5m,-1.35428,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788734700,15m,11.8154,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788734700,5m,2.24421,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788735000,5m,5.09857,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788735300,5m,4.46818,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788735600,15m,17.7335,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788735600,5m,21.0894,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788735900,5m,-4.43409,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788736200,5m,1.08564,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788736500,15m,-8.40311,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788736500,5m,7.36353,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788736800,5m,-13.5501,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788737100,5m,-2.20797,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788737400,15m,31.821,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788737400,5m,7.4856,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788737700,5m,29.2625,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788738000,5m,-4.93094,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788738300,15m,-4.95473,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788738300,5m,8.88975,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788738600,5m,-3.26172,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788738900,5m,-10.5739,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788739200,15m,-0.692578,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788739200,5m,-2.87465,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788739500,5m,9.30264,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788739800,5m,-7.11333,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788740100,15m,-18.3809,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788740100,5m,-26.1631,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788740400,5m,3.95143,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788740700,5m,3.84969,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788741000,15m,-6.17948,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788741000,5m,-5.81203,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788741300,5m,-1.93774,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788741600,5m,1.57039,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788741900,15m,-6.14656,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788741900,5m,-0.799661,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788742200,5m,-1.28091,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788742500,5m,-4.06693,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788742800,15m,-17.7339,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788742800,5m,14.0844,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788743100,5m,-25.278,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788743400,5m,-6.51208,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788743700,15m,-3.06078,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788743700,5m,-0.900937,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788744000,5m,-4.78358,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788744300,5m,2.6248,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788744600,15m,-10.3371,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788744600,5m,3.03247,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788744900,5m,-5.77755,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788745200,5m,-7.59233,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788745500,15m,10.104,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788745500,5m,1.2624,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788745800,5m,8.60264,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788746100,5m,0.237675,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788746400,15m,-14.6415,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788746400,5m,-4.5723,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788746700,5m,-8.74664,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788747000,5m,-1.32834,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788747300,15m,26.5363,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788747300,5m,13.7861,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788747600,5m,2.43587,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788747900,5m,10.2942,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788748200,15m,28.8021,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788748200,5m,-2.1534,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788748500,5m,40.3067,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788748800,5m,-9.30702,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788749100,15m,-46.88,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788749100,5m,-3.65592,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788749400,5m,-12.5978,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788749700,5m,-30.6807,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788750000,15m,-12.0707,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788750000,5m,7.90977,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788750300,5m,-15.4617,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788750600,5m,-4.51001,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788750900,15m,-5.85198,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788750900,5m,2.01771,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788751200,5m,-0.662314,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788751500,5m,-7.20627,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788751800,15m,-11.652,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788751800,5m,0.484121,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788752100,5m,-7.74359,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788752400,5m,-4.39536,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788752700,15m,-5.63828,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788752700,5m,-0.704578,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788753000,5m,-2.21899,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788753300,5m,-2.71567,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788753600,15m,3.3876,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788753600,5m,1.4984,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788753900,5m,3.22307,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788754200,5m,-1.33372,3,3,153.382,0.142656,0.999,1,1,1,16.526,0.0153703,0.999,-2
btc-updown-15m-1788754500,15m,-0.979523,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788754500,5m,5.94632,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788754800,5m,0.160608,36,36,1278.54,12.3654,0.97,0,30,30,1921.76,28.1179,0.96,-2
btc-updown-5m-1788755100,5m,-7.08223,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788755400,15m,5.64187,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788755400,5m,-1.44634,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788755700,5m,1.31822,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788756000,5m,5.77025,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788756300,15m,7.04529,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788756300,5m,4.57039,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788756600,5m,-5.85845,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788756900,5m,8.3371,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788757200,15m,5.24057,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788757200,5m,0.600078,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788757500,5m,-0.948743,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788757800,5m,5.58949,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788758100,15m,10.391,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788758100,5m,7.36491,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788758400,5m,6.46312,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788758700,5m,-3.43702,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788759000,15m,0.679982,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788759000,5m,-0.606732,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788759300,5m,2.0651,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788759600,5m,-0.778153,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788759900,15m,-10.8394,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788759900,5m,-0.845213,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788760200,5m,-5.65723,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788760500,5m,-4.34022,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788760800,15m,5.07114,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788760800,5m,2.30226,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788761100,5m,1.42704,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788761400,5m,1.34102,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788761700,15m,-11.8035,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788761700,5m,-10.2342,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788762000,5m,2.81188,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788762300,5m,-4.38155,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788762600,15m,-4.94117,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788762600,5m,-1.51133,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788762900,5m,-1.0811,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788763200,5m,-2.34951,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788763500,15m,-0.406892,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788763500,5m,0.466962,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788763800,5m,-0.792507,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788764100,5m,-0.0813129,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788764400,15m,-6.28634,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788764400,5m,-7.65401,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788764700,5m,9.07371,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788765000,5m,-7.69801,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788765300,15m,-24.3472,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788765300,5m,-4.48408,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788765600,5m,-13.6141,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788765900,5m,-6.26649,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788766200,15m,-19.9346,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788766200,5m,-11.3981,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788766500,5m,-12.2069,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788766800,5m,3.66503,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788767100,15m,15.1435,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788767100,5m,10.163,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788767400,5m,-0.998854,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788767700,5m,5.9749,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788768000,15m,10.2069,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788768000,5m,7.09193,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788768300,5m,5.15291,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788768600,5m,-2.03908,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788768900,15m,-1.56921,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788768900,5m,2.61534,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788769200,5m,-3.13258,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788769500,5m,-1.05121,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788769800,15m,2.39396,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788769800,5m,3.9413,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788770100,5m,-5.3165,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788770400,5m,3.77178,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788770700,15m,-5.02832,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788770700,5m,-5.27852,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788771000,5m,-0.949458,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788771300,5m,1.19991,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788771600,15m,13.2523,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788771600,5m,2.5066,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788771900,5m,7.19894,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788772200,5m,3.54152,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788772500,15m,-6.81786,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788772500,5m,-1.79437,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788772800,5m,-7.91942,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788773100,5m,2.89732,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788773400,15m,-12.6814,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788773400,5m,-6.79544,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788773700,5m,-8.36668,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788774000,5m,2.47879,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788774300,15m,-8.95136,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788774300,5m,3.48792,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788774600,5m,-11.2998,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788774900,5m,-1.13638,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788775200,15m,7.83088,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788775200,5m,9.82546,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788775500,5m,-5.94972,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788775800,5m,3.95945,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788776100,15m,5.86612,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788776100,5m,4.52636,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788776400,5m,-1.33705,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788776700,5m,2.67656,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788777000,15m,2.28587,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788777000,5m,-1.33986,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788777300,5m,-0.245889,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788777600,5m,3.8722,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788777900,15m,-10.1992,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788777900,5m,-4.89094,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788778200,5m,3.19685,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788778500,5m,-8.505,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788778800,15m,4.76835,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788778800,5m,-5.5353,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788779100,5m,-3.34272,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788779400,5m,13.6566,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788779700,15m,5.60394,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788779700,5m,2.42712,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788780000,5m,3.39217,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788780300,5m,-0.216054,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788780600,15m,-3.97141,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788780600,5m,1.57245,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788780900,5m,-5.22482,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788781200,5m,-0.318342,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788781500,15m,2.29413,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788781500,5m,0.957842,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788781800,5m,0.463119,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788782100,5m,0.872999,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788782400,15m,1.71302,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788782400,5m,-1.89636,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788782700,5m,8.27141,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788783000,5m,-4.65749,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788783300,15m,10.7232,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788783300,5m,2.51315,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788783600,5m,2.13207,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788783900,5m,6.07457,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788784200,15m,-6.88159,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788784200,5m,-2.56634,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788784500,5m,-3.82503,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788784800,5m,-0.491514,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788785100,15m,18.1461,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788785100,5m,7.18294,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788785400,5m,9.16566,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788785700,5m,1.78797,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788786000,15m,-2.1783,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788786000,5m,-6.0538,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788786300,5m,-0.77175,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788786600,5m,4.64996,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788786900,15m,2.9465,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788786900,5m,-0.23481,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788787200,5m,3.33558,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788787500,5m,-0.154143,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788787800,15m,-31.8526,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788787800,5m,-20.1796,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788788100,5m,-6.27128,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788788400,5m,-5.42877,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788788700,15m,-1.72105,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788788700,5m,-2.91997,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788789000,5m,7.76257,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788789300,5m,-6.55821,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1788789600,15m,-25.2031,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788789600,5m,-0.254018,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1788789900,5m,-26.423,0,0,0,0,,,0,0,0,0,,
