slug,duree,ecart_pb,n_achats_apres,n_marge_pos_apres,parts_marge_pos_apres,profit_apres,prix_min_apres,delai_median_s_apres,n_achats_avant,n_marge_pos_avant,parts_marge_pos_avant,profit_avant,prix_min_avant,delai_median_s_avant
btc-updown-5m-1789558200,5m,5.70482,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789558500,5m,-1.7294,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789558800,5m,29.9371,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789559100,15m,1.48331,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789559100,5m,-2.93714,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789559400,5m,2.90907,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789559700,5m,1.51224,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789560000,15m,-15.543,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789560000,5m,5.19227,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789560300,5m,-12.1469,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789560600,5m,-8.58806,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789560900,15m,-27.121,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789560900,5m,-4.19113,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789561200,5m,-7.44526,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789561500,5m,-15.5058,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789561800,15m,6.67168,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789561800,5m,10.0295,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789562100,5m,-2.73156,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789562400,5m,-0.623046,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789562700,15m,-5.07145,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789562700,5m,4.77345,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789563000,5m,-3.10621,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789563300,5m,-6.73608,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789563600,15m,-18.1778,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789563600,5m,-27.1979,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789563900,5m,2.72018,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789564200,5m,6.32286,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789564500,15m,-0.822178,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789564500,5m,4.70685,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789564800,5m,-9.31605,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789565100,5m,3.79315,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789565400,15m,-1.01613,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789565400,5m,-14.1397,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789565700,5m,-5.6234,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789566000,5m,18.7761,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789566300,15m,-16.9103,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789566300,5m,7.12666,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789566600,5m,-10.24,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789566900,5m,-13.794,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789567200,15m,-17.6385,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789567200,5m,-12.4444,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789567500,5m,2.8291,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789567800,5m,-8.02737,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789568100,15m,38.9371,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789568100,5m,9.61586,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789568400,5m,2.9031,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789568700,5m,26.3823,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789569000,15m,-7.91719,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789569000,5m,-7.06653,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789569300,5m,-10.2781,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789569600,5m,9.43649,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789569900,15m,-12.4659,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789569900,5m,-20.6567,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789570200,5m,3.38898,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789570500,5m,4.81721,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789570800,15m,15.1144,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789570800,5m,9.45251,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789571100,5m,-10.1246,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789571400,5m,15.7972,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789571700,15m,-13.0711,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789571700,5m,-8.78839,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789572000,5m,7.20221,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789572300,5m,-11.4805,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789572600,15m,10.0855,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789572600,5m,-3.72742,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789572900,5m,16.0665,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789573200,5m,-2.24478,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789573500,15m,8.5248,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789573500,5m,10.9764,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789573800,5m,3.84446,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789574100,5m,-6.29091,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789574400,15m,5.42451,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789574400,5m,-2.37936,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789574700,5m,-11.7707,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789575000,5m,19.5995,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789575300,15m,-11.694,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789575300,5m,0.588764,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789575600,5m,-3.22217,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789575900,5m,-9.06276,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789576200,15m,-8.86861,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789576200,5m,-2.48752,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789576500,5m,2.62558,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789576800,5m,-9.0059,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789577100,15m,11.4503,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789577100,5m,9.34691,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789577400,5m,2.74086,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789577700,5m,-0.639205,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789578000,15m,-11.3396,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789578000,5m,-1.40451,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789578300,5m,-10.5652,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789578600,5m,0.629415,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789578900,15m,2.05054,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789578900,5m,3.85247,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789579200,5m,-2.83051,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789579500,5m,1.02957,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789579800,15m,-36.6256,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789579800,5m,-6.37159,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789580100,5m,-25.719,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789580400,5m,-4.56608,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789580700,15m,42.1209,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789580700,5m,-6.40957,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789581000,5m,17.5725,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789581300,5m,30.9347,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789581600,15m,10.9301,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789581600,5m,7.65333,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789581900,5m,63.2628,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789582200,5m,-59.6115,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789582500,15m,8.4678,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789582500,5m,4.26072,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789582800,5m,18.2972,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789583100,5m,-14.0662,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789583400,15m,29.0274,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789583400,5m,-37.5917,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789583700,5m,23.8346,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789584000,5m,42.9336,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789584300,15m,-56.8688,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789584300,5m,-25.6919,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789584600,5m,-44.1929,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789584900,5m,12.9931,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789585200,15m,20.4579,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789585200,5m,56.3669,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789585500,5m,-22.4725,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789585800,5m,-13.265,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789586100,15m,-52.2128,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789586100,5m,-21.3037,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789586400,5m,-30.9105,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789586700,5m,-0.0647206,98,98,8401.94,1425.1,0.41,0,31,31,1404.33,475.496,0.58,-2
btc-updown-15m-1789587000,15m,66.0818,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789587000,5m,30.6237,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789587300,5m,15.2067,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789587600,5m,20.1126,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789587900,15m,16.0395,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789587900,5m,18.4824,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789588200,5m,-6.09001,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789588500,5m,3.65389,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789588800,15m,17.6971,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789588800,5m,23.6722,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789589100,5m,-9.59589,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789589400,5m,3.63837,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789589700,15m,-3.99652,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789589700,5m,10.2022,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789590000,5m,-0.55719,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789590300,5m,-13.6278,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789590600,15m,-6.61623,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789590600,5m,1.00683,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789590900,5m,-10.8024,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789591200,5m,3.1835,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789591500,15m,6.85802,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789591500,5m,6.55172,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789591800,5m,-6.6408,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789592100,5m,6.95152,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789592400,15m,-10.5563,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789592400,5m,-1.95385,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789592700,5m,-2.56541,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789593000,5m,-6.04028,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789593300,15m,-4.4455,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789593300,5m,0.916906,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789593600,5m,-4.45228,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789593900,5m,-0.910043,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789594200,15m,-14.0193,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789594200,5m,0.157068,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789594500,5m,-7.97017,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789594800,5m,-6.21095,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789595100,15m,5.05576,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789595100,5m,2.44833,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789595400,5m,4.85866,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789595700,5m,-2.25077,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789596000,15m,-14.6756,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789596000,5m,-28.3505,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789596300,5m,-8.69173,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789596600,5m,22.425,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789596900,15m,-12.9599,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789596900,5m,-6.74577,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789597200,5m,-18.5117,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789597500,5m,12.3162,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789597800,15m,3.66345,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789597800,5m,-10.1746,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789598100,5m,5.19426,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789598400,5m,8.6534,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789598700,15m,-17.0329,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789598700,5m,-9.41744,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789599000,5m,-10.1333,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789599300,5m,2.51319,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789599600,15m,19.4399,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789599600,5m,6.33959,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789599900,5m,9.88389,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789600200,5m,3.20497,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789600500,15m,34.2075,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789600500,5m,28.4841,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789600800,5m,10.1241,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789601100,5m,-4.41247,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789601400,15m,15.9052,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789601400,5m,4.09833,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789601700,5m,0.49266,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789602000,5m,11.3088,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789602300,15m,-0.109411,1,1,22,0.204754,0.99,0,6,6,915.81,9.32511,0.988279,-2
btc-updown-5m-1789602300,5m,-4.29382,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789602600,5m,8.90913,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789602900,5m,-4.71872,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789603200,15m,15.1918,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789603200,5m,8.55458,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789603500,5m,5.32573,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789603800,5m,1.30517,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789604100,15m,10.6987,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789604100,5m,14.6772,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789604400,5m,3.57211,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789604700,5m,-7.54209,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789605000,15m,4.60146,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789605000,5m,8.01453,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789605300,5m,1.88458,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789605600,5m,-5.29391,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789605900,15m,-12.8654,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789605900,5m,-5.11016,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789606200,5m,-1.70737,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789606500,5m,-6.05285,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789606800,15m,-8.54468,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789606800,5m,-14.7503,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789607100,5m,7.45861,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789607400,5m,-1.24288,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789607700,15m,46.7626,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789607700,5m,10.5336,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789608000,5m,13.1175,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789608300,5m,23.0431,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789608600,15m,-2.72179,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789608600,5m,0.872928,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789608900,5m,1.61221,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789609200,5m,-5.20577,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789609500,15m,-30.6067,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789609500,5m,-10.293,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789609800,5m,-16.3233,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789610100,5m,-4.01779,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789610400,15m,-24.4797,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789610400,5m,-0.835714,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789610700,5m,-23.6761,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789611000,5m,0.0302666,0,0,0,0,,,6,6,534.503,4.97462,0.99,-2
btc-updown-15m-1789611300,15m,-1.79465,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789611300,5m,-4.3021,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789611600,5m,-5.64933,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789611900,5m,8.16247,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789612200,15m,32.7438,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789612200,5m,8.78438,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789612500,5m,22.8574,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789612800,5m,1.07844,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789613100,15m,-8.9333,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789613100,5m,-0.94074,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789613400,5m,-9.37766,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789613700,5m,1.38565,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789614000,15m,7.20958,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789614000,5m,12.2371,1,1,5,2.36254,0.51,136,0,0,0,0,,
btc-updown-5m-1789614300,5m,-1.49457,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789614600,5m,-3.52734,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789614900,15m,9.70288,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789614900,5m,0.336607,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789615200,5m,7.18113,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789615500,5m,2.18326,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789615800,15m,-2.99948,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789615800,5m,2.04584,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789616100,5m,-2.42949,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789616400,5m,-2.61543,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789616700,15m,-4.20842,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789616700,5m,-0.419916,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789617000,5m,-5.26124,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789617300,5m,1.47335,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789617600,15m,-16.1642,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789617600,5m,-7.8985,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789617900,5m,-2.52369,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789618200,5m,-5.74998,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789618500,15m,-11.5613,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789618500,5m,-0.195807,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789618800,5m,-14.0025,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789619100,5m,2.64057,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789619400,15m,19.0134,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789619400,5m,-3.56354,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789619700,5m,15.9464,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789620000,5m,6.62804,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789620300,15m,26.0299,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789620300,5m,13.2204,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789620600,5m,-1.62387,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789620900,5m,14.4188,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789621200,15m,-13.0605,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789621200,5m,-7.13598,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789621500,5m,-1.21821,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789621800,5m,-4.71117,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789622100,15m,2.10439,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789622100,5m,-6.87918,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789622400,5m,6.43999,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789622700,5m,2.54813,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789623000,15m,-17.3214,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789623000,5m,-8.11906,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789623300,5m,-4.11403,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789623600,5m,-5.09786,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789623900,15m,-3.4198,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789623900,5m,3.01697,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789624200,5m,3.75187,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789624500,5m,-10.1829,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789624800,15m,16.8083,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789624800,5m,6.49251,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789625100,5m,7.82985,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789625400,5m,2.47734,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789625700,15m,-6.91372,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789625700,5m,-6.95956,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789626000,5m,-8.03871,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789626300,5m,8.09109,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789626600,15m,20.255,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789626600,5m,11.7252,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789626900,5m,7.18156,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789627200,5m,1.33725,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789627500,15m,-11.267,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789627500,5m,1.51281,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789627800,5m,-8.88157,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789628100,5m,-3.89973,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789628400,15m,9.87463,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789628400,5m,10.2049,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789628700,5m,10.7936,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789629000,5m,-11.1116,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789629300,15m,-0.430934,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789629300,5m,5.58476,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789629600,5m,-5.04932,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789629900,5m,-0.96351,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789630200,15m,-4.51999,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789630200,5m,-3.15953,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789630500,5m,-3.49335,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789630800,5m,2.1332,0,0,0,0,,,0,0,0,0,,
btc-updown-15m-1789631100,15m,-10.1083,0,0,0,0,,,0,0,0,0,,
btc-updown-5m-1789631100,5m,1.22792,0,0,0,0,,,0,0,0,0,,
