étape,secondes
"1a. marchés, issue, barème (PolymarketClient, cache)",0.991727352142334
"1b. prédictions modeles_vs_marche, σ TimesFM, priceToBeat",7.117944002151489
1c. TWAP60(S) Binance (agrégats 1 s pm_backtest),0.08814024925231934
"2a. Binance 1 s (zips journaliers, cache) et EWMA",2.068531036376953
2b. juste valeur aux instants de cotation : choix de la demi-vie EWMA (train),15.023844003677368
3. simulation des ordres au repos sur les trades preneurs (pool de processus),411.4559152126312
"4. analyse : expansion, P&L, bootstrap",38.06213688850403
5. figures,1.8368995189666748
total,484.30534052848816
