half,model,label,n_orders,n_markets,n_crossing,fill_rate,share_traversal,share_queue,delay_median_s,delay_p75_s,n_scored,pnl_per_placed_c,pnl_per_executed_c,rebate_per_executed_c,pnl_total_usd,win_rate_executed,win_rate_not_executed,adverse_selection_pts,fill_rate_ic_lo,fill_rate_ic_hi,pnl_per_placed_ic_lo,pnl_per_placed_ic_hi,pnl_per_executed_ic_lo,pnl_per_executed_ic_hi,pnl_per_placed_ic_lo_adj,pnl_per_placed_ic_hi_adj,adverse_selection_ic_lo,adverse_selection_ic_hi,strategy,config,duration
1re moitié,hgb_m5,0.47/S+30,1211,1211,60,0.49793559042113955,0.9800995024875622,0.01990049751243781,33.0,40.0,1211,0.37902559867877916,0.7611940298507501,0.3484727505471161,459.0,0.47761194029850745,0.6282894736842105,-15.067753338570306,0.46744221496220445,0.5281671295737229,-1.6186918753193664,2.347291323448653,-3.216807569319725,4.702193576055293,-2.8803550506908144,4.271019843479153,-20.673775048140953,-9.608706251536187,signal,,
1re moitié,hgb_m5,0.48/S+30,1174,1174,97,0.5221465076660988,0.9820554649265906,0.01794453507340946,33.0,39.0,1174,-0.020442930153321087,-0.03915171288743712,0.34917658256539724,-24.0,0.4796084828711256,0.6292335115864528,-14.962502871532719,0.492665774521743,0.552365685819692,-2.1302084585068792,2.08592872244035,-4.1208672658252485,4.00714185319231,-3.279137508896751,3.7299498640302247,-20.814866309567872,-9.197032453157396,signal,,
1re moitié,hgb_m5,0.49/S+30,1102,1102,169,0.573502722323049,0.8401898734177216,0.15981012658227847,30.5,37.5,1102,-0.15245009074410154,-0.2658227848101261,0.34960419467119447,-168.0,0.4873417721518987,0.6446808510638298,-15.733907891193105,0.5416217112457654,0.6033902447643054,-2.3584148626674857,2.086389797363362,-4.126786230040298,3.648877662438296,-3.981103307385642,3.5284404879825595,-21.633071705571304,-9.989843310880683,signal,,
1re moitié,hgb_m5,0.50/S+30,819,819,452,0.6153846153846154,0.8452380952380952,0.15476190476190477,28.0,36.0,819,0.6105006105006106,0.992063492063492,0.3496790998784335,500.0,0.5099206349206349,0.6412698412698413,-13.134920634920643,0.5802110903437803,0.6525857298416609,-2.12043238283069,3.3292250472468448,-3.4483608787322315,5.51077895947111,-3.774583703981148,4.952126769371685,-20.412911667309267,-6.116006659720576,signal,,
1re moitié,gap_m30,0.47/S+30,3546,3546,288,0.5741680767061478,0.980844793713163,0.019155206286836934,33.0,40.0,3546,-1.7743936830231226,-3.090373280943021,0.34866084900781497,-6292.0,0.43909626719056977,0.6357615894039735,-19.666532221340375,0.5553341415158242,0.591784175652765,-3.0843565224800704,-0.48772897700770257,-5.303847728163089,-0.8460585027268225,-3.722199711555051,0.23042825514757925,-22.918717410943234,-16.190770467432273,signal,,
1re moitié,gap_m30,0.48/S+30,3306,3306,528,0.6082879612825166,0.9791148682247638,0.0208851317752362,31.0,39.0,3306,-1.8838475499092553,-3.096966683242166,0.34935970418328627,-6228.0,0.44903033316757834,0.6455598455598456,-19.652951239226724,0.5894770579175193,0.6264134316622562,-3.2654078549848946,-0.5155424342743318,-5.350872181064832,-0.8347749597865803,-4.19475133957165,0.3403373770083323,-23.171785740015654,-16.12145440101095,signal,,
1re moitié,gap_m30,0.49/S+30,2830,2830,1004,0.6406360424028269,0.8659680088251517,0.13403199117484832,30.0,37.0,2830,-1.885865724381625,-2.943739658025374,0.34977082792729997,-5337.0,0.46056260341974625,0.6588003933136677,-19.823778989392142,0.620858517781426,0.6596812099492245,-3.44642451202598,-0.3792536628824974,-5.370719939254098,-0.5783389730018945,-4.252559902301534,0.5018858844784487,-23.597886324302372,-15.760499269427257,signal,,
1re moitié,gap_m30,0.50/S+30,1795,1795,2039,0.6713091922005571,0.8929460580912864,0.10705394190871369,28.0,37.0,1795,-1.2534818941504178,-1.8672199170124482,0.34986578119396716,-2250.0,0.48132780082987553,0.6610169491525424,-17.968914832266687,0.6474730613739097,0.6964189787485242,-3.25499508743437,0.7307616943064534,-4.833869464692762,1.0952486236018018,-4.7595632913640245,1.8409124557366168,-23.010599259545412,-12.992820505669917,signal,,
1re moitié,hgb_m0,0.47/S+60,3584,3584,250,0.6462053571428571,0.9771157167530224,0.022884283246977548,34.0,46.5,3584,-0.9631696428571405,-1.4905008635578545,0.34867041821239686,-3452.0,0.45509499136442144,0.6908517350157729,-23.575674365135146,0.6279262586448711,0.663053635959148,-2.4440946091248246,0.49936531228119874,-3.8157051548563414,0.7718629462644743,-3.5630704947552934,1.224200444570924,-26.82561152408367,-20.016777387947382,signal,,
1re moitié,hgb_m0,0.48/S+60,3405,3405,429,0.6754772393538914,0.9769565217391304,0.023043478260869565,33.0,43.0,3405,-0.910425844346548,-1.34782608695652,0.3493697935272125,-3100.0,0.46652173913043476,0.6932126696832579,-22.669093055282314,0.6575503273206246,0.6926456959690894,-2.475818831068353,0.6559284417778385,-3.66831365528109,0.9645500943677693,-3.5398749331507275,1.3923627709713637,-26.031413808942922,-19.021735347207215,signal,,
1re moitié,hgb_m0,0.49/S+60,3061,3061,773,0.7128389415223783,0.8551787351054079,0.14482126489459213,31.0,40.0,3061,-1.0839594903626268,-1.5206232813932172,0.34978590789743125,-3318.0,0.4747937671860678,0.7042093287827076,-22.94155615966398,0.6946950635259174,0.7302791506114927,-2.7444979711418904,0.5084370422338648,-3.8476802771603733,0.7222605893186002,-3.659025659342196,1.377816169459208,-26.70642753578358,-18.95823160175787,signal,,
1re moitié,hgb_m0,0.50/S+60,2065,2065,1769,0.7360774818401937,0.8697368421052631,0.13026315789473683,30.0,39.0,2065,-1.1138014527845037,-1.513157894736842,0.3498935962754806,-2300.0,0.48486842105263156,0.7247706422018348,-23.99022211492033,0.7144971508576091,0.7574907247540376,-3.135605404773046,0.8609219522893888,-4.291427076560469,1.1617695326733632,-4.109234753595102,2.007719320236392,-28.404906292311058,-19.286288328732383,signal,,
1re moitié,hgb_m2,0.47/S+60,2605,2605,139,0.6211132437619962,0.9752781211372065,0.024721878862793572,34.0,49.0,2605,-0.36314779270633196,-0.5846724351050638,0.34864040085284986,-946.0,0.4641532756489493,0.6869300911854104,-22.277681553646104,0.6001511042231693,0.6416069267158321,-2.0620964909964616,1.2428929534274797,-3.3132784904257297,2.0173679155117834,-3.1474458570870505,2.31284416491352,-26.165328681395106,-18.10794110101949,signal,,
1re moitié,hgb_m2,0.48/S+60,2499,2499,245,0.6510604241696679,0.9778733866011063,0.022126613398893668,34.0,45.0,2499,-0.5186074429771897,-0.7965580823601704,0.3493407529886838,-1296.0,0.47203441917639827,0.6915137614678899,-21.947934229149162,0.6306336946125234,0.6720159043206196,-2.30940642340676,1.2112368633791417,-3.5210557157749522,1.8513720218781833,-3.3707729153055923,2.198566572685321,-26.016278074248866,-17.76814697629106,signal,,
1re moitié,hgb_m2,0.49/S+60,2296,2296,448,0.6898954703832753,0.8598484848484849,0.14015151515151514,33.0,42.0,2296,-0.6602787456445985,-0.9570707070707075,0.34975793625769874,-1516.0,0.48042929292929293,0.7064606741573034,-22.60313812280105,0.6695464362850972,0.7097631872076605,-2.5180115203662297,1.0971215195644324,-3.6574788330009174,1.6070481726997519,-3.7579519260438037,2.254292216542685,-26.760160036061176,-18.126755649289507,signal,,
1re moitié,hgb_m2,0.50/S+60,1662,1662,1082,0.7166064981949458,0.8816120906801007,0.11838790931989925,31.0,39.0,1662,-0.9927797833935018,-1.385390428211587,0.3498642034750045,-1650.0,0.48614609571788414,0.7430997876857749,-25.695369196789073,0.6923986445353056,0.740720013162118,-3.119312833830417,1.1000389338440324,-4.363045111250888,1.5235143424299842,-4.359638393464652,2.687934384703827,-30.592099651866793,-20.659353371626292,signal,,
1re moitié,hgb_m5,0.47/S+60,1211,1211,60,0.5887696118909992,0.9775596072931276,0.02244039270687237,34.0,51.0,1211,-0.009083402146984375,-0.015427769985971871,0.3485139811779958,-11.0,0.46984572230014027,0.6726907630522089,-20.28450407520686,0.5582083097918207,0.6193201498481143,-2.237472313166641,2.1952437284226325,-3.799268211395662,3.7185469765117434,-3.387158383635351,3.878435437407129,-25.85842953992493,-14.473087446755638,signal,,
1re moitié,hgb_m5,0.48/S+60,1174,1174,97,0.6115843270868825,0.979108635097493,0.020891364902506964,34.0,48.0,1174,-0.4804088586030654,-0.7855153203342605,0.34921510461363303,-564.0,0.47214484679665736,0.6754385964912281,-20.32937496945707,0.582668080232774,0.6415618285504047,-2.7714387849165787,1.8049664021149303,-4.548034716679968,2.935662597301366,-4.168382957839461,3.5797488792395447,-26.218291766556465,-14.392336474444463,signal,,
1re moitié,hgb_m5,0.49/S+60,1102,1102,169,0.6442831215970962,0.852112676056338,0.14788732394366197,33.0,43.0,1102,-0.5353901996370233,-0.8309859154929593,0.3496322972284435,-590.0,0.48169014084507045,0.6862244897959183,-20.453434895084786,0.6133491921741663,0.6744405132082796,-3.01036386299218,1.8389413833872108,-4.6431818930583475,2.8631488981562194,-4.669267076143116,3.6882389894536205,-26.229614919451322,-14.26515531483369,signal,,
1re moitié,hgb_m5,0.50/S+60,819,819,452,0.6800976800976801,0.8491921005385996,0.15080789946140036,31.0,40.0,819,-0.7936507936507936,-1.1669658886894074,0.3497096343603778,-650.0,0.4883303411131059,0.7137404580152672,-22.541011690216127,0.6476399022258434,0.7149850933348441,-3.6932337072440955,2.1192912032987627,-5.3798441298441295,3.102456048169501,-5.6576980222062385,3.4761844147444263,-29.78446630229598,-15.292176389633564,signal,,
1re moitié,gap_m30,0.47/S+60,3546,3546,288,0.6604624929498026,0.9790777113578139,0.020922288642186166,34.0,48.0,3546,-2.1641285956006744,-3.276686592655846,0.34867119068313884,-7674.0,0.4372331340734415,0.6893687707641196,-25.213563669067813,0.6429169940125701,0.6779334282051672,-3.562820115719253,-0.7426725930565411,-5.39746022206332,-1.1318994090668726,-4.430450203487076,0.0932056279346968,-28.475541805739667,-21.642065233344788,signal,,
1re moitié,gap_m30,0.48/S+60,3306,3306,528,0.6878402903811253,0.976693051890941,0.023306948109058926,33.0,45.0,3306,-2.1330913490623096,-3.101143359718556,0.34936899081468276,-7052.0,0.4489885664028144,0.6957364341085271,-24.674786770571274,0.669740648157164,0.7057593489055956,-3.586111778032906,-0.6428699086481421,-5.194362290785459,-0.9435399776571676,-4.651792309111789,0.2357516199026523,-28.17911894205032,-20.939998119909344,signal,,
1re moitié,gap_m30,0.49/S+60,2830,2830,1004,0.7148409893992933,0.8729609490855166,0.12703905091448345,33.0,42.5,2830,-2.2003533568904596,-3.0781018289668816,0.34978008454384324,-6227.0,0.4592189817103312,0.7137546468401487,-25.453566512981745,0.696255894160306,0.7341356006136849,-3.8538075298352386,-0.5903691375994216,-5.401101092861575,-0.8219503912203106,-4.885591850975443,0.4888994145560355,-29.320634148151097,-21.21565429620685,signal,,
1re moitié,gap_m30,0.50/S+60,1795,1795,2039,0.7353760445682451,0.896969696969697,0.10303030303030303,31.0,40.0,1795,-1.8384401114206128,-2.5,0.3498774744990382,-3300.0,0.475,0.7221052631578947,-24.710526315789473,0.7123197633521774,0.759657815960178,-3.922736767806473,0.14137203416287245,-5.299988717258012,0.1958864116108802,-5.607830797543903,1.3253392637676842,-29.713661882848292,-19.60482663050254,signal,,
1re moitié,hgb_m0,0.47/E,3584,3584,250,0.8451450892857143,0.977550346649059,0.022449653350940905,39.0,85.0,3584,-1.3568638392857102,-1.605480356553314,0.34868679715414697,-4863.0,0.45394519643446685,1.0,-54.605480356553315,0.8322565481243049,0.8576269681539141,-2.998631386861314,0.3029916476012292,-3.5333688061190553,0.35976956170595703,-4.0941484585714,1.4531627443533823,-56.53336880611906,-52.64023043829404,signal,,
1re moitié,hgb_m0,0.48/E,3405,3405,429,0.8584434654919236,0.9774204584331166,0.02257954156688334,37.0,76.0,3405,-1.3521292217327447,-1.5750940814231937,0.3493847571373893,-4604.0,0.46424905918576803,1.0,-53.5750940814232,0.8459241760483623,0.8710443469079459,-3.061148115761968,0.33358978982588977,-3.548298771315431,0.38933445499707453,-3.986508356825454,1.5863782229633074,-55.54829877131543,-51.610665545002924,signal,,
1re moitié,hgb_m0,0.49/E,3061,3061,773,0.8699771316563215,0.8742020277882088,0.1257979722117912,34.0,63.0,3061,-1.5638680169879127,-1.797596695456253,0.349799290661733,-4787.0,0.4720240330454375,1.0,-52.79759669545625,0.8567681640232754,0.8828909937845208,-3.380796243614666,0.2388522048361127,-3.8827425195349727,0.2781428871228857,-4.49213824784357,1.671149067308342,-54.88274251953498,-50.72185711287712,signal,,
1re moitié,hgb_m0,0.50/E,2065,2065,1769,0.876997578692494,0.8768636112644947,0.12313638873550524,33.0,55.0,2065,-1.331719128329298,-1.5184980673660962,0.3499106937265216,-2750.0,0.484815019326339,1.0,-51.5184980673661,0.8608255566848378,0.8928110230570787,-3.5754699534346854,0.8428900578783859,-4.107668518820554,0.9578652049398073,-4.892612741941111,2.025489150524448,-54.10766851882055,-49.04213479506019,signal,,
1re moitié,hgb_m2,0.47/E,2605,2605,139,0.8291746641074856,0.9763888888888889,0.02361111111111111,40.0,93.0,2605,-1.197696737044143,-1.4444444444444404,0.34866539286106996,-3120.0,0.45555555555555555,1.0,-54.44444444444445,0.8142412181471779,0.8441313468568773,-3.1504704087562962,0.6293414635276963,-3.804725289947868,0.7632971718320122,-4.083639680449803,2.3550650668712696,-56.804725289947875,-52.23670282816798,signal,,
1re moitié,hgb_m2,0.48/E,2499,2499,245,0.8427370948379351,0.9786324786324786,0.021367521367521368,39.0,81.0,2499,-1.3157262905162053,-1.5612535612535596,0.3493633262642871,-3288.0,0.46438746438746437,1.0,-53.561253561253565,0.8277225107720037,0.8579759940245618,-3.308521959978208,0.6265458260946817,-3.9249753100763933,0.7345352026335622,-4.352991365869636,2.3695714881570273,-55.9249753100764,-51.265464797366434,signal,,
1re moitié,hgb_m2,0.49/E,2296,2296,448,0.8562717770034843,0.8789420142421159,0.12105798575788403,36.0,69.0,2296,-1.2778745644599296,-1.4923702950152602,0.34977776756469725,-2934.0,0.4750762970498474,1.0,-52.492370295015256,0.8412415260081265,0.8710551196593066,-3.3866175697602667,0.7233848935034071,-3.941907672774373,0.8470018983077433,-4.664951627375105,2.1767488644610395,-54.94190767277436,-50.15299810169226,signal,,
1re moitié,hgb_m2,0.50/E,1662,1662,1082,0.8628158844765343,0.8863319386331938,0.11366806136680614,34.0,60.0,1662,-0.9626955475330927,-1.1157601115760112,0.3498872150200353,-1600.0,0.4888423988842399,1.0,-51.115760111576016,0.8444270198269834,0.8810812520300186,-3.3473538916375607,1.3802495686904717,-3.8671485091836604,1.5992102262266064,-4.76231388537963,2.8760568473217756,-53.867148509183664,-48.40078977377339,signal,,
1re moitié,hgb_m5,0.47/E,1211,1211,60,0.815028901734104,0.9807497467071935,0.019250253292806486,45.0,99.0,1211,-1.4772914946325322,-1.812563323201617,0.348576726018147,-1789.0,0.4518743667679838,1.0,-54.812563323201616,0.7921332406094325,0.8372655615238783,-4.02192366811932,1.0365561505547147,-4.9108775360050725,1.2526043985397513,-5.629447196537655,3.228360560997101,-57.910877536005074,-51.74739560146025,signal,,
1re moitié,hgb_m5,0.48/E,1174,1174,97,0.8245315161839863,0.9793388429752066,0.02066115702479339,42.0,94.0,1174,-2.0136286201022138,-2.442148760330577,0.34927318709978156,-2364.0,0.4555785123966942,1.0,-54.442148760330575,0.8018174335398074,0.8464270343420002,-4.594492732800007,0.5854474542273105,-5.582580304592159,0.7235287114997504,-6.469581037239022,2.7938043986808183,-57.582580304592156,-51.276471288500254,signal,,
1re moitié,hgb_m5,0.49/E,1102,1102,169,0.8312159709618875,0.8755458515283843,0.12445414847161572,37.0,78.0,1102,-2.1633393829401095,-2.6026200873362457,0.3496835054936625,-2384.0,0.46397379912663755,1.0,-53.60262008733625,0.8086229521428816,0.8531103418303886,-4.944659724505654,0.5867512274526112,-5.925206363910524,0.7118592513087167,-7.1134563257838686,2.890903224866576,-56.925206363910526,-50.28814074869129,signal,,
1re moitié,hgb_m5,0.50/E,819,819,452,0.8498168498168498,0.8577586206896551,0.14224137931034483,34.0,69.25,819,-1.465201465201465,-1.7241379310344827,0.3497676240499001,-1200.0,0.4827586206896552,1.0,-51.72413793103448,0.8245398773006135,0.8750039013732833,-4.682307133379667,1.6120611479769784,-5.522827687776141,1.904851106521589,-6.659014175552964,3.6990337280562375,-55.52282768777614,-48.09514889347842,signal,,
1re moitié,gap_m30,0.47/E,3546,3546,288,0.8446136491821771,0.9792988313856428,0.020701168614357262,39.0,78.0,3546,-2.9230118443316377,-3.460767946577626,0.34868619318194033,-10365.0,0.4353923205342237,0.9981851179673321,-56.27927974331084,0.8316830981766354,0.8569005118849555,-4.476573766299875,-1.393978700825406,-5.2618210205430485,-1.6512584038342222,-5.437735779722727,-0.3555588871463466,-58.15447906672149,-54.45967385446323,signal,,
1re moitié,gap_m30,0.48/E,3306,3306,528,0.8563218390804598,0.9766866831508301,0.023313316849169905,37.0,70.0,3306,-2.8396854204476694,-3.3161427057576804,0.349382961890706,-9388.0,0.4468385729424232,0.9978947368421053,-55.105616389968205,0.8428871502052027,0.8687176981059428,-4.512168824788574,-1.2784856499419606,-5.253527962693208,-1.4809741197818946,-5.347268721678726,-0.009823969430525215,-57.07744871158045,-53.216027489937346,signal,,
1re moitié,gap_m30,0.49/E,2830,2830,1004,0.8646643109540636,0.886800163465468,0.11319983653453208,36.0,63.0,2830,-2.686572438162545,-3.107069881487536,0.3497939317663241,-7603.0,0.45892930118512465,0.9973890339425587,-53.84597327574341,0.8509354556472741,0.8779012602878513,-4.488634015853515,-0.9477029461417388,-5.209265396299365,-1.0955326470636295,-5.59187482045146,0.5817990630849986,-55.916496784874965,-51.77499391747017,signal,,
1re moitié,gap_m30,0.50/E,1795,1795,2039,0.8713091922005571,0.9008951406649617,0.09910485933503836,34.0,58.0,1795,-2.395543175487465,-2.749360613810742,0.34989658973064613,-4300.0,0.4725063938618926,1.0,-52.74936061381075,0.8544410769675769,0.8879176138816148,-4.727079540649126,-0.16300285043463503,-5.394752121619771,-0.18673709358319002,-6.182605732183749,1.3106670176451813,-55.394752121619774,-50.1867370935832,signal,,
2e moitié,hgb_m0,0.47/S+0,3986,3986,238,0.3183642749623683,0.983451536643026,0.016548463356973995,18.0,25.0,3986,-0.1864024084295022,-0.5855003940110287,0.34871746738749076,-743.0,0.4641449960598897,0.5598086124401914,-9.566361638030173,0.30393139357990173,0.3325792139144814,-1.043187231793296,0.7295241558492402,-3.2501214063714063,2.3335796387520515,-1.8311304716598231,1.213963766741625,-12.885661573563944,-6.335234927528911,signal,,
2e moitié,hgb_m0,0.48/S+0,3787,3787,437,0.34935304990757854,0.9674981103552532,0.03250188964474679,17.0,24.0,3787,-0.5819910219170842,-1.6659108087679497,0.3494183437039573,-2204.0,0.4633408919123205,0.5673701298701299,-10.402923795780945,0.33342132011313214,0.36438100657867906,-1.5269332134011606,0.44855343458821345,-4.31941832303875,1.3009637269822987,-2.4007785295392465,0.9710941095683318,-13.797747509872245,-7.176725728097479,signal,,
2e moitié,hgb_m0,0.49/S+0,3356,3356,868,0.39451728247914186,0.8617824773413897,0.13821752265861026,15.0,23.0,3356,-0.5887961859356375,-1.4924471299093653,0.34983833405113385,-1976.0,0.47507552870090636,0.5762795275590551,-10.120399885814873,0.3779844261968879,0.4100872739053538,-1.6946896421211992,0.5480664551756438,-4.261509131045555,1.4139551450960866,-2.47112250154069,1.2234656384720024,-13.59074223236483,-6.5097000244896375,signal,,
2e moitié,hgb_m0,0.50/S+0,2324,2324,1900,0.42168674698795183,0.7979591836734694,0.20204081632653062,13.5,22.25,2324,-0.5593803786574871,-1.3265306122448979,0.34993478686235435,-1300.0,0.48673469387755103,0.5803571428571429,-9.362244897959188,0.40043538512451393,0.442801022125848,-1.9213997950835313,0.8536530879435672,-4.526974056945598,2.0247594793435177,-2.5274896566539597,1.7891549565825495,-13.540530356006048,-5.052460135451172,signal,,
2e moitié,hgb_m2,0.47/S+0,2984,2984,113,0.27982573726541554,0.9832335329341317,0.016766467065868262,18.0,25.0,2984,-0.24966487935656764,-0.8922155688622712,0.3487057558260189,-745.0,0.46107784431137727,0.563983248022336,-10.290540371095874,0.2637502835666043,0.2951420569826152,-1.2095554445554444,0.6559775465498352,-4.360142416241068,2.3393745133432367,-1.9799964590037273,1.6530719462127095,-14.321207278391183,-6.50404665680447,signal,,
2e moitié,hgb_m2,0.48/S+0,2884,2884,213,0.30859916782246877,0.9707865168539326,0.029213483146067417,18.0,24.0,2884,-0.4576976421636611,-1.4831460674157286,0.3494078075509387,-1320.0,0.4651685393258427,0.5697091273821464,-10.454058805630373,0.2920230449284872,0.3243841771653811,-1.4612213309872237,0.5580182031708746,-4.684613239235088,1.821764620978328,-2.240337012375356,1.5219377951809536,-14.402898668072162,-6.755835589701321,signal,,
2e moitié,hgb_m2,0.49/S+0,2616,2616,481,0.3532110091743119,0.8560606060606061,0.14393939393939395,16.0,23.0,2616,-0.3730886850152903,-1.056277056277057,0.3498289548524904,-976.0,0.47943722943722944,0.574468085106383,-9.50308556691536,0.3350866430986937,0.37020255733322627,-1.5311974665007166,0.763683022220166,-4.31025341057041,2.206206622325043,-2.3669170407605,1.6657839447234974,-13.616250851736329,-5.576731087376369,signal,,
2e moitié,hgb_m2,0.50/S+0,1927,1927,1170,0.3985469641930462,0.796875,0.203125,14.0,23.0,1927,-0.4151530877010898,-1.0416666666666665,0.34991678531915005,-800.0,0.4895833333333333,0.5772217428817946,-8.763840954846131,0.3745546332963892,0.4214044429792185,-1.8172384537844728,1.0407308662875694,-4.5209266517357225,2.6170624581255097,-2.6163025963907254,1.9691718330703594,-13.409695268567848,-4.053318766278955,signal,,
2e moitié,hgb_m5,0.47/S+0,1576,1576,44,0.24619289340101522,0.9819587628865979,0.01804123711340206,18.0,24.0,1576,-0.022842639593907862,-0.09278350515463582,0.34866630441939633,-36.0,0.4690721649484536,0.5791245791245792,-11.005241417612554,0.22391809496375245,0.2681161684782609,-1.2831027153991825,1.1897585558335262,-5.158102096214749,4.861813426329551,-2.0229388595862754,2.4987780145579115,-16.611131829818444,-5.510258482174598,signal,,
2e moitié,hgb_m5,0.48/S+0,1541,1541,79,0.27125243348475014,0.9784688995215312,0.0215311004784689,17.0,24.0,1541,-0.1713173264114206,-0.6315789473684194,0.34937145626874505,-264.0,0.47368421052631576,0.5823686553873553,-10.86844448610395,0.24822479248485896,0.2946317673378076,-1.521282837210177,1.1259875119113296,-5.5350963662938915,4.184481618289365,-2.258753141884886,2.7567237881552416,-16.55624658472077,-5.620040180416997,signal,,
2e moitié,hgb_m5,0.49/S+0,1433,1433,187,0.3098394975575715,0.8378378378378378,0.16216216216216217,16.0,23.0,1433,0.1702721563154223,0.5495495495495489,0.34979539253085845,244.0,0.4954954954954955,0.5935288169868554,-9.803332149135995,0.2845762897535959,0.3333333333333333,-1.3039432682646257,1.66699232379623,-4.218112838655618,5.382022471910112,-2.313382081084298,3.037062757547883,-15.593777771611977,-4.054899910016424,signal,,
