half,model,label,n_orders,n_markets,n_crossing,fill_rate,share_traversal,share_queue,delay_median_s,delay_p75_s,n_scored,pnl_per_placed_c,pnl_per_executed_c,rebate_per_executed_c,pnl_total_usd,win_rate_executed,win_rate_not_executed,adverse_selection_pts,fill_rate_ic_lo,fill_rate_ic_hi,pnl_per_placed_ic_lo,pnl_per_placed_ic_hi,pnl_per_executed_ic_lo,pnl_per_executed_ic_hi,pnl_per_placed_ic_lo_adj,pnl_per_placed_ic_hi_adj,adverse_selection_ic_lo,adverse_selection_ic_hi,strategy,config,duration
1re moitié,hgb_m5,0.49/S+0,1102,1102,169,0.29945553539019965,0.7696969696969697,0.23030303030303031,16.0,22.0,1102,2.114337568058077,7.0606060606060606,0.3493700940369543,2330.0,0.5606060606060606,0.5518134715025906,0.8792589103469917,0.27109368167123316,0.3270444478257929,0.5451624594917278,3.6744797895335966,1.8239297347603536,12.213068181818178,-0.2097677764918022,4.887061758405158,-5.37155228845992,6.897615243086779,signal,,
1re moitié,hgb_m5,0.50/S+0,819,819,452,0.34554334554334554,0.833922261484099,0.16607773851590105,13.0,21.5,819,1.8925518925518925,5.477031802120141,0.34942850296371164,1550.0,0.5547703180212014,0.5634328358208955,-0.866251779969418,0.3124206841545551,0.3786262520382017,-0.18007743962969805,3.893593410929174,-0.5120333556173252,11.461794019933555,-1.5243483661117878,5.750174927771734,-7.888298156717884,6.465258458451129,signal,,
1re moitié,gap_m30,0.47/S+0,3546,3546,288,0.27411167512690354,0.9897119341563786,0.0102880658436214,19.0,25.0,3546,-0.9261139311900726,-3.378600823045262,0.3485742063579332,-3284.0,0.43621399176954734,0.5555555555555556,-11.934156378600825,0.25899775203980685,0.2885958571721696,-1.758945491726541,-0.07220412457455541,-6.378323961244849,-0.25909293537177563,-2.342437171864171,0.4360465269629894,-15.449959156474751,-8.345945987467715,signal,,
1re moitié,gap_m30,0.48/S+0,3306,3306,528,0.30973986690865096,0.9736328125,0.0263671875,18.0,24.0,3306,-0.8626739261947967,-2.7851562499999982,0.34928230968026225,-2852.0,0.4521484375,0.5591586327782647,-10.701019527826471,0.2933189805700217,0.32596313472152894,-1.7886035627896093,0.07115941818276245,-5.780292451324609,0.22771731959065125,-2.5813132575726887,0.7374441914724826,-14.353026797308878,-6.9890296907492,signal,,
1re moitié,gap_m30,0.49/S+0,2830,2830,1004,0.3431095406360424,0.815653964984552,0.184346035015448,16.0,24.0,2830,-0.6286219081272082,-1.8321318228630283,0.34969350260782167,-1779.0,0.47167868177136973,0.5632060247444863,-9.15273429731166,0.3254810050710085,0.35994608686848234,-1.7141478290720764,0.45880987450283234,-4.991532062326688,1.3354382726544067,-2.4127252675916133,1.2221990549784285,-13.088202539390164,-5.212329250016558,signal,,
1re moitié,gap_m30,0.50/S+0,1795,1795,2039,0.37493036211699166,0.8930163447251115,0.10698365527488855,15.0,24.0,1795,-0.19498607242339833,-0.5200594353640415,0.3497596825241166,-350.0,0.4947994056463596,0.5677361853832442,-7.293677973688462,0.3523284764767521,0.3973865085987931,-1.6668526785714286,1.2051693167226711,-4.38111871074058,3.172461829696132,-3.1666830707799964,2.0870320462546954,-11.909681368867986,-2.715608547440193,signal,,
1re moitié,hgb_m0,0.47/S+30,3584,3584,250,0.5611049107142857,0.9786176031824962,0.02138239681750373,33.0,39.0,3584,-0.8138950892857122,-1.4505221282943763,0.348659865032278,-2917.0,0.4554947787170562,0.6446280991735537,-18.91333204564975,0.5431201738710372,0.5789768001265972,-2.1451785278901685,0.5218476383759867,-3.8264764199923094,0.9270517751982837,-3.251351537045621,1.3162886377125587,-22.300840206169102,-15.456278823371216,signal,,
1re moitié,hgb_m0,0.48/S+30,3405,3405,429,0.5982378854625551,0.9783996072655866,0.021600392734413353,31.0,37.0,3405,-0.6977973568281927,-1.1664212076583196,0.3493607290685266,-2376.0,0.4683357879234168,0.6469298245614035,-17.859403663798666,0.5800899473391775,0.6156338659389512,-2.1121136183654063,0.7655383963515917,-3.533876771717597,1.272542457085325,-3.189732192379075,1.601017906152563,-21.4532298171569,-14.354085669500352,signal,,
1re moitié,hgb_m0,0.49/S+30,3061,3061,773,0.6478275073505391,0.8461926374180535,0.15380736258194655,28.0,37.0,3061,-0.6752695197647828,-1.042360060514373,0.3497784725326247,-2067.0,0.4795763993948563,0.6530612244897959,-17.348482509493955,0.62912386470404,0.6649063411094605,-2.2481815601686668,0.8808200599748635,-3.48632049346373,1.3591866731994109,-3.236527995145232,1.839903936333274,-21.17300346452312,-13.780676624438975,signal,,
1re moitié,hgb_m0,0.50/S+30,2065,2065,1769,0.6803874092009685,0.8683274021352313,0.13167259786476868,27.0,36.0,2065,-0.26634382566585957,-0.3914590747330961,0.34988488707382953,-550.0,0.49608540925266903,0.6590909090909091,-16.300549983824002,0.6577692462539451,0.7023963816538205,-2.213628483677852,1.6354607178306597,-3.225123040482756,2.4291847041847006,-3.0875020817394336,2.890168702995988,-20.771468647292057,-11.832554013022559,signal,,
1re moitié,hgb_m2,0.47/S+30,2605,2605,139,0.5339731285988484,0.9769949676491733,0.023005032350826744,33.0,39.0,2605,0.047216890595011315,0.08842559309849417,0.3486241470739835,123.0,0.47088425593098493,0.6375617792421746,-16.66775233111897,0.513069834830484,0.5545274733607197,-1.5323376889073073,1.5679309266352663,-2.8507609422418363,2.9628953880142705,-2.5591411170991814,2.538576011608223,-20.498510313317134,-12.691441646863533,signal,,
1re moitié,hgb_m2,0.48/S+30,2499,2499,245,0.5702280912364946,0.9803508771929824,0.019649122807017545,33.0,39.0,2499,-0.16006402561024322,-0.2807017543859632,0.34932668428953584,-400.0,0.47719298245614034,0.6433891992551211,-16.61962167989807,0.5497029110096638,0.5911323499387505,-1.7891844686282412,1.5042577145102296,-3.05221751382652,2.6430863319933313,-2.8930850609303853,2.4692697859549275,-20.733466124600493,-12.511407644365292,signal,,
1re moitié,hgb_m2,0.49/S+30,2296,2296,448,0.6206445993031359,0.8498245614035088,0.15017543859649124,30.0,37.0,2296,-0.054442508710800926,-0.08771929824561428,0.34974654809276834,-125.0,0.48912280701754385,0.6509758897818599,-16.18530827643161,0.6000864446759622,0.6410158158447434,-1.8408963818526778,1.6339894833589654,-2.956453478115091,2.664571675923255,-2.972785021840575,2.719269376756001,-20.536261478828273,-12.014264497363417,signal,,
1re moitié,hgb_m2,0.50/S+30,1662,1662,1082,0.6564380264741275,0.8799266727772685,0.12007332722273144,27.0,36.0,1662,0.15042117930204574,0.229147571035747,0.3498517564974614,250.0,0.5022914757103575,0.6672504378283712,-16.495896211801377,0.6308152339862989,0.6817115585514936,-1.7990740100878602,2.19538429635944,-2.7759471365638766,3.339493186556159,-3.2720240293182856,3.700819723717612,-21.61682393903072,-11.498503070647525,signal,,
