slug,duration,half,strategy,label,side,price,t_place,t_cancel,q_ahead,crossing,placed,executed,t_fill,delay_fill_s,fill_reason,y,would_win,pnl_per_share,pnl_per_placed_share,pnl_order,rebate_per_share,model
btc-updown-5m-1789098000,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789097940.0,1789098000.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-5m-1789098300,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789098240.0,1789098300.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-5m-1789098300,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789098240.0,1789098300.0,91.0,False,True,True,1789098288.0,48.0,traversal,0.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-5m-1789098600,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789098540.0,1789098600.0,100.0,False,True,True,1789098574.0,34.0,traversal,1.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-5m-1789098600,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789098540.0,1789098600.0,91.0,False,True,True,1789098567.0,27.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789098900,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789098840.0,1789098900.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-5m-1789098900,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789098840.0,1789098900.0,91.0,True,False,False,,,,1.0,0.0,,,,,
btc-updown-5m-1789099200,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789099140.0,1789099200.0,100.0,False,True,True,1789099168.0,28.0,traversal,1.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-5m-1789099200,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789099140.0,1789099200.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-5m-1789099500,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789099440.0,1789099500.0,100.0,False,True,True,1789099459.0,19.0,traversal,1.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-5m-1789099500,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789099440.0,1789099500.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-5m-1789099800,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789099740.0,1789099800.0,100.0,False,True,True,1789099777.0,37.0,traversal,1.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-5m-1789099800,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789099740.0,1789099800.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-5m-1789100100,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789100040.0,1789100100.0,100.0,False,True,True,1789100083.0,43.0,traversal,0.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789100100,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789100040.0,1789100100.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-5m-1789100400,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789100340.0,1789100400.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-5m-1789100400,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789100340.0,1789100400.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-5m-1789100700,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789100640.0,1789100700.0,100.0,False,True,True,1789100644.0,4.0,traversal,1.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-5m-1789100700,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789100640.0,1789100700.0,91.0,False,True,True,1789100682.0,42.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789101000,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789100940.0,1789101000.0,100.0,True,False,False,,,,0.0,0.0,,,,,
btc-updown-5m-1789101000,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789100940.0,1789101000.0,91.0,False,True,True,1789100970.0,30.0,traversal,0.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-5m-1789101300,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789101240.0,1789101300.0,100.0,True,False,False,,,,0.0,0.0,,,,,
btc-updown-5m-1789101300,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789101240.0,1789101300.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-5m-1789101600,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789101540.0,1789101600.0,100.0,False,True,True,1789101594.0,54.0,queue,0.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789101600,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789101540.0,1789101600.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-5m-1789101900,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789101840.0,1789101900.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-5m-1789101900,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789101840.0,1789101900.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-5m-1789102200,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789102140.0,1789102200.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-5m-1789102200,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789102140.0,1789102200.0,91.0,False,True,True,1789102194.0,54.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789102500,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789102440.0,1789102500.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-5m-1789102500,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789102440.0,1789102500.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-5m-1789102800,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789102740.0,1789102800.0,100.0,False,True,True,1789102759.0,19.0,traversal,0.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789102800,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789102740.0,1789102800.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-5m-1789103100,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789103040.0,1789103100.0,100.0,False,True,True,1789103061.0,21.0,traversal,1.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-5m-1789103100,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789103040.0,1789103100.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-5m-1789103400,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789103340.0,1789103400.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-5m-1789103400,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789103340.0,1789103400.0,91.0,False,True,True,1789103367.0,27.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789103700,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789103640.0,1789103700.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-5m-1789103700,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789103640.0,1789103700.0,91.0,False,True,True,1789103652.0,12.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789104000,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789103940.0,1789104000.0,100.0,False,True,True,1789103988.0,48.0,traversal,0.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789104000,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789103940.0,1789104000.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-5m-1789104300,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789104240.0,1789104300.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-5m-1789104300,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789104240.0,1789104300.0,91.0,False,True,True,1789104288.0,48.0,traversal,0.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-5m-1789104600,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789104540.0,1789104600.0,100.0,False,True,True,1789104591.0,51.0,traversal,0.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789104600,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789104540.0,1789104600.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-5m-1789104900,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789104840.0,1789104900.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-5m-1789104900,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789104840.0,1789104900.0,91.0,False,True,True,1789104871.0,31.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789105200,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789105140.0,1789105200.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-5m-1789105200,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789105140.0,1789105200.0,91.0,False,True,True,1789105159.0,19.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789105500,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789105440.0,1789105500.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-5m-1789105500,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789105440.0,1789105500.0,91.0,False,True,True,1789105482.0,42.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789105800,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789105740.0,1789105800.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-5m-1789105800,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789105740.0,1789105800.0,91.0,False,True,True,1789105791.0,51.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789106100,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789106040.0,1789106100.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-5m-1789106100,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789106040.0,1789106100.0,91.0,False,True,True,1789106074.0,34.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789106400,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789106340.0,1789106400.0,100.0,True,False,False,,,,1.0,1.0,,,,,
btc-updown-5m-1789106400,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789106340.0,1789106400.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-5m-1789106700,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789106640.0,1789106700.0,100.0,True,False,False,,,,1.0,1.0,,,,,
btc-updown-5m-1789106700,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789106640.0,1789106700.0,91.0,False,True,True,1789106679.0,39.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789107000,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789106940.0,1789107000.0,100.0,True,False,False,,,,1.0,1.0,,,,,
btc-updown-5m-1789107000,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789106940.0,1789107000.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-5m-1789107300,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789107240.0,1789107300.0,100.0,True,False,False,,,,0.0,0.0,,,,,
btc-updown-5m-1789107300,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789107240.0,1789107300.0,91.0,False,True,True,1789107262.0,22.0,traversal,0.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-5m-1789107600,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789107540.0,1789107600.0,100.0,True,False,False,,,,0.0,0.0,,,,,
btc-updown-5m-1789107600,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789107540.0,1789107600.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-5m-1789107900,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789107840.0,1789107900.0,100.0,False,True,True,1789107876.0,36.0,queue,1.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-5m-1789107900,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789107840.0,1789107900.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-5m-1789108200,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789108140.0,1789108200.0,100.0,False,True,True,1789108198.0,58.0,traversal,0.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-5m-1789108200,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789108140.0,1789108200.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-5m-1789108500,5m,1re moitié,two_sided,0.48/S+0,up,0.48,1789108440.0,1789108500.0,100.0,False,True,True,1789108464.0,24.0,traversal,1.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-5m-1789108500,5m,1re moitié,two_sided,0.48/S+0,down,0.48,1789108440.0,1789108500.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
